method,object,target,quarter,vintage_date,horizon_q,point,q50,q10,q90,sd,window,prior_basis,n_params,n_train,spec_id,notes
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q4,2023-11-01,1,12.92578805944266,12.92578805944266,7.048699784760865,18.802876334124456,4.5859163475675695,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,13.294637900612557,13.294637900612557,4.557460742885368,22.031815058339745,6.81765556114341,W1,PIT,2,8,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,13.11744037770706,13.11744037770706,7.240352103025266,18.994528652388855,4.5859163475675695,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,13.294637900612557,13.294637900612557,4.557460742885368,22.031815058339745,6.81765556114341,W2,PIT,2,8,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,13.11744037770706,13.11744037770706,7.240352103025266,18.994528652388855,4.5859163475675695,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q2,2024-05-08,1,9.324280176609204,9.324280176609204,1.0617208566037224,17.586839496614687,6.447309294569255,W1,PIT,2,9,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q2,2024-05-08,1,9.859350967212254,9.859350967212254,3.98226269253046,15.736439241894049,4.5859163475675695,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q2,2024-05-08,1,9.324280176609204,9.324280176609204,1.0617208566037224,17.586839496614687,6.447309294569255,W2,PIT,2,9,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q2,2024-05-08,1,9.859350967212254,9.859350967212254,3.98226269253046,15.736439241894049,4.5859163475675695,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q3,2024-08-06,1,9.063156021174773,9.063156021174773,1.3297911545247834,16.796520887824762,6.034376668537458,W1,PIT,2,10,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q3,2024-08-06,1,9.71279331206889,9.71279331206889,3.835705037387095,15.589881586750684,4.5859163475675695,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q3,2024-08-06,1,9.063156021174773,9.063156021174773,1.3297911545247834,16.796520887824762,6.034376668537458,W2,PIT,2,10,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q3,2024-08-06,1,9.71279331206889,9.71279331206889,3.835705037387095,15.589881586750684,4.5859163475675695,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q4,2024-11-07,1,9.475838617315759,9.475838617315759,2.1811358545256256,16.770541380105893,5.69208681017078,W1,PIT,2,11,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q4,2024-11-07,1,10.193803052026599,10.193803052026599,4.316714777344805,16.07089132670839,4.5859163475675695,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q4,2024-11-07,1,9.475838617315759,9.475838617315759,2.1811358545256256,16.770541380105893,5.69208681017078,W2,PIT,2,11,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q4,2024-11-07,1,10.193803052026599,10.193803052026599,4.316714777344805,16.07089132670839,4.5859163475675695,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q1,2025-02-13,1,9.946420258637428,9.946420258637428,2.940917951336025,16.95192256593883,5.466422495706903,W1,PIT,2,12,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q1,2025-02-13,1,10.302781821235769,10.302781821235769,4.425693546553974,16.179870095917565,4.5859163475675695,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q1,2025-02-13,1,9.946420258637428,9.946420258637428,2.940917951336025,16.95192256593883,5.466422495706903,W2,PIT,2,12,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q1,2025-02-13,1,10.302781821235769,10.302781821235769,4.425693546553974,16.179870095917565,4.5859163475675695,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q2,2025-05-01,1,9.191339121863654,9.191339121863654,2.4710866499796715,15.911591593747637,5.243840866464226,W1,PIT,2,13,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q2,2025-05-01,1,9.787951083937282,9.787951083937282,3.9108628092554873,15.665039358619076,4.5859163475675695,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q2,2025-05-01,1,9.191339121863654,9.191339121863654,2.4710866499796715,15.911591593747637,5.243840866464226,W2,PIT,2,13,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q2,2025-05-01,1,9.787951083937282,9.787951083937282,3.9108628092554873,15.665039358619076,4.5859163475675695,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q3,2025-08-06,1,7.889183327144112,7.889183327144112,1.4256378346182448,14.352728819669979,5.043531346145372,W1,PIT,2,14,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q3,2025-08-06,1,8.709437057625852,8.709437057625852,2.8323487829440577,14.586525332307646,4.5859163475675695,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q3,2025-08-06,1,7.889183327144112,7.889183327144112,1.4256378346182448,14.352728819669979,5.043531346145372,W2,PIT,2,14,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q3,2025-08-06,1,8.709437057625852,8.709437057625852,2.8323487829440577,14.586525332307646,4.5859163475675695,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q4,2025-11-06,1,8.307684287577157,8.307684287577157,2.090216329858422,14.525152245295892,4.851516025480096,W1,PIT,2,15,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q4,2025-11-06,1,9.025099699473099,9.025099699473099,3.1480114247913047,14.902187974154893,4.5859163475675695,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q4,2025-11-06,1,8.307684287577157,8.307684287577157,2.090216329858422,14.525152245295892,4.851516025480096,W2,PIT,2,15,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q4,2025-11-06,1,9.025099699473099,9.025099699473099,3.1480114247913047,14.902187974154893,4.5859163475675695,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q1,2026-02-12,1,7.676784198909424,7.676784198909424,1.6651381711652515,13.688430226653596,4.6909123201683265,W1,PIT,2,16,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q1,2026-02-12,1,8.281037757976016,8.281037757976016,2.4039494832942214,14.15812603265781,4.5859163475675695,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q1,2026-02-12,1,7.676784198909424,7.676784198909424,1.6651381711652515,13.688430226653596,4.6909123201683265,W2,PIT,2,16,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q1,2026-02-12,1,8.281037757976016,8.281037757976016,2.4039494832942214,14.15812603265781,4.5859163475675695,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q2,2026-05-07,1,4.9213786115518285,4.9213786115518285,-0.9051818172861914,10.747939040389848,4.5464892599635665,W1,PIT,2,17,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q2,2026-05-07,1,5.466379201504725,5.466379201504725,-0.4107090731770695,11.343467476186518,4.5859163475675695,W1,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q2,2026-05-07,1,4.9213786115518285,4.9213786115518285,-0.9051818172861914,10.747939040389848,4.5464892599635665,W2,PIT,2,17,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q2,2026-05-07,1,5.466379201504725,5.466379201504725,-0.4107090731770695,11.343467476186518,4.5859163475675695,W2,full_sample,2,18,unearned_raw,"raw unearned y/y feature, no RNPL correction"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q1,2023-02-14,1,18.35492371123267,18.35492371123267,3.8045770443547156,32.90527037811062,11.353695830955289,W1,PIT,2,4,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q1,2023-02-14,1,16.53144610890651,16.53144610890651,10.891165608538948,22.171726609274074,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q2,2023-05-09,1,16.126078647106805,16.126078647106805,4.244794853999567,28.007362440214045,9.271015004424141,W1,PIT,2,5,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q2,2023-05-09,1,14.026504344740587,14.026504344740587,8.386223844373024,19.66678484510815,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q3,2023-08-03,1,12.428973380325598,12.428973380325598,1.7739105618795907,23.084036198771607,8.314189693895068,W1,PIT,2,6,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q3,2023-08-03,1,11.780961495874688,11.780961495874688,6.140680995507126,17.42124199624225,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q4,2023-11-01,1,13.365521957298023,13.365521957298023,3.81950677989888,22.911537134697166,7.448795221394409,W1,PIT,2,7,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q4,2023-11-01,1,12.454624350534457,12.454624350534457,6.814343850166895,18.09490485090202,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,13.294637900612557,13.294637900612557,4.557460742885368,22.031815058339745,6.81765556114341,W1,PIT,2,8,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,12.652077256210598,12.652077256210598,7.011796755843036,18.29235775657816,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,13.294637900612557,13.294637900612557,4.557460742885368,22.031815058339745,6.81765556114341,W2,PIT,2,8,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,12.652077256210598,12.652077256210598,7.011796755843036,18.29235775657816,4.401134259448002,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q2,2024-05-08,1,9.324280176609204,9.324280176609204,1.0617208566037224,17.586839496614687,6.447309294569255,W1,PIT,2,9,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q2,2024-05-08,1,9.295377859716229,9.295377859716229,3.655097359348667,14.935658360083792,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q2,2024-05-08,1,9.324280176609204,9.324280176609204,1.0617208566037224,17.586839496614687,6.447309294569255,W2,PIT,2,9,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q2,2024-05-08,1,9.295377859716229,9.295377859716229,3.655097359348667,14.935658360083792,4.401134259448002,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q3,2024-08-06,1,9.063156021174773,9.063156021174773,1.3297911545247834,16.796520887824762,6.034376668537458,W1,PIT,2,10,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q3,2024-08-06,1,9.144384461258007,9.144384461258007,3.5041039608904443,14.78466496162557,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q3,2024-08-06,1,9.063156021174773,9.063156021174773,1.3297911545247834,16.796520887824762,6.034376668537458,W2,PIT,2,10,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q3,2024-08-06,1,9.144384461258007,9.144384461258007,3.5041039608904443,14.78466496162557,4.401134259448002,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q4,2024-11-07,1,9.475838617315759,9.475838617315759,2.1811358545256256,16.770541380105893,5.69208681017078,W1,PIT,2,11,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q4,2024-11-07,1,9.6399525382491,9.6399525382491,3.9996720378815374,15.280233038616661,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q4,2024-11-07,1,9.475838617315759,9.475838617315759,2.1811358545256256,16.770541380105893,5.69208681017078,W2,PIT,2,11,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q4,2024-11-07,1,9.6399525382491,9.6399525382491,3.9996720378815374,15.280233038616661,4.401134259448002,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q1,2025-02-13,1,9.946420258637428,9.946420258637428,2.940917951336025,16.95192256593883,5.466422495706903,W1,PIT,2,12,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q1,2025-02-13,1,9.752229680692395,9.752229680692395,4.1119491803248325,15.392510181059958,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q1,2025-02-13,1,9.946420258637428,9.946420258637428,2.940917951336025,16.95192256593883,5.466422495706903,W2,PIT,2,12,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q1,2025-02-13,1,9.752229680692395,9.752229680692395,4.1119491803248325,15.392510181059958,4.401134259448002,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q2,2025-05-01,1,9.191339121863654,9.191339121863654,2.4710866499796715,15.911591593747637,5.243840866464226,W1,PIT,2,13,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q2,2025-05-01,1,9.221816973287863,9.221816973287863,3.581536472920301,14.862097473655425,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q2,2025-05-01,1,9.191339121863654,9.191339121863654,2.4710866499796715,15.911591593747637,5.243840866464226,W2,PIT,2,13,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q2,2025-05-01,1,9.221816973287863,9.221816973287863,3.581536472920301,14.862097473655425,4.401134259448002,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q3,2025-08-06,1,7.889183327144112,7.889183327144112,1.4256378346182448,14.352728819669979,5.043531346145372,W1,PIT,2,14,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q3,2025-08-06,1,8.110660425659393,8.110660425659393,2.470379925291831,13.750940926026956,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q3,2025-08-06,1,7.889183327144112,7.889183327144112,1.4256378346182448,14.352728819669979,5.043531346145372,W2,PIT,2,14,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q3,2025-08-06,1,8.110660425659393,8.110660425659393,2.470379925291831,13.750940926026956,4.401134259448002,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q4,2025-11-06,1,9.280710656489067,9.280710656489067,3.063242698770332,15.498178614207802,4.851516025480096,W1,PIT,2,15,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q4,2025-11-06,1,9.403783376558032,9.403783376558032,3.7635028761904694,15.044063876925595,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q4,2025-11-06,1,9.280710656489067,9.280710656489067,3.063242698770332,15.498178614207802,4.851516025480096,W2,PIT,2,15,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2025Q4,2025-11-06,1,9.403783376558032,9.403783376558032,3.7635028761904694,15.044063876925595,4.401134259448002,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q1,2026-02-12,1,9.9164346635649,9.9164346635649,3.922525964068191,15.910343363061608,4.677071809396584,W1,PIT,2,16,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q1,2026-02-12,1,9.992270467984955,9.992270467984955,4.351989967617393,15.632550968352518,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q1,2026-02-12,1,9.9164346635649,9.9164346635649,3.922525964068191,15.910343363061608,4.677071809396584,W2,PIT,2,16,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q1,2026-02-12,1,9.992270467984955,9.992270467984955,4.351989967617393,15.632550968352518,4.401134259448002,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q2,2026-05-07,1,8.501103779364136,8.501103779364136,2.705357922421678,14.296849636306595,4.522444521754014,W1,PIT,2,17,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q2,2026-05-07,1,8.641073133063925,8.641073133063925,3.0007926326963625,14.281353633431486,4.401134259448002,W1,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q2,2026-05-07,1,8.501103779364136,8.501103779364136,2.705357922421678,14.296849636306595,4.522444521754014,W2,PIT,2,17,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2026Q2,2026-05-07,1,8.641073133063925,8.641073133063925,3.0007926326963625,14.281353633431486,4.401134259448002,W2,full_sample,2,18,unearned_rnpl_scenario_k0.5,"unearned y/y feature + RNPL GBV-share scenario add-back, k=0.5 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q1,2023-02-14,1,18.35492371123267,18.35492371123267,3.8045770443547156,32.90527037811062,11.353695830955289,W1,PIT,2,4,unearned_rnpl_scenario_k1.0,"unearned y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q1,2023-02-14,1,16.144905841592152,16.144905841592152,10.432802584979948,21.857009098204358,4.457177853928042,W1,full_sample,2,18,unearned_rnpl_scenario_k1.0,"unearned y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q2,2023-05-09,1,16.126078647106805,16.126078647106805,4.244794853999567,28.007362440214045,9.271015004424141,W1,PIT,2,5,unearned_rnpl_scenario_k1.0,"unearned y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q2,2023-05-09,1,13.603783217086523,13.603783217086523,7.891679960474319,19.315886473698725,4.457177853928042,W1,full_sample,2,18,unearned_rnpl_scenario_k1.0,"unearned y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q3,2023-08-03,1,12.428973380325598,12.428973380325598,1.7739105618795907,23.084036198771607,8.314189693895068,W1,PIT,2,6,unearned_rnpl_scenario_k1.0,"unearned y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q3,2023-08-03,1,11.325806212120115,11.325806212120115,5.613702955507911,17.03790946873232,4.457177853928042,W1,full_sample,2,18,unearned_rnpl_scenario_k1.0,"unearned y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q4,2023-11-01,1,13.365521957298023,13.365521957298023,3.81950677989888,22.911537134697166,7.448795221394409,W1,PIT,2,7,unearned_rnpl_scenario_k1.0,"unearned y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2023Q4,2023-11-01,1,12.009199313610036,12.009199313610036,6.297096056997832,17.721302570222242,4.457177853928042,W1,full_sample,2,18,unearned_rnpl_scenario_k1.0,"unearned y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
tracker-backlog,nights_yoy_next_q,nights_yoy,2024Q1,2024-02-13,1,13.294637900612557,13.294637900612557,4.557460742885368,22.031815058339745,6.81765556114341,W1,PIT,2,8,unearned_rnpl_scenario_k1.0,"unearned y/y feature + RNPL GBV-share scenario add-back, k=1.0 (scenario, not fit to target)"
