prediction_id,issuing_fiscal_period,guided_fiscal_period,guidance_cutoff_at_utc,target_type,target_midpoint,source_rank,source_id,first_available_at_utc,forecast_approval,timing_pass,approval_pass,strictly_eligible,exclusion_reason,guidance_comparison_target,expected_sign
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,15,EUROSTAT_AVIA_PAOA,2026-09-03T21:15:19Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,16,EUROSTAT_AVIA_PAOAC,2026-09-03T21:15:46Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,17,EUROSTAT_AVIA_PAOC,2026-09-03T21:15:13Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,18,EUROSTAT_AVIA_PAOCC,2026-09-03T21:15:40Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,19,EUROSTAT_AVIA_PAODIS,2026-09-03T21:15:51Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,20,EUROSTAT_PLATFORM_NIGHTS_NUTS3,2026-09-03T20:56:13Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,21,EUROSTAT_TOUR_CE_OAM,2026-09-03T21:12:28Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,22,EUROSTAT_TOUR_CE_OAR,2026-09-03T21:12:18Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,23,EUROSTAT_TOUR_CE_OARC,2026-09-03T21:12:14Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,24,EUROSTAT_TOUR_CE_OASC,2026-09-03T21:12:32Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,25,EUROSTAT_TOUR_CE_OAW,2026-09-03T21:12:23Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,26,EUROSTAT_TOUR_OCC_ARN2,2026-09-03T21:13:50Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,27,EUROSTAT_TOUR_OCC_ARNAT,2026-09-03T21:13:44Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,28,EUROSTAT_TOUR_OCC_ARNRAW,2026-09-03T21:13:57Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,29,EUROSTAT_TOUR_OCC_NIN2DC,2026-09-03T21:13:40Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,30,EUROSTAT_TOUR_OCC_NIN3,2026-09-03T21:13:20Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,31,EUROSTAT_TOUR_OCC_NINAT,2026-09-03T21:12:49Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,32,EUROSTAT_TOUR_OCC_NINATDC,2026-09-03T21:13:34Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,33,EUROSTAT_TOUR_OCC_NINATS,2026-09-03T21:12:59Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,34,EUROSTAT_TOUR_OCC_NINC,2026-09-03T21:13:26Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,35,EUROSTAT_TOUR_OCC_NINRAW,2026-09-03T21:12:55Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,36,EUROSTAT_AVIA_PAR_EL,2026-09-03T21:16:45Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,37,EUROSTAT_AVIA_PAR_ES,2026-09-03T21:16:18Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,38,EUROSTAT_AVIA_PAR_FR,2026-09-03T21:16:23Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,39,EUROSTAT_AVIA_PAR_IE,2026-09-03T21:16:13Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,40,EUROSTAT_AVIA_PAR_IT,2026-09-03T21:16:29Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,41,EUROSTAT_AVIA_PAR_NL,2026-09-03T21:16:38Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,42,EUROSTAT_AVIA_PAR_PT,2026-09-03T21:16:34Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,43,EUROSTAT_TOUR_OCC_ANOR,2026-09-03T21:14:05Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,44,EUROSTAT_TOUR_OCC_ANOR2,2026-09-03T21:14:14Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,45,EUROSTAT_TOUR_CAP_NAT,2026-09-03T21:14:25Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,ambiguous
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,46,EUROSTAT_TOUR_CAP_NATDC,2026-09-03T21:14:44Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,ambiguous
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,47,EUROSTAT_TOUR_CAP_NATS,2026-09-03T21:14:39Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,ambiguous
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,48,EUROSTAT_TOUR_CAP_NUTS2,2026-09-03T21:14:33Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,ambiguous
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,49,EUROSTAT_TOUR_CAP_NUTS2DC,2026-09-03T21:14:50Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,ambiguous
ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,numeric_range,2710,50,STATCAN_ACCOM_PRICE,2026-09-03T20:50:17Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,1,EUROSTAT_TOURISM_NIGHTS,2026-09-03T20:50:17Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,2,EUROSTAT_TOUR_OCC_ARM,2026-09-03T21:12:40Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,3,EUROSTAT_PLATFORM_NIGHTS_COUNTRY,2026-09-03T20:50:17Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,4,EUROSTAT_AVIA_TF_AIRPM,2026-09-03T21:15:07Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,5,EUROSTAT_AVIA_TF_CM,2026-09-03T21:15:01Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,6,EUROSTAT_TOUR_OCC_MNOR,2026-09-03T21:12:45Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,7,TORONTO_STR_PROGRAM,2026-09-03T20:50:17Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,net supply positive; enforcement negative
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,8,UK_CAA_AIRPORT_PASSENGERS,2026-09-03T20:50:17Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,9,EUROSTAT_TOUR_OCC_NIN2M,2026-09-03T21:13:15Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,10,EUROSTAT_PLATFORM_NIGHTS_REGION,2026-09-03T20:51:33Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,11,SFO_AIR_PASSENGERS,2026-09-03T20:50:50Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,12,STATCAN_TRAVELLERS,2026-09-03T20:50:17Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,13,EUROSTAT_AVIA_PAEXAC,2026-09-03T21:17:38Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,14,EUROSTAT_AVIA_PAEXCC,2026-09-03T21:15:56Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,15,EUROSTAT_AVIA_PAOA,2026-09-03T21:15:19Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,16,EUROSTAT_AVIA_PAOAC,2026-09-03T21:15:46Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,17,EUROSTAT_AVIA_PAOC,2026-09-03T21:15:13Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,18,EUROSTAT_AVIA_PAOCC,2026-09-03T21:15:40Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,19,EUROSTAT_AVIA_PAODIS,2026-09-03T21:15:51Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,20,EUROSTAT_PLATFORM_NIGHTS_NUTS3,2026-09-03T20:56:13Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,21,EUROSTAT_TOUR_CE_OAM,2026-09-03T21:12:28Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,22,EUROSTAT_TOUR_CE_OAR,2026-09-03T21:12:18Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,23,EUROSTAT_TOUR_CE_OARC,2026-09-03T21:12:14Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,24,EUROSTAT_TOUR_CE_OASC,2026-09-03T21:12:32Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,25,EUROSTAT_TOUR_CE_OAW,2026-09-03T21:12:23Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,26,EUROSTAT_TOUR_OCC_ARN2,2026-09-03T21:13:50Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,27,EUROSTAT_TOUR_OCC_ARNAT,2026-09-03T21:13:44Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,28,EUROSTAT_TOUR_OCC_ARNRAW,2026-09-03T21:13:57Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,29,EUROSTAT_TOUR_OCC_NIN2DC,2026-09-03T21:13:40Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,30,EUROSTAT_TOUR_OCC_NIN3,2026-09-03T21:13:20Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,31,EUROSTAT_TOUR_OCC_NINAT,2026-09-03T21:12:49Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,32,EUROSTAT_TOUR_OCC_NINATDC,2026-09-03T21:13:34Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,33,EUROSTAT_TOUR_OCC_NINATS,2026-09-03T21:12:59Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,34,EUROSTAT_TOUR_OCC_NINC,2026-09-03T21:13:26Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,35,EUROSTAT_TOUR_OCC_NINRAW,2026-09-03T21:12:55Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,36,EUROSTAT_AVIA_PAR_EL,2026-09-03T21:16:45Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,37,EUROSTAT_AVIA_PAR_ES,2026-09-03T21:16:18Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,38,EUROSTAT_AVIA_PAR_FR,2026-09-03T21:16:23Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,numeric_range,3700,39,EUROSTAT_AVIA_PAR_IE,2026-09-03T21:16:13Z,discovery_only_not_approved,False,False,False,"first availability is not strictly before the guidance cutoff; evidence manifest is discovery-only, not approved_for_forecasting",Revenue-guidance midpoint YoY residual vs same guided quarter prior year,positive
