winner_DA,n_listings
35202116,3
24650512,3
35211070,3
35181223,3
35570345,3
48180058,3
48010166,3
35200134,3
48111656,3
24580010,3
59152414,3
35191228,3
24662523,3
12170490,3
35211783,3
59152862,3
24650303,3
35240879,3
10010774,3
35191229,3
59152732,3
24250290,3
35240262,3
35191231,3
12090722,3
35061188,3
24560197,3
48111593,3
48020248,3
35201660,3
35430804,3
48110192,3
24230608,3
12070173,3
24230890,3
35200106,3
48061642,3
59330043,3
47100154,3
35430955,3
35600362,3
35210706,3
59370179,3
24390152,3
35211468,3
48080417,3
35580073,3
35061901,3
35061256,3
24360154,3
13100178,3
35420247,3
35390247,3
35191315,3
24660746,3
59170129,3
12170502,3
12090774,3
35150051,3
35060462,3
10010270,3
35431323,3
35240869,3
35201722,3
35370350,3
35230112,3
24640235,3
24660167,3
35010294,3
35202278,3
35210153,3
24650609,3
35230391,3
35211684,3
24410066,3
35210060,3
35210052,3
35160157,3
35090133,3
35260055,3
59153418,3
35203651,3
35211839,3
24660331,3
35203913,3
35203652,3
13150302,3
48010196,3
59151805,3
24662460,3
35210023,3
35240404,3
35060027,3
24130058,3
48130248,3
24100086,3
35210168,3
24490296,3
48020142,3
48062290,3
59270090,3
47170255,3
24940156,3
24610158,3
24430265,3
59151217,3
35260269,3
35210912,3
35260177,3
35200104,3
59090495,3
24280030,3
24940219,3
24662298,3
35202115,3
48060830,3
24700147,3
12090998,3
35300333,3
35140185,3
35240253,3
24230341,3
35260032,3
48080309,3
35203314,3
35204345,3
24730173,3
59260290,3
35203421,3
47110660,3
35210707,3
35060725,3
24290068,3
24580703,3
59152653,3
24580597,3
24230029,3
46110242,3
35431005,3
13010039,3
46200041,3
24660131,3
10050086,3
35600289,3
35200292,3
35180922,3
24910064,3
24650590,3
24710227,3
24370046,3
35211959,3
48110948,3
24230600,3
24940210,3
24580050,3
24300070,3
35200571,3
24190047,3
13110096,3
24940065,3
35060003,3
59170097,3
35203396,3
48190168,3
35211359,3
35212066,3
59550152,3
10040083,3
24800067,3
48061901,3
59153517,3
24430280,3
48061070,3
35180456,3
35211615,3
24390158,3
35201604,3
59170754,3
13020058,3
13150296,3
46180124,3
35202679,3
35061747,3
24231107,3
59152069,3
35240165,3
35211941,3
24890155,3
13080069,3
35260589,3
48130249,3
35230173,3
48060395,3
24370250,3
24660497,3
35202249,3
35470226,3
24580001,3
35201180,3
35110079,3
35220082,3
24370279,3
35180220,3
48030154,3
35201583,3
48060943,3
24260048,3
48080388,3
35200442,3
24663032,3
35260157,3
24650158,3
13070096,3
48061797,3
24570175,3
24230007,3
24580222,3
35390662,3
35200386,3
35260519,3
35210162,3
35201953,3
59150401,3
35212117,3
35580105,3
35204143,3
35204207,3
12170462,3
59010192,3
24560178,3
24120067,3
13090215,3
24670298,3
24662244,3
46110717,3
35190749,3
13010116,3
47060180,3
59153423,3
48150099,3
24420070,3
48111860,3
11030136,3
35420296,3
35201950,3
35201807,3
35190483,3
48190386,3
48160196,3
35202507,3
13140144,3
47060365,3
13100163,3
47060424,3
35200534,3
48110742,3
13100268,3
35190587,3
35190270,3
35370274,3
13150343,3
24160031,3
24150058,3
24230294,3
35191163,3
13150228,3
24600225,3
13150227,3
35280197,3
47110561,3
24570234,3
35340195,3
24660530,3
48020119,3
59153532,3
46020081,3
35430686,3
35211807,3
13090218,3
24760079,3
48140089,3
35480072,3
35120402,3
35240342,3
24640030,3
24220081,3
24120099,3
24630052,3
24580382,3
46110193,3
10010734,3
24650129,3
35530084,3
24630094,3
59150046,3
35390059,3
24490250,3
59152211,3
35120134,3
35431170,3
24940268,3
59090743,3
35181123,3
35440190,3
48050245,3
35070174,3
35201917,3
47060309,3
24750050,3
46070132,3
24630113,3
59410330,3
35440180,3
35210697,3
59330145,3
35100261,3
35300732,3
24580189,3
59070272,3
12080096,3
35210890,3
59170354,3
35090126,3
24230986,3
46110683,3
13060074,3
59240413,3
35300922,3
35370838,3
24890081,3
59430109,3
59430066,3
35180549,3
24430048,3
47040058,3
35204745,3
12090372,3
24860151,3
24910092,3
59230141,3
59190173,3
48080100,3
35060173,3
35210666,3
35191178,3
12110113,3
24660166,3
46110103,3
24470135,3
10010500,3
47110584,3
35240056,3
24662768,3
35470269,3
24370231,3
24590023,3
46090080,3
35211845,3
10010346,3
59550132,3
48100347,3
35380173,3
24520060,3
35250052,3
35191164,3
48061093,3
24020045,3
12170375,3
35180468,3
24660205,3
48060831,3
12110055,3
46111086,3
24660367,3
35260029,3
13070046,3
24230132,3
48061258,3
10050091,3
47060651,3
24500080,3
35390052,3
48061580,3
59153780,3
59390149,3
59090065,3
48061796,3
48112124,3
35430884,3
35190313,3
24430026,3
35480036,3
35140153,3
48061870,3
10010272,3
10100110,3
35410168,3
24660946,3
24940159,3
24250268,3
59330156,3
59153909,3
47110146,3
10050144,3
59550232,3
12140066,3
59530101,3
10070552,3
24220043,3
24800054,3
24320076,3
59190156,3
35060602,3
48061120,3
35210691,3
35530138,3
59370262,3
59170620,3
59490134,3
59240293,3
12120120,3
35300589,3
13050207,3
48061487,3
24690109,3
35420190,3
24660569,3
35200201,3
24670145,3
48062261,3
35370658,3
59152006,3
35390202,3
48061823,3
24660144,3
35202487,3
24580117,3
12090943,3
24663014,3
35260621,3
59070218,3
35300344,3
35250378,3
12100170,3
35180796,3
24510102,3
24250309,3
59151687,3
24750163,3
59151088,3
35201817,3
59330050,3
24661691,3
24230782,3
24710255,3
35150327,3
24310132,3
24662307,3
35060104,3
24600222,3
24580224,3
35061883,3
35191239,3
12120155,3
48062156,3
46110561,3
35202727,3
35370302,3
12090270,3
35120249,3
24610105,3
35203580,3
35061812,3
13090157,3
24470107,3
35061285,3
35140205,3
48110733,3
35490155,3
35250969,3
11020263,3
59150397,3
24220075,3
35390168,3
10060111,3
35300958,3
35180043,3
13070099,3
24430126,3
24580320,3
24020056,3
35210724,3
47110323,3
35204199,3
24730054,3
35150138,3
24663048,3
59151854,3
35201964,3
35210332,3
13020093,3
13080104,3
24880072,3
35212083,3
35260230,3
35190075,3
46130100,3
10050136,3
46110680,3
59152276,3
24662696,3
59151583,3
48062340,3
59152722,3
47110523,3
24060045,3
35204151,3
24910083,3
13150310,3
35212147,3
35203608,3
48112221,3
35061877,3
24360103,3
24060042,3
35300375,3
59170055,3
35310190,3
35191064,3
35390126,3
35180698,3
35140231,3
35300945,3
13070135,3
48190379,3
24570216,3
24662727,3
48060621,3
59370202,3
46110443,3
24940042,3
59151168,3
48080081,3
24580390,3
59090845,3
35580357,3
48061055,3
24663256,3
24662555,3
48080473,3
24650463,3
35370081,3
24663203,3
12090688,3
35210588,3
24230501,3
24540199,3
12090619,3
59151969,3
35204495,3
24580059,3
35480085,3
35203243,3
35190673,3
24662598,3
12020050,3
48110097,3
35200136,3
35210847,3
35390176,3
12050078,3
35180451,3
59270066,3
35201862,3
35560282,3
24690079,3
24660197,3
48120200,3
35211272,3
24250232,3
59151849,3
35190856,3
13010110,3
35250729,3
35204363,3
35190481,3
24660821,3
35240524,3
35201673,3
59152324,3
46110239,3
35300439,3
35204422,3
48160231,3
24662565,3
35250922,3
24230089,3
35250422,3
35211651,3
35200707,3
24910052,3
35150157,3
35570169,3
24650131,3
35510072,3
13150194,3
48060193,3
35370690,3
59350097,3
59210269,3
24180039,3
59260303,3
11030130,3
59090789,3
59152741,3
35204797,3
13070318,3
35190777,3
24660804,3
59152739,3
24300057,3
35212162,3
24690065,3
24430120,3
13010034,3
48111141,3
46110494,3
59152548,3
12170495,3
35060726,3
35431000,3
35370593,3
35061887,3
35190867,3
59152314,3
35202094,3
48110727,3
59170344,3
35580472,3
35060823,3
24660022,3
59152989,3
10060091,3
35100109,3
13120067,3
35440186,3
35190752,3
35280243,3
35370250,3
24120063,3
13150173,3
47060135,3
24490316,3
59260307,3
24650446,3
59050094,3
46111009,3
59152748,3
24430085,3
24660059,3
35220126,3
48061212,3
46111139,3
48112428,3
24580261,3
24470235,3
24590012,3
24650163,3
12170509,3
35211802,3
59390186,3
13050194,3
35480059,3
24390133,3
24650135,3
48090062,3
13010035,3
35204305,3
24100133,3
59210256,3
35340185,3
59030132,3
35140154,3
59150322,3
35570356,3
24660890,3
35180322,3
24720204,3
59530222,3
47160192,3
35202892,3
46110175,3
13050175,3
13070089,3
48061987,3
35210345,3
24840067,3
35160210,3
35060736,3
59210286,3
59153807,3
35190566,3
24662277,3
35370582,3
59151578,3
35202212,3
48112302,3
35300660,3
24650536,3
35250907,3
59090766,3
59090083,3
48120259,3
48111371,3
35370323,3
35390172,3
48070146,3
59152292,3
35290071,3
35100330,3
35240731,3
24660920,3
48111096,3
35180843,3
35430998,3
48062305,3
59153867,3
35010308,3
12080120,3
46120057,3
24360137,3
24230808,3
47060653,3
24520088,3
35203605,3
35202123,3
35420315,3
48060087,3
24540254,3
35280286,3
24460115,3
24330059,3
35202027,3
35210241,3
35202448,3
47060308,3
13050170,3
35190955,3
46111051,3
59150452,3
35430874,3
48110196,3
24510048,3
35010202,3
59150190,3
35580109,3
35210392,3
46110676,3
35260806,3
59152711,3
24662933,3
35190849,3
35191155,3
24580077,3
24670079,3
24650425,3
35250436,3
35250444,3
35200460,3
24662703,3
35240892,3
35180803,3
24250018,3
46130070,3
48112141,3
13100171,3
35310128,3
35180800,3
12030040,3
24810060,3
24790113,3
59030226,3
46111223,3
35190759,3
59153860,3
35370097,3
59151986,3
35180644,3
24560289,3
59152284,3
48110792,3
48112062,3
35540114,3
35580081,3
10060089,3
46110567,3
35470285,3
24650289,3
47140147,3
35210512,3
24520066,3
24250017,3
47060186,3
48110962,3
59410324,3
35210955,3
59153613,3
48061032,3
24660666,3
48061248,3
11020209,3
35201513,3
10010727,3
35250484,3
24680060,3
48060701,3
59210305,3
35201829,3
35600276,3
35061487,3
35212080,3
35181081,3
35370206,3
12100111,3
10010761,3
35150321,3
59090511,3
35061842,3
59210423,3
59152814,3
35250805,3
10010576,3
35190659,3
59410305,3
35370662,3
35250461,3
47070157,3
24890166,3
24580065,3
35490198,3
35100119,3
59210267,3
48061290,3
48130221,3
35370359,3
24900040,3
35203439,3
59150295,3
48020205,3
35190329,3
48130269,3
47060313,3
24750212,3
35200047,3
35211229,3
24580630,3
59090425,3
46111145,3
35061241,3
59150465,3
35440208,3
48062221,3
12100096,3
24380041,3
35180186,3
35580204,3
24580172,3
24231111,3
35201985,3
48111855,3
35191219,3
59430079,3
24940112,3
35260632,3
13150257,3
12130023,3
24560246,3
35150265,3
48061025,3
59240211,3
24770074,3
48061801,3
35190486,3
47060652,3
35190280,3
48061379,3
24720098,3
24650031,3
24900057,3
35390154,3
24430304,3
59152106,3
35180557,3
35060172,3
35181196,3
35210591,3
59530076,3
48190177,3
35480021,3
35204281,3
35260039,3
35201839,3
35211484,3
24940114,3
35202390,3
24580540,3
59090660,3
35070256,3
24662253,3
35090180,3
24260072,3
59153032,3
59090662,3
46110438,3
46080059,3
35420322,3
46110768,3
59490127,3
24300076,3
59190203,3
35190632,3
59530074,3
24670304,3
35530148,3
24662039,3
12170389,3
24660398,3
35060681,3
10090081,3
46110333,3
24550083,3
35200648,3
48061941,3
59152151,3
35431313,3
11030082,3
35210205,3
35210206,3
59151695,3
24030036,3
35202954,3
48110688,3
59090512,3
12020045,3
47110699,3
35390830,3
46111068,3
48060509,3
59150756,3
59153053,3
48120170,3
24550040,3
59090559,3
10050096,3
35260239,3
35070299,3
35150304,3
10090095,3
13150292,3
35490201,3
13150238,3
46210108,3
35120369,3
35160167,3
48062095,3
35250276,2
35190898,2
35211599,2
24600048,2
35570130,2
48110396,2
24750140,2
35300720,2
24590124,2
35201523,2
24663410,2
24650111,2
24650454,2
35191157,2
24663138,2
35181236,2
12090922,2
48112107,2
59153978,2
35204343,2
35210645,2
35211754,2
59153074,2
59490118,2
35203446,2
13050199,2
48112176,2
24660672,2
24640233,2
48060925,2
35240699,2
35070244,2
35150258,2
35320225,2
35202049,2
35380054,2
35180197,2
59390170,2
48060707,2
48110148,2
59151663,2
24720162,2
35211733,2
24190092,2
24650291,2
24810170,2
35240631,2
35260112,2
35300745,2
24580341,2
47060663,2
24650665,2
35211723,2
35200123,2
12090837,2
59330123,2
46110571,2
24662519,2
48130322,2
24750070,2
48190424,2
48160217,2
35300081,2
24650116,2
24210064,2
24660403,2
24120100,2
48110986,2
59151873,2
24370199,2
35100045,2
46090063,2
24663096,2
35203377,2
35211707,2
35070278,2
13010151,2
59150262,2
35120398,2
24570245,2
35250496,2
24662660,2
24460145,2
24662756,2
24662759,2
47110163,2
35203579,2
35250387,2
24080048,2
24810405,2
47110288,2
48112256,2
35400171,2
47050192,2
35420191,2
35300662,2
46070165,2
59151538,2
35201952,2
46050060,2
48112079,2
24390222,2
59210387,2
35200317,2
48110390,2
24660800,2
35203382,2
35180295,2
35060413,2
24662676,2
24250250,2
35280283,2
35201594,2
24730122,2
48060977,2
24580260,2
24670234,2
35210489,2
48010202,2
59070147,2
48060323,2
48190419,2
48062160,2
24650651,2
48060544,2
35370357,2
24010032,2
24662444,2
35211285,2
35211092,2
24663299,2
59330168,2
24630078,2
35191203,2
35204116,2
24650187,2
24650498,2
24650464,2
35240790,2
24662367,2
24580516,2
24230887,2
24230099,2
24230886,2
35202689,2
24940111,2
35480225,2
59240410,2
35202383,2
48060535,2
35061507,2
24650347,2
24810176,2
24660100,2
48061221,2
59190254,2
48060691,2
48061769,2
35340168,2
13010047,2
24580733,2
35190446,2
24220080,2
24662537,2
35260267,2
24661547,2
24662202,2
35240241,2
24663095,2
35190182,2
35260425,2
24430031,2
59151821,2
35580043,2
24670181,2
48111029,2
24290129,2
24120077,2
24430323,2
59230106,2
35230351,2
46070192,2
35240666,2
35191051,2
35061134,2
35212151,2
35211695,2
13100224,2
24080081,2
35061444,2
35203998,2
35220081,2
48110136,2
35061543,2
48111637,2
35360253,2
35203223,2
46110089,2
35180921,2
35191016,2
24940251,2
59331514,2
24940172,2
10010800,2
35420179,2
35203038,2
35060894,2
46110870,2
35211292,2
24100124,2
24580106,2
35230363,2
24250306,2
35420283,2
35060463,2
59050068,2
35203144,2
35260277,2
35230459,2
59370329,2
35230458,2
35200223,2
48190372,2
35370200,2
47110510,2
35250941,2
35260334,2
24710184,2
35250439,2
59090682,2
13010016,2
11020147,2
24860108,2
24320072,2
59210238,2
24750161,2
59152346,2
59330068,2
48020374,2
35204061,2
24440037,2
59152820,2
46210066,2
24320060,2
24662313,2
48060289,2
48111021,2
48080449,2
24662357,2
35201498,2
35300379,2
24140053,2
35191108,2
13030066,2
35300357,2
35061119,2
24662322,2
59153925,2
24940244,2
59153540,2
13030047,2
35380179,2
48110384,2
24660543,2
24820027,2
35530115,2
35370319,2
24250310,2
35370383,2
24430046,2
35570329,2
35181177,2
48061330,2
59152881,2
35250357,2
47110669,2
59490117,2
35070306,2
35211105,2
35120389,2
35180050,2
48111608,2
35201197,2
59090488,2
59152667,2
35370564,2
35010298,2
35430842,2
35060607,2
35060082,2
24660618,2
35390540,2
46020148,2
24650499,2
35580086,2
24810145,2
35190491,2
59152383,2
24660603,2
24140085,2
24660752,2
59510148,2
35430693,2
59152341,2
48061610,2
24660339,2
35250259,2
24720102,2
46110031,2
13070290,2
12170416,2
24100116,2
35260286,2
35180421,2
35420204,2
35210692,2
35200006,2
35250477,2
47060137,2
59090105,2
35300929,2
48061836,2
35580424,2
59170211,2
46110541,2
12090196,2
35370182,2
24230994,2
12170506,2
35380094,2
46110115,2
47110147,2
59410314,2
24660011,2
24810209,2
35150334,2
24430246,2
24990228,2
59210218,2
47060630,2
35370568,2
35191317,2
47110447,2
48010234,2
24663167,2
59470094,2
13020094,2
35210787,2
24230740,2
11020139,2
59190299,2
35250541,2
35580091,2
13050195,2
24580232,2
24400044,2
24650019,2
35570415,2
59510222,2
48020137,2
35300084,2
24650078,2
35480082,2
48061649,2
48190437,2
48111156,2
24570062,2
24810094,2
35240855,2
47010185,2
24370149,2
35204290,2
35431148,2
48060334,2
47170153,2
46070173,2
12170400,2
35010273,2
35202046,2
35190430,2
35191188,2
24662583,2
35061505,2
48112163,2
59152437,2
35100107,2
35203581,2
10010756,2
35202550,2
35390288,2
59550155,2
46110463,2
35210278,2
24663041,2
48061874,2
24370219,2
24350047,2
35190540,2
35212131,2
35390455,2
35140244,2
35300775,2
35200251,2
35180021,2
35260499,2
48110405,2
24540159,2
24663281,2
48060150,2
35390175,2
46111115,2
47010186,2
24910105,2
35061737,2
35370522,2
24370052,2
24730143,2
35010301,2
24790100,2
10070513,2
46110804,2
48111327,2
48060058,2
35070189,2
35210509,2
48130224,2
24730082,2
47060164,2
35211052,2
12170414,2
35260154,2
46110002,2
35240765,2
35370197,2
59330045,2
35300832,2
59152858,2
10060124,2
12090723,2
12100152,2
48190179,2
24940415,2
35200435,2
35200433,2
35060872,2
48112339,2
35210437,2
48062372,2
48060508,2
35240709,2
24190054,2
48060215,2
35370231,2
47110571,2
48110910,2
35060126,2
35211969,2
35600284,2
10010236,2
48120220,2
35061450,2
59152736,2
35190102,2
35430954,2
24750179,2
24500066,2
35260441,2
24310090,2
13090145,2
24580413,2
59152973,2
12100155,2
24740019,2
24540132,2
35440198,2
10070546,2
24930087,2
24231086,2
24520108,2
35212154,2
24580570,2
48110650,2
24580096,2
35431229,2
24080075,2
10100068,2
48150101,2
35210390,2
24470174,2
59370171,2
35530249,2
24910060,2
59550149,2
24570073,2
35211908,2
13150305,2
35480205,2
59153007,2
35210387,2
59152014,2
35181082,2
35204645,2
48111045,2
12170435,2
35240280,2
24810163,2
46120037,2
12090610,2
24100135,2
48120257,2
48111068,2
48062039,2
35181221,2
24450101,2
46110460,2
35390931,2
35320311,2
48090061,2
48112322,2
59152389,2
35240396,2
24580444,2
13010117,2
24960054,2
48112267,2
46110552,2
35260264,2
35250717,2
24600188,2
35060048,2
12100117,2
35580083,2
24810175,2
59030221,2
12090784,2
35061210,2
35430935,2
46111011,2
24940077,2
46180110,2
24670019,2
35480060,2
35212046,2
59070299,2
35300446,2
48110911,2
35191146,2
35240577,2
48150142,2
24580177,2
48112170,2
35260166,2
59090539,2
35570136,2
59260439,2
35260793,2
12100130,2
35300983,2
48061353,2
35201587,2
24250092,2
48112416,2
59070253,2
35204795,2
12090791,2
24660778,2
24700003,2
48190217,2
48190406,2
35061466,2
59090397,2
24690070,2
59090377,2
10010561,2
24410040,2
35202409,2
35202130,2
35260611,2
24660606,2
12090954,2
24310151,2
48110639,2
35060923,2
35190078,2
48061939,2
24661347,2
11030134,2
24740050,2
59170315,2
24660416,2
35203143,2
12170515,2
35240427,2
35250987,2
35180428,2
35370161,2
11030143,2
48112224,2
48060374,2
48061278,2
59530252,2
48110238,2
24590140,2
48112372,2
48060908,2
48111676,2
48111624,2
48120157,2
24850087,2
48110353,2
46110258,2
48112210,2
48062338,2
48111694,2
35320257,2
35240130,2
48112297,2
48060386,2
48112002,2
48062023,2
48111949,2
35250853,2
35201228,2
24660261,2
46070180,2
35191354,2
48130309,2
24430037,2
35201827,2
48112180,2
24810214,2
48100355,2
24380079,2
24650218,2
47120099,2
59410404,2
35211755,2
24070063,2
35390564,2
48160245,2
48061597,2
48062457,2
35260528,2
24330046,2
35250346,2
59370159,2
48110719,2
59152332,2
24580239,2
24230568,2
24810322,2
48150123,2
24990245,2
48111893,2
59153767,2
24600129,2
35390300,2
24663025,2
48112329,2
24580248,2
48060738,2
35060502,2
48111605,2
35240713,2
35010304,2
48061340,2
46110708,2
35431141,2
59190160,2
24940199,2
48060235,2
47060619,2
24661696,2
35203524,2
35203853,2
11020185,2
24663404,2
59152305,2
24230021,2
24580157,2
24530138,2
24370132,2
48020116,2
24280049,2
13070332,2
35203108,2
35380093,2
47110576,2
35430937,2
35250487,2
24650543,2
24190104,2
35190288,2
24700072,2
24850047,2
59152574,2
48061010,2
24662540,2
24650064,2
48112166,2
24940028,2
10090089,2
12170466,2
24650191,2
35210835,2
59151802,2
35590099,2
47080140,2
24370186,2
35211788,2
24230805,2
48111689,2
24661487,2
35061363,2
59152726,2
24940037,2
59210418,2
35600309,2
35203679,2
48061889,2
48060425,2
24230020,2
24580709,2
35240124,2
24660614,2
35160131,2
35240667,2
59090691,2
47110646,2
35100029,2
59090790,2
24510054,2
48061211,2
48062203,2
48061301,2
24030059,2
35211776,2
46180114,2
35061866,2
35260719,2
48111944,2
24663108,2
24662402,2
35370584,2
59150462,2
24590114,2
10010457,2
35570279,2
24640038,2
24250204,2
47110541,2
24580732,2
35340205,2
12090691,2
59153511,2
35480056,2
35431210,2
24440065,2
59010177,2
24662456,2
59030158,2
24290127,2
24430025,2
35070159,2
48110770,2
59370200,2
35240942,2
35202133,2
35060987,2
35203098,2
13010087,2
59470069,2
24662905,2
10010544,2
24360138,2
48060929,2
59410263,2
24610079,2
24440057,2
24570049,2
48020409,2
24930083,2
35200443,2
35390014,2
11020207,2
24940154,2
24460113,2
12140069,2
48160114,2
24270034,2
24580556,2
59090510,2
59152774,2
35201973,2
24640021,2
24230790,2
59550173,2
35300746,2
35202185,2
24662510,2
35211822,2
48062202,2
48111286,2
35202020,2
48062314,2
59090665,2
35210834,2
35420207,2
12070167,2
35240609,2
24560281,2
59331661,2
35250042,2
35370240,2
59170435,2
24580048,2
24940116,2
24650082,2
47110488,2
59331464,2
48060421,2
48060411,2
24650606,2
24730123,2
35211362,2
24230798,2
24663237,2
35070156,2
48060339,2
48050146,2
35204740,2
59152871,2
12090881,2
12070100,2
10080190,2
24660133,2
48010182,2
59151658,2
47120140,2
59090386,2
12070146,2
35431200,2
24670009,2
35190034,2
35370777,2
24663429,2
24662730,2
35260444,2
47060348,2
24870083,2
24661576,2
35320182,2
24900051,2
35210457,2
24910072,2
24660015,2
48061318,2
35370207,2
59090121,2
24662571,2
24650506,2
47060356,2
35190306,2
13130086,2
35210253,2
59350117,2
24150037,2
46110578,2
35203416,2
59330094,2
24910053,2
35190932,2
35380134,2
35211353,2
35240485,2
47060682,2
48060563,2
24020062,2
35540137,2
24580324,2
13060058,2
24663086,2
35211785,2
35180710,2
13050092,2
59152968,2
24250103,2
35203711,2
35120279,2
59210378,2
24710075,2
24120070,2
24710061,2
24250127,2
24890104,2
13080070,2
13090212,2
35181019,2
35211533,2
35181228,2
35060461,2
24662302,2
48090056,2
59152340,2
48110342,2
24662674,2
24230940,2
48060937,2
35010170,2
35203028,2
59151601,2
24662678,2
24661569,2
24580218,2
24662355,2
59330172,2
47060166,2
24570210,2
24663111,2
24662254,2
24610099,2
48062250,2
35202612,2
35580342,2
35250737,2
35201497,2
35190070,2
48112071,2
46110456,2
24580700,2
59410328,2
59530127,2
59151315,2
35202685,2
24560240,2
24190058,2
24470102,2
59370137,2
48112268,2
35580059,2
12090835,2
24810058,2
13100217,2
48170254,2
35203509,2
35202104,2
24663370,2
24660857,2
47180184,2
35204432,2
48110646,2
24580012,2
35210190,2
35203342,2
11030154,2
59152781,2
35210077,2
24470119,2
13090213,2
60010137,2
35201648,2
24250211,2
35212023,2
35190987,2
59510248,2
35430592,2
35190471,2
24660176,2
24470184,2
47110318,2
35190129,2
24650070,2
59152145,2
35240685,2
24220077,2
59152359,2
35203725,2
35210899,2
35060125,2
35211113,2
24930104,2
24230686,2
35430949,2
48111314,2
24840068,2
35320256,2
13090130,2
35300095,2
35300347,2
48060784,2
13150272,2
35203757,2
35181198,2
35240209,2
35210414,2
48020361,2
13150196,2
46100023,2
47060456,2
35110084,2
24230022,2
35201860,2
35260433,2
35240593,2
24662171,2
24710160,2
35020107,2
10060105,2
35202760,2
48110731,2
35202111,2
24650159,2
35370695,2
35370173,2
47140174,2
59152174,2
24650517,2
24250182,2
10010593,2
59170764,2
59210377,2
24231065,2
24650390,2
59151901,2
47110310,2
48090074,2
13030080,2
47170279,2
35420172,2
24650486,2
59153017,2
59152128,2
24780148,2
13010092,2
59210295,2
59090793,2
24560205,2
35150121,2
12090195,2
24662593,2
24661589,2
35212132,2
35180200,2
13050223,2
24662255,2
35260035,2
24370085,2
24662386,2
24662463,2
35600291,2
35061557,2
24662564,2
35390346,2
24662275,2
24330072,2
24670237,2
10060059,2
35300368,2
24650624,2
35200450,2
35200010,2
35203141,2
59470086,2
59153417,2
35240867,2
35240068,2
35190107,2
24080088,2
35200199,2
48060552,2
35203938,2
59153801,2
48110272,2
10010553,2
24370117,2
24170044,2
59152519,2
46110249,2
24663034,2
35580201,2
24660221,2
59090446,2
35100262,2
24662816,2
46070172,2
24660964,2
47110515,2
59152926,2
24750238,2
35203529,2
13100251,2
35431308,2
35120110,2
24231075,2
48111518,2
46070185,2
35060682,2
35180970,2
10020104,2
35280194,2
46110394,2
48190224,2
24661231,2
24210053,2
35200068,2
48111435,2
35211477,2
59153916,2
48061329,2
35200067,2
59152391,2
35180125,2
35070209,2
46020091,2
35061078,2
24940181,2
35211697,2
24940047,2
24670229,2
24230931,2
35390329,2
24662752,2
24230645,2
24662737,2
48160131,2
24662868,2
48062013,2
48030142,2
35201992,2
35260501,2
35060712,2
10050115,2
59154005,2
35190492,2
35210409,2
59151229,2
35390422,2
48080163,2
35240132,2
35090203,2
11020241,2
35204131,2
35240943,2
24580665,2
10020096,2
35201662,2
35340194,2
59152246,2
48060128,2
24662680,2
24370265,2
24810077,2
24650110,2
35181009,2
35190969,2
46110077,2
35060684,2
35240206,2
24500059,2
35370217,2
11020132,2
48110243,2
24720081,2
35390619,2
35203073,2
24662312,2
12120096,2
35300226,2
12090530,2
59210251,2
59260443,2
35480238,2
59152454,2
24760062,2
24750197,2
24230914,2
35240036,2
35370179,2
59010153,2
35470207,2
24662763,2
24820018,2
35230076,2
35190860,2
13050178,2
47040077,2
59153723,2
24810171,2
59152247,2
12080093,2
35190916,2
24940271,2
59152063,2
24660557,2
24560315,2
35190426,2
24420075,2
35431156,2
59210246,2
24662356,2
35190278,2
24140083,2
47060260,2
59152850,2
24650368,2
13100341,2
24290078,2
24310135,2
59153036,2
24530110,2
35070224,2
24230951,2
24810355,2
35202712,2
35070150,2
48061892,2
35202045,2
35190748,2
35240216,2
48112127,2
48060973,2
59153288,2
35203714,2
48061633,2
35060841,2
10050106,2
24661241,2
46110424,2
35202358,2
48061064,2
24650193,2
24810119,2
24660370,2
24580167,2
24663269,2
35430848,2
35390174,2
35420264,2
24660373,2
35370773,2
35430825,2
35360284,2
24600056,2
35204719,2
24662936,2
48062344,2
59150177,2
59152918,2
48020307,2
24661570,2
12170449,2
47150399,2
59152733,2
59510144,2
24930093,2
35211948,2
24662712,2
35191134,2
24720213,2
35300390,2
24550076,2
24430312,2
24710051,2
24662281,2
48020106,2
24460109,2
59151103,2
59153369,2
24370269,2
12170499,2
59151809,2
35190802,2
24660621,2
10060088,2
46110941,2
46210068,2
35202744,2
35204395,2
59370266,2
48060380,2
35191344,2
59370152,2
48111594,2
35580087,2
59152229,2
10040106,2
35240757,2
24230754,2
35180511,2
35211613,2
12150069,2
24830064,2
24650580,2
35250975,2
24730245,2
59490169,2
35260324,2
35070266,2
35230498,2
24663131,2
35180038,2
24230992,2
12170468,2
35190305,2
47110525,2
35190219,2
24940161,2
35100096,2
24662918,2
35190113,2
47070172,2
59090757,2
35390906,2
35061744,2
35280234,2
35431227,2
35061115,2
24420096,2
24520098,2
10080221,2
35190273,2
10080173,2
35190891,2
24230094,2
24640240,2
35190973,2
24230977,2
24650286,2
59153084,2
12080095,2
24760054,2
35061570,2
24660934,2
59090864,2
46110318,2
59151366,2
24670100,2
35190767,2
24600175,2
35470246,2
13050196,2
24662292,2
48190166,2
35180636,2
35190348,2
59150083,2
24630085,2
35360260,2
35230181,2
35190804,2
35204293,2
59153023,2
35431078,2
35110121,2
35470189,2
35061156,2
35240697,2
48061747,2
48110392,2
35260318,2
35160129,2
59151810,2
24660083,2
24560133,2
35431181,2
46020118,2
