market,region,core13,dump_date,quarter,source_format,n_listings,price_basis,price_nonnull_share,quote_col_present,quote_checkin_median,quote_stay_nights_median,first_review_nonnull_share,host_since_nonnull_share,reviews_l30d_present,n_reviewed,n_new_first_review_lt12m,share_listings_new_by_first_review,share_listings_new_by_host_since,share_l30d_reviews_from_new,share_ltm_reviews_from_new,n_priced_new,n_priced_old,n_priced_entire_new,n_priced_entire_old,seconds,partial_scope_regime,n_ratio_to_full_scope,scope_flag,usable_for_premium
rome,EMEA,True,2026-06-20,2Q26,parquet,37084,quote_per_night,0.9256,True,2026-06-28,2.0,0.8833,0.0,True,32758,5955,0.1818,0.0,0.2028,0.1192,5746,24828,4472,19332,0.1,False,0.998,full,True
rome,EMEA,True,2026-07-18,3Q26,parquet,37151,quote_per_night,0.919,True,2026-07-24,2.0,0.8827,0.0,True,32795,5761,0.1757,0.0,0.1975,0.118,5568,24888,4317,19397,0.2,False,0.996,full,True
rome,EMEA,True,2026-08-25,3Q26,parquet,37483,quote_per_night,0.8804,True,2026-08-30,2.0,0.8792,0.0,True,32956,5693,0.1727,0.0,0.2155,0.1195,5303,23992,3985,18590,0.3,False,1.004,full,True
san-diego,NA,True,2025-03-16,1Q25,parquet,12991,listed_nightly,0.9009,False,,,0.8256,0.9992,True,10725,2373,0.2213,0.031,0.2751,0.1431,2164,7585,1907,6610,0.2,False,1.0,full,True
san-diego,NA,True,2025-06-21,2Q25,parquet,12959,listed_nightly,0.8954,False,,,0.8285,0.95,True,10736,2330,0.217,0.0276,0.2604,0.1466,2116,7705,1889,6747,0.1,False,0.985,full,True
san-diego,NA,True,2025-09-25,3Q25,parquet,13162,listed_nightly,0.8647,False,,,0.8329,0.9975,True,10962,2294,0.2093,0.0334,0.2589,0.1534,2054,7629,1807,6685,0.1,False,0.999,full,True
san-diego,NA,True,2025-12-11,4Q25,parquet,13164,none,0.0,False,,,0.8309,0.9999,True,10938,2204,0.2015,0.026,0.2708,0.1431,0,0,0,0,0.1,True,0.999,partial,False
san-diego,NA,True,2025-12-22,4Q25,parquet,13076,none,0.0,False,,,0.8394,0.0,True,10976,2250,0.205,0.0,0.2719,0.145,0,0,0,0,0.1,True,0.992,partial,False
san-diego,NA,True,2026-01-23,1Q26,parquet,13095,none,0.0,False,,,0.8363,0.0,True,10951,2187,0.1997,0.0,0.257,0.1389,0,0,0,0,0.1,True,0.994,partial,False
san-diego,NA,True,2026-02-25,1Q26,parquet,11427,none,0.0,False,,,0.8461,0.0,True,9668,1926,0.1992,0.0,0.2416,0.1327,0,0,0,0,0.1,True,0.867,partial,False
san-diego,NA,True,2026-03-29,1Q26,parquet,11765,none,0.0,False,,,0.8458,0.0,True,9951,2000,0.201,0.0,0.2337,0.1352,0,0,0,0,0.1,True,0.893,partial,False
san-diego,NA,True,2026-04-26,2Q26,parquet,11673,quote_per_night,0.9484,True,2026-04-29,2.0,0.8566,0.0,True,9999,1998,0.1998,0.0,0.228,0.1374,1910,7686,1648,6726,0.1,True,0.885,partial,True
san-diego,NA,True,2026-05-27,2Q26,parquet,11802,quote_per_night,0.9536,True,2026-06-02,2.0,0.8594,0.0,True,10143,2023,0.1994,0.0,0.232,0.1283,1952,7790,1681,6801,0.1,True,0.895,partial,True
san-diego,NA,True,2026-06-27,2Q26,parquet,13225,quote_per_night,0.8965,True,2026-07-11,2.0,0.8312,0.0,True,10993,2125,0.1933,0.0,0.2284,0.1302,1983,7994,1713,6984,0.1,False,1.003,full,True
san-diego,NA,True,2026-07-21,3Q26,parquet,13192,quote_per_night,0.8907,True,2026-08-03,2.0,0.8305,0.0,True,10956,2102,0.1919,0.0,0.2238,0.1271,1968,7917,1700,6944,0.1,False,1.0,full,True
san-diego,NA,True,2026-08-29,3Q26,parquet,13342,quote_per_night,0.8534,True,2026-09-01,2.0,0.8335,0.0,True,11121,2161,0.1943,0.0,0.234,0.1346,2000,7604,1697,6592,0.1,False,1.01,full,True
santiago,LatAm,False,2025-07-27,3Q25,csv.gz,15663,listed_nightly,1.0,False,,,0.8206,0.9999,True,12853,5328,0.4145,0.0933,0.5372,0.331,5328,7525,4740,6060,0.4,False,0.917,full,True
santiago,LatAm,False,2025-08-29,3Q25,csv.gz,15945,listed_nightly,1.0,False,,,0.83,0.9989,True,13234,5461,0.4126,0.0905,0.5268,0.3354,5461,7773,4861,6324,0.6,False,0.934,full,True
santiago,LatAm,False,2025-09-27,3Q25,csv.gz,16772,listed_nightly,0.9703,False,,,0.8229,0.9997,True,13802,5647,0.4091,0.0881,0.5385,0.3383,5508,7901,4888,6416,0.6,False,0.982,full,True
santiago,LatAm,False,2025-10-29,4Q25,csv.gz,17073,listed_nightly,0.9665,False,,,0.8255,0.9999,True,14093,5762,0.4089,0.0885,0.5654,0.3479,5632,8021,5003,6515,0.7,False,1.0,full,True
santiago,LatAm,False,2025-12-29,4Q25,csv.gz,17137,none,0.0,False,,,0.8197,0.0,True,14048,5576,0.3969,0.0,0.5488,0.3519,0,0,0,0,0.6,True,1.004,partial,False
santiago,LatAm,False,2026-03-30,1Q26,csv.gz,15945,quote_per_night,0.975,True,2026-04-03,2.0,0.8456,0.0,True,13483,5344,0.3964,0.0,0.5318,0.3428,5246,8045,4792,6671,0.5,True,0.934,partial,True
santiago,LatAm,False,2026-06-29,2Q26,csv.gz,18534,quote_per_night,0.9544,True,2026-07-04,2.0,0.8224,0.0,True,15243,5545,0.3638,0.0,0.5296,0.3122,5390,9314,4854,7684,0.8,False,1.086,full,True
santiago,LatAm,False,2026-07-24,3Q26,csv.gz,18667,quote_per_night,0.9534,True,2026-07-30,2.0,0.8339,0.0,True,15566,5601,0.3598,0.0,0.4977,0.307,5448,9552,4939,7911,0.7,False,1.093,full,True
santiago,LatAm,False,2026-08-30,3Q26,csv.gz,18804,quote_per_night,0.9487,True,2026-09-05,2.0,0.8501,0.0,True,15985,5826,0.3645,0.0,0.4753,0.3156,5642,9684,5120,8066,0.6,False,1.101,full,True
sao-paulo,LatAm,False,2026-06-14,2Q26,csv.gz,42354,quote_per_night,0.9877,True,2026-06-17,1.0,0.8637,0.0,True,36583,14598,0.399,0.0,0.4841,0.3092,14508,21808,13327,18604,1.4,False,0.983,full,True
sao-paulo,LatAm,False,2026-07-23,3Q26,csv.gz,43720,quote_per_night,0.9747,True,2026-07-27,1.0,0.861,0.0,True,37645,14610,0.3881,0.0,0.4776,0.3001,14326,22530,13158,19243,1.6,False,1.015,full,True
sao-paulo,LatAm,False,2026-08-18,3Q26,csv.gz,43068,quote_per_night,0.9733,True,2026-08-23,1.0,0.8674,0.0,True,37357,14614,0.3912,0.0,0.4757,0.301,14295,22248,13152,19092,1.5,False,1.0,full,True
singapore,APAC,False,2024-12-28,4Q24,csv.gz,3447,listed_nightly,0.7705,False,,,0.5042,1.0,True,1738,290,0.1669,0.0345,0.3308,0.2094,252,1113,141,452,0.1,False,0.942,full,True
singapore,APAC,False,2025-06-25,2Q25,csv.gz,3659,listed_nightly,0.7283,False,,,0.4928,0.9639,True,1803,354,0.1963,0.078,0.4323,0.2251,259,1092,118,432,0.1,False,1.062,full,True
singapore,APAC,False,2025-09-28,3Q25,csv.gz,3693,listed_nightly,0.7157,False,,,0.5001,1.0,True,1847,405,0.2193,0.0926,0.4713,0.2925,236,1123,127,435,0.1,False,1.12,full,True
singapore,APAC,False,2025-12-29,4Q25,csv.gz,3639,none,0.0,False,,,0.5026,0.0,True,1829,405,0.2214,0.0,0.4519,0.3393,0,0,0,0,0.1,True,1.104,partial,False
singapore,APAC,False,2026-03-30,1Q26,csv.gz,1192,quote_per_night,0.9899,True,2026-04-03,6.0,0.6602,0.0,True,787,290,0.3685,0.0,0.584,0.3868,290,491,102,261,0.1,True,0.379,partial,True
singapore,APAC,False,2026-06-29,2Q26,csv.gz,3097,quote_per_night,0.8369,True,2026-07-04,28.0,0.5605,0.0,True,1736,299,0.1722,0.0,0.3508,0.22,290,1161,120,409,0.1,False,0.984,full,True
singapore,APAC,False,2026-07-24,3Q26,csv.gz,3029,quote_per_night,0.8415,True,2026-07-28,7.0,0.5616,0.0,True,1701,265,0.1558,0.0,0.3084,0.2003,257,1177,111,408,0.1,False,0.963,full,True
singapore,APAC,False,2026-08-31,3Q26,csv.gz,3147,quote_per_night,0.8414,True,2026-09-02,6.0,0.5752,0.0,True,1810,314,0.1735,0.0,0.4188,0.2317,306,1216,104,418,0.1,False,1.008,full,True
sunshine-coast,APAC,False,2025-02-23,1Q25,csv.gz,7142,listed_nightly,0.9017,False,,,0.8666,1.0,True,6189,1478,0.2388,0.057,0.2526,0.1498,1341,4246,1252,3979,0.3,False,0.992,full,True
sunshine-coast,APAC,False,2025-05-31,2Q25,csv.gz,7125,listed_nightly,0.898,False,,,0.8662,0.9999,True,6172,1457,0.2361,0.0539,0.2542,0.1478,1328,4237,1242,3973,0.3,False,0.986,full,True
sunshine-coast,APAC,False,2025-08-31,3Q25,csv.gz,7196,listed_nightly,0.8972,False,,,0.863,1.0,True,6210,1425,0.2295,0.046,0.2534,0.1431,1312,4282,1233,4028,0.2,False,0.99,full,True
sunshine-coast,APAC,False,2025-09-30,3Q25,csv.gz,7253,listed_nightly,0.8907,False,,,0.8617,1.0,True,6250,1443,0.2309,0.0478,0.2593,0.1496,1319,4265,1240,4015,0.3,False,0.998,full,True
sunshine-coast,APAC,False,2025-11-30,4Q25,csv.gz,7434,none,0.0,False,,,0.8559,0.9995,True,6363,1449,0.2277,0.0227,0.2403,0.1542,0,0,0,0,0.2,False,1.023,full,False
sunshine-coast,APAC,False,2026-02-28,1Q26,csv.gz,6450,none,0.0,False,,,0.8808,0.0,True,5681,1276,0.2246,0.0,0.2436,0.1443,0,0,0,0,0.2,True,0.888,partial,False
sunshine-coast,APAC,False,2026-06-30,2Q26,csv.gz,7297,quote_per_night,0.8754,True,2026-07-12,2.0,0.8699,0.0,True,6348,1256,0.1979,0.0,0.2261,0.136,1150,4427,1069,4157,0.4,False,1.002,full,True
sunshine-coast,APAC,False,2026-07-26,3Q26,csv.gz,7281,quote_per_night,0.8794,True,2026-08-03,2.0,0.8768,0.0,True,6384,1270,0.1989,0.0,0.2297,0.1304,1154,4487,1063,4224,0.5,False,1.0,full,True
sunshine-coast,APAC,False,2026-08-31,3Q26,csv.gz,7279,quote_per_night,0.8696,True,2026-09-06,2.0,0.8736,0.0,True,6359,1244,0.1956,0.0,0.2314,0.1298,1131,4426,1052,4160,0.7,False,1.0,full,True
sydney,APAC,True,2025-09-12,3Q25,parquet,17730,none,0.0,False,,,0.8472,0.9999,True,15020,4567,0.3041,0.047,0.3691,0.2199,0,0,0,0,0.3,False,0.858,full,False
sydney,APAC,True,2025-12-12,4Q25,parquet,20436,none,0.0,False,,,0.796,0.9997,True,16267,5158,0.3171,0.0625,0.3786,0.227,0,0,0,0,0.2,True,0.989,partial,False
sydney,APAC,True,2026-01-17,1Q26,parquet,17787,none,0.0,False,,,0.8387,0.0,True,14918,5063,0.3394,0.0,0.3911,0.2208,0,0,0,0,0.1,True,0.861,partial,False
sydney,APAC,True,2026-02-17,1Q26,parquet,16463,none,0.0,False,,,0.8602,0.0,True,14161,4647,0.3282,0.0,0.3867,0.2248,0,0,0,0,0.2,True,0.797,partial,False
sydney,APAC,True,2026-03-21,1Q26,parquet,13563,quote_per_night,0.9942,True,2026-03-28,2.0,0.9078,0.0,True,12312,4314,0.3504,0.0,0.3788,0.2302,4294,7964,3405,6558,0.3,True,0.657,partial,True
sydney,APAC,True,2026-04-18,2Q26,parquet,13799,quote_per_night,0.993,True,2026-04-21,2.0,0.8996,0.0,True,12414,4339,0.3495,0.0,0.3822,0.2325,4314,8037,3471,6610,0.2,True,0.668,partial,True
sydney,APAC,True,2026-05-23,2Q26,parquet,14638,quote_per_night,0.9941,True,2026-05-28,2.0,0.8826,0.0,True,12919,4651,0.36,0.0,0.4065,0.2397,4625,8242,3597,6700,0.3,True,0.709,partial,True
sydney,APAC,True,2026-06-16,2Q26,parquet,20573,quote_per_night,0.8645,True,2026-06-22,2.0,0.8383,0.0,True,17247,5525,0.3203,0.0,0.4086,0.2414,4982,10012,3895,8025,0.1,False,0.996,full,True
sydney,APAC,True,2026-07-15,3Q26,parquet,20736,quote_per_night,0.8592,True,2026-07-19,2.0,0.8355,0.0,True,17324,5504,0.3177,0.0,0.4199,0.2359,4920,10075,3884,8056,0.1,False,1.004,full,True
sydney,APAC,True,2026-08-15,3Q26,parquet,20767,quote_per_night,0.8558,True,2026-08-22,2.0,0.8396,0.0,True,17437,5536,0.3175,0.0,0.4059,0.2349,4939,10095,3902,8070,0.1,False,1.005,full,True
taipei,APAC,False,2024-12-31,4Q24,csv.gz,5915,listed_nightly,0.8954,False,,,0.8282,1.0,True,4899,1725,0.3521,0.0761,0.4152,0.2751,1583,2818,1253,2133,0.3,False,0.955,full,True
taipei,APAC,False,2025-03-28,1Q25,csv.gz,5977,listed_nightly,0.8879,False,,,0.8272,1.0,True,4944,1563,0.3161,0.0607,0.3931,0.2306,1448,2952,1155,2224,0.2,False,0.965,full,True
taipei,APAC,False,2025-06-29,2Q25,csv.gz,6196,listed_nightly,0.8974,False,,,0.8123,0.9679,True,5033,1501,0.2982,0.053,0.382,0.2039,1394,3150,1114,2382,0.3,False,0.993,full,True
taipei,APAC,False,2025-09-30,3Q25,csv.gz,6241,listed_nightly,0.885,False,,,0.8098,1.0,True,5054,1518,0.3004,0.0628,0.4193,0.2169,1418,3108,1167,2406,0.2,False,0.999,full,True
taipei,APAC,False,2025-11-30,4Q25,csv.gz,6255,none,0.0,False,,,0.8275,1.0,True,5176,1560,0.3014,0.0711,0.3927,0.2225,0,0,0,0,0.2,False,1.001,full,False
taipei,APAC,False,2026-02-28,1Q26,csv.gz,5450,none,0.0,False,,,0.8406,0.0,True,4581,1408,0.3074,0.0,0.3736,0.2433,0,0,0,0,0.2,True,0.871,partial,False
taipei,APAC,False,2026-06-30,2Q26,csv.gz,6419,quote_per_night,0.9249,True,2026-07-07,3.0,0.8095,0.0,True,5196,1315,0.2531,0.0,0.2812,0.1868,1276,3607,958,2748,0.5,False,1.015,full,True
taipei,APAC,False,2026-07-26,3Q26,csv.gz,6430,quote_per_night,0.9191,True,2026-07-31,3.0,0.8056,0.0,True,5180,1285,0.2481,0.0,0.2761,0.1729,1246,3593,946,2746,0.4,False,1.016,full,True
taipei,APAC,False,2026-08-31,3Q26,csv.gz,6398,quote_per_night,0.895,True,2026-09-05,3.0,0.8143,0.0,True,5210,1247,0.2393,0.0,0.2682,0.1522,1167,3566,897,2750,0.4,False,1.0,full,True
tasmania,APAC,False,2025-03-02,1Q25,csv.gz,6478,listed_nightly,0.8699,False,,,0.9523,0.9989,True,6169,1069,0.1733,0.0326,0.1882,0.111,1000,4380,902,3940,0.4,False,1.0,full,True
tasmania,APAC,False,2025-06-09,2Q25,csv.gz,6477,listed_nightly,0.8774,False,,,0.952,0.9994,True,6166,1086,0.1761,0.0294,0.2016,0.1138,1031,4393,913,3954,0.4,False,0.996,full,True
tasmania,APAC,False,2025-09-11,3Q25,csv.gz,6501,listed_nightly,0.8716,False,,,0.9432,1.0,True,6132,1039,0.1694,0.0248,0.1894,0.11,973,4386,877,3966,0.4,False,0.991,full,True
tasmania,APAC,False,2025-12-12,4Q25,csv.gz,6648,none,0.0,False,,,0.9347,0.9995,True,6214,989,0.1592,0.0196,0.1775,0.0978,0,0,0,0,0.4,True,1.013,partial,False
tasmania,APAC,False,2026-03-19,1Q26,csv.gz,6031,quote_per_night,0.9629,True,2026-03-25,2.0,0.96,0.0,True,5790,1007,0.1739,0.0,0.1809,0.1038,971,4615,869,4152,0.2,True,0.919,partial,True
tasmania,APAC,False,2026-06-15,2Q26,csv.gz,6618,quote_per_night,0.8862,True,2026-06-18,2.0,0.9494,0.0,True,6283,966,0.1537,0.0,0.1809,0.1,928,4663,820,4190,0.3,False,1.0,full,True
tasmania,APAC,False,2026-07-14,3Q26,csv.gz,6629,quote_per_night,0.8861,True,2026-07-17,2.0,0.9478,0.0,True,6283,975,0.1552,0.0,0.1823,0.1002,932,4659,831,4177,0.3,False,1.002,full,True
tasmania,APAC,False,2026-08-13,3Q26,csv.gz,6642,quote_per_night,0.8874,True,2026-08-15,2.0,0.945,0.0,True,6277,975,0.1553,0.0,0.1816,0.1024,930,4661,821,4178,0.4,False,1.003,full,True
tokyo,APAC,False,2024-12-30,4Q24,csv.gz,21058,listed_nightly,0.8927,False,,,0.8631,0.9998,True,18175,7599,0.4181,0.1511,0.4514,0.2682,7035,9179,6363,7449,0.8,False,0.876,full,True
tokyo,APAC,False,2025-03-23,1Q25,csv.gz,22783,listed_nightly,0.9062,False,,,0.8638,1.0,True,19680,8117,0.4124,0.1217,0.4582,0.2778,7626,10239,6925,8357,0.8,False,0.948,full,True
tokyo,APAC,False,2025-06-27,2Q25,csv.gz,25297,listed_nightly,0.9195,False,,,0.8588,0.9622,True,21724,8926,0.4109,0.1125,0.4446,0.2951,8418,11599,7645,9533,1.1,False,0.95,full,True
tokyo,APAC,False,2025-09-29,3Q25,csv.gz,27945,listed_nightly,0.9118,False,,,0.8592,0.9997,True,24009,9764,0.4067,0.1249,0.4451,0.2719,9075,12908,8237,10761,1.1,False,1.0,full,True
tokyo,APAC,False,2025-12-29,4Q25,csv.gz,29807,none,0.0,False,,,0.863,0.0,True,25723,10101,0.3927,0.0,0.4376,0.2649,0,0,0,0,1.0,True,1.067,partial,False
tokyo,APAC,False,2026-03-30,1Q26,csv.gz,24790,quote_per_night,0.9891,True,2026-04-13,1.0,0.9375,0.0,True,23240,8744,0.3762,0.0,0.4427,0.2732,8666,14332,7670,12233,1.1,True,0.795,partial,True
tokyo,APAC,False,2026-06-30,2Q26,csv.gz,34419,quote_per_night,0.9402,True,2026-07-07,2.0,0.8743,0.0,True,30091,10817,0.3595,0.0,0.4043,0.276,10315,18143,8846,15087,1.7,False,1.0,full,True
tokyo,APAC,False,2026-07-24,3Q26,csv.gz,35097,quote_per_night,0.9442,True,2026-07-31,2.0,0.872,0.0,True,30606,10719,0.3502,0.0,0.3988,0.2639,10291,18774,8791,15637,1.3,False,1.02,full,True
tokyo,APAC,False,2026-08-31,3Q26,csv.gz,35771,quote_per_night,0.9339,True,2026-09-06,2.0,0.8752,0.0,True,31305,10627,0.3395,0.0,0.3932,0.2484,10066,19392,8679,16256,1.3,False,1.029,full,True
western-australia,APAC,False,2024-12-25,4Q24,csv.gz,13126,listed_nightly,0.8772,False,,,0.897,0.9999,True,11774,2935,0.2493,0.0406,0.2984,0.1752,2684,7663,2097,6532,0.5,False,1.032,full,True
western-australia,APAC,False,2025-03-18,1Q25,csv.gz,12232,listed_nightly,0.8651,False,,,0.9236,0.9996,True,11297,2839,0.2513,0.0401,0.3062,0.1768,2567,7239,2058,6248,0.4,False,0.962,full,True
western-australia,APAC,False,2025-06-23,2Q25,csv.gz,12628,listed_nightly,0.8911,False,,,0.9209,0.9418,True,11629,2927,0.2517,0.0405,0.3083,0.1798,2706,7681,2185,6553,0.5,False,0.993,full,True
western-australia,APAC,False,2025-09-26,3Q25,csv.gz,12807,listed_nightly,0.8927,False,,,0.9186,0.9998,True,11764,2816,0.2394,0.0432,0.3092,0.171,2619,7894,2167,6782,0.5,False,1.0,full,True
western-australia,APAC,False,2025-12-28,4Q25,csv.gz,12265,none,0.0,False,,,0.9232,0.0,True,11323,2897,0.2559,0.0,0.2933,0.1715,0,0,0,0,0.3,True,0.958,partial,False
western-australia,APAC,False,2026-03-29,1Q26,csv.gz,10465,quote_per_night,0.9666,True,2026-04-07,2.0,0.9484,0.0,True,9925,2665,0.2685,0.0,0.3087,0.1775,2579,7028,2168,6127,0.5,True,0.823,partial,True
western-australia,APAC,False,2026-06-28,2Q26,csv.gz,11724,quote_per_night,0.9849,True,2026-07-02,2.0,0.9392,0.0,True,11011,2844,0.2583,0.0,0.3051,0.1725,2808,8040,2297,6898,0.5,False,0.915,full,True
western-australia,APAC,False,2026-07-22,3Q26,csv.gz,13150,quote_per_night,0.9329,True,2026-07-26,2.0,0.931,0.0,True,12243,3004,0.2454,0.0,0.2961,0.1684,2830,8627,2297,7310,0.5,False,1.027,full,True
western-australia,APAC,False,2026-08-30,3Q26,csv.gz,13141,quote_per_night,0.901,True,2026-09-03,2.0,0.9301,0.0,True,12223,2982,0.244,0.0,0.2989,0.1691,2736,8310,2206,7006,0.5,False,1.013,full,True
