construction,quarter,market,region,side,vintage,weights_src,n_runs,n_listings,n_runs_over90,nights,mean_run,nights_lt7,nights_n7_27,nights_ge28,w_nights_lt7,w_nights_n7_27,w_nights_ge28,share_lt7,w_share_lt7,share_n7_27,w_share_n7_27,share_ge28,w_share_ge28,n_edge_dropped,n_closed_listings
F,2Q26,western-australia,apac,old,2025-03-18>2025-06-23,listings:2025-06-23,41904,7142,74,228439.0,5.451484345169912,99711.0,91735.0,36993.0,457353.21887599386,292864.8829335432,59742.89819046296,0.43648851553368734,0.5646607909220245,0.4015732865228792,0.36157899322750503,0.16193819794343348,0.07376021585047053,6674.0,154.0
F,3Q26,western-australia,apac,late,2026-06-28>2026-08-30,14c:2026-08-30,44941,8943,66,234139.0,5.2099196724594465,106299.0,93377.0,34463.0,603912.9206478683,331092.71244149003,51220.3669106417,0.45399954727747194,0.6123473936479755,0.3988101085252777,0.33571687670117195,0.14719034419725036,0.051935729650852545,6288.0,127.0
F,3Q26,western-australia,apac,old,2025-06-23>2025-08-28,listings:2025-09-26,44902,8229,81,227640.0,5.069707362700993,106560.0,88735.0,32345.0,562726.9522416021,322288.3103126792,56753.73744571865,0.4681075382182393,0.5975212098100512,0.3898040766121947,0.342215883420116,0.14208838516956598,0.060262906769832786,5265.0,129.0
F,3Q26,sunshine-coast,apac,late,2026-06-30>2026-08-31,14c:2026-08-31,22124,4374,23,113062.0,5.110377870186223,52126.0,47527.0,13409.0,257366.6766263846,137728.59103793523,17449.732335680164,0.4610390759052555,0.6238511595738273,0.4203622791035007,0.33385107330820935,0.11859864499124374,0.042297767117963285,3139.0,68.0
F,3Q26,sunshine-coast,apac,old,2025-06-28>2025-08-31,14c:2025-08-31,21765,4273,32,110794.0,5.090466345049391,50219.0,46840.0,13735.0,252636.73063426494,137229.92792950777,19654.341436227285,0.45326461721753886,0.6169078768470114,0.42276657580735416,0.3350986345743144,0.12396880697510695,0.047993488578674325,2680.0,85.0
F,2Q26,mornington-peninsula,apac,late,2026-03-25>2026-06-22,14c:2026-06-22,7567,1814,29,34926.0,4.6155675961411395,17835.0,11244.0,5847.0,107473.77806538838,35928.838011201326,7360.383923410297,0.510651090877856,0.7128657433547249,0.3219378113726164,0.23831336608585213,0.16741109774952756,0.04882089055942305,1389.0,78.0
F,2Q26,mornington-peninsula,apac,old,2025-04-14>2025-07-17,listings:2025-06-15,8011,2005,10,36128.0,4.509799026338785,18624.0,12056.0,5448.0,125300.76544845184,37613.493562868796,7250.740988679362,0.5155004428697962,0.7363486348453079,0.3337023914968999,0.2210413043979008,0.1507971656333038,0.04261006075679112,1822.0,54.0
F,3Q26,mornington-peninsula,apac,late,2026-06-22>2026-08-26,14c:2026-08-26,9990,2287,27,45836.0,4.588188188188188,23573.0,14740.0,7523.0,137129.3481068508,43471.744154792716,9309.907738356478,0.5142900776682084,0.7220716446485502,0.32158128981586526,0.22890587777850002,0.16412863251592635,0.04902247757294985,2076.0,44.0
F,3Q26,mornington-peninsula,apac,old,2025-07-17>2025-09-18,14c:2025-09-18,10521,2530,19,48046.0,4.56667617146659,25134.0,17063.0,5849.0,143673.93971675576,53792.31326675098,5952.747016493268,0.5231236731465678,0.7062955757168984,0.3551388252924281,0.2644409483221871,0.12173750156100403,0.02926347596091451,1766.0,50.0
F,2Q26,northern-rivers,apac,late,2026-03-27>2026-06-24,14c:2026-06-24,14583,2966,36,77803.0,5.335184804224096,34070.0,30590.0,13143.0,164303.73172867286,76773.29486160458,15175.973409722572,0.4379008521522306,0.6411777880792532,0.39317249977507296,0.29959959439149814,0.16892664807269642,0.05922261752924872,2591.0,69.0
F,2Q26,northern-rivers,apac,old,2025-04-17>2025-07-20,listings:2025-06-17,14416,2919,25,74959.0,5.199708657047725,33347.0,30827.0,10785.0,160130.56555146267,81932.57899871135,12084.855449825965,0.44486986219133123,0.6300681711107807,0.4112514841446657,0.3223813643967742,0.143878653664003,0.04755046449244522,2619.0,68.0
F,3Q26,northern-rivers,apac,late,2026-06-24>2026-08-27,14c:2026-08-27,16897,3520,40,85228.0,5.04397230277564,40036.0,33404.0,11788.0,204812.7198043803,91933.20397370613,13419.076221913585,0.4697517247852818,0.6603347244349952,0.3919369221382644,0.29640096069416644,0.13831135307645376,0.04326431487083838,2298.0,71.0
F,3Q26,northern-rivers,apac,old,2025-07-20>2025-09-22,14c:2025-09-22,15952,3464,34,82239.0,5.1554037111334,37463.0,32553.0,12223.0,200072.69837637476,93259.55512571622,12847.746497909036,0.45553812667955595,0.6534479664784596,0.3958340933133915,0.3045906170413359,0.14862778000705262,0.04196141648020457,1889.0,90.0
F,2Q26,mid-north-coast,apac,late,2026-03-21>2026-06-19,14c:2026-06-19,11816,2718,23,58662.0,4.964624238320921,27610.0,21668.0,9384.0,152473.79634084157,60297.733413733215,10467.470245425215,0.4706624390576523,0.6830069850735829,0.36937029081858785,0.2701039397853118,0.15996727012375986,0.04688907514110534,1755.0,51.0
F,2Q26,mid-north-coast,apac,old,2025-04-07>2025-07-07,listings:2025-06-10,11215,2673,14,53115.0,4.7360677663843065,26016.0,20004.0,7095.0,149985.00372012786,57587.73109433793,9658.265185534205,0.4898051397910195,0.6904401476774855,0.3766167749223383,0.2650990470712648,0.1335780852866422,0.04446080525124961,2465.0,45.0
F,2Q26,barwon-south-west-vic,apac,late,2026-03-30>2026-06-29,14c:2026-06-29,13661,3165,38,57848.0,4.234536271136813,30634.0,16081.0,11133.0,211131.03524723844,54016.83223676573,14497.132515995825,0.5295602268012723,0.7549966394794774,0.2779871387083391,0.1931621600127509,0.1924526344903886,0.05184120050777173,2946.0,56.0
F,2Q26,barwon-south-west-vic,apac,old,2025-03-21>2025-06-25,listings:2025-06-25,14745,3499,49,65042.0,4.411122414377755,31813.0,19119.0,14110.0,228354.97349904993,67228.42443318947,15798.602067760601,0.4891147258694382,0.7333595824390938,0.2939485255680945,0.2159033740973771,0.21693674856246734,0.050737043463529044,2448.0,49.0
F,3Q26,barwon-south-west-vic,apac,late,2026-06-29>2026-08-31,14c:2026-08-31,17730,3780,27,73617.0,4.152115059221658,40165.0,21350.0,12102.0,249185.21470047894,67851.87421564313,13567.911083877932,0.5455940883219909,0.7537248822627574,0.2900145346862817,0.20523547500988526,0.16439137699172746,0.04103964272735721,1991.0,58.0
F,3Q26,barwon-south-west-vic,apac,old,2025-06-25>2025-08-30,listings:2025-09-28,17272,3834,24,70122.0,4.059865678554886,38865.0,22159.0,9098.0,265034.48071095947,70584.19318524977,12461.32610379076,0.5542483100881321,0.7614182966874267,0.3160063888651208,0.20278152489442014,0.12974530104674709,0.03580017841815318,2187.0,62.0
