market_key,country,region,q,rev,n_mkts,rev_prev,stays_yoy_pct,quarter
spain_andalucía_malaga,spain,EMEA,2024Q2,27442,1,24222,13.29369994220131,2Q24
spain_andalucía_malaga,spain,EMEA,2024Q3,28856,1,25291,14.095923451030012,3Q24
spain_andalucía_malaga,spain,EMEA,2024Q4,23112,1,21898,5.543885286327521,4Q24
spain_andalucía_malaga,spain,EMEA,2025Q1,22618,1,21610,4.66450717260527,1Q25
spain_andalucía_malaga,spain,EMEA,2025Q2,32986,1,30811,7.059167180552395,2Q25
spain_andalucía_malaga,spain,EMEA,2025Q3,34498,1,32716,5.446876146228141,3Q25
spain_andalucía_malaga,spain,EMEA,2025Q4,27864,1,25935,7.437825332562165,4Q25
spain_andalucía_malaga,spain,EMEA,2026Q1,25643,1,25444,0.7821097311743408,1Q26
spain_andalucía_malaga,spain,EMEA,2026Q2,37570,1,37356,0.5728664739265366,2Q26
spain_andalucía_sevilla,spain,EMEA,2022Q1,15714,1,1878,736.741214057508,1Q22
spain_andalucía_sevilla,spain,EMEA,2022Q2,25060,1,6733,272.19664339818803,2Q22
spain_andalucía_sevilla,spain,EMEA,2022Q3,19321,1,13080,47.714067278287466,3Q22
spain_andalucía_sevilla,spain,EMEA,2022Q4,21730,1,18567,17.035600797113148,4Q22
spain_andalucía_sevilla,spain,EMEA,2023Q1,21006,1,17257,21.724517587066128,1Q23
spain_andalucía_sevilla,spain,EMEA,2023Q2,31004,1,27440,12.988338192419825,2Q23
spain_andalucía_sevilla,spain,EMEA,2023Q3,23061,1,21302,8.25744061590461,3Q23
spain_andalucía_sevilla,spain,EMEA,2023Q4,28663,1,23985,19.503856577027314,4Q23
spain_andalucía_sevilla,spain,EMEA,2024Q1,26601,1,23223,14.545924299186153,1Q24
spain_andalucía_sevilla,spain,EMEA,2024Q2,39480,1,34257,15.246518959628697,2Q24
spain_andalucía_sevilla,spain,EMEA,2024Q3,27201,1,25439,6.926372892016186,3Q24
spain_andalucía_sevilla,spain,EMEA,2024Q4,31974,1,31549,1.3471108434498724,4Q24
spain_andalucía_sevilla,spain,EMEA,2025Q1,30584,1,29435,3.9035162221844777,1Q25
spain_andalucía_sevilla,spain,EMEA,2025Q2,40850,1,43479,-6.046597207847471,2Q25
spain_andalucía_sevilla,spain,EMEA,2025Q3,30647,1,29890,2.532619605219133,3Q25
spain_andalucía_sevilla,spain,EMEA,2025Q4,37881,1,35431,6.914848578928057,4Q25
spain_andalucía_sevilla,spain,EMEA,2026Q1,34756,1,33956,2.3559901048415544,1Q26
spain_andalucía_sevilla,spain,EMEA,2026Q2,47022,1,45912,2.4176685833768863,2Q26
spain_catalonia_barcelona,spain,EMEA,2022Q1,20195,1,2950,584.5762711864407,1Q22
spain_catalonia_barcelona,spain,EMEA,2022Q2,32319,1,7801,314.293039353929,2Q22
spain_catalonia_barcelona,spain,EMEA,2022Q3,34328,1,20580,66.80272108843536,3Q22
spain_catalonia_barcelona,spain,EMEA,2022Q4,30160,1,21967,37.29685437246779,4Q22
spain_catalonia_barcelona,spain,EMEA,2023Q1,30301,1,22770,33.07422046552482,1Q23
spain_catalonia_barcelona,spain,EMEA,2023Q2,39275,1,36974,6.2232920430572936,2Q23
spain_catalonia_barcelona,spain,EMEA,2023Q3,38347,1,39802,-3.655595196221295,3Q23
spain_catalonia_barcelona,spain,EMEA,2023Q4,35416,1,34124,3.786191536748329,4Q23
spain_catalonia_barcelona,spain,EMEA,2024Q1,34620,1,34369,0.7303092903488517,1Q24
spain_catalonia_barcelona,spain,EMEA,2024Q2,44517,1,45499,-2.158289193169083,2Q24
spain_catalonia_barcelona,spain,EMEA,2024Q3,43605,1,45432,-4.0213946117274135,3Q24
spain_catalonia_barcelona,spain,EMEA,2024Q4,39175,1,41599,-5.8270631505565,4Q24
spain_catalonia_barcelona,spain,EMEA,2025Q1,39679,1,41044,-3.3256992495858118,1Q25
spain_catalonia_barcelona,spain,EMEA,2025Q2,49944,1,54619,-8.559292553873199,2Q25
spain_catalonia_barcelona,spain,EMEA,2025Q3,50989,1,54136,-5.813137283877645,3Q25
spain_catalonia_barcelona,spain,EMEA,2025Q4,47366,1,48627,-2.593209533798091,4Q25
spain_catalonia_barcelona,spain,EMEA,2026Q1,48127,1,49340,-2.458451560599917,1Q26
spain_catalonia_barcelona,spain,EMEA,2026Q2,63998,1,65792,-2.726775291828798,2Q26
spain_catalonia_girona,spain,EMEA,2022Q1,6932,1,2246,208.6375779162956,1Q22
spain_catalonia_girona,spain,EMEA,2022Q2,16504,1,9037,82.62697797941796,2Q22
spain_catalonia_girona,spain,EMEA,2022Q3,25277,1,20537,23.080294103325706,3Q22
spain_catalonia_girona,spain,EMEA,2022Q4,9373,1,8762,6.973293768545985,4Q22
spain_catalonia_girona,spain,EMEA,2023Q1,7571,1,7631,-0.7862665443585382,1Q23
spain_catalonia_girona,spain,EMEA,2023Q2,20432,1,18243,11.99912295126897,2Q23
spain_catalonia_girona,spain,EMEA,2023Q3,31509,1,28514,10.50361226064389,3Q23
spain_catalonia_girona,spain,EMEA,2023Q4,11932,1,10325,15.564164648910417,4Q23
spain_catalonia_girona,spain,EMEA,2024Q1,10519,1,8279,27.05640777871723,1Q24
spain_catalonia_girona,spain,EMEA,2024Q2,24904,1,22528,10.546875,2Q24
spain_catalonia_girona,spain,EMEA,2024Q3,37527,1,35597,5.421805208304065,3Q24
spain_catalonia_girona,spain,EMEA,2024Q4,12743,1,13113,-2.8216273926637725,4Q24
spain_catalonia_girona,spain,EMEA,2025Q1,10479,1,11687,-10.336271070420121,1Q25
spain_catalonia_girona,spain,EMEA,2025Q2,29110,1,27668,5.211797021830278,2Q25
spain_catalonia_girona,spain,EMEA,2025Q3,42256,1,42975,-1.6730657358929646,3Q25
spain_catalonia_girona,spain,EMEA,2025Q4,14255,1,14313,-0.40522601830503824,4Q25
spain_catalonia_girona,spain,EMEA,2026Q1,12199,1,11841,3.023393294485266,1Q26
spain_catalonia_girona,spain,EMEA,2026Q2,34228,1,32834,4.245599074130468,2Q26
spain_comunidad-de-madrid_madrid,spain,EMEA,2022Q1,24378,1,6823,257.2915139967756,1Q22
spain_comunidad-de-madrid_madrid,spain,EMEA,2022Q2,36114,1,11359,217.93291662998504,2Q22
spain_comunidad-de-madrid_madrid,spain,EMEA,2022Q3,35294,1,20779,69.85417970065933,3Q22
spain_comunidad-de-madrid_madrid,spain,EMEA,2022Q4,38335,1,28477,34.617410541840776,4Q22
spain_comunidad-de-madrid_madrid,spain,EMEA,2023Q1,36517,1,28545,27.92783324575232,1Q23
spain_comunidad-de-madrid_madrid,spain,EMEA,2023Q2,50224,1,42176,19.081942336874057,2Q23
spain_comunidad-de-madrid_madrid,spain,EMEA,2023Q3,45642,1,41035,11.227001340319243,3Q23
spain_comunidad-de-madrid_madrid,spain,EMEA,2023Q4,52739,1,45364,16.257384710342993,4Q23
spain_comunidad-de-madrid_madrid,spain,EMEA,2024Q1,50216,1,43245,16.119782633830493,1Q24
spain_comunidad-de-madrid_madrid,spain,EMEA,2024Q2,70657,1,60443,16.898565590721848,2Q24
spain_comunidad-de-madrid_madrid,spain,EMEA,2024Q3,63550,1,54587,16.419660358693466,3Q24
spain_comunidad-de-madrid_madrid,spain,EMEA,2024Q4,70908,1,63863,11.031426647667653,4Q24
spain_comunidad-de-madrid_madrid,spain,EMEA,2025Q1,66164,1,61115,8.261474269819203,1Q25
spain_comunidad-de-madrid_madrid,spain,EMEA,2025Q2,88964,1,87127,2.108416449550665,2Q25
spain_comunidad-de-madrid_madrid,spain,EMEA,2025Q3,80533,1,77422,4.01823771021157,3Q25
spain_comunidad-de-madrid_madrid,spain,EMEA,2025Q4,91942,1,87287,5.332982001901776,4Q25
spain_comunidad-de-madrid_madrid,spain,EMEA,2026Q1,84594,1,81425,3.891925084433523,1Q26
spain_comunidad-de-madrid_madrid,spain,EMEA,2026Q2,116642,1,111754,4.373892657086098,2Q26
spain_islas-baleares_mallorca,spain,EMEA,2022Q1,3965,1,1203,229.59268495428097,1Q22
spain_islas-baleares_mallorca,spain,EMEA,2022Q2,17353,1,9500,82.66315789473684,2Q22
spain_islas-baleares_mallorca,spain,EMEA,2022Q3,19785,1,17636,12.185302789748231,3Q22
spain_islas-baleares_mallorca,spain,EMEA,2022Q4,8545,1,8268,3.35026608611515,4Q22
spain_islas-baleares_mallorca,spain,EMEA,2023Q1,4518,1,4672,-3.296232876712324,1Q23
spain_islas-baleares_mallorca,spain,EMEA,2023Q2,20382,1,20621,-1.1590126570001469,2Q23
spain_islas-baleares_mallorca,spain,EMEA,2023Q3,22943,1,23586,-2.726193504621388,3Q23
spain_islas-baleares_mallorca,spain,EMEA,2023Q4,9950,1,10022,-0.7184194771502672,4Q23
spain_islas-baleares_mallorca,spain,EMEA,2024Q1,5793,1,5487,5.576817933296874,1Q24
spain_islas-baleares_mallorca,spain,EMEA,2024Q2,25675,1,24120,6.44693200663351,2Q24
spain_islas-baleares_mallorca,spain,EMEA,2024Q3,28489,1,27668,2.967326875813203,3Q24
spain_islas-baleares_mallorca,spain,EMEA,2024Q4,12406,1,11940,3.902847571189283,4Q24
spain_islas-baleares_mallorca,spain,EMEA,2025Q1,6807,1,7238,-5.954683614258083,1Q25
spain_islas-baleares_mallorca,spain,EMEA,2025Q2,29518,1,31147,-5.230038205926735,2Q25
spain_islas-baleares_mallorca,spain,EMEA,2025Q3,33494,1,35602,-5.921015673276786,3Q25
spain_islas-baleares_mallorca,spain,EMEA,2025Q4,14291,1,15383,-7.09874536826367,4Q25
spain_islas-baleares_mallorca,spain,EMEA,2026Q1,7569,1,8998,-15.881306957101582,1Q26
spain_islas-baleares_mallorca,spain,EMEA,2026Q2,36054,1,37030,-2.6357007831487977,2Q26
spain_islas-baleares_menorca,spain,EMEA,2022Q1,204,1,66,209.0909090909091,1Q22
spain_islas-baleares_menorca,spain,EMEA,2022Q2,3535,1,1250,182.79999999999998,2Q22
spain_islas-baleares_menorca,spain,EMEA,2022Q3,5671,1,4339,30.698317584696944,3Q22
spain_islas-baleares_menorca,spain,EMEA,2022Q4,1435,1,967,48.3971044467425,4Q22
spain_islas-baleares_menorca,spain,EMEA,2023Q1,297,1,217,36.866359447004605,1Q23
spain_islas-baleares_menorca,spain,EMEA,2023Q2,4031,1,3902,3.305996924654031,2Q23
spain_islas-baleares_menorca,spain,EMEA,2023Q3,6726,1,6530,3.0015313935681576,3Q23
spain_islas-baleares_menorca,spain,EMEA,2023Q4,1568,1,1574,-0.3811944091486663,4Q23
spain_islas-baleares_menorca,spain,EMEA,2024Q1,333,1,312,6.730769230769229,1Q24
spain_islas-baleares_menorca,spain,EMEA,2024Q2,5163,1,4508,14.529724933451638,2Q24
spain_islas-baleares_menorca,spain,EMEA,2024Q3,8162,1,7764,5.1262235960845,3Q24
spain_islas-baleares_menorca,spain,EMEA,2024Q4,1962,1,1691,16.02602010644589,4Q24
spain_islas-baleares_menorca,spain,EMEA,2025Q1,387,1,355,9.014084507042263,1Q25
spain_islas-baleares_menorca,spain,EMEA,2025Q2,6605,1,5816,13.566024759284723,2Q25
spain_islas-baleares_menorca,spain,EMEA,2025Q3,10003,1,9594,4.263081092349386,3Q25
spain_islas-baleares_menorca,spain,EMEA,2025Q4,2443,1,2135,14.42622950819672,4Q25
spain_islas-baleares_menorca,spain,EMEA,2026Q1,354,1,410,-13.658536585365855,1Q26
spain_islas-baleares_menorca,spain,EMEA,2026Q2,7889,1,7403,6.56490611914089,2Q26
spain_pv_euskadi,spain,EMEA,2022Q1,5488,1,1403,291.1617961511048,1Q22
spain_pv_euskadi,spain,EMEA,2022Q2,12222,1,3672,232.843137254902,2Q22
spain_pv_euskadi,spain,EMEA,2022Q3,16850,1,12434,35.515521955927284,3Q22
spain_pv_euskadi,spain,EMEA,2022Q4,9322,1,7964,17.05173279758916,4Q22
spain_pv_euskadi,spain,EMEA,2023Q1,6993,1,5870,19.131175468483818,1Q23
spain_pv_euskadi,spain,EMEA,2023Q2,15920,1,13231,20.323482729952392,2Q23
spain_pv_euskadi,spain,EMEA,2023Q3,21672,1,18723,15.750680980612074,3Q23
spain_pv_euskadi,spain,EMEA,2023Q4,12363,1,10101,22.393822393822393,4Q23
spain_pv_euskadi,spain,EMEA,2024Q1,9589,1,7612,25.972149238045183,1Q24
spain_pv_euskadi,spain,EMEA,2024Q2,19280,1,17547,9.87633213654755,2Q24
spain_pv_euskadi,spain,EMEA,2024Q3,24407,1,24239,0.6930979000783877,3Q24
spain_pv_euskadi,spain,EMEA,2024Q4,13806,1,13525,2.077634011090579,4Q24
spain_pv_euskadi,spain,EMEA,2025Q1,10378,1,10577,-1.8814408622482737,1Q25
spain_pv_euskadi,spain,EMEA,2025Q2,22872,1,21260,7.582314205079954,2Q25
spain_pv_euskadi,spain,EMEA,2025Q3,28241,1,27772,1.6887512602621335,3Q25
spain_pv_euskadi,spain,EMEA,2025Q4,15689,1,15261,2.8045344341786294,4Q25
spain_pv_euskadi,spain,EMEA,2026Q1,11012,1,11284,-2.410492733073377,1Q26
spain_pv_euskadi,spain,EMEA,2026Q2,25892,1,25657,0.9159293759987586,2Q26
spain_vc_valencia,spain,EMEA,2022Q1,7221,1,1258,474.006359300477,1Q22
spain_vc_valencia,spain,EMEA,2022Q2,11783,1,4263,176.40159512080692,2Q22
spain_vc_valencia,spain,EMEA,2022Q3,13051,1,9757,33.76037716511222,3Q22
spain_vc_valencia,spain,EMEA,2022Q4,10588,1,8782,20.564791619221133,4Q22
spain_vc_valencia,spain,EMEA,2023Q1,10457,1,8089,29.274323154901726,1Q23
spain_vc_valencia,spain,EMEA,2023Q2,16901,1,13451,25.64865065794364,2Q23
spain_vc_valencia,spain,EMEA,2023Q3,17905,1,14937,19.870121175604204,3Q23
spain_vc_valencia,spain,EMEA,2023Q4,16088,1,12012,33.932733932733925,4Q23
spain_vc_valencia,spain,EMEA,2024Q1,15470,1,11820,30.87986463620982,1Q24
spain_vc_valencia,spain,EMEA,2024Q2,23254,1,19112,21.6722478024278,2Q24
spain_vc_valencia,spain,EMEA,2024Q3,23969,1,20437,17.282379997064147,3Q24
spain_vc_valencia,spain,EMEA,2024Q4,17608,1,18319,-3.881216223592987,4Q24
spain_vc_valencia,spain,EMEA,2025Q1,17565,1,17782,-1.2203351703970355,1Q25
spain_vc_valencia,spain,EMEA,2025Q2,28084,1,27177,3.3373808735327692,2Q25
spain_vc_valencia,spain,EMEA,2025Q3,29492,1,28126,4.856716205646028,3Q25
spain_vc_valencia,spain,EMEA,2025Q4,25557,1,20593,24.105278492691685,4Q25
spain_vc_valencia,spain,EMEA,2026Q1,24489,1,20850,17.453237410071942,1Q26
spain_vc_valencia,spain,EMEA,2026Q2,35581,1,33952,4.7979500471253544,2Q26
sweden_stockholms-län_stockholm,sweden,EMEA,2022Q1,2074,1,763,171.82175622542596,1Q22
sweden_stockholms-län_stockholm,sweden,EMEA,2022Q2,4186,1,1141,266.8711656441718,2Q22
sweden_stockholms-län_stockholm,sweden,EMEA,2022Q3,5969,1,2995,99.29883138564273,3Q22
sweden_stockholms-län_stockholm,sweden,EMEA,2022Q4,3926,1,2791,40.666427803654614,4Q22
sweden_stockholms-län_stockholm,sweden,EMEA,2023Q1,3912,1,2403,62.79650436953808,1Q23
sweden_stockholms-län_stockholm,sweden,EMEA,2023Q2,6142,1,4776,28.601340033500833,2Q23
sweden_stockholms-län_stockholm,sweden,EMEA,2023Q3,7958,1,6859,16.02274384020994,3Q23
sweden_stockholms-län_stockholm,sweden,EMEA,2023Q4,5290,1,4467,18.423998209088865,4Q23
sweden_stockholms-län_stockholm,sweden,EMEA,2024Q1,4671,1,4365,7.010309278350513,1Q24
sweden_stockholms-län_stockholm,sweden,EMEA,2024Q2,8032,1,7097,13.174580808792458,2Q24
sweden_stockholms-län_stockholm,sweden,EMEA,2024Q3,9886,1,9536,3.6703020134228215,3Q24
sweden_stockholms-län_stockholm,sweden,EMEA,2024Q4,5876,1,6206,-5.317434740573635,4Q24
sweden_stockholms-län_stockholm,sweden,EMEA,2025Q1,5831,1,5755,1.3205907906168601,1Q25
sweden_stockholms-län_stockholm,sweden,EMEA,2025Q2,9207,1,10791,-14.678899082568808,2Q25
sweden_stockholms-län_stockholm,sweden,EMEA,2025Q3,12751,1,13302,-4.142234250488652,3Q25
sweden_stockholms-län_stockholm,sweden,EMEA,2025Q4,8674,1,8120,6.822660098522171,4Q25
sweden_stockholms-län_stockholm,sweden,EMEA,2026Q1,6961,1,8125,-14.326153846153844,1Q26
sweden_stockholms-län_stockholm,sweden,EMEA,2026Q2,12221,1,12475,-2.036072144288581,2Q26
switzerland_geneva_geneva,switzerland,EMEA,2022Q1,1028,1,473,117.33615221987317,1Q22
switzerland_geneva_geneva,switzerland,EMEA,2022Q2,1750,1,669,161.5844544095665,2Q22
switzerland_geneva_geneva,switzerland,EMEA,2022Q3,2140,1,1395,53.40501792114696,3Q22
switzerland_geneva_geneva,switzerland,EMEA,2022Q4,1593,1,1349,18.087472201630828,4Q22
switzerland_geneva_geneva,switzerland,EMEA,2023Q1,1555,1,1330,16.91729323308271,1Q23
switzerland_geneva_geneva,switzerland,EMEA,2023Q2,2797,1,2339,19.58101752885848,2Q23
switzerland_geneva_geneva,switzerland,EMEA,2023Q3,2662,1,2869,-7.215057511327993,3Q23
switzerland_geneva_geneva,switzerland,EMEA,2023Q4,2032,1,2138,-4.957904583723105,4Q23
switzerland_geneva_geneva,switzerland,EMEA,2024Q1,1943,1,2027,-4.1440552540700555,1Q24
switzerland_geneva_geneva,switzerland,EMEA,2024Q2,3394,1,3675,-7.646258503401359,2Q24
switzerland_geneva_geneva,switzerland,EMEA,2024Q3,2924,1,3508,-16.64766248574686,3Q24
switzerland_geneva_geneva,switzerland,EMEA,2024Q4,2368,1,2775,-14.66666666666666,4Q24
switzerland_geneva_geneva,switzerland,EMEA,2025Q1,2206,1,2582,-14.562354763749031,1Q25
switzerland_geneva_geneva,switzerland,EMEA,2025Q2,4155,1,4591,-9.49684164670006,2Q25
switzerland_geneva_geneva,switzerland,EMEA,2025Q3,4342,1,4128,5.184108527131781,3Q25
switzerland_geneva_geneva,switzerland,EMEA,2025Q4,3177,1,3195,-0.5633802816901401,4Q25
switzerland_geneva_geneva,switzerland,EMEA,2026Q1,2759,1,3038,-9.183673469387754,1Q26
switzerland_geneva_geneva,switzerland,EMEA,2026Q2,5088,1,6003,-15.242378810594703,2Q26
switzerland_vd_vaud,switzerland,EMEA,2022Q1,2902,1,2321,25.03231365790608,1Q22
switzerland_vd_vaud,switzerland,EMEA,2022Q2,3614,1,3286,9.981740718198417,2Q22
switzerland_vd_vaud,switzerland,EMEA,2022Q3,5253,1,4766,10.218212337389843,3Q22
switzerland_vd_vaud,switzerland,EMEA,2022Q4,2880,1,3138,-8.22179732313576,4Q22
switzerland_vd_vaud,switzerland,EMEA,2023Q1,3183,1,3299,-3.5162170354652966,1Q23
switzerland_vd_vaud,switzerland,EMEA,2023Q2,4506,1,4054,11.149481993093247,2Q23
switzerland_vd_vaud,switzerland,EMEA,2023Q3,6132,1,6168,-0.5836575875486361,3Q23
switzerland_vd_vaud,switzerland,EMEA,2023Q4,3396,1,3413,-0.49809551714035116,4Q23
switzerland_vd_vaud,switzerland,EMEA,2024Q1,3704,1,3790,-2.2691292875989477,1Q24
switzerland_vd_vaud,switzerland,EMEA,2024Q2,5435,1,5482,-0.8573513316307957,2Q24
switzerland_vd_vaud,switzerland,EMEA,2024Q3,7224,1,7486,-3.499866417312314,3Q24
switzerland_vd_vaud,switzerland,EMEA,2024Q4,4063,1,4274,-4.936827328029947,4Q24
switzerland_vd_vaud,switzerland,EMEA,2025Q1,4502,1,4541,-0.8588416648315333,1Q25
switzerland_vd_vaud,switzerland,EMEA,2025Q2,6471,1,7021,-7.8336419313488115,2Q25
switzerland_vd_vaud,switzerland,EMEA,2025Q3,8969,1,9275,-3.2991913746630686,3Q25
switzerland_vd_vaud,switzerland,EMEA,2025Q4,4710,1,5312,-11.332831325301207,4Q25
switzerland_vd_vaud,switzerland,EMEA,2026Q1,5075,1,5737,-11.539131950496772,1Q26
switzerland_vd_vaud,switzerland,EMEA,2026Q2,7172,1,8677,-17.34470439091852,2Q26
switzerland_zürich_zurich,switzerland,EMEA,2022Q1,1508,1,562,168.32740213523132,1Q22
switzerland_zürich_zurich,switzerland,EMEA,2022Q2,2735,1,1083,152.539242843952,2Q22
switzerland_zürich_zurich,switzerland,EMEA,2022Q3,3327,1,2028,64.05325443786982,3Q22
switzerland_zürich_zurich,switzerland,EMEA,2022Q4,2666,1,1858,43.487621097954786,4Q22
switzerland_zürich_zurich,switzerland,EMEA,2023Q1,2342,1,1609,45.55624611559974,1Q23
switzerland_zürich_zurich,switzerland,EMEA,2023Q2,4085,1,3188,28.13676286072773,2Q23
switzerland_zürich_zurich,switzerland,EMEA,2023Q3,4721,1,3972,18.856998992950658,3Q23
switzerland_zürich_zurich,switzerland,EMEA,2023Q4,3663,1,3408,7.482394366197176,4Q23
switzerland_zürich_zurich,switzerland,EMEA,2024Q1,2848,1,2983,-4.525645323499827,1Q24
switzerland_zürich_zurich,switzerland,EMEA,2024Q2,5229,1,4990,4.789579158316637,2Q24
switzerland_zürich_zurich,switzerland,EMEA,2024Q3,6383,1,5601,13.961792537046946,3Q24
switzerland_zürich_zurich,switzerland,EMEA,2024Q4,4389,1,4334,1.2690355329949332,4Q24
switzerland_zürich_zurich,switzerland,EMEA,2025Q1,4009,1,3355,19.493293591654236,1Q25
switzerland_zürich_zurich,switzerland,EMEA,2025Q2,7103,1,6284,13.033099936346272,2Q25
switzerland_zürich_zurich,switzerland,EMEA,2025Q3,8794,1,7723,13.867668004661393,3Q25
switzerland_zürich_zurich,switzerland,EMEA,2025Q4,6544,1,5454,19.985331866519985,4Q25
switzerland_zürich_zurich,switzerland,EMEA,2026Q1,5461,1,4967,9.945641232132063,1Q26
switzerland_zürich_zurich,switzerland,EMEA,2026Q2,8839,1,9434,-6.306974772100915,2Q26
taiwan_northern-taiwan_taipei,taiwan,APAC,2022Q1,910,1,1461,-37.71389459274469,1Q22
taiwan_northern-taiwan_taipei,taiwan,APAC,2022Q2,794,1,954,-16.77148846960168,2Q22
taiwan_northern-taiwan_taipei,taiwan,APAC,2022Q3,1017,1,958,6.1586638830897655,3Q22
taiwan_northern-taiwan_taipei,taiwan,APAC,2022Q4,1940,1,1421,36.52357494722027,4Q22
taiwan_northern-taiwan_taipei,taiwan,APAC,2023Q1,3854,1,1114,245.9605026929982,1Q23
taiwan_northern-taiwan_taipei,taiwan,APAC,2023Q2,6039,1,1002,502.69461077844306,2Q23
taiwan_northern-taiwan_taipei,taiwan,APAC,2023Q3,6978,1,1247,459.58299919807536,3Q23
taiwan_northern-taiwan_taipei,taiwan,APAC,2023Q4,10029,1,2375,322.2736842105263,4Q23
taiwan_northern-taiwan_taipei,taiwan,APAC,2024Q1,10139,1,4620,119.45887445887445,1Q24
taiwan_northern-taiwan_taipei,taiwan,APAC,2024Q2,10573,1,7212,46.60288408208542,2Q24
taiwan_northern-taiwan_taipei,taiwan,APAC,2024Q3,9598,1,8377,14.575623731646182,3Q24
taiwan_northern-taiwan_taipei,taiwan,APAC,2024Q4,13491,1,12334,9.38057402302579,4Q24
taiwan_northern-taiwan_taipei,taiwan,APAC,2025Q1,12551,1,12493,0.4642599855919416,1Q25
taiwan_northern-taiwan_taipei,taiwan,APAC,2025Q2,13284,1,13054,1.7619120576068736,2Q25
taiwan_northern-taiwan_taipei,taiwan,APAC,2025Q3,12762,1,11875,7.469473684210537,3Q25
taiwan_northern-taiwan_taipei,taiwan,APAC,2025Q4,18410,1,16918,8.819009339165396,4Q25
taiwan_northern-taiwan_taipei,taiwan,APAC,2026Q1,17264,1,15766,9.501458835468735,1Q26
taiwan_northern-taiwan_taipei,taiwan,APAC,2026Q2,17722,1,17059,3.8865115188463584,2Q26
thailand_central-thailand_bangkok,thailand,APAC,2022Q1,3791,1,1028,268.7743190661479,1Q22
thailand_central-thailand_bangkok,thailand,APAC,2022Q2,6980,1,1106,531.1030741410489,2Q22
thailand_central-thailand_bangkok,thailand,APAC,2022Q3,11380,1,948,1100.42194092827,3Q22
thailand_central-thailand_bangkok,thailand,APAC,2022Q4,16290,1,2339,596.4514749893117,4Q22
thailand_central-thailand_bangkok,thailand,APAC,2023Q1,21808,1,4044,439.2680514342236,1Q23
thailand_central-thailand_bangkok,thailand,APAC,2023Q2,20522,1,7533,172.42798353909464,2Q23
thailand_central-thailand_bangkok,thailand,APAC,2023Q3,22087,1,12288,79.74446614583333,3Q23
thailand_central-thailand_bangkok,thailand,APAC,2023Q4,26563,1,17577,51.12362746771348,4Q23
thailand_central-thailand_bangkok,thailand,APAC,2024Q1,35209,1,23658,48.82492180235016,1Q24
thailand_central-thailand_bangkok,thailand,APAC,2024Q2,29151,1,22331,30.540504231785405,2Q24
thailand_central-thailand_bangkok,thailand,APAC,2024Q3,30823,1,24031,28.263492988223547,3Q24
thailand_central-thailand_bangkok,thailand,APAC,2024Q4,39288,1,29289,34.13909658916317,4Q24
thailand_central-thailand_bangkok,thailand,APAC,2025Q1,45787,1,39258,16.631005145448064,1Q25
thailand_central-thailand_bangkok,thailand,APAC,2025Q2,32590,1,32783,-0.588719763291945,2Q25
thailand_central-thailand_bangkok,thailand,APAC,2025Q3,34560,1,34746,-0.5353134173717855,3Q25
thailand_central-thailand_bangkok,thailand,APAC,2025Q4,46534,1,44445,4.700191247609409,4Q25
thailand_central-thailand_bangkok,thailand,APAC,2026Q1,57443,1,51826,10.838189325821013,1Q26
thailand_central-thailand_bangkok,thailand,APAC,2026Q2,41953,1,37437,12.062932393087046,2Q26
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2022Q1,7094,1,1102,543.7386569872958,1Q22
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2022Q2,17453,1,3052,471.85452162516384,2Q22
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2022Q3,18790,1,10673,76.05171929167057,3Q22
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2022Q4,15334,1,10379,47.740630118508534,4Q22
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2023Q1,14111,1,7604,85.57338243029984,1Q23
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2023Q2,21512,1,18918,13.711808859287444,2Q23
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2023Q3,21410,1,20321,5.35898823876777,3Q23
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2023Q4,17380,1,16446,5.679192508816744,4Q23
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2024Q1,14456,1,15161,-4.650089044258299,1Q24
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2024Q2,23722,1,23415,1.3111253469997974,2Q24
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2024Q3,23939,1,23238,3.01661072381445,3Q24
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2024Q4,18278,1,18601,-1.7364657814096018,4Q24
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2025Q1,15802,1,15513,1.8629536517759337,1Q25
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2025Q2,26047,1,25761,1.1102053491712338,2Q25
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2025Q3,25362,1,26238,-3.338669105876968,3Q25
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2025Q4,21022,1,19551,7.523911820367246,4Q25
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2026Q1,17821,1,17139,3.979228659781775,1Q26
the-netherlands_north-holland_amsterdam,the-netherlands,EMEA,2026Q2,30404,1,28762,5.708921493637442,2Q26
