city,region,dump_date,listings,entire_home,share_entire_home,active_listings,reviewed_ltm_listings,share_reviewed_ltm,short_min_nights_share,short_entire_home,licensed_share,reviews_ltm_sum,reviews_l30d_sum,reviews_ltm_per_reviewed,est_nights_ltm,exposed_nights_short_entire,est_revenue_l365d,superhost_share,superhost_share_reviewed,multi_listing_share,professional_share_5plus,hosts,top10_host_share,top100_host_share,price_non_null_share,median_price_entire,mean_price_entire,median_price_entire_active,median_price_private,median_price_entire_1br,median_price_entire_2br,median_availability_365,mean_availability_90,instant_book_share,median_rating,price_basis,quote_stay_nights,quote_lead_days,median_quote_total_entire,host_tenure_years_median,new_hosts_share,scope_vs_peer,partial_scope
san-diego,NA,2025-12-11,13164,10976,0.8338,12210,9472,0.7195,0.6934,7704,0.776,184618,10462,19.4909,1206559.5,883431.0,,0.521,0.6398,0.672,0.4231,6015,0.0871,0.2713,0.0,,,,,,,255.0,55.3647,0.3815,4.9,none,,,,8.8761,0.0264,0.9954,False
san-diego,NA,2025-12-22,13076,10928,0.8357,12133,9510,0.7273,0.7079,7843,0.7769,184946,9915,19.4475,1174530.5,885410.5,,0.5251,0.6415,0.6589,0.4058,6165,0.0852,0.2626,0.0,,,,,,,258.0,55.2347,,4.9,none,,,,5.8333,0.0678,0.9887,False
san-diego,NA,2026-01-23,13095,10901,0.8325,12158,9480,0.7239,0.7041,7765,0.7746,183858,12035,19.3943,1172206.5,877345.5,,0.5462,0.6562,0.658,0.406,6174,0.0852,0.2632,0.0,,,,,,,255.0,52.9898,,4.9,none,,,,5.9167,0.067,0.9902,False
san-diego,NA,2026-02-25,11427,9749,0.8532,10960,8573,0.7502,0.6934,6870,0.774,172710,10533,20.1458,1087792.5,791813.5,,0.5725,0.6685,0.6486,0.3949,5496,0.0821,0.2692,0.0,,,,,,,253.0,53.7268,,4.9,none,,,,6.0833,0.0658,0.8565,False
san-diego,NA,2026-03-29,11765,9948,0.8456,11435,8876,0.7544,0.7386,7439,0.7929,179496,14324,20.2226,1121218.5,859048.0,,0.5677,0.6635,0.6552,0.4052,5564,0.0865,0.2708,0.0,,,,,,,247.0,52.3311,,4.9,none,,,,6.0833,0.0652,0.8818,False
san-diego,NA,2026-04-26,11673,9881,0.8465,11236,8953,0.767,0.7371,7373,0.7983,183224,16235,20.4651,1141396.0,861937.5,339452526.0,0.5749,0.6676,0.6676,0.4225,5371,0.0864,0.28,0.9484,288.85,383.27458816806046,289.0,111.035,184.61,287.0,243.0,48.1844,,4.9,quote_per_night,2.0,3.0,977.0,6.1667,0.0623,0.8749,False
san-diego,NA,2026-05-27,11802,9942,0.8424,11487,9100,0.7711,0.7559,7603,0.8105,187081,13989,20.5584,1156726.0,892407.0,403908483.0,0.573,0.6672,0.6701,0.4279,5379,0.0891,0.2839,0.9536,328.73,445.5052381313134,329.0,120.0,204.61,328.5,244.0,44.1131,,4.9,quote_per_night,2.0,6.0,1126.34,6.25,0.0618,0.8846,False
san-diego,NA,2026-06-27,13225,11075,0.8374,12391,9600,0.7259,0.7071,7933,0.7742,192420,17249,20.0438,1211794.0,916146.5,486588589.0,0.5517,0.659,0.6731,0.4299,5974,0.0854,0.2774,0.8965,361.0,500.18595219560854,361.0,125.8,214.0,369.0,239.0,44.8147,,4.9,quote_per_night,2.0,14.0,1421.455,6.0833,0.0639,0.9912,False
san-diego,NA,2026-07-21,13192,11009,0.8345,12321,9576,0.7259,0.7068,7867,0.7762,191180,18074,19.9645,1207046.0,910328.0,477075677.0,0.5565,0.6725,0.6725,0.4312,5957,0.0882,0.2784,0.8907,363.0,483.3163849712144,363.0,130.84,212.0,367.0,242.0,47.804,,4.9,quote_per_night,2.0,13.0,1368.96,6.1667,0.0532,0.9888,False
san-diego,NA,2026-08-29,13342,11073,0.8299,12404,9651,0.7234,0.706,7891,0.769,196361,17420,20.3462,1237414.0,933332.5,369362934.0,0.5519,0.6699,0.6753,0.4304,5999,0.087,0.2776,0.8534,295.0,398.91802461603635,295.0,127.5,193.565,298.335,254.0,53.5302,,4.9,quote_per_night,2.0,3.0,1045.395,6.0833,0.0593,1.0,False
sydney,APAC,2025-09-12,17730,14089,0.7946,15880,12980,0.7321,0.8332,12049,0.9236,198103,14667,15.2622,1288516.5,996622.0,,0.3374,0.4072,0.598,0.4168,8911,0.0647,0.2431,0.0,,,,,,,163.0,45.4414,0.3252,4.83,none,,,,8.293,0.047,0.8676,False
sydney,APAC,2025-12-12,20436,16403,0.8027,18726,14081,0.689,0.8406,14091,0.932,206911,19839,14.6943,1370703.0,1038652.0,,0.3202,0.4039,0.6248,0.4502,9712,0.0612,0.2381,0.0,,,,,,,153.0,44.0102,0.3349,4.84,none,,,,8.2327,0.0626,0.9933,False
sydney,APAC,2026-01-17,17787,14276,0.8026,17512,13335,0.7497,0.8865,12995,0.9359,200765,20486,15.0555,1190516.0,978830.0,,0.3474,0.4203,0.6235,0.4429,8513,0.0667,0.2425,0.0,,,,,,,177.0,49.0168,,4.84,none,,,,5.75,0.1348,0.8578,False
sydney,APAC,2026-02-17,16463,13083,0.7947,16172,12667,0.7694,0.8795,11833,0.9327,196234,15233,15.4918,1173224.0,961303.0,,0.362,0.432,0.6058,0.418,8196,0.0686,0.2419,0.0,,,,,,,197.0,50.455,,4.84,none,,,,6.0,0.1318,0.7927,True
sydney,APAC,2026-03-21,13563,10994,0.8106,13517,11749,0.8663,0.9983,10977,0.9982,191712,18928,16.3173,1094556.5,925245.5,425100058.0,0.3979,0.4289,0.6505,0.4632,6186,0.0703,0.2674,0.9942,398.0,535.8271399780137,398.0,135.0,291.0,415.245,184.0,55.4429,,4.83,quote_per_night,2.0,7.0,839.3,5.3333,0.1458,0.6531,True
sydney,APAC,2026-04-18,13799,11253,0.8155,13769,11843,0.8583,0.9991,11243,0.9989,195325,15879,16.4929,1116261.0,949087.5,404307385.0,0.3961,0.4333,0.6566,0.4692,6220,0.0707,0.2695,0.993,375.4,507.05047348145393,375.45,129.0,274.0,388.0,181.0,58.8281,,4.83,quote_per_night,2.0,3.0,780.0,5.4167,0.1484,0.6645,True
sydney,APAC,2026-05-23,14638,11644,0.7955,14606,12283,0.8391,0.9995,11639,0.9994,198264,13283,16.1413,1131547.0,953522.5,408927700.0,0.3817,0.4253,0.6689,0.4861,6408,0.0706,0.2637,0.9941,363.84000000000003,498.65825203252024,363.7,126.0,269.45,378.0,185.5,58.8831,,4.83,quote_per_night,2.0,5.0,765.0,5.3333,0.1579,0.7049,True
sydney,APAC,2026-06-16,20573,16192,0.7871,18427,14689,0.714,0.8583,14175,0.9383,217964,13619,14.8386,1322698.5,1062713.5,426357006.0,0.3338,0.4147,0.6285,0.4486,9735,0.0648,0.2355,0.8645,342.5,468.72971025195443,342.5,112.0,258.0,361.09,171.0,51.7381,,4.83,quote_per_night,2.0,6.0,845.0,6.0833,0.1261,0.9907,False
sydney,APAC,2026-07-15,20736,16332,0.7876,18461,14759,0.7118,0.8571,14279,0.9392,217539,12995,14.7394,1325910.5,1060759.0,453140773.0,0.3338,0.4174,0.6313,0.4502,9762,0.0662,0.2362,0.8592,350.0,478.513089594457,350.0,112.1,264.67,373.0,171.0,50.051,,4.84,quote_per_night,2.0,4.0,866.0,5.9167,0.1227,0.9985,False
sydney,APAC,2026-08-15,20767,16359,0.7877,18493,14866,0.7158,0.8592,14338,0.9406,218924,13902,14.7265,1327431.5,1067635.0,464497640.0,0.3368,0.4187,0.6323,0.4549,9750,0.065,0.2344,0.8558,365.33,499.96779166124674,365.33,116.5,274.0,380.71000000000004,171.0,47.7886,,4.84,quote_per_night,2.0,7.0,868.445,5.9167,0.1184,1.0,False
