ym,market,flight,source,party_size_final,visitors_final,acc_plan_to_stay_in_hotel_final,acc_hotel_only_final,acc_plan_to_stay_in_condo_final,acc_condo_only_final,acc_plan_to_stay_in_timeshare_final,acc_timeshare_only_final,acc_cruise_ship_final,acc_friends_relatives_final,acc_bed_breakfast_final,acc_other_final,acc_rental_house_final,acc_hostel_final,acc_camp_site_beach_final,acc_private_room_in_private_home_final,acc_shared_room_space_in_private_home_final
2018-10,all,total,annual-2018-highlights.xls,2.044906461678108,741274.2229535693,452871.2207377246,393696.4358759904,124585.16903982977,96099.62209562588,66272.01406619421,52437.47393597776,10259.135224351568,62344.17629004838,7933.862469880604,10341.017910499608,65810.19815386331,5538.857651406184,3622.455179793292,11205.152807441538,4643.583293237964
2018-11,all,total,annual-2018-highlights.xls,2.1233525851536244,766631.2291628594,457426.58674353705,401641.47577918536,127152.63573551817,102542.59806908257,70500.41236422739,55818.804166057744,10935.772288790866,69471.00651633165,7944.300581848793,10202.776582238908,69781.91842529507,6450.8728189572375,3820.092026561899,10374.205873912146,3117.3231863308415
2018-12,all,total,annual-2018-highlights.xls,2.2621134801936584,883452.8636031561,501019.6395413708,430460.11358095426,152785.5616303912,121278.43281121204,71252.3560642572,55393.584420297455,11023.893872326918,102297.48143460824,9943.067575295836,12900.34153381314,93675.38968125697,6505.263827583145,6019.5747733293265,13972.880008703383,4280.88974227469
2018-01,all,domestic,annual-2018-highlights.xls,1.929937148161537,509493.0833628007,266905.2505589032,219767.97386658724,94711.5471335189,73940.57909794399,49368.25353323646,37448.09517400829,8175.026901116793,61743.10479511847,8273.458791633515,10791.18967003939,60468.57141972848,5038.2028807618735,4740.292198248062,8554.908217400727,3159.3376027186764
2018-02,all,domestic,annual-2018-highlights.xls,1.9810376761242532,497620.629021112,265352.8798913665,218395.5722112193,86860.46070916705,66558.8986771725,44700.8284817637,33727.599566417215,7579.1245763187635,63961.08629977534,8185.785162312992,9015.977982701415,62349.888780615474,4842.11827695972,5259.975789818638,8825.795410806077,3179.2516673731266
2018-03,all,domestic,annual-2018-highlights.xls,2.170645099850378,607474.178125671,329093.71213158127,275330.0942218196,109803.20479683566,87137.99898728757,56485.036652712355,43169.99145558799,9592.448945330643,68581.60111279623,7987.100729431036,10137.814219396269,73820.91895844784,4537.320354317591,4128.85811065693,8411.097179942626,2867.8347328336636
2018-04,all,domestic,annual-2018-highlights.xls,2.0127162793642537,533128.0728167845,290552.015590323,244153.10216120415,94337.48706249638,75483.07085100732,52839.1966551691,42097.40491005468,10601.017269894446,56887.481244727715,7652.711282713292,9425.706744349887,59757.46365680344,4145.952091761336,4021.888837683781,7839.630018671144,2777.9216423629637
2018-05,all,domestic,annual-2018-highlights.xls,2.012516576128799,569137.7544743639,300399.9415439198,251062.78212542113,99053.6031017931,78229.65332509133,56576.976379546904,45076.84223030386,9742.39579383069,69141.91257577902,8041.935409720076,10736.306454773108,67224.78791241415,4801.986379238477,4058.231038242326,8982.141159695238,3065.4657458193033
2018-06,all,domestic,annual-2018-highlights.xls,2.387402975094379,650145.8548150917,340579.65769019007,280679.86788889416,121279.82795106072,93937.02752221702,75654.0535585336,58372.30680769005,10561.430568543721,69485.66335709786,6489.304748702625,11749.146284325923,82828.89431989258,3762.72335672728,3114.701272060847,7699.692850816727,2859.024791507912
2018-07,all,domestic,annual-2018-highlights.xls,2.4434085585699394,676433.8755150869,358114.53898737597,296603.2300502608,125553.38414948902,96509.27522194685,71798.94187877305,55123.06486374871,9111.679404311899,76595.44599806509,6903.922506917924,12225.238176856614,85894.53909544842,4684.199852592196,4134.260399101229,8268.983914416509,2990.396066227779
2018-08,all,domestic,annual-2018-highlights.xls,2.2043106360618827,571580.626655803,312935.11336219,262661.6787600165,94290.71105406022,74392.35129878567,55220.76318786702,42735.96551480085,9317.7426747375,64174.27183977564,6679.197074630157,11850.89475750516,70153.27851627613,4570.628693033519,3300.154094107929,8276.36128654108,2802.654242298246
2018-09,all,domestic,annual-2018-highlights.xls,1.9006226106053485,471834.6654813398,254313.4752775215,215797.40968048363,78054.86682933547,62598.701233737265,54788.78037090412,44393.41954359731,7991.944463595777,50252.429940948554,6623.510954148243,9988.400725005373,49096.682285447154,4258.801219939963,3071.4539392578636,7285.5462422936325,2859.248088274432
2018-10,all,domestic,annual-2018-highlights.xls,1.9131392503583489,514006.22295417404,275743.56844513526,231775.50310213384,91488.33164578228,73227.2474992854,54826.64840543715,43600.651657544404,8480.178069271193,55069.33920447836,6620.277044866268,9797.958364700222,58544.66851849282,3894.8274262276877,3081.5018069106964,7359.872184586097,2819.578556617311
2018-11,all,domestic,annual-2018-highlights.xls,2.012510029248006,517156.2291638588,277676.58402752527,234472.78638782783,88149.7599499552,71140.59039252943,54625.70761542452,42608.71115934403,8977.674410867452,60858.33768948063,6220.684897282641,9722.427168547201,57004.58836270342,3861.7141957699096,2975.798901944029,7076.692206674534,2614.365716857061
2018-12,all,domestic,annual-2018-highlights.xls,2.2029328602686684,618724.8636033841,309565.5666654849,259387.23265504985,107208.30834935445,85831.09799717981,54362.78960606266,42223.5889194705,8769.571534497358,94242.04616941072,7932.981310415629,12139.51206151284,77984.27165328855,5092.679163292817,4363.794754379181,9985.395835515037,3519.5190188795186
2018-01,all,international,annual-2018-highlights.xls,2.554885239897251,273205.99999999313,202177.5236355281,181226.42647825053,47707.760245182166,32565.435641676835,12106.170262432515,9129.126746007425,1123.0035104040599,11304.138104414824,2906.195010497813,1316.5854414447424,14696.752517574325,2135.0846482001707,1402.6033285018452,6287.941563018178,855.8210951105511
2018-02,all,international,annual-2018-highlights.xls,2.4954280467522376,264358.0000000174,197666.80520845903,176735.04993203966,44591.16553866181,31259.318245708764,13397.762856382398,9725.188235227159,2426.2295516229574,7191.949460701882,2668.103229081534,932.6933518182768,14939.927446231115,3225.8953966302543,1995.606673159137,4179.570174317197,681.6424764703916
2018-03,all,international,annual-2018-highlights.xls,2.459471366819162,275949.9999999989,200795.79925404652,183053.577306604,48038.35884511834,38632.22985631424,16679.163547283926,11573.728622793253,1988.7356526567905,8003.717766542216,3980.8536565757117,884.6935423970533,13267.501215855125,1986.6852266661544,1425.1592023518865,4145.8370446151375,466.9780000073523
2018-04,all,international,annual-2018-highlights.xls,2.5084238407665205,245833.00000001147,183515.6789946683,166706.41743051496,37793.88168376044,28824.02985266122,12995.404350826213,9485.03476882942,2512.4956580746534,5695.418987728601,1565.8542749573737,438.0699850935822,15952.766641202154,2998.2349945453807,1214.6126794696006,3663.9707977531625,742.9414628194536
2018-05,all,international,annual-2018-highlights.xls,2.4938006013958027,219753.00000001417,173630.4634299118,159452.44132487426,29622.913970262383,20766.14991375269,11129.286015915604,9087.106133706082,2103.3607559140555,3664.38286493776,1769.5557927994773,534.3440581231617,8093.56113543034,1666.5419271671742,876.6079830144829,6190.476493979795,540.2253553557172
2018-06,all,international,annual-2018-highlights.xls,2.4768391517214483,239718.00000001938,187495.51775859878,166643.82967943212,36829.18975193601,23249.866817843744,10428.534852540095,8045.320583831576,1998.233088795741,5969.303422132567,5604.47340802026,490.72730248541865,12612.247653392185,2798.337281661479,412.69187521361914,4985.365582667637,584.6908350958959
2018-07,all,international,annual-2018-highlights.xls,2.7010972887947857,257831.00000000576,193472.4420038526,175261.69437509892,42847.760485291685,32410.798066481086,12153.061030227487,7778.308102487913,2112.020962666817,7656.368322858203,2186.661276407978,397.3323741068076,12532.307184907608,2470.495783376196,205.0514115461887,4466.028539393699,2229.3591661273326
2018-08,all,international,annual-2018-highlights.xls,2.993709869600914,272003.9999999871,212051.87978543245,189254.91953288222,40756.410563388454,28607.03011274661,15966.416390244043,11607.67475523904,3302.1650651469167,6542.57273780239,2397.488554523708,633.4572179863518,11118.278897066622,2376.424363354242,1792.9793780620719,3484.7761651780575,2548.038467853948
2018-09,all,international,annual-2018-highlights.xls,2.4723227895412565,234588.00000001714,183815.98200652783,166033.86550252218,34951.603590004896,22448.917100035927,12018.754593525013,8706.273961481309,2236.1504627851,6663.589895854728,1420.7182819352631,774.7840259210842,8982.474267537436,2706.067165255152,136.3301411965147,4595.521810213013,839.5441991163664
2018-10,all,international,annual-2018-highlights.xls,2.4222221169996647,227268.00000001502,177127.65229194897,161920.9327735204,33096.83739407272,22872.37459635021,11445.36566075302,8836.822278433196,1778.9571550806625,7274.837085566289,1313.5854250143273,543.0595457994658,7265.529635367667,1644.0302251786093,540.9533728825799,3845.2806228557884,1824.0047366206384
2018-11,all,international,annual-2018-highlights.xls,2.3970283764090374,249474.9999999973,179750.00271557065,167168.6893909565,39002.87578553655,31402.007676541278,15874.7047488023,13210.093006718776,1958.0978779239051,8612.668826848385,1723.615684566247,480.34941369168916,12777.330062586187,2589.158623187446,844.2931246178949,3297.5136672378762,502.9574694737927
2018-12,all,international,annual-2018-highlights.xls,2.4136622580741895,264728.00000001315,191454.07287562688,171072.8809256328,45577.25328098745,35447.334814021175,16889.566458186542,13169.995500828027,2254.3223378292473,8055.435265190475,2010.086264879825,760.8294723001223,15691.118027968316,1412.584664290369,1655.7800189501113,3987.484173187287,761.3707233951693
2019-01,all,total,annual-2019-highlights.xls,2.1126732571978857,805567.0140353412,465967.20678980515,400767.42187135,145668.44895838035,112819.17682361811,62485.985028009934,48437.51745399442,10504.722998190624,75622.53220901568,11100.328458201593,12555.563909778186,87505.07716499468,8067.763702297903,6228.524478336117,14824.210875492396,5146.065437868506
2019-02,all,total,annual-2019-highlights.xls,2.12302810307129,764512.5822317015,454107.1484269672,391394.7550489539,127089.90410177631,98610.45723786278,56836.050876218505,43630.07142084988,10254.017731493888,71095.69037529231,10970.297665493026,10916.642864215584,84056.62939646386,8965.838146737307,6452.4383881144495,15372.011771496624,4287.266900685621
2019-03,all,total,annual-2019-highlights.xls,2.2477004893944152,917025.753538293,539497.9787136157,474988.75146190467,156426.53923711428,126068.15819865308,72642.20304812753,57767.80996281506,12151.871416103802,81484.51756830302,9921.650258340389,13305.247167061605,94229.76966137247,7201.331766928851,6223.116576053107,14996.748303058643,4132.9355076485745
2019-04,all,total,annual-2019-highlights.xls,2.2431617300769546,824609.9842086363,498438.1835648276,436192.32660841837,134224.27401790334,107856.47881332524,66931.8015405389,53175.30100714638,14927.248380894402,70725.00851271115,8414.177049045838,13187.126230441612,79492.35289074073,6899.092498545281,4713.488411087517,12382.406871398882,3616.6188575280025
2019-05,all,total,annual-2019-highlights.xls,2.1106214793039926,836057.5060219272,496454.92550321575,427440.43318766454,131192.68734362838,102675.54298104552,72738.18654273055,57859.779184588355,14724.783638588884,78793.71956809101,9908.580632956884,14506.433635191983,85479.23726105038,9296.764521104385,5180.4449360603685,13927.682563312745,3706.4530807850083
2019-06,all,total,annual-2019-highlights.xls,2.4488202941501576,946373.4008640491,554957.5689263726,479838.0103948697,161996.8526686853,127521.42982421478,85396.25941245019,66445.71606528143,12465.708916868001,81799.23898681292,9370.083772137668,13635.468224763239,106355.02490357764,5796.829006486033,4474.8378566348665,13957.86063842981,4342.842486161339
2019-07,all,total,annual-2019-highlights.xls,2.5400854232044563,995210.3618897174,586488.3607666425,505180.6108010012,171707.27448595894,131693.00226710536,82325.11655579011,62141.139090600846,11095.390405711476,91583.36602735438,10738.980938028417,14868.273050540476,113856.1683906157,6367.204574811924,5746.730857899835,15259.126142427183,5546.137122250234
2019-08,all,total,annual-2019-highlights.xls,2.433257234745042,926416.8878581753,565998.8876238664,492392.7387301676,149385.7700652178,114588.79416555769,80195.5398868904,62437.60351848128,12838.1975899834,77347.30741974697,9856.702895546314,13893.431595790287,93314.61940345421,6586.708128041792,5073.936167819598,12398.695931559127,4541.33771753142
2019-09,all,total,annual-2019-highlights.xls,2.0696511007901432,718041.5019818651,447113.7012316813,393302.4698163083,114498.11134992207,88936.89450115182,64947.28989994577,52357.50923004124,10569.380029904518,55588.08870355189,9800.407761529648,11022.923374734019,58956.60943931116,6276.83143918302,4083.028245504767,10230.668179080983,3519.2488570632613
2019-10,all,total,annual-2019-highlights.xls,2.077127868003243,775675.1765763977,475916.16061287007,418598.0290749101,122749.12451560152,98342.76015655452,66474.28512092122,53372.03565025021,12374.565084388383,66923.01801890615,9143.262064904535,11723.2381001755,68140.0392301557,5805.686251212294,4182.193513206898,9822.61301501282,3225.335485397955
2019-11,all,total,annual-2019-highlights.xls,2.1208919057070896,792546.6035212232,479154.8270883532,421772.34502144903,127887.06864869027,102532.62256509635,74989.95214718452,59529.29840433853,11110.408559467643,70510.4191327995,8033.4407627964365,10880.220816335543,66825.86048027387,6860.909605797705,4728.588952229552,10359.168790554182,2695.8697107467956
2019-12,all,total,annual-2019-highlights.xls,2.277953478782097,941128.2512434513,549782.3447964143,473160.35901432054,156938.58312186314,124206.40561665187,67418.85084421052,51708.531579507864,10271.875274216787,115181.6277294935,11593.39475030173,14570.594368159647,98608.73778284452,7365.011810368337,6756.008517649282,16565.34259514266,4333.166092070634
2019-01,all,domestic,annual-2019-highlights.xls,1.9257831170956818,524706.0140327634,269662.58430040657,225141.9207880223,94966.65742322417,75597.74508312061,47751.934492223154,36568.39309394676,8575.298322676701,64806.61237060766,7792.698376923228,11832.409482193016,65936.37146179318,5070.77496880672,4462.786248658977,8978.324692688238,3725.179602540913
2019-02,all,domestic,annual-2019-highlights.xls,1.976250182583489,510144.5822293815,265990.340152682,222067.7793844516,87284.41258296614,69113.29225000975,44862.94105061473,35204.7838025971,8456.245942595584,63879.336956299885,7665.998541724371,10216.024842054463,67274.59705446329,5189.578908985854,4646.446798213691,9565.594529972199,3502.9778713838546
2019-03,all,domestic,annual-2019-highlights.xls,2.1601600926433657,647169.7535397749,342836.63376458955,293216.63540650904,112119.48571568943,91054.01093863261,59324.35863429775,47169.05594382933,9268.765876115887,73694.79322376435,8231.125050085124,12464.808655552426,80813.91202416066,4654.698962087731,4435.326173422229,9028.964209216734,3196.0958559532223
2019-04,all,domestic,annual-2019-highlights.xls,2.148169719033109,578158.984208346,318073.74769601465,271104.1600584958,96977.55544288634,79077.16200579908,53769.32520001654,43155.63711661161,13111.670484059861,61796.71615240908,7027.931452084933,10410.835329950864,65825.94115386363,3921.762375983999,3563.2709730332886,8062.821528770083,2764.880645450265
2019-05,all,domestic,annual-2019-highlights.xls,2.0365503286433193,622724.5060223878,327470.83442907943,275841.8354461969,103248.95611277546,82832.67567279872,60059.18516193464,48198.35167032051,12275.802916810164,73488.17984552392,8479.124653182607,13087.572486957512,77755.5768517719,4745.116900189707,4164.686242486453,9364.941897927927,3516.6833158061004
2019-06,all,domestic,annual-2019-highlights.xls,2.4450180034095514,715089.4008632208,376551.75682163256,315378.3790870278,128847.31994594641,102374.94039300129,77216.96571450144,60236.23957250559,9804.600302227493,75109.4911389819,7451.73942168868,13133.796283160265,95547.91740633828,3465.893679321322,3837.892660845445,8552.252286747022,3485.9882377838717
2019-07,all,domestic,annual-2019-highlights.xls,2.4911619981550555,740482.3618918012,394584.5545858292,330628.55601707904,133413.14730983257,104983.26327049464,71778.52068417336,55081.01109720333,9598.186097279116,81572.80862213805,8479.874755231713,14363.633554142874,98786.43650551554,4386.249612873042,4340.883620140481,9052.236143631517,3209.230590242579
2019-08,all,domestic,annual-2019-highlights.xls,2.2548185027359633,662487.8878573031,369239.5577015882,316878.2518656101,104797.66230426049,83960.58209487857,60328.98830255354,48309.37861914234,10127.47491451149,68550.533862478,8394.53285265842,13350.164997637443,81682.84334571741,5250.608397866112,4288.002259354547,8913.6238191802,3359.4866089606535
2019-09,all,domestic,annual-2019-highlights.xls,1.920503942914709,484587.5019831065,265148.4907507379,226252.69449093463,80877.42964697261,64656.32022276748,52361.888342087164,42822.86225916084,8316.715017372715,48208.515995029826,6908.1372423985085,10809.862965422455,52111.16795212412,4619.497684801116,3349.7569168724267,6494.545266971474,2796.4081088344356
2019-10,all,domestic,annual-2019-highlights.xls,1.9573925961791698,548178.1765755211,292153.0847680572,246689.08141393226,96763.84612453099,78719.0319364714,56103.10255266227,44846.16281770675,10569.83495055894,59361.25645671097,7987.87483577065,10940.196866715398,61899.9978190643,4387.704002365349,3795.9279237218766,7381.0776977574105,2698.7335012578637
2019-11,all,domestic,annual-2019-highlights.xls,2.043276627375773,545666.6035225709,294722.4101743377,250561.59580135034,91366.61547692724,74055.99910428876,57381.27243496663,45497.07089021151,9074.949049916937,62734.112834389736,7056.541247200525,10223.858906242516,59004.64408435534,4116.127645287451,3695.8895129075163,7187.742109422464,2267.6489529026135
2019-12,all,domestic,annual-2019-highlights.xls,2.2083523971479706,674410.251242374,346795.2317151663,290108.68799941207,114816.86042362342,91625.32972101832,53714.602538095256,41682.03058135254,8872.933194049268,104213.23624658804,9114.278213147978,13970.570649057676,82421.66685336911,6003.372701996252,5662.1328509022,9784.951908371557,3492.7368999532478
2019-01,all,international,annual-2019-highlights.xls,2.580529523827615,280860.9999999849,196304.62248862642,175625.50108276246,50701.791535104465,37221.43174046821,14734.05053578742,11869.124360052849,1929.4246755140605,10815.919838421394,3307.63008127826,723.1544275851086,21568.70570321625,2996.9887334909386,1765.7382296770481,5845.886182804639,1420.885835327491
2019-02,all,international,annual-2019-highlights.xls,2.4950856110933652,254368.0000000126,188116.80827400577,169326.97566442905,39805.49151885684,29497.164987839828,11973.109825596319,8425.2876182529,1797.7717888981701,7216.353418980193,3304.299123768484,700.6180221611328,16782.03234197869,3776.2592377513447,1805.9915899006517,5806.417241523658,784.289029301788
2019-03,all,international,annual-2019-highlights.xls,2.489663733179104,269856.000000005,196661.3449496565,181772.11605589543,44307.053521451635,35014.14726003718,13317.84441382431,10598.754018986283,2883.1055399879583,7789.724344527526,1690.5252082551197,840.4385115091117,13415.857637211462,2546.6328048409146,1787.7904026309516,5967.784093842055,936.839651695378
2019-04,all,international,annual-2019-highlights.xls,2.502795080910757,246451.00000001118,180364.43586919698,165088.1665501505,37246.71857498581,28779.316807504027,13162.476340522582,10019.663890539085,1815.5778968339473,8928.292360301777,1386.245596960937,2776.2909004902613,13666.411736868604,2977.3301225610003,1150.2174380542526,4319.585342628331,851.7382120777908
2019-05,all,international,annual-2019-highlights.xls,2.361316728606422,213332.99999999756,168984.09107428978,151598.59774166785,27943.73123082178,19842.867308223154,12679.001380785185,9661.427514269064,2448.98072177803,5305.539722551269,1429.4559797740176,1418.8611482341337,7723.660409264864,4551.647620914133,1015.7586935739507,4562.740665383663,189.7697649789144
2019-06,all,international,annual-2019-highlights.xls,2.460651475648502,231283.99999999793,178405.81210441238,164459.63130737803,33149.53272270492,25146.489431197937,8179.293697954026,6209.476492779543,2661.1086146401635,6689.747847819603,1918.3443504489933,501.6719416029101,10807.107497227178,2330.9353271647537,636.9451957894801,5405.608351682451,856.85424837751
2019-07,all,international,annual-2019-highlights.xls,2.693876297150885,254727.99999999683,191903.80618133032,174552.0547840922,38294.127176151385,26709.73899661699,10546.595871615023,7060.12799339684,1497.204308432408,10010.557405213527,2259.10618279684,504.6394963975783,15069.731885102383,1980.9549619393426,1405.8472377595278,6206.889998795484,2336.9065320079103
2019-08,all,international,annual-2019-highlights.xls,3.0364125279002097,263929.00000001554,196759.3299219422,175514.48686456212,44588.10776096842,30628.212070679972,19866.551584322602,14128.224899337261,2710.722675472145,8796.773557274357,1462.1700428879988,543.2665981527828,11631.776057740119,1336.0997301756317,785.933908465066,3485.0721123791905,1181.8511085707564
2019-09,all,international,annual-2019-highlights.xls,2.4674013564328234,233453.99999998437,181965.2104814639,167049.77532565332,33620.68170298044,24280.574278377146,12585.401557853467,9534.646970873966,2252.6650125318765,7379.57270852658,2892.2705191313303,213.0604093116237,6845.441487185786,1657.3337543821415,733.2713286322919,3736.122912109755,722.840748228811
2019-10,all,international,annual-2019-highlights.xls,2.4362208202864384,227497.00000000274,183763.075845494,171908.94766151253,25985.27839107209,19623.728220080895,10371.182568253535,8525.872832542958,1804.7301338297734,7561.7615622007115,1155.3872291338673,783.0412334600134,6240.041411089144,1417.982248846733,386.265589485023,2441.535317255505,526.6019841400794
2019-11,all,international,annual-2019-highlights.xls,2.3152777405544325,246880.00000001548,184432.41691502786,171210.7492208466,36520.45317176013,28476.62346079761,17608.679712201923,14032.227514117045,2035.459509550495,7776.306298409395,976.8995155960092,656.3619100930796,7821.216395914952,2744.7819605104796,1032.699439322001,3171.426681131734,428.22075784419997
2019-12,all,international,annual-2019-highlights.xls,2.475210064255958,266717.99999999144,202987.11308018898,183051.67101418934,42121.722698325655,32581.075895665097,13704.2483061118,10026.500998154166,1398.942080167354,10968.391482920822,2479.116537153521,600.0237191019075,16187.0709294897,1361.6391083721644,1093.8756667472041,6780.390686769942,840.4291921174101
2020-01,all,total,annual-2020-highlights.xls,2.1018074931161648,846136.6192948758,499459.3848878052,426914.60866487597,149048.9048931583,114690.8208466567,65299.79464844468,48762.83591020752,10927.695540138606,84188.02124740851,12034.985514216069,14417.991225717939,86707.53604342649,7768.053980553971,7078.848326560515,12560.952664737493,4669.948418682653
2020-02,all,total,annual-2020-highlights.xls,2.1194473754971717,808824.2620543762,479521.3151329942,415846.77124894,136924.18051844137,105566.64984605048,61278.55798498859,47464.67587009002,10021.537980423838,82554.78180157681,10568.706811692675,11841.316156402243,83120.62377280036,6938.336041997434,6845.920581060838,10616.047414853905,3593.350820128211
2020-03,all,total,annual-2020-highlights.xls,2.0893465316726445,428997.27381021116,232486.8600737596,201165.62817151062,79264.25403175016,63227.09088464022,32492.565036043896,25112.750451897322,3351.069895442921,54273.24908240678,5640.997860133579,8027.1404018399235,46242.046349133605,3229.046361957626,3628.1510629681693,6160.780508103427,2093.9663161258304
2020-04,all,total,annual-2020-highlights.xls,1.1703616483499113,4984.573778723548,1847.9221078934054,1713.7112917211764,417.14005488004005,341.5504367483931,17.14663513249242,13.02824074074074,10.878692767319112,1944.8814313450152,33.483798976469444,414.54406921221636,313.35296927634874,24.67177008779784,19.647010192966075,219.72934945367615,67.70264770749736
2020-05,all,total,annual-2020-highlights.xls,1.3164578673155443,10012.897695015272,1956.0250241679505,1782.5779743375604,716.4683596260442,603.2823719912984,67.01944401220803,44.93899956614758,5.829586455731335,5830.59516620423,59.32426681469144,724.8228741724338,615.7911121065146,60.544898699571476,34.60646554040159,468.1081564525853,133.19473302873067
2020-06,all,total,annual-2020-highlights.xls,1.4121981187360342,17733.23359598237,3270.3572155124943,2900.4694138730633,1170.0266019996204,971.456784777545,70.38256804656241,46.953247089771914,33.73966544895212,10598.199161482995,48.090312611971605,974.6758467235401,1103.9174718730196,54.379926312759615,35.712705570012055,674.7080289894826,156.36626033911332
2020-07,all,total,annual-2020-highlights.xls,1.4411826198445399,22573.691018108944,4827.782255071522,4377.4920776257895,1523.3274701657433,1258.132135584186,74.16390039077858,59.80985496799633,32.98307455256608,12046.1523161159,72.61128856919619,1309.6865456990975,1597.3292080053277,45.944015233699524,35.81163691410619,1006.2876964788467,237.22463654569395
2020-08,all,total,annual-2020-highlights.xls,1.3432929795391118,23356.18844339482,6430.61896861676,5715.863982895423,1831.131708185661,1502.3530067674624,118.63990756061953,94.09444930971245,77.56854348727087,10207.871242748291,83.94598416537762,1889.6170971735703,2024.3663950916878,107.97876527036834,111.49293022771772,997.5065562866733,404.6717427094533
2020-09,all,total,annual-2020-highlights.xls,1.306834173980777,18409.446225399413,4450.358961227006,3912.530638918087,1605.0824634417447,1331.655666206798,99.94777822498828,89.41368403718975,50.32956111948192,8009.217330298116,141.83382164941037,1344.3642499072732,1815.0681375825866,82.46822284266317,110.387057096906,804.2520633931136,308.9766351163696
2020-10,all,total,annual-2020-highlights.xls,1.6882905868246068,76690.73260387861,23155.105452830398,19685.980209755566,15368.834463494462,13192.884043619435,10002.413172171084,8576.492082174966,35.886656869927904,18610.666607861003,575.5042718602449,2448.6161720379714,9383.044297378801,243.40705539308874,368.4457605275141,1505.44202172526,333.5880738320485
2020-11,all,total,annual-2020-highlights.xls,1.952197388540834,183778.88221075357,67911.6851190716,57064.70432281959,39241.63430175947,33251.665240197246,25779.546790554938,21835.577476841347,43.25185049794411,33465.07833940838,1762.8153237739132,4380.867742739094,24113.644968004104,684.353445833123,718.614363805202,2603.2143953707805,522.369356147954
2020-12,all,total,annual-2020-highlights.xls,2.014903923638602,236575.0607451086,89062.3998769545,74706.97604363383,49371.90588645948,41874.90777232286,22446.680324761568,18592.923892473682,47.024919720915676,52642.32225967639,2565.7193340150875,4610.122490228045,32304.94805033122,1158.3465911926055,1064.0606956982433,3563.4452320392743,829.8302487609199
2020-01,all,domestic,annual-2020-highlights.xls,1.9445700501488745,575463.6192928044,302247.21506605233,252732.95526069854,101129.57005012952,80060.02077661683,51403.08678918646,39204.10055215189,9579.281829826441,70824.48608438174,9180.601335178046,13607.544639832797,69722.09568015527,5938.397284078795,5700.790376800909,8759.671587808625,3329.158659616172
2020-02,all,domestic,annual-2020-highlights.xls,1.9925103029094757,574272.2620551209,306552.1300106256,256895.1287650726,97851.46741574968,76876.85470954479,49895.79968943253,38670.736861755715,8969.767911272735,72366.19476972031,8358.019233400966,11428.311098052045,71045.3021341082,5455.398335870965,5460.795347095258,8315.817589023065,3024.4973053078684
2020-03,all,domestic,annual-2020-highlights.xls,2.0536873857043085,333722.27381034434,166329.8652474949,141212.91409262066,59681.562898494994,48496.064416799294,28329.03525389643,21966.560283003033,3039.4769716236474,47778.0479074954,4483.0386754819865,7736.734744972722,42138.10836723348,2915.171545283352,3144.812534339285,5156.772841825609,1988.8612492989791
2020-04,all,domestic,annual-2020-highlights.xls,1.1782416917068639,4566.573778723574,1520.5471078934268,1406.0862917211966,417.14005488004005,341.5504367483931,17.14663513249242,13.02824074074074,10.878692767319112,1888.2564313450184,33.483798976469444,394.79406921221636,313.35296927634874,24.67177008779784,19.647010192966075,204.72934945367612,67.70264770749736
2020-05,all,domestic,annual-2020-highlights.xls,1.315771959645432,9805.89769501524,1873.3464527393753,1703.863688623272,716.4683596260442,603.2823719912984,67.01944401220803,44.93899956614758,5.829586455731335,5750.059451918498,59.32426681469144,679.8943027438642,599.9339692493716,60.544898699571476,34.60646554040159,468.1081564525853,129.23044731444494
2020-06,all,domestic,annual-2020-highlights.xls,1.4230724703181026,17095.233595982427,3270.3572155124943,2900.4694138730633,1170.0266019996204,971.456784777545,70.38256804656241,46.953247089771914,33.73966544895212,10598.199161482995,48.090312611971605,974.6758467235401,1103.9174718730196,54.379926312759615,35.712705570012055,674.7080289894826,156.36626033911332
2020-07,all,domestic,annual-2020-highlights.xls,1.4529838052132316,21567.691018108406,4827.782255071522,4377.4920776257895,1523.3274701657433,1258.132135584186,74.16390039077858,59.80985496799633,32.98307455256608,12046.1523161159,72.61128856919619,1309.6865456990975,1597.3292080053277,45.944015233699524,35.81163691410619,1006.2876964788467,237.22463654569395
2020-08,all,domestic,annual-2020-highlights.xls,1.3560493331335224,22347.188443394458,6430.61896861676,5715.863982895423,1831.131708185661,1502.3530067674624,118.63990756061953,94.09444930971245,77.56854348727087,10207.871242748291,83.94598416537762,1889.6170971735703,2024.3663950916878,107.97876527036834,111.49293022771772,997.5065562866733,404.6717427094533
2020-09,all,domestic,annual-2020-highlights.xls,1.3146952972259551,17541.446225399086,4450.358961227006,3912.530638918087,1605.0824634417447,1331.655666206798,99.94777822498828,89.41368403718975,50.32956111948192,8009.217330298116,141.83382164941037,1344.3642499072732,1815.0681375825866,82.46822284266317,110.387057096906,804.2520633931136,308.9766351163696
2020-10,all,domestic,annual-2020-highlights.xls,1.6984994618287514,75658.73260387864,23155.105452830398,19685.980209755566,15368.834463494462,13192.884043619435,10002.413172171084,8576.492082174966,35.886656869927904,18610.666607861003,575.5042718602449,2448.6161720379714,9383.044297378801,243.40705539308874,368.4457605275141,1505.44202172526,333.5880738320485
