ym,flight,party_size,visitors,source,acc_plan_to_stay_in_hotel,acc_hotel_only,acc_plan_to_stay_in_condo,acc_condo_only,acc_plan_to_stay_in_timeshare,acc_timeshare_only,acc_cruise_ship,acc_friends_relatives,acc_bed_breakfast,acc_other,acc_rental_house,acc_hostel,acc_camp_site_beach,acc_private_room_in_private_home,acc_shared_room_space_in_private_home,provenance
2013-12,international,2.4151548429833185,461715.63027935335,annual-2013-highlights.xls,234730.30550717126,194635.77561479586,96419.82305953864,77007.12370232829,46907.55662091116,35838.16895311261,8409.255468235433,69582.81987202106,5304.690312420044,9048.268292555415,,,,,,annual_highlights_final
2014-01,international,2.348169328445902,243596.9999999908,annual-2014-highlights.xls,190384.1089790038,178329.45213456245,37661.24203974338,29712.081804424004,9699.477756355762,6938.343225514978,1622.3652119349863,8399.63316044421,1673.9163989284973,11555.963708924235,,,,,,annual_highlights_final
2014-02,international,2.3480501838725925,224434.0000000106,annual-2014-highlights.xls,179543.85186225752,168528.845357375,32784.6626338353,25742.873375754152,8050.798897796487,5998.498876161926,1267.8351394226627,6229.607698860046,1416.582455719056,9920.04986522027,,,,,,annual_highlights_final
2014-03,international,2.5240273689320842,241719.99999996854,annual-2014-highlights.xls,182136.94707950533,170528.83452212557,41676.90977288061,34928.527089395895,11118.782440669806,8082.245181338135,1690.5933666226385,8647.454522619972,1136.80929020187,10751.265889616396,,,,,,annual_highlights_final
2014-04,international,2.3874110042496803,205476.00000001086,annual-2014-highlights.xls,158170.44435905662,147885.02346269906,30836.641676868254,25350.058063579138,10903.555203079246,8328.733985579605,1514.1238839777725,5445.810217952229,1067.5855853096868,11961.340448805757,,,,,,annual_highlights_final
2014-05,international,2.3773692778508146,193395.99999999884,annual-2014-highlights.xls,163535.214743473,154678.82169354957,19166.30325221356,14401.784492196322,8140.698278996603,6738.531361610807,1927.5572055569003,4758.448769406183,948.1147245245479,5886.892173764205,,,,,,annual_highlights_final
2014-06,international,2.485848386610002,210860.99999999028,annual-2014-highlights.xls,177467.7694307923,168004.00871867558,20935.29697628704,15547.184404497855,8452.224266582884,6561.029700156422,1681.8200861962341,7453.780567886297,1429.2396414016844,5799.525733225207,,,,,,annual_highlights_final
2014-07,international,2.608972805521843,228357.00000001575,annual-2014-highlights.xls,189333.3685099279,174684.95381384448,29910.57698251621,20121.366988425227,7768.272743368133,6125.279149236896,1872.4038999613988,8501.409830022836,1853.07504559269,6799.346623140912,,,,,,annual_highlights_final
2014-08,international,2.761430441653601,243895.00000000183,annual-2014-highlights.xls,200430.06764298296,185954.9299535535,31881.265579486168,23240.606373090523,12086.391783064959,9004.24725134547,2982.307493931477,6588.4009518209195,1394.0398554021422,6893.13494387666,,,,,,annual_highlights_final
2014-09,international,2.271062753926186,224026.99999999278,annual-2014-highlights.xls,193642.87661730679,182961.1183697171,18951.607096407974,14469.699965116193,8837.8190662945,7481.448108982773,2835.7990743968717,5557.870667485956,938.8170862733351,6361.347842475534,,,,,,annual_highlights_final
2014-10,international,2.317940076749791,222128.00000000052,annual-2014-highlights.xls,190729.67466105346,180475.29698123934,23053.233595780293,16934.45739514293,8109.684357468397,6446.869834639951,1739.6622670936097,3270.6351209783375,1646.6191561079463,6956.853223985985,,,,,,annual_highlights_final
2014-11,international,2.3718837877975325,217810.9999999748,annual-2014-highlights.xls,176754.64791110458,166148.2838333419,28834.579930334185,22637.663228101035,9489.285013927236,7199.026729973654,1888.2786905902706,5619.524971935308,1058.722890860186,8560.426979156087,,,,,,annual_highlights_final
2014-12,international,2.335465099663763,254581.00000003105,annual-2014-highlights.xls,200523.9293415824,184689.98540121035,39360.598694835375,30954.120691113352,10583.16070750529,7163.6902089808045,3431.528116719517,7473.496475275822,1053.2391123216446,13728.4426786101,,,,,,annual_highlights_final
2015-01,international,2.42098240707735,242930.00000002427,annual-2015-highlights.xls,187480.69050352275,172698.47929761367,38777.071290233755,30329.752617098256,11460.443523755397,9040.142604914901,2543.4403796392285,6362.58179248742,2254.217841984105,723.3682692881488,9772.861092672492,2042.3045364113443,840.8246931854437,,,annual_highlights_final
2015-02,international,2.446859004660066,233166.9999999746,annual-2015-highlights.xls,177372.82219769276,164951.2356708444,36600.186072309734,28244.02892190821,10733.530842668195,8002.507601250663,2095.075107091781,7837.684724049645,2866.5052014700123,2981.9277423409435,19302.135747361783,3852.045658501344,1865.7350540230764,,,annual_highlights_final
2015-03,international,2.527497261613895,249784.99999998877,annual-2015-highlights.xls,187493.11747250587,173054.0698114771,44099.913474946115,35464.71016271646,13730.304728555137,9870.28290258073,3743.2234001339993,7627.916662242109,2813.856402304615,4626.492225514292,28130.991773051377,5681.010702874205,2482.4426932391707,,,annual_highlights_final
2015-04,international,2.5081934378398563,207755.000000014,annual-2015-highlights.xls,162070.98661206046,147810.37230544986,29344.240049479467,23585.268108032582,11532.925839128085,8789.452065496063,2775.226383521215,6313.4788478185465,1925.7645108182767,6066.3553413972695,35638.76532758394,7439.62008425801,4318.419120443512,,,annual_highlights_final
2015-05,international,2.459838881250004,211011.9999999984,annual-2015-highlights.xls,174894.98333206613,163668.1609366918,24238.457902777533,18118.840592497167,10026.690792371604,7700.293519005413,1821.5132375179664,5208.809272383713,1925.0418194989763,6410.811521358234,40793.68450056522,9138.878559312494,4740.0432221338315,,,annual_highlights_final
2015-06,international,2.536473691996206,213639.99999998583,annual-2015-highlights.xls,176108.56954211326,161916.95468583595,25919.048755005995,18530.101633361748,8087.001993293735,6285.263314525312,2579.135564810649,7584.851631747959,1724.919168133688,8539.110274338876,46295.87867996955,11417.181423597282,5592.193723915271,,,annual_highlights_final
2015-07,international,2.6369236376934957,239337.00000000413,annual-2015-highlights.xls,186714.52444300507,172813.4357054856,35942.10416420643,26460.978241095785,15167.618816729926,11652.928581942888,985.4527424853134,7397.1291320978235,1749.8734153198322,9862.544908370917,53767.032144263045,13287.114172835265,6910.562575685486,,,annual_highlights_final
2015-08,international,2.827285675929817,251200.00000000108,annual-2015-highlights.xls,195718.21820938817,178148.3134013523,37953.51566878548,26018.497649753434,17562.349383258526,13460.953999175217,1770.892931176436,8028.540500012474,2112.3782165734565,11456.741320598652,60964.17306910064,14890.506231625046,7384.107672694643,,,annual_highlights_final
2015-09,international,2.4270888542495586,222863.999999989,annual-2015-highlights.xls,181022.35268558972,169140.2540967075,31189.600416657173,23157.88384613937,10727.829915303426,8177.919001198023,2046.0684100278074,5025.210613920851,1225.6932763255834,12849.093690475554,65875.38144130803,15935.025740130084,7554.395199614464,,,annual_highlights_final
2015-10,international,2.460540514219833,222249.00000000154,annual-2015-highlights.xls,181997.67815824438,170907.5343106721,26666.111850615736,20405.77201496222,10829.894322728534,8120.293904340373,1779.6830639890086,6196.2865802385795,1464.0828193064235,13938.369031816515,71777.74335706425,17059.2437218748,8200.541545086267,,,annual_highlights_final
2015-11,international,2.419171628821949,225154.00000000186,annual-2015-highlights.xls,175130.15388501334,165176.09388256498,30078.701198172133,24802.30074758211,12941.759792578392,10370.03802186682,1995.742004099815,7356.908652730272,1264.2845916505785,15372.446203893434,77941.91032700837,18687.86831338917,8818.787328035125,,,annual_highlights_final
2015-12,international,2.4424843114780264,261785.00000001624,annual-2015-highlights.xls,198563.23392819386,183058.9530660619,42051.88330559917,33687.336800216275,13108.796800974633,9661.944930175605,1861.105983422511,9568.924256374721,1661.4706230194467,18371.115639367654,87019.60162656347,20792.356357340737,10162.77348880059,,,annual_highlights_final
2016-01,international,2.490639006108071,257248.00000002104,annual-2016-highlights.xls,195455.8456856224,177683.20661955845,41581.31572721621,29653.006221661268,14117.074461956616,10792.633792939096,1288.6412596150508,9974.08953752225,2710.611493698219,2415.335274898428,11513.526845411105,1830.7886647774124,772.7089568547473,1264.0143461076007,322.75591584753516,annual_highlights_final
2016-02,international,2.495608269250426,239062.99999999913,annual-2016-highlights.xls,180869.4380040197,166824.20350343443,36446.43738598362,27864.299017353515,10044.022604561003,7840.683296129189,1142.0324236517322,8697.663129268223,2637.257246542335,3837.030597454804,11725.598150480628,1654.4086348123064,1232.228528085925,2023.5031043932197,479.0517001082622,annual_highlights_final
2016-03,international,2.5683731977030764,249424.99999999354,annual-2016-highlights.xls,181120.39087549315,168710.73253885328,45484.55650085463,37968.991345695766,15007.281912336106,11896.935033735095,297.05731078200336,8415.586268184032,2132.2190776348853,4364.493643553808,8819.637798676493,1638.4413808306404,967.4425479712501,2874.9069971039057,476.3130548455332,annual_highlights_final
2016-04,international,2.4189852574644353,218147.00000000183,annual-2016-highlights.xls,170705.90753955976,155973.2733135556,31502.09852082409,23846.905937225398,10973.750726855236,8069.524378164481,1432.4330981115247,6681.835866665663,1958.12550246088,3588.7849753605947,7619.368411673085,1551.700767059523,1337.581710305642,1953.5945132267884,645.8327257547818,annual_highlights_final
2016-05,international,2.431357242002191,207688.99999999488,annual-2016-highlights.xls,172078.67881974,159084.3997023935,23964.743687680333,17143.486768339008,10025.589873722429,7981.387496154194,2543.1002687050977,5378.742569536509,1874.1660257753672,862.9093372055349,3913.043750756143,1163.5314060442824,579.0347001099195,2439.6229294892964,132.03518160005453,annual_highlights_final
2016-06,international,2.509716276849494,224141.99999999968,annual-2016-highlights.xls,185900.0710961788,170487.60160452398,26453.473553700172,19186.001911602845,8895.321112105627,6696.90878404717,1786.08023537849,5933.579987279987,1234.1984385842795,803.6671577378349,6248.792170781992,1988.7395002106653,975.8590006381814,3333.5804014625683,550.4621481115171,annual_highlights_final
2016-07,international,2.741972667820417,239794.00000000064,annual-2016-highlights.xls,191029.6661137155,171880.81214368524,36800.704621612924,24777.24527729171,10671.686494709946,8523.052610451323,1223.8879539269929,8928.786672590368,1549.106238388919,1269.2419881618484,7859.934942999209,2042.0952346227318,728.0477917770767,2427.4285867715253,630.4744001373921,annual_highlights_final
2016-08,international,2.9937690553731198,254167.99999999758,annual-2016-highlights.xls,196946.3816389138,178928.91512265333,39036.60824486614,27207.120042203973,18356.369861309624,15196.019242152108,2054.6893558122356,6704.470945657494,1663.5685350209515,963.5102274542152,7979.927099992642,976.6818929607994,360.6882552829732,2821.4103989410014,680.225185724107,annual_highlights_final
2016-09,international,2.394303939379655,229828.9999999981,annual-2016-highlights.xls,186406.56618702377,170948.82989942853,28163.5894508195,19821.300173427047,12902.546770757053,10340.638304426084,2803.4550411493215,6630.933022483758,1920.2441750947291,1107.585078570851,5087.71458437035,1773.9139469126176,661.249941378678,2935.2806176357167,716.5132051614593,annual_highlights_final
2016-10,international,2.446831391135002,232100.99999999313,annual-2016-highlights.xls,195021.04220956427,180512.994646607,27281.25489870977,19085.563555642195,10309.612302655012,8031.569667207859,1835.5924971157363,6024.970213120502,1076.820914286327,562.1605568859603,4224.067177207219,886.4913056763396,591.8224857056676,2479.985167627521,536.4429045383151,annual_highlights_final
2016-11,international,2.3733059153349876,241894.99999999328,annual-2016-highlights.xls,189174.54039739256,177619.3798018911,33655.046562700656,27417.624048206366,13934.044163693816,11454.410171901824,1463.2973508882167,5693.80468560241,1022.0495673568357,1154.7165897054322,6855.399064286753,964.6134111063342,834.3616485159607,2506.943260070091,503.4979810630319,annual_highlights_final
2016-12,international,2.4290225238885137,259522.000000012,annual-2016-highlights.xls,199711.34023484032,182647.338042656,41566.96311857916,31463.16709492228,13133.567692563027,8760.531342052878,2519.434232525534,8179.342039661839,1875.1048230895008,877.0069781342339,10926.653403959277,1803.159718860355,518.6607166814373,2904.86578424757,278.62401447854376,annual_highlights_final
2017-01,international,2.4594082276145826,274608.0000000217,annual-2017-highlights.xls,196693.63564814406,174422.05231708882,48933.481383435384,36817.35313482345,13149.618986776664,10060.976443103731,1508.67303455125,15160.747708924227,4057.3183332407584,1781.0983056829596,17991.662946368975,2624.6363255921797,1276.4761753919447,3510.1650997084475,938.0675191898746,annual_highlights_final
2017-02,international,2.4363362288775803,247428.00000000803,annual-2017-highlights.xls,183727.19795922324,167670.2461439087,40682.83549057164,30467.56794251165,12077.63068444079,8932.497451374578,2022.8796203309887,8050.9460330603,2358.325367595558,944.1587268341964,13210.593837337194,1654.0551640843112,742.5976330975586,4288.768545937363,1030.6241574987014,annual_highlights_final
2017-03,international,2.5250129623670112,259979.9999999901,annual-2017-highlights.xls,197846.7483027862,185057.2362212624,42659.30578258685,34406.92340005812,13154.320703431142,10112.272699649191,1627.3352086994278,7037.600957923598,1994.8368422855362,1189.5234373900005,7997.8406266427955,1051.4704651803756,768.2032375561795,3123.8350189505313,759.0878706984171,annual_highlights_final
2017-04,international,2.50234269445719,243236.00000000926,annual-2017-highlights.xls,178667.0615822624,164735.7167186967,38493.81467537204,30970.519273212285,13235.203690794697,10605.432021696444,2420.706897849769,7121.277001604493,1897.9413694075574,3361.447844235493,9671.448475539177,1140.0611104315844,1078.816364286523,4586.9121807064885,724.8770736599047,annual_highlights_final
2017-05,international,2.478340800657444,219037.00000000288,annual-2017-highlights.xls,170704.02864562406,158693.3509229134,28731.17580516761,21849.82645641717,14243.712489649537,11692.229474631897,2674.0383552969533,5775.510292226114,1307.3747387909382,266.3694413274046,6505.902920099709,2916.830276166876,1690.323231651865,3132.0284296438663,512.2117980514435,annual_highlights_final
2017-06,international,2.496259737970977,237819.00000000873,annual-2017-highlights.xls,191092.12879212573,176584.8075028822,30180.95980765078,23517.89542560078,11462.224185515617,8153.643705907392,2373.224975940047,5370.1774908974185,1989.4540106518184,403.8040233818702,7723.889875360619,1907.944334864147,774.3277013346941,3770.3007752366684,753.6034204835009,annual_highlights_final
2017-07,international,2.6589964429392356,261863.00000001077,annual-2017-highlights.xls,199174.0397646933,178890.55960175797,42246.75431278365,29700.64961550032,15394.402455394144,10801.380462772993,2419.6092931947464,11815.563038723692,1678.0783580971183,255.91131146867718,7820.280976023596,3350.934962816727,518.1917252215738,4724.808793043612,368.71416383921155,annual_highlights_final
2017-08,international,2.922346222907938,272569.00000000745,annual-2017-highlights.xls,203306.52992565033,183047.83457295806,45105.8188840566,30581.26242245325,20628.459276725,16088.675290535644,1853.3358255441176,8163.383389021203,3026.437485087109,793.2775278223955,10882.351868568077,1331.623722557875,345.66479928736385,4772.618951676079,429.752581726534,annual_highlights_final
2017-09,international,2.406007259665623,243405.99999999497,annual-2017-highlights.xls,195279.55801917563,179970.34514157832,29674.96472728891,21989.622400887634,15421.18330777916,11902.435370187472,3644.7888152292353,6492.758939091519,1994.4569358881356,998.3104789919397,5561.908151774502,717.6847288784338,106.44769473348352,3175.5019516747598,370.22088971793573,annual_highlights_final
2017-10,international,2.5011694154280537,237861.99999998388,annual-2017-highlights.xls,193802.15084693706,178200.90825691484,28234.391155287536,19477.755757153773,10834.763668547108,7930.475312697579,3002.0155039473752,5695.178137775661,2971.9445888327173,522.9478678806436,7597.884770351485,2224.6563302639797,665.5159240101308,3801.305195885838,340.2509505615443,annual_highlights_final
2017-11,international,2.454030097635378,261572.00000000576,annual-2017-highlights.xls,198773.90174172228,185808.46789316228,40797.935430662255,31793.217280298264,15805.699193184808,13028.183797685226,1289.8976895217738,5300.228793971437,1626.9931065764313,482.30462501204994,9181.769140464638,1708.9112731980426,489.59875552158616,2552.766780273279,1294.0734071246484,annual_highlights_final
2017-12,international,2.512437668274218,278485.0000000038,annual-2017-highlights.xls,207989.93803561584,189227.7354727285,47648.982017680864,35496.6827237625,15084.939925049384,11088.131101603456,1585.0310756176887,7390.620602538627,1800.960575156098,1204.986356816676,14453.940813519945,2439.083270756331,946.5290968588696,4826.397358498807,866.4686687435969,annual_highlights_final
2018-01,international,2.554885239897251,273205.99999999313,annual-2018-highlights.xls,202177.5236355281,181226.42647825053,47707.760245182166,32565.435641676835,12106.170262432515,9129.126746007425,1123.0035104040599,11304.138104414824,2906.195010497813,1316.5854414447424,14696.752517574325,2135.0846482001707,1402.6033285018452,6287.941563018178,855.8210951105511,annual_highlights_final
2018-02,international,2.4954280467522376,264358.0000000174,annual-2018-highlights.xls,197666.80520845903,176735.04993203966,44591.16553866181,31259.318245708764,13397.762856382398,9725.188235227159,2426.2295516229574,7191.949460701882,2668.103229081534,932.6933518182768,14939.927446231115,3225.8953966302543,1995.606673159137,4179.570174317197,681.6424764703916,annual_highlights_final
2018-03,international,2.459471366819162,275949.9999999989,annual-2018-highlights.xls,200795.79925404652,183053.577306604,48038.35884511834,38632.22985631424,16679.163547283926,11573.728622793253,1988.7356526567905,8003.717766542216,3980.8536565757117,884.6935423970533,13267.501215855125,1986.6852266661544,1425.1592023518865,4145.8370446151375,466.9780000073523,annual_highlights_final
2018-04,international,2.5084238407665205,245833.00000001147,annual-2018-highlights.xls,183515.6789946683,166706.41743051496,37793.88168376044,28824.02985266122,12995.404350826213,9485.03476882942,2512.4956580746534,5695.418987728601,1565.8542749573737,438.0699850935822,15952.766641202154,2998.2349945453807,1214.6126794696006,3663.9707977531625,742.9414628194536,annual_highlights_final
2018-05,international,2.4938006013958027,219753.00000001417,annual-2018-highlights.xls,173630.4634299118,159452.44132487426,29622.913970262383,20766.14991375269,11129.286015915604,9087.106133706082,2103.3607559140555,3664.38286493776,1769.5557927994773,534.3440581231617,8093.56113543034,1666.5419271671742,876.6079830144829,6190.476493979795,540.2253553557172,annual_highlights_final
2018-06,international,2.4768391517214483,239718.00000001938,annual-2018-highlights.xls,187495.51775859878,166643.82967943212,36829.18975193601,23249.866817843744,10428.534852540095,8045.320583831576,1998.233088795741,5969.303422132567,5604.47340802026,490.72730248541865,12612.247653392185,2798.337281661479,412.69187521361914,4985.365582667637,584.6908350958959,annual_highlights_final
2018-07,international,2.7010972887947857,257831.00000000576,annual-2018-highlights.xls,193472.4420038526,175261.69437509892,42847.760485291685,32410.798066481086,12153.061030227487,7778.308102487913,2112.020962666817,7656.368322858203,2186.661276407978,397.3323741068076,12532.307184907608,2470.495783376196,205.0514115461887,4466.028539393699,2229.3591661273326,annual_highlights_final
2018-08,international,2.993709869600914,272003.9999999871,annual-2018-highlights.xls,212051.87978543245,189254.91953288222,40756.410563388454,28607.03011274661,15966.416390244043,11607.67475523904,3302.1650651469167,6542.57273780239,2397.488554523708,633.4572179863518,11118.278897066622,2376.424363354242,1792.9793780620719,3484.7761651780575,2548.038467853948,annual_highlights_final
2018-09,international,2.4723227895412565,234588.00000001714,annual-2018-highlights.xls,183815.98200652783,166033.86550252218,34951.603590004896,22448.917100035927,12018.754593525013,8706.273961481309,2236.1504627851,6663.589895854728,1420.7182819352631,774.7840259210842,8982.474267537436,2706.067165255152,136.3301411965147,4595.521810213013,839.5441991163664,annual_highlights_final
2018-10,international,2.4222221169996647,227268.00000001502,annual-2018-highlights.xls,177127.65229194897,161920.9327735204,33096.83739407272,22872.37459635021,11445.36566075302,8836.822278433196,1778.9571550806625,7274.837085566289,1313.5854250143273,543.0595457994658,7265.529635367667,1644.0302251786093,540.9533728825799,3845.2806228557884,1824.0047366206384,annual_highlights_final
2018-11,international,2.3970283764090374,249474.9999999973,annual-2018-highlights.xls,179750.00271557065,167168.6893909565,39002.87578553655,31402.007676541278,15874.7047488023,13210.093006718776,1958.0978779239051,8612.668826848385,1723.615684566247,480.34941369168916,12777.330062586187,2589.158623187446,844.2931246178949,3297.5136672378762,502.9574694737927,annual_highlights_final
2018-12,international,2.4136622580741895,264728.00000001315,annual-2018-highlights.xls,191454.07287562688,171072.8809256328,45577.25328098745,35447.334814021175,16889.566458186542,13169.995500828027,2254.3223378292473,8055.435265190475,2010.086264879825,760.8294723001223,15691.118027968316,1412.584664290369,1655.7800189501113,3987.484173187287,761.3707233951693,annual_highlights_final
2019-01,international,2.580529523827615,280860.9999999849,annual-2019-highlights.xls,196304.62248862642,175625.50108276246,50701.791535104465,37221.43174046821,14734.05053578742,11869.124360052849,1929.4246755140605,10815.919838421394,3307.63008127826,723.1544275851086,21568.70570321625,2996.9887334909386,1765.7382296770481,5845.886182804639,1420.885835327491,annual_highlights_final
2019-02,international,2.4950856110933652,254368.0000000126,annual-2019-highlights.xls,188116.80827400577,169326.97566442905,39805.49151885684,29497.164987839828,11973.109825596319,8425.2876182529,1797.7717888981701,7216.353418980193,3304.299123768484,700.6180221611328,16782.03234197869,3776.2592377513447,1805.9915899006517,5806.417241523658,784.289029301788,annual_highlights_final
2019-03,international,2.489663733179104,269856.000000005,annual-2019-highlights.xls,196661.3449496565,181772.11605589543,44307.053521451635,35014.14726003718,13317.84441382431,10598.754018986283,2883.1055399879583,7789.724344527526,1690.5252082551197,840.4385115091117,13415.857637211462,2546.6328048409146,1787.7904026309516,5967.784093842055,936.839651695378,annual_highlights_final
2019-04,international,2.502795080910757,246451.00000001118,annual-2019-highlights.xls,180364.43586919698,165088.1665501505,37246.71857498581,28779.316807504027,13162.476340522582,10019.663890539085,1815.5778968339473,8928.292360301777,1386.245596960937,2776.2909004902613,13666.411736868604,2977.3301225610003,1150.2174380542526,4319.585342628331,851.7382120777908,annual_highlights_final
2019-05,international,2.361316728606422,213332.99999999756,annual-2019-highlights.xls,168984.09107428978,151598.59774166785,27943.73123082178,19842.867308223154,12679.001380785185,9661.427514269064,2448.98072177803,5305.539722551269,1429.4559797740176,1418.8611482341337,7723.660409264864,4551.647620914133,1015.7586935739507,4562.740665383663,189.7697649789144,annual_highlights_final
2019-06,international,2.460651475648502,231283.99999999793,annual-2019-highlights.xls,178405.81210441238,164459.63130737803,33149.53272270492,25146.489431197937,8179.293697954026,6209.476492779543,2661.1086146401635,6689.747847819603,1918.3443504489933,501.6719416029101,10807.107497227178,2330.9353271647537,636.9451957894801,5405.608351682451,856.85424837751,annual_highlights_final
2019-07,international,2.693876297150885,254727.99999999683,annual-2019-highlights.xls,191903.80618133032,174552.0547840922,38294.127176151385,26709.73899661699,10546.595871615023,7060.12799339684,1497.204308432408,10010.557405213527,2259.10618279684,504.6394963975783,15069.731885102383,1980.9549619393426,1405.8472377595278,6206.889998795484,2336.9065320079103,annual_highlights_final
2019-08,international,3.0364125279002097,263929.00000001554,annual-2019-highlights.xls,196759.3299219422,175514.48686456212,44588.10776096842,30628.212070679972,19866.551584322602,14128.224899337261,2710.722675472145,8796.773557274357,1462.1700428879988,543.2665981527828,11631.776057740119,1336.0997301756317,785.933908465066,3485.0721123791905,1181.8511085707564,annual_highlights_final
2019-09,international,2.4674013564328234,233453.99999998437,annual-2019-highlights.xls,181965.2104814639,167049.77532565332,33620.68170298044,24280.574278377146,12585.401557853467,9534.646970873966,2252.6650125318765,7379.57270852658,2892.2705191313303,213.0604093116237,6845.441487185786,1657.3337543821415,733.2713286322919,3736.122912109755,722.840748228811,annual_highlights_final
2019-10,international,2.4362208202864384,227497.00000000274,annual-2019-highlights.xls,183763.075845494,171908.94766151253,25985.27839107209,19623.728220080895,10371.182568253535,8525.872832542958,1804.7301338297734,7561.7615622007115,1155.3872291338673,783.0412334600134,6240.041411089144,1417.982248846733,386.265589485023,2441.535317255505,526.6019841400794,annual_highlights_final
2019-11,international,2.3152777405544325,246880.00000001548,annual-2019-highlights.xls,184432.41691502786,171210.7492208466,36520.45317176013,28476.62346079761,17608.679712201923,14032.227514117045,2035.459509550495,7776.306298409395,976.8995155960092,656.3619100930796,7821.216395914952,2744.7819605104796,1032.699439322001,3171.426681131734,428.22075784419997,annual_highlights_final
2019-12,international,2.475210064255958,266717.99999999144,annual-2019-highlights.xls,202987.11308018898,183051.67101418934,42121.722698325655,32581.075895665097,13704.2483061118,10026.500998154166,1398.942080167354,10968.391482920822,2479.116537153521,600.0237191019075,16187.0709294897,1361.6391083721644,1093.8756667472041,6780.390686769942,840.4291921174101,annual_highlights_final
2020-01,international,2.5381440287968675,270673.00000000367,annual-2020-highlights.xls,197212.1698213224,174181.65340379637,47919.3348429334,34630.80006999426,13896.707859268512,9558.735358062368,1348.4137103122944,13363.535163028006,2854.3841790377905,810.4465858852282,16985.440363269638,1829.6566964753101,1378.0579497596939,3801.2810769285356,1340.789759066582,annual_highlights_final
2020-02,international,2.5111315947931936,234552.0000000047,annual-2020-highlights.xls,172969.18512167895,158951.64248316849,39072.71310275777,28689.7951365373,11382.758295556227,8793.939008328674,1051.7700691509383,10188.587031853087,2210.6875782918905,413.00505835020095,12075.321638703603,1482.9377061265736,1385.1252339656792,2300.229825830806,568.8535148203166,annual_highlights_final
2020-03,international,2.2246485415167303,95275.00000000435,annual-2020-highlights.xls,66156.99482614765,59952.71407880892,19582.691133285443,14731.026467852598,4163.529782147263,3146.1901688944695,311.5929238192678,6495.201174917879,1157.9591846514897,290.40565686719526,4103.937981901855,313.87481667423845,483.3385286288432,1004.0076662777038,105.10506682685107,annual_highlights_final
2020-04,international,1.0906718852,418.00000000000017,annual-2020-highlights.xls,327.375,307.625,0.0,0.0,0.0,0.0,0.0,56.625,0.0,19.75,0.0,0.0,0.0,15.0,0.0,annual_highlights_final
2020-05,international,1.3497904052,207.00000000000003,annual-2020-highlights.xls,82.6785714285714,78.7142857142857,0.0,0.0,0.0,0.0,0.0,80.53571428571428,0.0,44.92857142857143,15.857142857142858,0.0,0.0,0.0,3.9642857142857144,annual_highlights_final
2020-06,international,1.1721887188,637.9999999999991,annual-2020-highlights.xls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,annual_highlights_final
2020-07,international,1.2274485196,1005.9999999999973,annual-2020-highlights.xls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,annual_highlights_final
2020-08,international,1.1116801397,1008.9999999999923,annual-2020-highlights.xls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,annual_highlights_final
2020-09,international,1.1659433767,867.9999999999998,annual-2020-highlights.xls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,annual_highlights_final
2020-10,international,1.1718966369,1031.9999999999982,annual-2020-highlights.xls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,annual_highlights_final
2020-11,international,1.1969502911,913.0000000000022,annual-2020-highlights.xls,13.92156862745098,6.96078431372549,90.49019607843138,83.52941176470588,0.0,0.0,0.0,27.84313725490196,0.0,776.7058823529431,0.0,0.0,0.0,0.0,0.0,annual_highlights_final
2020-12,international,1.2705101387,5792.999999999998,annual-2020-highlights.xls,4278.629325662307,4203.532785795808,268.56242206605594,204.9849972542273,96.36539421307522,58.101006031160324,0.0,1047.2344527620155,6.646516983304548,34.67495728760594,69.71239352503724,6.646516983304548,5.317213586643638,39.051210899508355,0.0,annual_highlights_final
2021-01,international,1.2002073353,,2021-01.xls,3143.3134780321366,3012.1954299065533,306.01790536398744,245.81885553563362,151.1895515047778,115.42266383391659,0,313.7243715588343,7.0912635459031135,115.86365027811416,80.37024469602719,14.68116695615617,9.812534939546145,130.94139415940404,10.699865275662388,monthly_prelim
2021-02,international,1.1508454991,,2021-02.xls,475.5464557867509,455.82475220082154,227.5948049727001,210.56364576701912,35.36099011814987,33.618343059326335,0,700.04015064905,2.139013452914798,17.531282579808042,103.3399175118543,1.161764705882353,0,134.16719296525972,3.743698499295786,monthly_prelim
2021-03,international,1.2080237202,,2021-03.xls,1149.0991819060105,1072.8505939348422,277.7828955770453,215.57620764132568,20.353846153846156,19.071794871794875,0,281.62129987824153,0.5615384615384615,10.81794871794872,134.63386505967156,0,0,45.5858088148411,9.75696767001115,monthly_prelim
2021-04,international,1.1616530514,,2021-04.xls,1072.0734554714084,1031.2467482555585,464.58162051149685,441.5169447445505,182.96727202318968,174.87971457696273,61.11111111111108,445.43876282026383,2.4954128440366974,104.84900233142595,93.05607093434482,4.939857288481142,2.4954128440366974,44.37066270309057,1.2222222222222223,monthly_prelim
