city,region,pair_type,date_a,date_b,ids_a,ids_b,matched,retention,new_share_b,gross_adds,exits,price_basis_a,price_basis_b,price_comparable,matched_priced_entire,lfl_price_chg_median,lfl_price_chg_mean,lfl_price_up_share,lfl_price_down_share,lfl_median_price_a,lfl_median_price_b,matched_reviews_ltm_a,matched_reviews_ltm_b,matched_reviews_ltm_chg,exit_reviewed_ltm_share,exit_entire_home_share,exit_multi_listing_share,add_entire_home_share,add_multi_listing_share,matched_superhost_a,matched_superhost_b,days_apart,lfl_price_chg_annualized
rome,EMEA,year_ago,2024-06-15,2025-06-12,32243,36309,24398,0.7567,0.328,11911,7845,listed_nightly,listed_nightly,True,15979,-0.05,-0.0588,0.3594,0.5935,159.0,149.0,416369,426111,0.0234,0.6015,0.6971,0.5777,0.7895,0.5356,0.3847,0.437,362,-0.0504
rome,EMEA,sequential,2025-06-12,2025-09-14,36309,37652,34890,0.9609,0.0734,2762,1419,listed_nightly,listed_nightly,True,23123,0.0,-0.0176,0.4092,0.4624,142.0,142.0,508710,523938,0.0299,0.7019,0.7865,0.5356,0.7462,0.613,0.3702,0.4051,94,0.0
rome,EMEA,year_ago,2024-09-11,2025-09-14,34061,37652,26147,0.7677,0.3056,11505,7914,listed_nightly,listed_nightly,True,17096,-0.0571,-0.0622,0.3395,0.6087,155.0,145.0,433176,440132,0.0161,0.5854,0.7076,0.5662,0.78,0.5599,0.4038,0.4334,368,-0.0567
rome,EMEA,sequential,2025-09-14,2025-12-16,37652,37162,35240,0.9359,0.0517,1922,2412,listed_nightly,none,False,0,,,,,,,511190,546021,0.0681,0.6526,0.7861,0.5717,0.782,0.5999,0.3974,0.4102,93,
rome,EMEA,year_ago,2024-12-12,2025-12-16,35247,37162,27465,0.7792,0.2609,9697,7782,listed_nightly,none,False,0,,,,,,,448474,455545,0.0158,0.568,0.7267,0.5533,0.7779,0.5676,0.3984,0.4276,369,
rome,EMEA,sequential,2025-12-16,2026-01-18,37162,37328,36571,0.9841,0.0203,757,591,none,none,False,0,,,,,,,545892,551116,0.0096,0.6836,0.7885,0.5398,0.7213,0.6262,0.3996,0.4136,33,
rome,EMEA,year_ago,2024-12-12,2026-01-18,35247,37328,27185,0.7713,0.2717,10143,8062,listed_nightly,none,False,0,,,,,,,444955,451524,0.0148,0.5722,0.7306,0.5526,0.7751,0.5671,0.3987,0.4267,402,
rome,EMEA,sequential,2026-01-18,2026-02-18,37328,32824,31983,0.8568,0.0256,841,5345,none,none,False,0,,,,,,,521021,524553,0.0068,0.4501,0.6103,0.5921,0.6683,0.5981,0.4401,0.4395,31,
rome,EMEA,year_ago,2025-03-05,2026-02-18,34542,32824,25148,0.728,0.2339,7676,9394,listed_nightly,none,False,0,,,,,,,427416,458494,0.0727,0.5849,0.699,0.5713,0.7725,0.5663,0.4182,0.4638,350,
rome,EMEA,sequential,2026-02-18,2026-03-24,32824,30063,27958,0.8518,0.07,2105,4866,none,quote_per_night,False,0,,,,,,,488935,495678,0.0138,0.5107,0.6504,0.5686,0.6893,0.6561,0.4648,0.4667,34,
rome,EMEA,year_ago,2025-03-05,2026-03-24,34542,30063,22379,0.6479,0.2556,7684,12163,listed_nightly,quote_per_night,False,0,,,,,,,403815,436428,0.0808,0.5804,0.686,0.5635,0.7805,0.5895,0.4424,0.4947,384,
rome,EMEA,sequential,2026-03-24,2026-04-20,30063,29644,27513,0.9152,0.0719,2131,2550,quote_per_night,quote_per_night,True,21837,0.0025,0.052,0.4944,0.3015,190.0,202.0,484216,492009,0.0161,0.622,0.4404,0.738,0.6678,0.6269,0.4681,0.4742,27,0.0341
rome,EMEA,year_ago,2025-03-05,2026-04-20,34542,29644,21891,0.6338,0.2615,7753,12651,listed_nightly,quote_per_night,False,0,,,,,,,400632,429455,0.0719,0.5736,0.6613,0.5791,0.8136,0.5678,0.4497,0.4996,411,
rome,EMEA,sequential,2026-04-20,2026-05-25,29644,36663,28937,0.9762,0.2107,7726,707,quote_per_night,quote_per_night,True,22647,0.0,0.0009,0.3885,0.4027,203.0,200.0,508566,518415,0.0194,0.5969,0.6931,0.488,0.5538,0.6244,0.4703,0.4708,35,0.0
rome,EMEA,year_ago,2025-06-12,2026-05-25,36309,36663,30006,0.8264,0.1816,6657,6303,listed_nightly,quote_per_night,False,0,,,,,,,466559,502869,0.0778,0.6633,0.7593,0.5507,0.7652,0.6264,0.3931,0.4414,347,
rome,EMEA,sequential,2026-05-25,2026-06-20,36663,37084,35971,0.9811,0.03,1113,692,quote_per_night,quote_per_night,True,24899,-0.041,-0.0755,0.2101,0.5803,197.5,182.0,553375,560826,0.0135,0.6344,0.7355,0.6214,0.5903,0.7053,0.4192,0.4188,26,-0.4444
rome,EMEA,year_ago,2025-06-12,2026-06-20,36309,37084,29705,0.8181,0.199,7379,6604,listed_nightly,quote_per_night,False,0,,,,,,,463027,495937,0.0711,0.6631,0.7632,0.5497,0.7445,0.6371,0.3945,0.4433,373,
rome,EMEA,sequential,2026-06-20,2026-07-18,37084,37151,36504,0.9844,0.0174,647,580,quote_per_night,quote_per_night,True,25053,-0.044,-0.0756,0.3236,0.5725,181.3,166.0,559103,566514,0.0133,0.6517,0.681,0.5879,0.7388,0.6986,0.4144,0.4146,28,-0.4434
rome,EMEA,year_ago,2025-06-12,2026-07-18,36309,37151,29399,0.8097,0.2087,7752,6910,listed_nightly,quote_per_night,False,0,,,,,,,459863,490552,0.0667,0.666,0.7606,0.5499,0.7477,0.6463,0.3956,0.4282,401,
rome,EMEA,sequential,2026-07-18,2026-08-25,37151,37483,36484,0.982,0.0267,999,667,quote_per_night,quote_per_night,True,23703,0.0161,0.0602,0.5371,0.363,165.0,177.0,561935,566677,0.0084,0.6312,0.7586,0.6342,0.5666,0.7327,0.4148,0.4144,38,0.1657
rome,EMEA,year_ago,2025-09-14,2026-08-25,37652,37483,31001,0.8234,0.1729,6482,6651,listed_nightly,quote_per_night,False,0,,,,,,,476361,519273,0.0901,0.6315,0.7554,0.5704,0.7214,0.6685,0.418,0.431,345,
san-diego,NA,sequential,2025-03-16,2025-06-21,12991,12959,11590,0.8922,0.1056,1369,1401,listed_nightly,listed_nightly,True,8519,0.1307,0.165,0.6988,0.1686,200.0,235.0,172788,178264,0.0317,0.5946,0.8351,0.6945,0.794,0.6728,0.5227,0.5285,97,0.5873
san-diego,NA,sequential,2025-06-21,2025-09-25,12959,13162,11817,0.9119,0.1022,1345,1142,listed_nightly,listed_nightly,True,8476,-0.1436,-0.174,0.1689,0.6981,236.0,193.5,171667,180327,0.0504,0.6375,0.8047,0.6979,0.8134,0.7011,0.5199,0.5367,96,-0.4454
san-diego,NA,sequential,2025-09-25,2025-12-11,13162,13164,12110,0.9201,0.0801,1054,1052,listed_nightly,none,False,0,,,,,,,176758,181999,0.0297,0.6255,0.8479,0.7443,0.7837,0.7106,0.5301,0.5352,77,
san-diego,NA,year_ago,2025-03-16,2025-12-11,12991,13164,10350,0.7967,0.2138,2814,2641,listed_nightly,none,False,0,,,,,,,161645,168165,0.0403,0.6217,0.8281,0.7058,0.7818,0.6887,0.5384,0.5497,270,
san-diego,NA,sequential,2025-12-11,2025-12-22,13164,13076,12924,0.9818,0.0116,152,240,none,none,False,0,,,,,,,183327,184442,0.0061,0.4375,0.7167,0.7583,0.8026,0.5263,0.5255,0.5269,11,
san-diego,NA,year_ago,2025-03-16,2025-12-22,12991,13076,10270,0.7905,0.2146,2806,2721,listed_nightly,none,False,0,,,,,,,161394,167744,0.0393,0.6145,0.8251,0.7078,0.7869,0.6636,0.5413,0.5547,281,
san-diego,NA,sequential,2025-12-22,2026-01-23,13076,13095,12698,0.9711,0.0303,397,378,none,none,False,0,,,,,,,181614,182788,0.0065,0.6825,0.8466,0.6455,0.738,0.6398,0.528,0.5509,32,
san-diego,NA,year_ago,2025-03-16,2026-01-23,12991,13095,10109,0.7782,0.228,2986,2882,listed_nightly,none,False,0,,,,,,,159177,164128,0.0311,0.6218,0.8314,0.7071,0.78,0.6695,0.5412,0.5683,313,
san-diego,NA,sequential,2026-01-23,2026-02-25,13095,11427,11017,0.8413,0.0359,410,2078,none,none,False,0,,,,,,,168814,171542,0.0162,0.5462,0.7243,0.6535,0.8512,0.6927,0.5754,0.577,33,
san-diego,NA,year_ago,2025-03-16,2026-02-25,12991,11427,8603,0.6622,0.2471,2824,4388,listed_nightly,none,False,0,,,,,,,146459,151784,0.0364,0.6139,0.8056,0.6876,0.8198,0.6622,0.5639,0.5987,346,
san-diego,NA,sequential,2026-02-25,2026-03-29,11427,11765,10998,0.9625,0.0652,767,429,none,none,False,0,,,,,,,169038,173638,0.0272,0.5385,0.7949,0.7319,0.7066,0.764,0.5803,0.5796,32,
san-diego,NA,year_ago,2025-03-16,2026-03-29,12991,11765,8671,0.6675,0.263,3094,4320,listed_nightly,none,False,0,,,,,,,147597,153889,0.0426,0.6081,0.8141,0.688,0.8054,0.6803,0.5632,0.5983,378,
san-diego,NA,sequential,2026-03-29,2026-04-26,11765,11673,11302,0.9606,0.0318,371,463,none,quote_per_night,False,0,,,,,,,174851,180949,0.0349,0.5767,0.7257,0.6868,0.7412,0.7278,0.5755,0.5792,28,
san-diego,NA,year_ago,2025-03-16,2026-04-26,12991,11673,8560,0.6589,0.2667,3113,4431,listed_nightly,quote_per_night,False,0,,,,,,,146450,153574,0.0486,0.6066,0.8145,0.6856,0.8114,0.6907,0.5652,0.5954,406,
san-diego,NA,sequential,2026-04-26,2026-05-27,11673,11802,11266,0.9651,0.0454,536,407,quote_per_night,quote_per_night,True,9012,0.0453,0.1193,0.6224,0.2096,290.0,328.015,179576,183262,0.0205,0.5971,0.7002,0.688,0.6474,0.7463,0.5824,0.5833,31,0.6841
san-diego,NA,year_ago,2025-06-21,2026-05-27,12959,11802,9101,0.7023,0.2289,2701,3858,listed_nightly,quote_per_night,False,0,,,,,,,148894,164562,0.1052,0.6091,0.8025,0.6843,0.8019,0.7127,0.5616,0.6005,340,
san-diego,NA,sequential,2026-05-27,2026-06-27,11802,13225,11489,0.9735,0.1313,1736,313,quote_per_night,quote_per_night,True,8979,0.0357,0.1098,0.6115,0.2673,332.0,373.84,183710,188791,0.0277,0.6741,0.7891,0.6901,0.7823,0.64,0.5789,0.5792,31,0.5107
san-diego,NA,year_ago,2025-06-21,2026-06-27,12959,13225,9765,0.7535,0.2616,3460,3194,listed_nightly,quote_per_night,False,0,,,,,,,151266,165153,0.0918,0.6334,0.8068,0.7107,0.8012,0.7188,0.5537,0.5854,371,
san-diego,NA,sequential,2026-06-27,2026-07-21,13225,13192,12775,0.966,0.0316,417,450,quote_per_night,quote_per_night,True,9333,0.0,-0.0076,0.3987,0.4711,365.5,370.55,187578,190369,0.0149,0.64,0.7956,0.72,0.6643,0.7098,0.5571,0.5648,24,0.0
san-diego,NA,year_ago,2025-06-21,2026-07-21,12959,13192,9539,0.7361,0.2769,3653,3420,listed_nightly,quote_per_night,False,0,,,,,,,148429,161118,0.0855,0.6401,0.8073,0.7085,0.7884,0.7167,0.5574,0.5903,395,
san-diego,NA,sequential,2026-07-21,2026-08-29,13192,13342,12658,0.9595,0.0513,684,534,quote_per_night,quote_per_night,True,8659,-0.0956,-0.1589,0.1971,0.6863,365.86,298.33,185441,192083,0.0358,0.6854,0.8034,0.6779,0.7178,0.7193,0.5621,0.562,39,-0.6096
san-diego,NA,year_ago,2025-09-25,2026-08-29,13162,13342,10127,0.7694,0.241,3215,3035,listed_nightly,quote_per_night,False,0,,,,,,,156482,172676,0.1035,0.6273,0.8224,0.7189,0.7804,0.7319,0.5609,0.5887,338,
sydney,APAC,sequential,2025-09-12,2025-12-12,17730,20436,15879,0.8956,0.223,4557,1851,none,none,False,0,,,,,,,185039,195770,0.058,0.664,0.7882,0.6321,0.826,0.7035,0.3528,0.3627,91,
sydney,APAC,sequential,2025-12-12,2026-01-17,20436,17787,16176,0.7915,0.0906,1611,4260,none,none,False,0,,,,,,,188422,198364,0.0528,0.53,0.8178,0.5953,0.8442,0.7281,0.3509,0.3653,36,
sydney,APAC,sequential,2026-01-17,2026-02-17,17787,16463,14922,0.8389,0.0936,1541,2865,none,none,False,0,,,,,,,184652,189707,0.0274,0.6059,0.8272,0.7117,0.7631,0.6347,0.374,0.3758,31,
sydney,APAC,sequential,2026-02-17,2026-03-21,16463,13563,11943,0.7254,0.1194,1620,4520,none,quote_per_night,False,0,,,,,,,174832,184227,0.0537,0.4743,0.7257,0.5139,0.7358,0.7031,0.4192,0.4205,32,
sydney,APAC,sequential,2026-03-21,2026-04-18,13563,13799,12196,0.8992,0.1162,1603,1367,quote_per_night,quote_per_night,True,9901,0.0,-0.0478,0.2625,0.4813,397.66,376.59,179047,185105,0.0338,0.7842,0.7191,0.6511,0.7717,0.6862,0.4118,0.4104,28,0.0
sydney,APAC,sequential,2026-04-18,2026-05-23,13799,14638,12533,0.9083,0.1438,2105,1266,quote_per_night,quote_per_night,True,10138,0.0,-0.0226,0.3138,0.4386,374.665,365.44,183547,189108,0.0303,0.7788,0.797,0.6477,0.666,0.7207,0.4079,0.4088,35,0.0
sydney,APAC,sequential,2026-05-23,2026-06-16,14638,20573,14163,0.9676,0.3116,6410,475,quote_per_night,quote_per_night,True,11017,0.0,-0.0055,0.3454,0.3702,363.0,360.0,194867,198830,0.0203,0.6589,0.7453,0.7453,0.7644,0.5051,0.3883,0.3886,24,0.0
sydney,APAC,year_ago,2025-09-12,2026-06-16,17730,20573,13587,0.7663,0.3396,6986,4143,none,quote_per_night,False,0,,,,,,,165331,176642,0.0684,0.6935,0.8134,0.6563,0.7817,0.7048,0.3726,0.3704,277,
sydney,APAC,sequential,2026-06-16,2026-07-15,20573,20736,19809,0.9629,0.0447,927,764,quote_per_night,quote_per_night,True,12910,0.0085,0.0223,0.5254,0.2938,343.0,353.0,213573,216835,0.0153,0.6034,0.7513,0.7474,0.7735,0.7573,0.3395,0.3389,29,0.1121
sydney,APAC,year_ago,2025-09-12,2026-07-15,17730,20736,13353,0.7531,0.356,7383,4377,none,quote_per_night,False,0,,,,,,,162745,171800,0.0556,0.6957,0.8136,0.6564,0.785,0.7091,0.3747,0.3619,306,
sydney,APAC,sequential,2026-07-15,2026-08-15,20736,20767,19780,0.9539,0.0475,987,956,quote_per_night,quote_per_night,True,12772,0.0,0.0308,0.4669,0.3713,354.0,365.33,212675,217036,0.0205,0.5973,0.7981,0.7103,0.7964,0.7204,0.3412,0.3417,31,0.0
sydney,APAC,year_ago,2025-09-12,2026-08-15,17730,20767,13129,0.7405,0.3678,7638,4601,none,quote_per_night,False,0,,,,,,,161270,167260,0.0371,0.6977,0.8142,0.6546,0.7862,0.7093,0.3775,0.3651,337,
