date,act_symbol,period,period_end_date,consensus,count,high,low,year_ago
2020-09-20,NCLH,Current Year,2020-12-31,1300000000,5,1430000000,1260000000,6460000000
2020-09-20,NCLH,Next Quarter,2020-12-31,165320000,1,165320000,165320000,1480000000
2020-09-20,NCLH,Next Year,2021-12-31,2190000000,5,2880000000,1730000000,1300000000
2020-09-27,NCLH,Current Quarter,2020-09-30,1370000,1,1370000,1370000,1910000000
2020-09-27,NCLH,Current Year,2020-12-31,1300000000,5,1430000000,1260000000,6460000000
2020-09-27,NCLH,Next Quarter,2020-12-31,165320000,1,165320000,165320000,1480000000
2020-09-27,NCLH,Next Year,2021-12-31,2190000000,5,2880000000,1730000000,1300000000
2020-10-04,NCLH,Current Quarter,2020-09-30,1370000,1,1370000,1370000,1910000000
2020-10-04,NCLH,Current Year,2020-12-31,1300000000,5,1430000000,1260000000,6460000000
2020-10-04,NCLH,Next Quarter,2020-12-31,165320000,1,165320000,165320000,1480000000
2020-10-04,NCLH,Next Year,2021-12-31,2190000000,5,2880000000,1730000000,1300000000
2020-10-11,NCLH,Current Quarter,2020-09-30,1370000,1,1370000,1370000,1910000000
2020-10-11,NCLH,Current Year,2020-12-31,1300000000,5,1430000000,1260000000,6460000000
2020-10-11,NCLH,Next Quarter,2020-12-31,165320000,1,165320000,165320000,1480000000
2020-10-11,NCLH,Next Year,2021-12-31,2190000000,5,2880000000,1730000000,1300000000
2020-10-18,NCLH,Current Quarter,2020-09-30,1370000,1,1370000,1370000,1910000000
2020-10-18,NCLH,Current Year,2020-12-31,1300000000,5,1430000000,1260000000,6460000000
2020-10-18,NCLH,Next Quarter,2020-12-31,165320000,1,165320000,165320000,1480000000
2020-10-18,NCLH,Next Year,2021-12-31,2190000000,5,2880000000,1730000000,1300000000
2020-10-25,NCLH,Current Quarter,2020-09-30,760000,1,760000,760000,1910000000
2020-10-25,NCLH,Current Year,2020-12-31,1270000000,5,1310000000,1260000000,6460000000
2020-10-25,NCLH,Next Quarter,2020-12-31,45460000,1,45460000,45460000,1480000000
2020-10-25,NCLH,Next Year,2021-12-31,2150000000,5,2880000000,1730000000,1270000000
2020-11-01,NCLH,Current Quarter,2020-09-30,760000,1,760000,760000,1910000000
2020-11-01,NCLH,Current Year,2020-12-31,1270000000,5,1310000000,1260000000,6460000000
2020-11-01,NCLH,Next Quarter,2020-12-31,45460000,1,45460000,45460000,1480000000
2020-11-01,NCLH,Next Year,2021-12-31,2150000000,5,2880000000,1730000000,1270000000
2020-11-08,NCLH,Current Quarter,2020-09-30,760000,1,760000,760000,1910000000
2020-11-08,NCLH,Current Year,2020-12-31,1270000000,5,1310000000,1260000000,6460000000
2020-11-08,NCLH,Next Quarter,2020-12-31,45460000,1,45460000,45460000,1480000000
2020-11-08,NCLH,Next Year,2021-12-31,2150000000,5,2880000000,1730000000,1270000000
2020-11-15,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2020-11-15,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1260000000,6460000000
2020-11-15,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2020-11-15,NCLH,Next Year,2021-12-31,1910000000,5,2880000000,1150000000,1270000000
2020-11-22,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2020-11-22,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1260000000,6460000000
2020-11-22,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2020-11-22,NCLH,Next Year,2021-12-31,1910000000,5,2880000000,1150000000,1270000000
2020-11-29,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2020-11-29,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,6460000000
2020-11-29,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2020-11-29,NCLH,Next Year,2021-12-31,1640000000,5,2250000000,1150000000,1270000000
2020-12-06,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2020-12-06,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,6460000000
2020-12-06,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2020-12-06,NCLH,Next Year,2021-12-31,1640000000,5,2250000000,1150000000,1270000000
2020-12-13,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2020-12-13,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,6460000000
2020-12-13,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2020-12-13,NCLH,Next Year,2021-12-31,1640000000,5,2250000000,1150000000,1270000000
2020-12-20,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2020-12-20,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,6460000000
2020-12-20,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2020-12-20,NCLH,Next Year,2021-12-31,1640000000,5,2250000000,1150000000,1270000000
2020-12-28,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2020-12-28,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,6460000000
2020-12-28,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2020-12-28,NCLH,Next Year,2021-12-31,1630000000,5,2170000000,1150000000,1270000000
2021-01-03,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2021-01-03,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,
2021-01-03,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2021-01-03,NCLH,Next Year,2021-12-31,1630000000,5,2170000000,1150000000,1270000000
2021-01-10,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2021-01-10,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,
2021-01-10,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2021-01-10,NCLH,Next Year,2021-12-31,1630000000,5,2170000000,1150000000,1270000000
2021-01-17,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2021-01-17,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,
2021-01-17,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2021-01-17,NCLH,Next Year,2021-12-31,1630000000,5,2170000000,1150000000,1270000000
2021-01-24,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2021-01-24,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,
2021-01-24,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2021-01-24,NCLH,Next Year,2021-12-31,1670000000,5,2170000000,1150000000,1270000000
2021-01-31,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2021-01-31,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,6460000000
2021-01-31,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2021-01-31,NCLH,Next Year,2021-12-31,1600000000,5,2170000000,1150000000,1270000000
2021-02-07,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2021-02-07,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,6460000000
2021-02-07,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2021-02-07,NCLH,Next Year,2021-12-31,1600000000,5,2170000000,1150000000,1270000000
2021-02-14,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2021-02-14,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,6460000000
2021-02-14,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2021-02-14,NCLH,Next Year,2021-12-31,1600000000,5,2170000000,1150000000,1270000000
2021-02-21,NCLH,Current Quarter,2020-12-31,9820000,1,9820000,9820000,1480000000
2021-02-21,NCLH,Current Year,2020-12-31,1270000000,5,1280000000,1270000000,6460000000
2021-02-21,NCLH,Next Quarter,2021-03-31,37600000,1,37600000,37600000,1250000000
2021-02-21,NCLH,Next Year,2021-12-31,1600000000,5,2170000000,1150000000,1270000000
2021-03-07,NCLH,Current Quarter,2021-03-31,10050000,2,10500000,9600000,1250000000
2021-03-07,NCLH,Current Year,2021-12-31,1290000000,5,1960000000,708300000,1280000000
2021-03-07,NCLH,Next Quarter,2021-06-30,26560000,3,58690000,9600000,16930000
2021-03-07,NCLH,Next Year,2022-12-31,5930000000,5,6670000000,5510000000,1290000000
2021-03-14,NCLH,Current Quarter,2021-03-31,10050000,2,10500000,9600000,1250000000
2021-03-14,NCLH,Current Year,2021-12-31,1290000000,5,1960000000,708300000,1280000000
2021-03-14,NCLH,Next Quarter,2021-06-30,26560000,3,58690000,9600000,16930000
2021-03-14,NCLH,Next Year,2022-12-31,6100000000,5,6670000000,5510000000,1290000000
2021-03-21,NCLH,Current Quarter,2021-03-31,10050000,2,10500000,9600000,1250000000
2021-03-21,NCLH,Current Year,2021-12-31,1280000000,5,1960000000,708300000,1280000000
2021-03-21,NCLH,Next Quarter,2021-06-30,26560000,3,58690000,9600000,16930000
2021-03-21,NCLH,Next Year,2022-12-31,6090000000,5,6510000000,5510000000,1280000000
2021-03-28,NCLH,Current Quarter,2021-03-31,10050000,2,10500000,9600000,1250000000
2021-03-28,NCLH,Current Year,2021-12-31,1280000000,5,1960000000,708300000,1280000000
2021-03-28,NCLH,Next Quarter,2021-06-30,26560000,3,58690000,9600000,16930000
2021-03-28,NCLH,Next Year,2022-12-31,6090000000,5,6510000000,5510000000,1280000000
2021-04-04,NCLH,Current Quarter,2021-03-31,10050000,2,10500000,9600000,1250000000
2021-04-04,NCLH,Current Year,2021-12-31,1280000000,5,1960000000,708300000,1280000000
2021-04-04,NCLH,Next Quarter,2021-06-30,26560000,3,58690000,9600000,16930000
2021-04-04,NCLH,Next Year,2022-12-31,6090000000,5,6510000000,5510000000,1280000000
2021-04-11,NCLH,Current Quarter,2021-03-31,10050000,2,10500000,9600000,1250000000
2021-04-11,NCLH,Current Year,2021-12-31,1280000000,5,1960000000,708300000,1280000000
2021-04-11,NCLH,Next Quarter,2021-06-30,26560000,3,58690000,9600000,16930000
2021-04-11,NCLH,Next Year,2022-12-31,6090000000,5,6510000000,5510000000,1280000000
2021-04-18,NCLH,Current Quarter,2021-03-31,10050000,2,10500000,9600000,1250000000
2021-04-18,NCLH,Current Year,2021-12-31,1280000000,5,1960000000,708300000,1280000000
2021-04-18,NCLH,Next Quarter,2021-06-30,26560000,3,58690000,9600000,16930000
2021-04-18,NCLH,Next Year,2022-12-31,6090000000,5,6510000000,5510000000,1280000000
2021-04-25,NCLH,Current Quarter,2021-03-31,10050000,2,10500000,9600000,1250000000
2021-04-25,NCLH,Current Year,2021-12-31,1280000000,5,1960000000,708300000,1280000000
2021-04-25,NCLH,Next Quarter,2021-06-30,26560000,3,58690000,9600000,16930000
2021-04-25,NCLH,Next Year,2022-12-31,6090000000,5,6510000000,5510000000,1280000000
2021-05-02,NCLH,Current Quarter,2021-03-31,10050000,2,10500000,9600000,1250000000
2021-05-02,NCLH,Current Year,2021-12-31,1280000000,5,1960000000,708300000,1280000000
2021-05-02,NCLH,Next Quarter,2021-06-30,26560000,3,58690000,9600000,16930000
2021-05-02,NCLH,Next Year,2022-12-31,6090000000,5,6510000000,5510000000,1280000000
2021-05-09,NCLH,Current Quarter,2021-06-30,106730000,3,251900000,9600000,16930000
2021-05-09,NCLH,Current Year,2021-12-31,1380000000,5,1960000000,701900000,1280000000
2021-05-09,NCLH,Next Quarter,2021-09-30,365660000,4,505120000,113800000,6520000
2021-05-09,NCLH,Next Year,2022-12-31,6080000000,5,6500000000,5740000000,1380000000
2021-05-16,NCLH,Current Quarter,2021-06-30,24100000,3,58690000,4000000,16930000
2021-05-16,NCLH,Current Year,2021-12-31,1190000000,5,1560000000,701900000,1280000000
2021-05-16,NCLH,Next Quarter,2021-09-30,324210000,4,505120000,113800000,6520000
2021-05-16,NCLH,Next Year,2022-12-31,6030000000,5,6500000000,5490000000,1190000000
2021-05-23,NCLH,Current Quarter,2021-06-30,6800000,2,9600000,4000000,16930000
2021-05-23,NCLH,Current Year,2021-12-31,1150000000,5,1560000000,701900000,1280000000
2021-05-23,NCLH,Next Quarter,2021-09-30,233170000,4,294980000,113800000,6520000
2021-05-23,NCLH,Next Year,2022-12-31,6070000000,5,6500000000,5490000000,1150000000
2021-05-30,NCLH,Current Quarter,2021-06-30,6800000,2,9600000,4000000,16930000
2021-05-30,NCLH,Current Year,2021-12-31,1080000000,5,1560000000,701900000,1280000000
2021-05-30,NCLH,Next Quarter,2021-09-30,233170000,4,294980000,113800000,6520000
2021-05-30,NCLH,Next Year,2022-12-31,6070000000,5,6500000000,5490000000,1080000000
2021-06-06,NCLH,Current Quarter,2021-06-30,6800000,2,9600000,4000000,16930000
2021-06-06,NCLH,Current Year,2021-12-31,1080000000,5,1560000000,701900000,1280000000
2021-06-06,NCLH,Next Quarter,2021-09-30,233170000,4,294980000,113800000,6520000
2021-06-06,NCLH,Next Year,2022-12-31,6070000000,5,6500000000,5490000000,1080000000
2021-06-13,NCLH,Current Quarter,2021-06-30,6800000,2,9600000,4000000,16930000
2021-06-13,NCLH,Current Year,2021-12-31,1080000000,5,1560000000,701900000,1280000000
2021-06-13,NCLH,Next Quarter,2021-09-30,233170000,4,294980000,113800000,6520000
2021-06-13,NCLH,Next Year,2022-12-31,6070000000,5,6500000000,5490000000,1080000000
2021-06-20,NCLH,Current Quarter,2021-06-30,6800000,2,9600000,4000000,16930000
2021-06-20,NCLH,Current Year,2021-12-31,994980000,5,1560000000,701900000,1280000000
2021-06-20,NCLH,Next Quarter,2021-09-30,200360000,4,289900000,113800000,6520000
2021-06-20,NCLH,Next Year,2022-12-31,6180000000,5,7050000000,5490000000,994980000
2021-06-27,NCLH,Current Quarter,2021-06-30,6800000,2,9600000,4000000,16930000
2021-06-27,NCLH,Current Year,2021-12-31,994980000,5,1560000000,701900000,1280000000
2021-06-27,NCLH,Next Quarter,2021-09-30,200360000,4,289900000,113800000,6520000
2021-06-27,NCLH,Next Year,2022-12-31,6180000000,5,7050000000,5490000000,994980000
2021-07-04,NCLH,Current Quarter,2021-06-30,6800000,2,9600000,4000000,16930000
2021-07-04,NCLH,Current Year,2021-12-31,994980000,5,1560000000,701900000,1280000000
2021-07-04,NCLH,Next Quarter,2021-09-30,200360000,4,289900000,113800000,6520000
2021-07-04,NCLH,Next Year,2022-12-31,6180000000,5,7050000000,5490000000,994980000
2021-07-11,NCLH,Current Quarter,2021-06-30,6800000,2,9600000,4000000,16930000
2021-07-11,NCLH,Current Year,2021-12-31,994980000,5,1560000000,701900000,1280000000
2021-07-11,NCLH,Next Quarter,2021-09-30,200360000,4,289900000,113800000,6520000
2021-07-11,NCLH,Next Year,2022-12-31,6180000000,5,7050000000,5490000000,994980000
2021-07-18,NCLH,Current Quarter,2021-06-30,6800000,2,9600000,4000000,16930000
2021-07-18,NCLH,Current Year,2021-12-31,994980000,5,1560000000,701900000,1280000000
2021-07-18,NCLH,Next Quarter,2021-09-30,200360000,4,289900000,113800000,6520000
2021-07-18,NCLH,Next Year,2022-12-31,6180000000,5,7050000000,5490000000,994980000
2021-07-25,NCLH,Current Quarter,2021-06-30,6800000,2,9600000,4000000,16930000
2021-07-25,NCLH,Current Year,2021-12-31,994980000,5,1560000000,701900000,1280000000
2021-07-25,NCLH,Next Quarter,2021-09-30,200360000,4,289900000,113800000,6520000
2021-07-25,NCLH,Next Year,2022-12-31,6180000000,5,7050000000,5490000000,994980000
2021-08-01,NCLH,Current Quarter,2021-06-30,6800000,2,9600000,4000000,16930000
2021-08-01,NCLH,Current Year,2021-12-31,994980000,5,1560000000,701900000,1280000000
2021-08-01,NCLH,Next Quarter,2021-09-30,200360000,4,289900000,113800000,6520000
2021-08-01,NCLH,Next Year,2022-12-31,6180000000,5,7050000000,5490000000,994980000
2021-08-08,NCLH,Current Quarter,2021-09-30,200360000,4,289900000,113800000,6520000
2021-08-08,NCLH,Current Year,2021-12-31,994980000,5,1560000000,701900000,1280000000
2021-08-08,NCLH,Next Quarter,2021-12-31,645930000,4,740510000,575400000,9580000
2021-08-08,NCLH,Next Year,2022-12-31,6180000000,5,7050000000,5490000000,994980000
2021-08-15,NCLH,Current Quarter,2021-09-30,160570000,4,234000000,70100000,6520000
2021-08-15,NCLH,Current Year,2021-12-31,964910000,5,1560000000,600800000,1280000000
2021-08-15,NCLH,Next Quarter,2021-12-31,648390000,4,812270000,523300000,9580000
2021-08-15,NCLH,Next Year,2022-12-31,5990000000,5,7270000000,4700000000,964910000
2021-08-22,NCLH,Current Quarter,2021-09-30,160570000,4,234000000,70100000,6520000
2021-08-22,NCLH,Current Year,2021-12-31,964910000,5,1560000000,600800000,1280000000
2021-08-22,NCLH,Next Quarter,2021-12-31,648390000,4,812270000,523300000,9580000
2021-08-22,NCLH,Next Year,2022-12-31,5990000000,5,7270000000,4700000000,964910000
2021-08-29,NCLH,Current Quarter,2021-09-30,160570000,4,234000000,70100000,6520000
2021-08-29,NCLH,Current Year,2021-12-31,932010000,5,1400000000,600800000,1280000000
2021-08-29,NCLH,Next Quarter,2021-12-31,648390000,4,812270000,523300000,9580000
2021-08-29,NCLH,Next Year,2022-12-31,6060000000,5,7270000000,4700000000,932010000
2021-09-05,NCLH,Current Quarter,2021-09-30,160570000,4,234000000,70100000,6520000
2021-09-05,NCLH,Current Year,2021-12-31,932010000,5,1400000000,600800000,1280000000
2021-09-05,NCLH,Next Quarter,2021-12-31,648390000,4,812270000,523300000,9580000
2021-09-05,NCLH,Next Year,2022-12-31,6060000000,5,7270000000,4700000000,932010000
2021-09-12,NCLH,Current Quarter,2021-09-30,160570000,4,234000000,70100000,6520000
2021-09-12,NCLH,Current Year,2021-12-31,932010000,5,1400000000,600800000,1280000000
2021-09-12,NCLH,Next Quarter,2021-12-31,648390000,4,812270000,523300000,9580000
2021-09-12,NCLH,Next Year,2022-12-31,6060000000,5,7270000000,4700000000,932010000
2021-09-19,NCLH,Current Quarter,2021-09-30,160570000,4,234000000,70100000,6520000
2021-09-19,NCLH,Current Year,2021-12-31,932010000,5,1400000000,600800000,1280000000
2021-09-19,NCLH,Next Quarter,2021-12-31,648390000,4,812270000,523300000,9580000
2021-09-19,NCLH,Next Year,2022-12-31,6060000000,5,7270000000,4700000000,932010000
2021-09-26,NCLH,Current Quarter,2021-09-30,190070000,4,352000000,70100000,6520000
2021-09-26,NCLH,Current Year,2021-12-31,961210000,5,1400000000,600800000,1280000000
2021-09-26,NCLH,Next Quarter,2021-12-31,654640000,4,812270000,523300000,9580000
2021-09-26,NCLH,Next Year,2022-12-31,6060000000,5,7270000000,4700000000,961210000
2021-10-03,NCLH,Current Quarter,2021-09-30,190070000,4,352000000,70100000,6520000
2021-10-03,NCLH,Current Year,2021-12-31,961210000,5,1400000000,600800000,1280000000
2021-10-03,NCLH,Next Quarter,2021-12-31,654640000,4,812270000,523300000,9580000
2021-10-03,NCLH,Next Year,2022-12-31,6060000000,5,7270000000,4700000000,961210000
2021-10-10,NCLH,Current Quarter,2021-09-30,190070000,4,352000000,70100000,6520000
2021-10-10,NCLH,Current Year,2021-12-31,961210000,5,1400000000,600800000,1280000000
2021-10-10,NCLH,Next Quarter,2021-12-31,654640000,4,812270000,523300000,9580000
2021-10-10,NCLH,Next Year,2022-12-31,6060000000,5,7270000000,4700000000,961210000
2021-10-17,NCLH,Current Quarter,2021-09-30,190070000,4,352000000,70100000,6520000
2021-10-17,NCLH,Current Year,2021-12-31,961210000,5,1400000000,600800000,1280000000
2021-10-17,NCLH,Next Quarter,2021-12-31,654640000,4,812270000,523300000,9580000
2021-10-17,NCLH,Next Year,2022-12-31,6060000000,5,7270000000,4700000000,961210000
2021-10-24,NCLH,Current Quarter,2021-09-30,190070000,4,352000000,70100000,6520000
2021-10-24,NCLH,Current Year,2021-12-31,961210000,5,1400000000,600800000,1280000000
2021-10-24,NCLH,Next Quarter,2021-12-31,654640000,4,812270000,523300000,9580000
2021-10-24,NCLH,Next Year,2022-12-31,6060000000,5,7270000000,4700000000,961210000
2021-10-31,NCLH,Current Quarter,2021-09-30,190070000,4,352000000,70100000,6520000
2021-10-31,NCLH,Current Year,2021-12-31,930670000,5,1250000000,600800000,1280000000
2021-10-31,NCLH,Next Quarter,2021-12-31,654640000,4,812270000,523300000,9580000
2021-10-31,NCLH,Next Year,2022-12-31,6030000000,5,7270000000,4700000000,930670000
2021-11-07,NCLH,Current Quarter,2021-12-31,590030000,4,644000000,536300000,9580000
2021-11-07,NCLH,Current Year,2021-12-31,803300000,5,1000000000,696800000,1280000000
2021-11-07,NCLH,Next Quarter,2022-03-31,1030000000,2,1050000000,1020000000,3100000
2021-11-07,NCLH,Next Year,2022-12-31,6180000000,5,6580000000,5870000000,803300000
2021-11-14,NCLH,Current Quarter,2021-12-31,590030000,4,644000000,536300000,9580000
2021-11-14,NCLH,Current Year,2021-12-31,803300000,5,1000000000,696800000,1280000000
2021-11-14,NCLH,Next Quarter,2022-03-31,1030000000,2,1050000000,1020000000,3100000
2021-11-14,NCLH,Next Year,2022-12-31,6180000000,5,6580000000,5870000000,803300000
2021-11-21,NCLH,Current Quarter,2021-12-31,590030000,4,644000000,536300000,9580000
2021-11-21,NCLH,Current Year,2021-12-31,803300000,5,1000000000,696800000,1280000000
2021-11-21,NCLH,Next Quarter,2022-03-31,1030000000,2,1050000000,1020000000,3100000
2021-11-21,NCLH,Next Year,2022-12-31,6180000000,5,6580000000,5870000000,803300000
2021-11-28,NCLH,Current Quarter,2021-12-31,598780000,4,679000000,536300000,9580000
2021-11-28,NCLH,Current Year,2021-12-31,770500000,5,839000000,696800000,1280000000
2021-11-28,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2021-11-28,NCLH,Next Year,2022-12-31,6220000000,5,6580000000,5870000000,770500000
2021-12-05,NCLH,Current Quarter,2021-12-31,585370000,3,679000000,536300000,9580000
2021-12-05,NCLH,Current Year,2021-12-31,763380000,4,839000000,696800000,1280000000
2021-12-05,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2021-12-05,NCLH,Next Year,2022-12-31,6210000000,4,6580000000,5870000000,763380000
2021-12-12,NCLH,Current Quarter,2021-12-31,585370000,3,679000000,536300000,9580000
2021-12-12,NCLH,Current Year,2021-12-31,763380000,4,839000000,696800000,1280000000
2021-12-12,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2021-12-12,NCLH,Next Year,2022-12-31,6210000000,4,6580000000,5870000000,763380000
2021-12-19,NCLH,Current Quarter,2021-12-31,585370000,3,679000000,536300000,9580000
2021-12-19,NCLH,Current Year,2021-12-31,763380000,4,839000000,696800000,1280000000
2021-12-19,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2021-12-19,NCLH,Next Year,2022-12-31,6210000000,4,6580000000,5870000000,763380000
2021-12-26,NCLH,Current Quarter,2021-12-31,585370000,3,679000000,536300000,9580000
2021-12-26,NCLH,Current Year,2021-12-31,763380000,4,839000000,696800000,1280000000
2021-12-26,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2021-12-26,NCLH,Next Year,2022-12-31,6210000000,4,6580000000,5870000000,763380000
2022-01-02,NCLH,Current Quarter,2021-12-31,585370000,3,679000000,536300000,9580000
2022-01-02,NCLH,Current Year,2021-12-31,763380000,4,839000000,696800000,1280000000
2022-01-02,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2022-01-02,NCLH,Next Year,2022-12-31,6210000000,4,6580000000,5870000000,763380000
2022-01-09,NCLH,Current Quarter,2021-12-31,585370000,3,679000000,536300000,9580000
2022-01-09,NCLH,Current Year,2021-12-31,763380000,4,839000000,696800000,1280000000
2022-01-09,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2022-01-09,NCLH,Next Year,2022-12-31,6210000000,4,6580000000,5870000000,763380000
2022-01-16,NCLH,Current Quarter,2021-12-31,585370000,3,679000000,536300000,9580000
2022-01-16,NCLH,Current Year,2021-12-31,763380000,4,839000000,696800000,1280000000
2022-01-16,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2022-01-16,NCLH,Next Year,2022-12-31,6210000000,4,6580000000,5870000000,763380000
2022-01-23,NCLH,Current Quarter,2021-12-31,585370000,3,679000000,536300000,9580000
2022-01-23,NCLH,Current Year,2021-12-31,763380000,4,839000000,696800000,1280000000
2022-01-23,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2022-01-23,NCLH,Next Year,2022-12-31,6210000000,4,6580000000,5870000000,763380000
2022-01-30,NCLH,Current Quarter,2021-12-31,585370000,3,679000000,536300000,9580000
2022-01-30,NCLH,Current Year,2021-12-31,763380000,4,839000000,696800000,1280000000
2022-01-30,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2022-01-30,NCLH,Next Year,2022-12-31,6210000000,4,6580000000,5870000000,763380000
2022-02-06,NCLH,Current Quarter,2021-12-31,585370000,3,679000000,536300000,9580000
2022-02-06,NCLH,Current Year,2021-12-31,763380000,4,839000000,696800000,1280000000
2022-02-06,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2022-02-06,NCLH,Next Year,2022-12-31,6210000000,4,6580000000,5870000000,763380000
2022-02-13,NCLH,Current Quarter,2021-12-31,585370000,3,679000000,536300000,9580000
2022-02-13,NCLH,Current Year,2021-12-31,763380000,4,839000000,696800000,1280000000
2022-02-13,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2022-02-13,NCLH,Next Year,2022-12-31,6210000000,4,6580000000,5870000000,763380000
2022-02-20,NCLH,Current Quarter,2021-12-31,585370000,3,679000000,536300000,9580000
2022-02-20,NCLH,Current Year,2021-12-31,763380000,4,839000000,696800000,1280000000
2022-02-20,NCLH,Next Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2022-02-20,NCLH,Next Year,2022-12-31,6210000000,4,6580000000,5870000000,763380000
2022-02-27,NCLH,Current Quarter,2022-03-31,1020000000,2,1020000000,1020000000,3100000
2022-02-27,NCLH,Current Year,2022-12-31,6010000000,4,6580000000,5070000000,647990000
2022-02-27,NCLH,Next Quarter,2022-06-30,1530000000,2,1600000000,1460000000,4370000
2022-02-27,NCLH,Next Year,2023-12-31,7880000000,4,8510000000,7500000000,6010000000
2022-03-06,NCLH,Current Quarter,2022-03-31,793350000,3,1020000000,535800000,3100000
2022-03-06,NCLH,Current Year,2022-12-31,5520000000,5,6580000000,3980000000,647990000
2022-03-06,NCLH,Next Quarter,2022-06-30,1370000000,3,1600000000,1180000000,4370000
2022-03-06,NCLH,Next Year,2023-12-31,7470000000,5,8510000000,6100000000,5520000000
2022-03-13,NCLH,Current Quarter,2022-03-31,793350000,3,1020000000,535800000,3100000
2022-03-13,NCLH,Current Year,2022-12-31,5520000000,5,6580000000,3980000000,647990000
2022-03-13,NCLH,Next Quarter,2022-06-30,1370000000,3,1600000000,1180000000,4370000
2022-03-13,NCLH,Next Year,2023-12-31,7470000000,5,8510000000,6100000000,5520000000
2022-03-20,NCLH,Current Quarter,2022-03-31,707350000,3,822240000,535800000,3100000
2022-03-20,NCLH,Current Year,2022-12-31,5310000000,5,6580000000,3920000000,647990000
2022-03-20,NCLH,Next Quarter,2022-06-30,1250000000,3,1340000000,1180000000,4370000
2022-03-20,NCLH,Next Year,2023-12-31,7440000000,5,8510000000,6120000000,5310000000
