date,slot,period,value_musd,n,high_musd,low_musd,year_ago_musd
2024-06-23,Next Quarter,2024Q3,3850.0,11,4030.0,3770.0,3400.0
2024-06-23,Next Year,FY2025,12560.0,12,12980.0,11980.0,11240.0
2024-06-30,Current Quarter,2024Q2,2750.0,11,2800.0,2710.0,2480.0
2024-06-30,Current Year,FY2024,11250.0,12,11400.0,11140.0,9920.0
2024-06-30,Next Quarter,2024Q3,3850.0,11,4030.0,3770.0,3400.0
2024-06-30,Next Year,FY2025,12560.0,12,12980.0,11980.0,11250.0
2024-07-07,Current Quarter,2024Q2,2750.0,11,2800.0,2710.0,2480.0
2024-07-07,Current Year,FY2024,11250.0,12,11400.0,11140.0,9920.0
2024-07-07,Next Quarter,2024Q3,3850.0,11,4030.0,3770.0,3400.0
2024-07-07,Next Year,FY2025,12560.0,12,12980.0,11980.0,11250.0
2024-07-14,Current Quarter,2024Q2,2750.0,11,2800.0,2710.0,2480.0
2024-07-14,Current Year,FY2024,11250.0,12,11400.0,11140.0,9920.0
2024-07-14,Next Quarter,2024Q3,3850.0,11,4030.0,3770.0,3400.0
2024-07-14,Next Year,FY2025,12560.0,12,12980.0,11980.0,11250.0
2024-07-21,Current Quarter,2024Q2,2750.0,11,2800.0,2710.0,2480.0
2024-07-21,Current Year,FY2024,11250.0,12,11400.0,11140.0,9920.0
2024-07-21,Next Quarter,2024Q3,3850.0,11,4030.0,3770.0,3400.0
2024-07-21,Next Year,FY2025,12560.0,12,12980.0,11980.0,11250.0
2024-07-28,Current Quarter,2024Q2,2750.0,11,2800.0,2710.0,2480.0
2024-07-28,Current Year,FY2024,11260.0,12,11400.0,11140.0,9920.0
2024-07-28,Next Quarter,2024Q3,3860.0,11,4030.0,3770.0,3400.0
2024-07-28,Next Year,FY2025,12570.0,12,12980.0,11980.0,11260.0
2024-08-11,Current Quarter,2024Q3,3710.0,9,3730.0,3690.0,3400.0
2024-08-11,Current Year,FY2024,11070.0,12,11310.0,10890.0,9920.0
2024-08-11,Next Quarter,2024Q4,2440.0,11,2510.0,2310.0,2220.0
2024-08-11,Next Year,FY2025,12210.0,12,12600.0,11760.0,11070.0
2024-08-18,Current Quarter,2024Q3,3710.0,10,3730.0,3690.0,3400.0
2024-08-18,Current Year,FY2024,11040.0,12,11210.0,10890.0,9920.0
2024-08-18,Next Quarter,2024Q4,2430.0,11,2490.0,2310.0,2220.0
2024-08-18,Next Year,FY2025,12160.0,12,12440.0,11760.0,11040.0
2024-08-25,Current Quarter,2024Q3,3710.0,10,3730.0,3690.0,3400.0
2024-08-25,Current Year,FY2024,11040.0,12,11210.0,10890.0,9920.0
2024-08-25,Next Quarter,2024Q4,2430.0,11,2490.0,2310.0,2220.0
2024-08-25,Next Year,FY2025,12160.0,12,12440.0,11760.0,11040.0
2024-09-01,Current Quarter,2024Q3,3710.0,10,3730.0,3690.0,3400.0
2024-09-01,Current Year,FY2024,11040.0,12,11210.0,10890.0,9920.0
2024-09-01,Next Quarter,2024Q4,2430.0,11,2490.0,2310.0,2220.0
2024-09-01,Next Year,FY2025,12160.0,12,12440.0,11760.0,11040.0
2024-09-08,Current Quarter,2024Q3,3720.0,11,3730.0,3690.0,3400.0
2024-09-08,Current Year,FY2024,11030.0,12,11090.0,10890.0,9920.0
2024-09-08,Next Quarter,2024Q4,2420.0,11,2470.0,2310.0,2220.0
2024-09-08,Next Year,FY2025,12140.0,12,12410.0,11760.0,11030.0
2024-09-15,Current Quarter,2024Q3,3720.0,11,3730.0,3690.0,3400.0
2024-09-15,Current Year,FY2024,11030.0,12,11090.0,10890.0,9920.0
2024-09-15,Next Quarter,2024Q4,2420.0,11,2470.0,2310.0,2220.0
2024-09-15,Next Year,FY2025,12140.0,12,12410.0,11760.0,11030.0
2024-09-22,Current Quarter,2024Q3,3720.0,11,3730.0,3690.0,3400.0
2024-09-22,Current Year,FY2024,11030.0,12,11090.0,10890.0,9920.0
2024-09-22,Next Quarter,2024Q4,2420.0,11,2470.0,2310.0,2220.0
2024-09-22,Next Year,FY2025,12140.0,12,12410.0,11760.0,11030.0
2024-09-29,Current Quarter,2024Q3,3720.0,11,3730.0,3690.0,3400.0
2024-09-29,Current Year,FY2024,11030.0,12,11090.0,10890.0,9920.0
2024-09-29,Next Quarter,2024Q4,2420.0,11,2470.0,2310.0,2220.0
2024-09-29,Next Year,FY2025,12140.0,12,12410.0,11760.0,11030.0
2024-10-06,Current Quarter,2024Q3,3710.0,12,3730.0,3690.0,3400.0
2024-10-06,Current Year,FY2024,11030.0,13,11090.0,10890.0,9920.0
2024-10-06,Next Quarter,2024Q4,2420.0,12,2470.0,2310.0,2220.0
2024-10-06,Next Year,FY2025,12140.0,13,12410.0,11760.0,11030.0
2024-10-13,Current Quarter,2024Q3,3710.0,12,3730.0,3690.0,3400.0
2024-10-13,Current Year,FY2024,11030.0,13,11090.0,10890.0,9920.0
2024-10-13,Next Quarter,2024Q4,2420.0,12,2470.0,2310.0,2220.0
2024-10-13,Next Year,FY2025,12140.0,13,12410.0,11760.0,11030.0
2024-10-20,Current Quarter,2024Q3,3720.0,12,3780.0,3690.0,3400.0
2024-10-20,Current Year,FY2024,11030.0,13,11090.0,10890.0,9920.0
2024-10-20,Next Quarter,2024Q4,2420.0,12,2470.0,2310.0,2220.0
2024-10-20,Next Year,FY2025,12140.0,13,12410.0,11820.0,11030.0
2024-10-27,Current Quarter,2024Q3,3720.0,12,3780.0,3690.0,3400.0
2024-10-27,Current Year,FY2024,11040.0,13,11090.0,10890.0,9920.0
2024-10-27,Next Quarter,2024Q4,2420.0,12,2470.0,2310.0,2220.0
2024-10-27,Next Year,FY2025,12150.0,13,12410.0,11820.0,11040.0
2024-11-03,Current Quarter,2024Q3,3720.0,12,3780.0,3690.0,3400.0
2024-11-03,Current Year,FY2024,11040.0,13,11090.0,10890.0,9920.0
2024-11-03,Next Quarter,2024Q4,2420.0,12,2470.0,2310.0,2220.0
2024-11-03,Next Year,FY2025,12150.0,13,12410.0,11820.0,11040.0
2024-11-10,Current Quarter,2024Q4,2420.0,12,2470.0,2310.0,2220.0
2024-11-10,Current Year,FY2024,11040.0,13,11090.0,10890.0,9920.0
2024-11-10,Next Quarter,2025Q1,2330.0,8,2390.0,2240.0,2140.0
2024-11-10,Next Year,FY2025,12150.0,13,12410.0,11820.0,11040.0
2024-11-17,Current Quarter,2024Q4,2420.0,12,2440.0,2400.0,2220.0
2024-11-17,Current Year,FY2024,11050.0,13,11060.0,11020.0,9920.0
2024-11-17,Next Quarter,2025Q1,2310.0,10,2400.0,2240.0,2140.0
2024-11-17,Next Year,FY2025,12230.0,13,12590.0,11820.0,11050.0
2024-11-24,Current Quarter,2024Q4,2420.0,12,2440.0,2400.0,2220.0
2024-11-24,Current Year,FY2024,11050.0,13,11060.0,11020.0,9920.0
2024-11-24,Next Quarter,2025Q1,2310.0,10,2400.0,2240.0,2140.0
2024-11-24,Next Year,FY2025,12260.0,13,12590.0,11980.0,11050.0
2024-12-01,Current Quarter,2024Q4,2430.0,12,2440.0,2400.0,2220.0
2024-12-01,Current Year,FY2024,11050.0,13,11060.0,11020.0,9920.0
2024-12-01,Next Quarter,2025Q1,2320.0,10,2400.0,2240.0,2140.0
2024-12-01,Next Year,FY2025,12260.0,13,12590.0,11980.0,11050.0
2024-12-08,Current Quarter,2024Q4,2430.0,12,2440.0,2400.0,2220.0
2024-12-08,Current Year,FY2024,11050.0,13,11060.0,11020.0,9920.0
2024-12-08,Next Quarter,2025Q1,2310.0,10,2400.0,2240.0,2140.0
2024-12-08,Next Year,FY2025,12260.0,13,12590.0,11980.0,11050.0
2024-12-15,Current Quarter,2024Q4,2430.0,12,2440.0,2400.0,2220.0
2024-12-15,Current Year,FY2024,11050.0,13,11060.0,11020.0,9920.0
2024-12-15,Next Quarter,2025Q1,2310.0,10,2400.0,2240.0,2140.0
2024-12-15,Next Year,FY2025,12260.0,13,12590.0,11980.0,11050.0
2024-12-22,Current Quarter,2024Q4,2430.0,12,2440.0,2400.0,2220.0
2024-12-22,Current Year,FY2024,11050.0,13,11060.0,11020.0,9920.0
2024-12-22,Next Quarter,2025Q1,2310.0,10,2400.0,2240.0,2140.0
2024-12-22,Next Year,FY2025,12250.0,13,12590.0,11860.0,11050.0
2024-12-29,Current Quarter,2024Q4,2430.0,12,2440.0,2400.0,2220.0
2024-12-29,Current Year,FY2024,11050.0,13,11060.0,11020.0,9920.0
2024-12-29,Next Quarter,2025Q1,2310.0,10,2400.0,2240.0,2140.0
2024-12-29,Next Year,FY2025,12250.0,13,12590.0,11860.0,11050.0
2025-01-05,Current Quarter,2024Q4,2430.0,12,2440.0,2400.0,2220.0
2025-01-05,Current Year,FY2024,11050.0,13,11060.0,11020.0,9920.0
2025-01-05,Next Quarter,2025Q1,2310.0,10,2400.0,2240.0,2140.0
2025-01-05,Next Year,FY2025,12250.0,13,12590.0,11860.0,11050.0
2025-01-12,Current Quarter,2024Q4,2430.0,12,2440.0,2400.0,2220.0
2025-01-12,Current Year,FY2024,11050.0,13,11060.0,11020.0,9920.0
2025-01-12,Next Quarter,2025Q1,2310.0,10,2400.0,2240.0,2140.0
2025-01-12,Next Year,FY2025,12250.0,13,12590.0,11860.0,11050.0
2025-01-19,Current Quarter,2024Q4,2430.0,12,2440.0,2400.0,2220.0
2025-01-19,Current Year,FY2024,11050.0,13,11060.0,11020.0,9920.0
2025-01-19,Next Quarter,2025Q1,2310.0,10,2400.0,2240.0,2140.0
2025-01-19,Next Year,FY2025,12250.0,13,12590.0,11860.0,11050.0
2025-01-26,Current Quarter,2024Q4,2420.0,12,2440.0,2390.0,2220.0
2025-01-26,Current Year,FY2024,11050.0,13,11060.0,11010.0,9920.0
2025-01-26,Next Quarter,2025Q1,2300.0,10,2400.0,2180.0,2140.0
2025-01-26,Next Year,FY2025,12200.0,13,12590.0,11810.0,11050.0
2025-02-02,Current Quarter,2024Q4,2420.0,12,2440.0,2390.0,2220.0
2025-02-02,Current Year,FY2024,11050.0,13,11060.0,11010.0,9920.0
2025-02-02,Next Quarter,2025Q1,2300.0,10,2400.0,2180.0,2140.0
2025-02-02,Next Year,FY2025,12200.0,13,12590.0,11810.0,11050.0
2025-02-09,Current Quarter,2024Q4,2420.0,12,2440.0,2390.0,2220.0
2025-02-09,Current Year,FY2024,11050.0,13,11060.0,11010.0,9920.0
2025-02-09,Next Quarter,2025Q1,2290.0,11,2400.0,2180.0,2140.0
2025-02-09,Next Year,FY2025,12170.0,13,12590.0,11810.0,11050.0
2025-02-16,Current Quarter,2025Q1,2240.0,2,2240.0,2240.0,2140.0
2025-02-16,Current Year,FY2025,12160.0,13,12590.0,11810.0,11100.0
2025-02-16,Next Quarter,2025Q2,3060.0,11,3120.0,2980.0,2750.0
2025-02-16,Next Year,FY2026,13470.0,12,13950.0,13080.0,12160.0
2025-02-23,Current Quarter,2025Q1,2270.0,10,2340.0,2250.0,2140.0
2025-02-23,Current Year,FY2025,12220.0,13,12410.0,12080.0,11100.0
2025-02-23,Next Quarter,2025Q2,3060.0,12,3130.0,3000.0,2750.0
2025-02-23,Next Year,FY2026,13540.0,13,13980.0,13210.0,12220.0
2025-03-02,Current Quarter,2025Q1,2270.0,10,2340.0,2250.0,2140.0
2025-03-02,Current Year,FY2025,12220.0,13,12410.0,12080.0,11100.0
2025-03-02,Next Quarter,2025Q2,3060.0,12,3130.0,3000.0,2750.0
2025-03-02,Next Year,FY2026,13540.0,13,13980.0,13210.0,12220.0
2025-03-09,Current Quarter,2025Q1,2270.0,10,2340.0,2250.0,2140.0
2025-03-09,Current Year,FY2025,12220.0,13,12410.0,12080.0,11100.0
2025-03-09,Next Quarter,2025Q2,3060.0,12,3130.0,3000.0,2750.0
2025-03-09,Next Year,FY2026,13540.0,13,13980.0,13210.0,12220.0
2025-03-16,Current Quarter,2025Q1,2260.0,10,2270.0,2250.0,2140.0
2025-03-16,Current Year,FY2025,12240.0,13,12410.0,12080.0,11100.0
2025-03-16,Next Quarter,2025Q2,3060.0,12,3130.0,3020.0,2750.0
2025-03-16,Next Year,FY2026,13570.0,13,13980.0,13210.0,12240.0
2025-03-23,Current Quarter,2025Q1,2260.0,10,2270.0,2250.0,2140.0
2025-03-23,Current Year,FY2025,12230.0,13,12410.0,12080.0,11100.0
2025-03-23,Next Quarter,2025Q2,3060.0,12,3130.0,3020.0,2750.0
2025-03-23,Next Year,FY2026,13530.0,13,13950.0,13210.0,12230.0
2025-03-30,Current Quarter,2025Q1,2260.0,11,2270.0,2230.0,2140.0
2025-03-30,Current Year,FY2025,12200.0,13,12410.0,11980.0,11100.0
2025-03-30,Next Quarter,2025Q2,3050.0,12,3130.0,2990.0,2750.0
2025-03-30,Next Year,FY2026,13530.0,13,13950.0,13210.0,12200.0
2025-04-06,Current Quarter,2025Q1,2260.0,11,2270.0,2230.0,2140.0
2025-04-06,Current Year,FY2025,12200.0,13,12410.0,11980.0,11100.0
2025-04-06,Next Quarter,2025Q2,3050.0,12,3130.0,2990.0,2750.0
2025-04-06,Next Year,FY2026,13530.0,13,13950.0,13210.0,12200.0
2025-04-13,Current Quarter,2025Q1,2260.0,11,2290.0,2230.0,2140.0
2025-04-13,Current Year,FY2025,12170.0,13,12410.0,11690.0,11100.0
2025-04-13,Next Quarter,2025Q2,3040.0,12,3130.0,2910.0,2750.0
2025-04-13,Next Year,FY2026,13480.0,13,13950.0,12780.0,12170.0
2025-04-20,Current Quarter,2025Q1,2260.0,11,2290.0,2230.0,2140.0
2025-04-20,Current Year,FY2025,12120.0,13,12330.0,11690.0,11100.0
2025-04-20,Next Quarter,2025Q2,3030.0,12,3130.0,2890.0,2750.0
2025-04-20,Next Year,FY2026,13440.0,13,13770.0,12780.0,12120.0
2025-04-27,Current Quarter,2025Q1,2260.0,12,2290.0,2230.0,2140.0
2025-04-27,Current Year,FY2025,12120.0,13,12330.0,11690.0,11100.0
2025-04-27,Next Quarter,2025Q2,3030.0,12,3130.0,2890.0,2750.0
2025-04-27,Next Year,FY2026,13440.0,13,13770.0,12780.0,12120.0
2025-05-04,Current Quarter,2025Q2,3040.0,5,3050.0,3020.0,2750.0
2025-05-04,Current Year,FY2025,12120.0,13,12310.0,11690.0,11100.0
2025-05-04,Next Quarter,2025Q3,4080.0,12,4270.0,3900.0,3730.0
2025-05-04,Next Year,FY2026,13400.0,13,13770.0,12780.0,12120.0
2025-05-11,Current Quarter,2025Q2,3020.0,10,3050.0,3000.0,2750.0
2025-05-11,Current Year,FY2025,12040.0,13,12180.0,11910.0,11100.0
2025-05-11,Next Quarter,2025Q3,4040.0,12,4120.0,3950.0,3730.0
2025-05-11,Next Year,FY2026,13220.0,13,13650.0,12790.0,12040.0
2025-05-18,Current Quarter,2025Q2,3020.0,11,3050.0,3000.0,2750.0
2025-05-18,Current Year,FY2025,12030.0,13,12180.0,11910.0,11100.0
2025-05-18,Next Quarter,2025Q3,4030.0,12,4110.0,3950.0,3730.0
2025-05-18,Next Year,FY2026,13200.0,13,13650.0,12790.0,12030.0
2025-05-25,Current Quarter,2025Q2,3020.0,11,3050.0,3000.0,2750.0
2025-05-25,Current Year,FY2025,12030.0,13,12180.0,11910.0,11100.0
2025-05-25,Next Quarter,2025Q3,4030.0,12,4110.0,3950.0,3730.0
2025-05-25,Next Year,FY2026,13200.0,13,13650.0,12790.0,12030.0
2025-06-01,Current Quarter,2025Q2,3020.0,11,3050.0,3000.0,2750.0
2025-06-01,Current Year,FY2025,12030.0,13,12180.0,11910.0,11100.0
2025-06-01,Next Quarter,2025Q3,4030.0,12,4110.0,3950.0,3730.0
2025-06-01,Next Year,FY2026,13170.0,13,13650.0,12790.0,12030.0
2025-06-08,Current Quarter,2025Q2,3020.0,12,3050.0,3000.0,2750.0
2025-06-08,Current Year,FY2025,12020.0,13,12180.0,11910.0,11100.0
2025-06-08,Next Quarter,2025Q3,4030.0,12,4110.0,3950.0,3730.0
2025-06-08,Next Year,FY2026,13170.0,13,13650.0,12790.0,12020.0
2025-06-15,Current Quarter,2025Q2,3020.0,12,3050.0,3000.0,2750.0
2025-06-15,Current Year,FY2025,12020.0,13,12180.0,11910.0,11100.0
2025-06-15,Next Quarter,2025Q3,4030.0,12,4110.0,3950.0,3730.0
2025-06-15,Next Year,FY2026,13170.0,13,13650.0,12790.0,12020.0
2025-06-22,Current Quarter,2025Q2,3020.0,12,3050.0,3000.0,2750.0
2025-06-22,Current Year,FY2025,12020.0,13,12180.0,11910.0,11100.0
2025-06-22,Next Quarter,2025Q3,4030.0,12,4110.0,3950.0,3730.0
2025-06-22,Next Year,FY2026,13170.0,13,13650.0,12790.0,12020.0
2025-06-29,Current Quarter,2025Q2,3020.0,12,3050.0,3000.0,2750.0
2025-06-29,Current Year,FY2025,12020.0,13,12180.0,11910.0,11100.0
2025-06-29,Next Quarter,2025Q3,4030.0,12,4110.0,3950.0,3730.0
2025-06-29,Next Year,FY2026,13170.0,13,13650.0,12790.0,12020.0
2025-07-06,Current Quarter,2025Q2,3020.0,12,3050.0,3000.0,2750.0
2025-07-06,Current Year,FY2025,12020.0,13,12180.0,11910.0,11100.0
2025-07-06,Next Quarter,2025Q3,4030.0,12,4110.0,3950.0,3730.0
2025-07-06,Next Year,FY2026,13170.0,13,13650.0,12790.0,12020.0
2025-07-13,Current Quarter,2025Q2,3020.0,12,3050.0,3000.0,2750.0
2025-07-13,Current Year,FY2025,12020.0,13,12180.0,11910.0,11100.0
2025-07-13,Next Quarter,2025Q3,4030.0,12,4110.0,3950.0,3730.0
2025-07-13,Next Year,FY2026,13170.0,13,13650.0,12790.0,12020.0
2025-07-20,Current Quarter,2025Q2,3020.0,12,3050.0,3000.0,2750.0
2025-07-20,Current Year,FY2025,12020.0,13,12180.0,11910.0,11100.0
2025-07-20,Next Quarter,2025Q3,4030.0,12,4110.0,3950.0,3730.0
2025-07-20,Next Year,FY2026,13170.0,13,13650.0,12790.0,12020.0
2025-07-27,Current Quarter,2025Q2,3030.0,12,3090.0,3000.0,2750.0
2025-07-27,Current Year,FY2025,12040.0,13,12190.0,11910.0,11100.0
2025-07-27,Next Quarter,2025Q3,4030.0,12,4130.0,3950.0,3730.0
2025-07-27,Next Year,FY2026,13190.0,13,13630.0,12790.0,12040.0
2025-08-03,Current Quarter,2025Q2,3040.0,12,3090.0,3010.0,2750.0
2025-08-03,Current Year,FY2025,12060.0,13,12240.0,11910.0,11100.0
2025-08-03,Next Quarter,2025Q3,4040.0,12,4130.0,3950.0,3730.0
2025-08-03,Next Year,FY2026,13190.0,13,13630.0,12790.0,12060.0
2025-08-10,Current Quarter,2025Q3,4060.0,8,4080.0,4040.0,3730.0
2025-08-10,Current Year,FY2025,12080.0,13,12190.0,11910.0,11100.0
2025-08-10,Next Quarter,2025Q4,2690.0,12,2760.0,2600.0,2480.0
2025-08-10,Next Year,FY2026,13240.0,13,13700.0,12860.0,12080.0
2025-08-17,Current Quarter,2025Q3,4090.0,11,4150.0,4060.0,3730.0
2025-08-17,Current Year,FY2025,12120.0,13,12190.0,11910.0,11100.0
2025-08-17,Next Quarter,2025Q4,2680.0,12,2740.0,2600.0,2480.0
2025-08-17,Next Year,FY2026,13240.0,13,13700.0,12860.0,12120.0
2025-08-24,Current Quarter,2025Q3,4090.0,11,4150.0,4060.0,3730.0
2025-08-24,Current Year,FY2025,12120.0,13,12190.0,11910.0,11100.0
2025-08-24,Next Quarter,2025Q4,2680.0,12,2740.0,2600.0,2480.0
2025-08-24,Next Year,FY2026,13240.0,13,13700.0,12860.0,12120.0
2025-08-31,Current Quarter,2025Q3,4090.0,11,4150.0,4060.0,3730.0
2025-08-31,Current Year,FY2025,12120.0,13,12190.0,11910.0,11100.0
2025-08-31,Next Quarter,2025Q4,2680.0,12,2740.0,2600.0,2480.0
2025-08-31,Next Year,FY2026,13240.0,13,13700.0,12860.0,12120.0
2025-09-07,Current Quarter,2025Q3,4080.0,12,4150.0,4060.0,3730.0
2025-09-07,Current Year,FY2025,12130.0,13,12190.0,12050.0,11100.0
2025-09-07,Next Quarter,2025Q4,2680.0,12,2740.0,2600.0,2480.0
2025-09-07,Next Year,FY2026,13260.0,13,13700.0,12990.0,12130.0
2025-09-14,Current Quarter,2025Q3,4080.0,12,4150.0,4060.0,3730.0
2025-09-14,Current Year,FY2025,12130.0,13,12190.0,12050.0,11100.0
2025-09-14,Next Quarter,2025Q4,2680.0,12,2740.0,2600.0,2480.0
2025-09-14,Next Year,FY2026,13260.0,13,13700.0,12990.0,12130.0
2025-09-21,Current Quarter,2025Q3,4080.0,12,4150.0,4060.0,3730.0
2025-09-21,Current Year,FY2025,12130.0,13,12190.0,12050.0,11100.0
2025-09-21,Next Quarter,2025Q4,2680.0,12,2740.0,2600.0,2480.0
2025-09-21,Next Year,FY2026,13260.0,13,13700.0,12990.0,12130.0
2025-09-28,Current Quarter,2025Q3,4080.0,12,4150.0,4060.0,3730.0
2025-09-28,Current Year,FY2025,12130.0,13,12190.0,12050.0,11100.0
2025-09-28,Next Quarter,2025Q4,2680.0,12,2740.0,2600.0,2480.0
2025-09-28,Next Year,FY2026,13260.0,13,13700.0,12990.0,12130.0
2025-10-05,Current Quarter,2025Q3,4080.0,12,4150.0,4060.0,3730.0
2025-10-05,Current Year,FY2025,12130.0,13,12190.0,12050.0,11100.0
2025-10-05,Next Quarter,2025Q4,2680.0,12,2740.0,2600.0,2480.0
2025-10-05,Next Year,FY2026,13260.0,13,13700.0,12990.0,12130.0
2025-10-13,Current Quarter,2025Q3,4090.0,11,4150.0,4060.0,3730.0
2025-10-13,Current Year,FY2025,12130.0,12,12190.0,12050.0,11100.0
2025-10-13,Next Quarter,2025Q4,2670.0,11,2740.0,2600.0,2480.0
2025-10-13,Next Year,FY2026,13270.0,12,13700.0,12990.0,12130.0
2025-10-19,Current Quarter,2025Q3,4090.0,11,4150.0,4060.0,3730.0
2025-10-19,Current Year,FY2025,12130.0,12,12190.0,12050.0,11100.0
2025-10-19,Next Quarter,2025Q4,2670.0,11,2740.0,2600.0,2480.0
2025-10-19,Next Year,FY2026,13270.0,12,13700.0,12990.0,12130.0
2025-10-26,Current Quarter,2025Q3,4080.0,11,4150.0,4050.0,3730.0
2025-10-26,Current Year,FY2025,12130.0,12,12190.0,12050.0,11100.0
2025-10-26,Next Quarter,2025Q4,2680.0,11,2740.0,2600.0,2480.0
2025-10-26,Next Year,FY2026,13250.0,12,13570.0,12990.0,12130.0
2025-11-02,Current Quarter,2025Q3,4080.0,11,4150.0,4050.0,3730.0
2025-11-02,Current Year,FY2025,12130.0,12,12190.0,12050.0,11100.0
2025-11-02,Next Quarter,2025Q4,2670.0,11,2740.0,2600.0,2480.0
2025-11-02,Next Year,FY2026,13240.0,12,13550.0,12990.0,12130.0
2025-11-09,Current Quarter,2025Q4,2680.0,5,2690.0,2670.0,2480.0
2025-11-09,Current Year,FY2025,12130.0,12,12190.0,12050.0,11100.0
2025-11-09,Next Quarter,2026Q1,2490.0,7,2550.0,2470.0,2270.0
2025-11-09,Next Year,FY2026,13280.0,12,13530.0,12990.0,12130.0
2025-11-16,Current Quarter,2025Q4,2720.0,10,2770.0,2690.0,2480.0
2025-11-16,Current Year,FY2025,12170.0,12,12230.0,12090.0,11100.0
2025-11-16,Next Quarter,2026Q1,2520.0,9,2580.0,2470.0,2270.0
2025-11-16,Next Year,FY2026,13340.0,12,13600.0,13060.0,12170.0
2025-11-23,Current Quarter,2025Q4,2720.0,10,2770.0,2690.0,2480.0
2025-11-23,Current Year,FY2025,12170.0,12,12230.0,12090.0,11100.0
2025-11-23,Next Quarter,2026Q1,2520.0,9,2580.0,2470.0,2270.0
2025-11-23,Next Year,FY2026,13340.0,12,13600.0,13060.0,12170.0
2025-11-30,Current Quarter,2025Q4,2720.0,10,2770.0,2690.0,2480.0
2025-11-30,Current Year,FY2025,12170.0,12,12230.0,12090.0,11100.0
2025-11-30,Next Quarter,2026Q1,2520.0,9,2580.0,2470.0,2270.0
2025-11-30,Next Year,FY2026,13340.0,12,13600.0,13060.0,12170.0
2025-12-07,Current Quarter,2025Q4,2720.0,9,2770.0,2690.0,2480.0
2025-12-07,Current Year,FY2025,12170.0,11,12230.0,12090.0,11100.0
2025-12-07,Next Quarter,2026Q1,2510.0,8,2580.0,2470.0,2270.0
2025-12-07,Next Year,FY2026,13350.0,11,13600.0,13060.0,12170.0
2025-12-14,Current Quarter,2025Q4,2720.0,9,2770.0,2690.0,2480.0
2025-12-14,Current Year,FY2025,12170.0,11,12230.0,12090.0,11100.0
2025-12-14,Next Quarter,2026Q1,2510.0,8,2580.0,2470.0,2270.0
2025-12-14,Next Year,FY2026,13350.0,11,13600.0,13060.0,12170.0
2025-12-21,Current Quarter,2025Q4,2720.0,9,2770.0,2690.0,2480.0
2025-12-21,Current Year,FY2025,12170.0,11,12230.0,12090.0,11100.0
2025-12-21,Next Quarter,2026Q1,2510.0,8,2580.0,2470.0,2270.0
2025-12-21,Next Year,FY2026,13350.0,11,13600.0,13060.0,12170.0
2025-12-28,Current Quarter,2025Q4,2720.0,9,2770.0,2690.0,2480.0
2025-12-28,Current Year,FY2025,12180.0,11,12230.0,12090.0,11100.0
2025-12-28,Next Quarter,2026Q1,2520.0,9,2580.0,2470.0,2270.0
2025-12-28,Next Year,FY2026,13350.0,11,13600.0,13060.0,12180.0
2026-01-04,Current Quarter,2025Q4,2720.0,9,2770.0,2690.0,2480.0
2026-01-04,Current Year,FY2025,12180.0,11,12230.0,12090.0,11100.0
2026-01-04,Next Quarter,2026Q1,2520.0,9,2580.0,2470.0,2270.0
2026-01-04,Next Year,FY2026,13350.0,11,13600.0,13060.0,12180.0
2026-01-11,Current Quarter,2025Q4,2720.0,9,2770.0,2690.0,2480.0
2026-01-11,Current Year,FY2025,12180.0,11,12230.0,12090.0,11100.0
2026-01-11,Next Quarter,2026Q1,2520.0,9,2580.0,2470.0,2270.0
2026-01-11,Next Year,FY2026,13350.0,11,13600.0,13060.0,12180.0
2026-01-18,Current Quarter,2025Q4,2720.0,9,2770.0,2690.0,2480.0
2026-01-18,Current Year,FY2025,12180.0,11,12230.0,12090.0,11100.0
2026-01-18,Next Quarter,2026Q1,2520.0,9,2580.0,2470.0,2270.0
2026-01-18,Next Year,FY2026,13350.0,11,13600.0,13060.0,12180.0
2026-01-25,Current Quarter,2025Q4,2720.0,9,2770.0,2690.0,2480.0
2026-01-25,Current Year,FY2025,12180.0,11,12230.0,12090.0,11100.0
2026-01-25,Next Quarter,2026Q1,2520.0,9,2580.0,2470.0,2270.0
2026-01-25,Next Year,FY2026,13350.0,11,13600.0,13060.0,12180.0
2026-02-01,Current Quarter,2025Q4,2720.0,9,2770.0,2690.0,2480.0
2026-02-01,Current Year,FY2025,12170.0,12,12230.0,12090.0,11100.0
2026-02-01,Next Quarter,2026Q1,2520.0,9,2580.0,2470.0,2270.0
2026-02-01,Next Year,FY2026,13360.0,12,13600.0,13060.0,12170.0
2026-02-08,Current Quarter,2025Q4,2720.0,9,2770.0,2690.0,2480.0
2026-02-08,Current Year,FY2025,12170.0,12,12230.0,12090.0,11100.0
2026-02-08,Next Quarter,2026Q1,2520.0,9,2580.0,2470.0,2270.0
2026-02-08,Next Year,FY2026,13380.0,12,13600.0,13060.0,12170.0
2026-02-15,Current Quarter,2026Q1,2600.0,1,2600.0,2600.0,2270.0
2026-02-15,Current Year,FY2026,13560.0,12,13890.0,13060.0,12240.0
2026-02-15,Next Quarter,2026Q2,3380.0,10,3440.0,3320.0,3100.0
2026-02-15,Next Year,FY2027,14760.0,9,15150.0,14340.0,13560.0
2026-02-22,Current Quarter,2026Q1,2620.0,9,2660.0,2610.0,2270.0
2026-02-22,Current Year,FY2026,13720.0,11,13890.0,13550.0,12240.0
