,id,hotel,location,price,discount,rating
466,,Oyo Premium 210 Lodhi Road,Sunder Nagar,1599,25,562
467,,Oyo Rooms 632 Mandir,Kalkaji,1249,25,709
468,,Oyo Rooms 696 Nh8 Mahipalpur,"Road 1, Mahipalpur",2399,25,1086
469,,Oyo Premium 241 Patel Nagar Metro Station,East Patel Nagar,3249,25,1320
470,,Oyo Rooms 010 Karol Bagh 1078,"Karol Bagh, New Delhi",3599,25,2881
471,,Oyo Rooms 689 Indira Gandhi International Airport,"Road No 1, Mahipalpur",2749,25,140
472,,Oyo Homes 459 New Friends Colony 2,"Second Floor (With Elevator), New Friends Colony ",2599,25,7
473,,Oyo Premium 033 New Friends Colony,CV Raman Marg,3599,25,141
474,,Oyo Premium 160 Metro Station,Saket,2049,25,141
475,,Oyo Rooms 030 Igi Airport Aerocity,"National Highway No. 8, Mahipalpur",1949,25,34
476,,Oyo Rooms 142 Connaught Place 1,Connaught Circus,1149,25,35
477,,Oyo Rooms 257 Rajendra Place Pusa Circle,East Patel Nagar,1749,25,428
478,,Oyo Rooms 171 Igi Airport Nh8,"National Highway 8, Near IGI Domestic Airport, Mahipalpur",1849,25,394
479,,Oyo Rooms 080 Executive Igi Airport,"Mahipalpur Extn, Near Airport, National Highway -8",2699,25,621
480,,Oyo Premium 182 Siri Fort Sports Complex,Anand Lok,3199,25,158
481,,Oyo Rooms 118,Vasant vihar,2699,25,42
482,,Oyo Rooms 457 Azadpur Mandi Extension,Adarsh Nagar,3799,25,61
483,,Oyo Rooms 183 Opp Igi Airport Main Road,"N.H. 8, Near IGI Airport Road No. 1, Mahipalpur Extension , Mahipalpur",3299,25,8
484,,Oyo Premium 207,Greater Kailash 1,2499,25,80
485,,Oyo Homes 380 Gtb Nagar,Kingsaway,2349,25,343
486,,Oyo Rooms 680 Jasola Pocket 1,Jasola Vihar,2299,25,5
487,,Oyo Premium 292 Lajpat Nagar Main Road,Lajpat Nagar 4,1849,25,334
488,,Oyo Rooms 144 Cr Park,Outer Ring Road,1799,25,55
489,,Oyo Rooms 098 South Delhi,"Opposite Karnataka Bank, Kalkaji",1349,25,195
490,,Oyo Apartments 273 Sector 12,Dwarka,1449,25,209
491,,Oyo Rooms 616 Ndls Gate Number 2,Desh Bandhu Gupta Road,1499,25,74
492,,Oyo Rooms 195 Patel Nagar Metro Station,East Patel Nagar,4649,25,245
493,,Oyo Rooms 128 Paschim Vihar District Park,Bhera Enclave,1649,25,260
494,,Oyo Rooms 613 B&B,Kirti Nagar,1649,25,604
495,,Oyo Rooms 006 New Friends Colony,Near Bank of Baroda,3999,25,3
496,,Oyo Rooms 690 Okhla Near Fortis Hospital,"Jamia Nagar, Okhla",1699,25,6
497,,Oyo Rooms 509 Near Badarpur,"60 Feet Road, Pul Pehlad Pur",1899,25,7
498,,Oyo Premium 177,Defence Colony,1399,25,144
499,,Oyo Rooms 329 8575,Arakashan Road,4199,25,7398
500,,Oyo Rooms 491 Mahipalpur Nh8,"National Highway, NH8",2149,25,7
501,,Oyo Rooms 194 Next To Igi Airport Corporate Special,"Kapashera Extension, Bijwasan Road",3649,25,127
502,,Oyo Rooms 215 Gangaram Hospital,Old Rajendra Nagar,1249,25,161
503,,Oyo Rooms 212 Hauz Khas,Panchsheel Park South,1449,25,69
504,,Oyo Rooms 588 Db Gupta Road Near Flyover,Dariba Pan,2249,25,107
505,,Oyo Rooms 185 Gk 1 Near M Block Market,Greater Kailash Part 1,3449,25,77
506,,Oyo Rooms 653 Near Metro,Kailash Colony,2899,25,130
507,,Oyo Rooms 133 East Of Kailash Extension,Opp Sapna Cinema,1599,25,24
508,,Oyo Rooms 486 Igi Airport Near Main Road,"Near Prem Motor Showroom, Adjoining Vasantkunj Road",2449,25,129
509,,Oyo Rooms 602 Chandi Wali Gali Paharganj,Near New Delhi Railway Station,1249,25,1
510,,Oyo Rooms 528 8A/50 Channa Market,"Channa Market, Karol Bagh",2099,25,35
511,,Oyo Premium 052 Jasola Apollo,Kalindi Kunj Road,1949,25,22
512,,Oyo Rooms 270 Nizamuddin Railway Station,Jangpura,1499,25,16
513,,Oyo Rooms 089 Kalkaji,Chittaranjan Park,2299,25,23
514,,Oyo Rooms 484 Igi Airport Hotel,NH8,1299,25,104
515,,Oyo Rooms 126 East Of Kailash,Near Nehru Place,1599,25,410
516,,Oyo Rooms 272 Delhi English School Sector 21 Dwarka,Dwarka Sector 23,1699,25,879
517,,Oyo Rooms 567 Paharganj Near Rk Ashram Metro,Near R.K. Ashram Metro Station,1449,25,75
518,,Oyo Rooms 599 Rajguru Road Paharganj 2,"Rajguru Road, Chuna Mandi",1449,25,686
519,,Oyo Rooms 300 Igi Airport 3,"Behind Prem Maruti Showroom, Mahipalpur",1349,25,588
520,,Oyo Rooms 641 Sector 7 Palam Extension,"Sector 7, Near Shree Makhan Sweet, Ramphal Chowk",1599,25,1875
521,,Oyo Premium 529 Jasola Vihar,"Pocket-2, Jasola",1849,25,995
522,,Oyo Premium 143 Janta Market,Rajouri Garden,1599,25,1144
523,,Oyo Rooms 565 Airport Travellers Delight,"Street No.7, Near IGI Airport, Mahipalpur",5049,25,2051
524,,Oyo Premium 220 Extension,East of Kailash,3899,25,644
525,,Oyo Rooms 666 Nehru Place Near Metro Station,Nehru Enclave,3699,25,34
526,,Oyo Rooms 350 Delhi Gate,Darya Ganj,3449,25,664
527,,Oyo Premium 106,Paharganj,1799,25,119
528,,Oyo Rooms 044 Patel Nagar Delhi,East Patel Nagar,6099,25,477
529,,Oyo Rooms 671 Dabri Palam Road,Main Mahiveer Enclave in front of Sulabh International Dabri Palam Road,4999,25,589
530,,Oyo Rooms 553 Paharganj Flyover 1,"D.B. Gupta Road, Paharganj",3849,25,470
531,,Oyo Rooms 111 54,Paharganj,2349,25,465
532,,Oyo Rooms 105 Db Gupta Road 2,Paharganj,3349,25,711
533,,Oyo Rooms 361 Paharganj Near Darbar Sweets,Pahar Ganj,5799,25,16
534,,Oyo Premium 532 Gk1 M Block Market 1,Greater Kailash 1,3299,25,2617
535,,Oyo Rooms 027 8/41,Karol Bagh,2049,25,3524
536,,Oyo Rooms 358 Near Sports Complex,Jasola,2049,25,253
537,,Oyo Premium 236 Metro,Malviya Nagar,3349,25,429
538,,Oyo Homes 678 Jangpura Birbal Road,Jangpura Extension,3349,25,1457
539,,Oyo Apartments 561 Ramphal Chowk,"Palam Extension, Sector 7, Near Gold's Gym",3449,25,1144
540,,Oyo Rooms 038 Jamia River View,Jamia Nagar,3249,25,74
541,,Oyo Premium 483 Lajpat Nagar 2,Ring Road,3299,25,2664
542,,Oyo Homes 382 Pitampura Metro Station,Road no 44,3149,25,207
543,,Oyo Premium 123 Hauz Khas,Safdarjung Enclave,2999,25,562
544,,Oyo Rooms 115 Main Bazar Paharganj,Near Imperial Cinema,2749,25,709
545,,Oyo Rooms 296 Railway Station 2,Paharganj,2399,25,1086
546,,Oyo Homes 375 H Block,South Extension - 1,2749,25,1320
547,,Oyo Rooms 297 Pvr,Saket,1699,25,2881
548,,Oyo Rooms 065 Janakpuri Near Dabri Mod,"Pankha Road,Dabri Mor",6849,25,140
549,,Oyo Rooms 136 Karol Bagh 5/25,Karolbagh,1999,25,7
550,,Oyo Rooms 396 Nirman Vihar Metro,Near Nirman Vihar Metro Station,1549,25,141
551,,Oyo Rooms 268 Gali Hari Mandir,Paharganj,3549,25,141
552,,Oyo Rooms 277 Near Jhandewalan Metro,Karol Bagh,1099,25,34
553,,Oyo Premium 672 Paharganj Police Station,"Street No.1, Multani Dhanda, Paharganj",3999,25,35
554,,Oyo Rooms 043 Nehru Place Extension,Jasola,3299,25,428
555,,Oyo Rooms 683 Near T3 Airport Delhi,Kapashera,3749,25,394
556,,Oyo Rooms 596 Main Bazaar Paharganj Gali No 1,"Main Bazar, 6 Tooti Chowk",2549,25,621
557,,Oyo Rooms 609 Paharganj Near Ndls,"Ram Nagar, Street No.1",3849,25,158
558,,Oyo Rooms 266 7A/36 Channa Market,Karol Bagh,3249,25,42
559,,Oyo Rooms 173 Paharganj Qutub Road,Ram Nagar,3749,25,61
560,,Oyo Rooms 173 Paharganj Qutub Road,Ram Nagar,5099,25,8
561,,Oyo Rooms 578 Karol Bagh 16/7 Arya Samaj Road,"Arya Samaj Road, Opposite Satbhrawan School",3499,25,80
562,,Oyo Rooms 230 Near Rk Ashram Metro,Paharganj,2949,25,343
563,,Oyo Rooms 626 Db Gupta Ndls,"Near Gate No 1, Opposite Sheila Cinema",3949,25,5
564,,Oyo Rooms 451 Gali No 3 Ram Nagar Paharganj,"Saran Building, Gali No. 3",4749,25,334
565,,Oyo Flagship 497 Green Park,"B Block, Safdarjung Enclave",2299,25,55
566,,Oyo Flagship 500 New Friends Colony,"Plot no. A-44, A Block, New Friends Colony, Delhi",3399,25,195
567,,Oyo Flagship 494 East Of Kailash,"Plot no. E-301, E Block, East of Kailash, Delhi",3349,25,209
568,,Oyo Flagship 512 Safdarjung Enclave,"B Block, Safdurjung Enclave",3499,25,74
569,,Oyo Flagship 573 Paharganj Ndls,"Arakashan Road, Paharganj",1899,25,245
570,,Oyo Premium 526 Wazirpur Industrial Area,"Phase 2, Ashok Vihar, New Delhi",3399,25,260
571,,Oyo Rooms 610 Green Park Extension,Hauz Khas Village,4499,25,604
572,,Oyo Rooms 606 1,New Friends Colony,3199,25,3
573,,Oyo Rooms 699 North Campus,"Phase 2, Ashok Vihar",3399,25,6
574,,Oyo Premium 538 Hauz Khas Metro,"S Block, Panchsheel Park",4499,25,7
575,,Oyo Premium 336 Resort International Airport Delhi,Kapashera,4049,25,144
576,,Oyo Rooms 592 Deer Park,SFE,1349,25,7398
577,,Oyo Rooms 698 Paharganj Ndls,"Arakashan Road,Pahargankj",2649,25,7
578,,Oyo Rooms 697 Karol Bagh,"Desh Bandhu Gupta Road, Beadonpura, Karol Bagh",2399,25,127
579,,Oyo Flagship 551 Karol Bagh,"Next to Baptist Church,D.B Gupta Road, Near Police Station, Karol Bagh",2599,25,161
580,,Oyo Flagship 551 Karol Bagh,"Next to Baptist Church,D.B Gupta Road, Near Police Station, Karol Bagh",2449,25,69
581,,Oyo Rooms 676 Safdarjung Enclave 2,"B Block, Safdurjung Enclave",4199,25,107
582,,Oyo Rooms 591 Hauz Khas Village,SDA,2249,25,77
583,,Oyo Rooms 555 Pitampura,"Rajdhani Enclave,Pitampura",3099,25,130
584,,Oyo Rooms 545 Rohini Pitampura,"Saraswati Vihar, Pitampura",3399,25,24
585,,Oyo Rooms 547 Paschim Vihar 2,"Paschim Enclave, Nh-10",5649,25,129
586,,Oyo Rooms 354 Gk2 M Block Market,"E Block,Greater Kailash II",3849,25,1
587,,Oyo Rooms 498 South Ex Market,"C Block, South Extension 1",2099,25,35
588,,Oyo Premium 608 Gk2 M Block Market,"Ground Floor, Greater Kailash II, Road No. 10, Near M Block Market",3599,25,22
589,,Oyo Rooms 010 Karol Bagh 1078,"Karol Bagh, New Delhi",3399,25,16
590,,Oyo Premium 208 Gk 1 M Block Market,Greater Kailash,2549,25,23
591,,Oyo Rooms 091 Wea,Karol Bagh,3049,25,104
592,,Oyo Rooms 124,Kirti Nagar,3599,25,588
593,,Oyo Premium 404 International Airport Terminal 3 Extension,"A Block, Mahipalpur Extension, NH8, New",2199,25,1875
594,,Oyo Rooms 039 Near Qutub Road Arya Nagar,Paharganj,3049,25,995
595,,Oyo Homes 330 New Friends Colony,Friends Colony East,2299,25,1144
596,,Oyo Premium 081 Domestic Airport Delhi,"Khasara No.395, Vasant Kunj Road, Mahipalpur",2149,25,2051
597,,Oyo Rooms 031 Near Igi Airport Aerocity,"National Highway No. 8, Mahipalpur",2549,25,644
598,,Oyo Rooms 437 North Campus,"Opposite Parmarth Hospital, Above Allahabad Bank",4949,25,34
599,,Oyo Rooms 541 Dwarka Sector 13 Metro Station,"Sector 13, Dwarka",2199,25,664
600,,Oyo Rooms 079 Delhi International Airport,"Mahipalpur Extn, Near Airport, National Highway -8",3399,25,119
601,,Oyo Rooms 190 Opp Igi Airport,"NH 8, Near IGI Airport Road No. 1, Mahipalpur Extension",1649,25,477
602,,Oyo Rooms 506 Gk 1 Market,Greater Kailash 1,1799,25,589
603,,Oyo Rooms 540 Near Pitampura Metro,Dakshini Pitampura,1649,25,470
604,,Oyo Rooms 051 Market,New Friends Colony,3799,25,465
605,,Oyo Premium 586 Near Meera Bagh,"Outer Ring Road, Meera Bagh",1649,25,711
606,,Oyo Premium 311 Ring Road Gk1 2,Greater Kailash 1,2299,25,16
607,,Oyo Rooms 028 Friends Hospital Nfc,Maharani Bagh,2049,25,2617
608,,Oyo Rooms 082 Patel Nagar,Main Market,1699,25,3524
609,,Oyo Premium 510 International Airport Terminal 3,Opposite Kapashera Police Station Kapashera,1799,25,253
610,,Oyo Rooms 566 Saket J Block,"Opposite J Block Market, Saket",5999,25,429
611,,Oyo Rooms 157 Delhi Airport 2,"Opposite Indra Gandhi International Airport, Mahipalpur Extension, NH-8",1599,25,1457
612,,Oyo Rooms 184 Aerodrome Near Igi Airport,"Mahipalpur, NH-8, Near IGI Airport",2299,25,1144
613,,Oyo Premium 069 Patel Nagar,Metro Pillar No. 162,2049,25,74
614,,Oyo Rooms 524 International Airport Delhi,"A Block, N.H.8, Mahipalpur New",1599,25,2664
615,,Oyo Rooms 205 Sector 12 Metro Station,Dwarka,3799,25,207
616,,Oyo Premium 405 Gk1 Near M Block Market,Greater Kailash -1,2049,25,1360
617,,Oyo Rooms 535 Chattarpur,Chandan Hola,4199,25,69
618,,Oyo Rooms 321 Near Rk Ashram Metro Station 3,Paharganj,1799,25,2655
619,,Oyo Rooms 219 Grace Church Nfc,Kirokli,2999,25,360
620,,Oyo Rooms 170 Shadipur Metro Station,West Patel Nagar,2999,25,1675
621,,Oyo Rooms 365 Indra Gandhi Airport Main Road,"Next to Hotel Radisson, Near IGI Airport, Rangpuri",2599,25,1342
622,,Oyo Rooms 088 East Patel Nagar,Near Metro Pillar No.161,1299,25,957
623,,Oyo Premium 407 South Delhi Grand Stay,Aruna Asaf Ali Marg,3749,25,1603
624,,Oyo Rooms 014 New Friends Colony Crossroad,CV Raman Marg,1399,25,494
625,,Oyo Rooms 560 Vasant Vihar 2,Rao Tula Ram Marg,2749,25,1965
626,,Oyo Homes 520 Gk 1 M Block Market,Greater Kailash 1,1199,25,1271
627,,Oyo Elite 557 Panchsheel Enclave,Panchshila Park,1349,25,2655
628,,Oyo Rooms 253 2,New Friends colony,3349,25,644
629,,Oyo Rooms 169 Near Dps Vasantkunj,Vasant Kunj,1949,25,1603
630,,Oyo Rooms 585 Near Sector 10 Metro Dwarka,"Sector 10 Dwarka, In front of metro station",1099,25,207
631,,Oyo Homes 275 J Block,Saket,3549,25,1682
632,,Oyo Premium 534 Dwarka Near Ramphal Chowk,Dwarka Palam Road,2249,25,60
633,,Oyo Rooms 145 Paschim Vihar,Rohtak Road,1699,25,1337
634,,Oyo Rooms 249 Nehru Place Flyover,Greater Kailash 1,2399,25,1342
635,,Oyo Rooms 280 J Block Delhi,Vikaspuri,5099,25,1393
636,,Oyo Homes 110 Jangpura Ext,Jangpura Extension,1249,25,494
637,,Oyo Rooms 204 Rajendra Place Metro Station,East Patel Nagar,1599,25,299
638,,Oyo Rooms 518 Zion Church Patel Nagar,East Patel nagar,1599,25,1360
639,,Oyo Rooms 263 Pvr,Vikas Puri,1799,25,1271
640,,Oyo Premium 232 Near Dlf Tower,Jasola,1249,25,352
641,,Oyo Apartments 273 Sector 12,Dwarka,1949,25,358
642,,Oyo Premium 187,Hari Nagar,2099,25,17
643,,Oyo Rooms 057 Sector 19,Dwarka,6149,25,332
644,,Oyo Homes 456,Rani Bagh,1349,25,1061
645,,Oyo Rooms 480 Igi Airport 4,"Road no 2, Mahipalpur",1449,25,1013
646,,Oyo Premium 129 Sector 7,Dwarka,3799,25,1549
647,,Oyo Homes 438 Janakpuri,Janak Puri,3549,25,1337
648,,Oyo Premium 050 Dav,Jasola,2099,25,663
649,,Oyo Rooms 203 Llahi Bux Marg,Karol Bagh,4399,25,1983
650,,Oyo Rooms 351 Karol Bagh,Saraswati Marg,1499,25,416
651,,Oyo Homes 501 Vasant Kunj Near Fortis,Shanti Kunj,1199,25,299
652,,Oyo Premium 559 Connaught Place Travellers Delight,Connaught Circus,1899,25,1488
653,,Oyo Rooms 522 17A 13 Gurudwara Road,Karol Bagh,3699,25,52
654,,Oyo Rooms 216 Ministry Of Rural Development Delhi,East Patel Nagar,1449,25,60
655,,Oyo Rooms 026,Karol Bagh,2199,25,807
656,,Oyo Rooms 271 Near Hanuman Statue,Karol Bagh,1349,25,795
657,,Oyo Premium 165 Metro Station,Rajouri Garden,3949,25,160
658,,Oyo Rooms 313 Channa Market 14A/4,Karol Bagh,2049,25,1653
659,,Oyo Rooms 078 Ring Road Gk1,Near Nehru Place,1449,25,593
660,,Oyo Rooms 174 New Delhi Railway Station 2,Ram Nagar,2349,25,352
661,,Oyo Premium 546 Green Park Metro,Near Green Park Metro,1899,25,358
662,,Oyo Rooms 085 Hauz Khas District Park,Safdarjung Enclave,2999,25,372
663,,Oyo Rooms 301 Vasant Kunj Near Dps,Opposite DPS School Gate No. 1,1849,25,707
664,,Oyo Rooms 530 Krishna Gali Near Ndls Gate 1,"Near New Delhi Railway Station, Paharganj",749,25,887
665,,Oyo Premium 137 Sector 12,Dwarka,1349,25,993
666,,Oyo Rooms 314 10174/1 Gurudwara Road,Karol Bagh,2549,25,630
667,,Oyo Rooms 653 Near Metro,Kailash Colony,1649,25,1061
668,,Oyo Rooms 108 Near Metro Station 1,Karol Bagh,1299,25,822
669,,Oyo Rooms 580 Karol Bagh 17A/59,"WEA, Karol Bag, Near RBL Bank",1549,25,353
670,,Oyo Premium 239 Near Rajendra Nagar Metro Station,New Rajinder Nagar,1499,25,202
671,,Oyo Rooms 574 Near Kirti Nagar,Near Kirti Nagar Police Station,1099,25,332
672,,Oyo Rooms 342 Near Rk Ashram Metro Station 4,"Main Bazaar, Main Bazar Road, Paharganj",3449,25,126
673,,Oyo Premium 141 Anand Vihar 2,Near Karkardooma Metro Station,1399,25,39
674,,Oyo Rooms 209 13A/22,Karol Bagh,1999,25,318
675,,Oyo Rooms 455 Near Metro Station 2,Karol Bagh,3799,25,432
676,,Oyo Rooms 147 14A/7,Karol Bagh,2799,25,59
677,,Oyo Premium 582 Pitampura,"Near Kohat Enclave Metro Station, Opposite Metro Pillar No. 332",2649,25,178
678,,Oyo Rooms 343 Main Bazar Paharganj 4350,"Kaseru Walan, Paharganj",2149,25,854
679,,Oyo Homes 328 Chhatarpur,"Maidan Garhi Road,Chattarpur",2749,25,923
680,,Oyo Rooms 226 Near Jhandewalan Metro 1,Karol Bagh,2649,25,244
681,,Oyo Rooms 265 Balaji Mandir,Karol Bagh,4099,25,926
682,,Oyo Rooms 255 Saraswati Marg,Karol Bagh,1849,25,38
683,,Oyo Rooms 274 Dwarka Sector 7,"Ramphal Chowk, Dwarka",1099,25,750
684,,Oyo Rooms 445 Saket Metro,Saiyad ul Ajaib,2999,25,586
685,,Oyo Premium 140 Connaught Place,Barakhamba,2399,25,588
686,,Oyo Rooms 332 New Delhi Railway Station Paharganj,"Kaseru Walan, Paharganj",1749,25,2
687,,Oyo Homes 508 G Block,Saket,1849,25,675
688,,Oyo Premium 334 Naraina,Naraina Vihar,1499,25,240
689,,Oyo Premium 234,Paschim Vihar,1949,25,917
690,,Oyo Homes 318 E Block,Kalkaji,1649,25,1393
691,,Oyo Premium 564 Ring Road,Nehru Place,1399,25,225
692,,Oyo Rooms 228 Near Rk Ashram Metro Station 2,Paharganj,1549,25,102
693,,Oyo Apartments 202 Saket Extension,"Near Malkhan Singh Marg, Street no.16",2049,25,179
694,,Oyo Rooms 093 Mandir Delhi,Kalkaji,2449,25,6
695,,Oyo Premium 008 Igi Airport Link Road,"Mahipalpur, NH -8, Near IGI Airport, Delhi Gurgaon Expy, Block RZ, Mahipalpur Village",4449,25,278
696,,Oyo Rooms 629 New Rohtak Road Karol Bagh,"Rohtak Road, Karol Bagh",1899,25,28
697,,Oyo Rooms 319 Igi Airport Near Fun N Food Village,"Kapashera Road, Bijwasan",2349,25,164
698,,Oyo Rooms 119 New Delhi Railway Station,Paharganj,1349,25,1044
699,,Oyo Premium 189 Gk 1 R Block,Greater Kailash Part - 1,2099,25,20
700,,Oyo Rooms 094 53/1,Karol Bagh,1899,25,568
701,,Oyo Rooms 097 Gaffar Market Karol Bagh,"Karol Bagh, New Delhi",1299,25,373
702,,Oyo Premium 386 Rajguru Road Paharganj,CHUNA MANDI,3199,25,1086
703,,Oyo Rooms 492 Ramphal Chowk Dwarka,Sector-7,1999,25,1158
704,,Oyo Rooms 130 Nizamuddin Railway Station 2,Hazrat Nizamuddin West,2599,25,1013
705,,Oyo Rooms 641 Sector 7 Palam Extension,"Sector 7, Near Shree Makhan Sweet, Ramphal Chowk",1999,25,771
706,,Oyo Rooms 298 38 Arakashan Road Pahar Ganj,Arakshan Road,2799,25,769
707,,Oyo Rooms 604 Db Gupta Main Road 1,"DB Gupta Road, Pahar Ganj Bridge",3299,25,93
708,,Oyo Rooms 176 A Block,Defence colony,1549,25,223
709,,Oyo Rooms 502 Ramphal Chowk Sector 7,"Ramphal Chowk, Sector 7 Dwarka",2399,25,20
710,,Oyo Rooms 663 Elahi Bux Road,Karol Bagh,1699,25,278
711,,Oyo Rooms 444 Near Metro Station 5,Karol Bagh,2099,25,75
712,,Oyo Rooms 605 Near Shiela Cinema Paharganj,"1B, Arakashan Road",2049,25,14
713,,Oyo Rooms 379 New Delhi Station Gate 1,"Opposite New Delhi Railway Station, Paharganj",1399,25,27
714,,Oyo Rooms 217 Market,Lajpat Nagar,2449,25,132
715,,Oyo Rooms 323 Mahipalpur,"Road No.-6, Mahipalpur, Road No 6",1349,25,191
716,,Oyo Homes 291 Sector 19,Dwarka,2049,25,263
717,,Oyo Premium 531 2,Green Park,1299,25,262
718,,Oyo Rooms 461 Kalkaji F Block,Kalkji Main Road,1999,25,6
719,,Oyo Rooms 163 Rohini Near M2K,Main Road Naharpur Village,2549,25,9
720,,Oyo Homes 558 Chattarpur Near Tivoli,"Next To Primary School, Satbari Chattarpur",2799,25,62
721,,Oyo Premium 261 Metro Station 3,Karol Bagh,3599,25,123
722,,Oyo Homes 367 Greater Kailash M Block Market 2,New Delhi,1199,25,1
723,,Oyo Premium 029 Siri Fort Road,Sadiq Nagar,1799,25,3577
724,,Oyo Rooms 152 Karol Bagh Bikanerwala,"Gurudwara Road, Karol Bagh",2299,25,138
725,,Oyo Rooms 312 Near New Delhi Railway Station,Opp. Shiela Cinema,4149,25,115
726,,Oyo Homes 460 Gk 2 Main Road,Greater Kailash II,1599,25,270
727,,Oyo Rooms 138 Vasant Kunj 1,Masoodpur Vasant Kunj,2349,25,2846
728,,Oyo Rooms 433 Jangpura,"Masjid Road, Jangpura Bhogal",3699,25,72
729,,Oyo Premium 086 Metro,Karol Bagh,1399,25,22
730,,Oyo Rooms 674 Karol Bagh Saraswati Marg 2,"Karol Bagh, New Delhi",2499,25,352
731,,Oyo Rooms 348 Near Mahipalpur Bypass,"Road No 6, Mahipalpur, Mahipalpur, International Airport Zone",1399,25,1215
732,,Oyo Rooms 358 Near Sports Complex,Jasola,3199,25,3
733,,Oyo Rooms 611 Main Bazaar 1575 Paharganj,"Main Bazar, Paharganj",3549,25,2
734,,Oyo Rooms 337 Arya Nagar Paharganj,D.B. Gupta Road,1949,25,2
735,,Oyo Rooms 075 Fortis,Vasant Kunj,2549,25,1
736,,Oyo Premium 240 Paharganj Near Ndls,Pahar Ganj,1049,25,34
737,,Oyo Rooms 045 G Block,Connaught Place,1499,25,7286
738,,Oyo Rooms 090 Outer Ring Road,CR Park,3549,25,324
739,,Oyo Homes 310 Shivalik Road Malviya Nagar,Near Aurobindo College,2099,25,61
740,,Oyo Rooms 104 Paharganj Railway Station,Pahar Ganj,2299,25,864
741,,Oyo Rooms 677,Kamla Nagar,1999,30,848
742,,Oyo Rooms 306 Karol Bagh 7A/39,Channa Market,2999,25,4273
743,,Oyo Rooms 493 Krishna Gali Near Ndls,"Krishna Gali, Ghee Mandi, Near New Delhi Railway Station Paharganj",3649,25,170
744,,Oyo Rooms 125 I,Pitampura,2599,25,249
745,,Oyo Premium 083 Metro Station,Karol Bagh,1599,25,735
746,,Oyo Rooms 316 Kalkaji M Block,"M Block, Kalkaji",1949,25,427
747,,Oyo Homes 325 Aiims,Arjun Nagar,2299,25,180
748,,Oyo Rooms 040 Aiims,Opposite AIIMS Trauma Centre,2249,25,75
749,,Oyo Premium 473 International Airport Main Road,"NH8, Mahipalpur",3549,77,23
750,,Oyo Rooms 368 Block 11A Channa Market Karol Bagh,"W.E.A, Channa Market, Karol Bagh",2099,67,49
751,,Oyo Premium 603 Red Fort,"Opposite Happy School, Daryaganj",2299,67,342
752,,Oyo Rooms 340 Hazrat Nizamuddin Railway Station,Jangpura B,1999,73,168
753,,Oyo Homes 441 Janakpuri West Metro Station,Opposite Savitri Market,2999,67,2171
754,,Oyo Premium 068 Karol Bagh,Near By Karol Bagh Police Station / HDFC bank,3649,67,1289
755,,Oyo Rooms 406 Railway Station Paharganj 4,Arakashan Road,2599,67,769
756,,Oyo Homes 101 Gk N Block Market,"Greater Kailash-1, New Delhi",1599,70,610
757,,Oyo Rooms 293 Jhandewalan Metro Station 3,Karol Bagh,1949,73,545
758,,Oyo Premium 019 Dwarka Near Airport,"Aditya Enclave, Dwarka",2299,67,1807
759,,Oyo Rooms 542 Bhogal Jangpura,"Church Road, Jungpura, Bhogal",2249,66,103
760,,Oyo Rooms 552 Gk2 M Block Market Extension,Greater Kailash-2,1799,67,15
761,,Oyo Rooms 381 Kailash Colony Metro 2,East of Kailash,2299,72,118
762,,Oyo Rooms 264 Metro Station 2,Rajouri Garden,4149,65,17
763,,Oyo Premium 458 Gt Karnal Road,Alipur,1599,67,11
764,,Oyo Rooms 597 Hari Mandir Gali Paharganj,Gali Hari Mandir,2349,65,148
765,,Oyo Rooms 385 Karol Bagh 12A/24,"Saraswati Marg, West Extension Area, Karol Bagh",3699,67,43
766,,Oyo Homes 369,South Extension 1,1399,67,7
767,,Oyo Premium 581 Karol Bag Pusa Road,"Gurudwara Road, Opposite Jessa Ram Hospital",2499,67,62
768,,Oyo Rooms 548 New Delhi Junction,"Arakashan Road, Paharganj",1399,67,4
769,,Oyo Rooms 288 Sector 12 City Centre,Dwarka,3199,67,36
770,,Oyo Premium 155 Safdarjung,Green Park Main,3549,67,65
771,,Oyo Rooms 572 Db Gupta Road Karol Bagh 2,"D.B. Gupta Road, Karol Bagh",1949,67,17
772,,Oyo Rooms 562 Madhuban Chowk,Pitampura,2549,67,28
773,,Oyo Rooms 258 Metro Station 4,Karol Bagh,1049,67,2
774,,Oyo Premium 687 Naraina Industrial Area,Naraina Vihar,1499,67,913
775,,Oyo Rooms 168 Green Park,Hauz Khas,1849,70,325
776,,Oyo Rooms 179,Kashmere Gate,1099,67,310
777,,Oyo Premium 172,Laxmi Nagar,2999,64,28
778,,Oyo Rooms 523 Karol Bagh Wea Saraswati Marg 4/39,"Saraswati Marg, Karol Bagh",2399,65,197
779,,Oyo Rooms 259 Rajguru Road,Paharganj,1749,69,102
780,,Oyo Premium 594 Malviya Nagar A Block,Shivalik Road,1849,66,1036
781,,Oyo Homes 446 Main Market,Kailash Colony,1499,25,992
782,,Oyo Rooms 096 Vasant Kunj 2,New Delhi,1949,25,3198
783,,Oyo Premium 335 Model Town Delhi,Bhama Shah Marg,1649,25,62
784,,Oyo Rooms 490 Jantar Mantar Delhi,Jai Singh Road,1399,25,4
785,,Oyo Rooms 188,Safdarjung Enclave,1549,77,36
