market_key,region,vintage,years_back,win_start,win_end,n_cur,n_prior,yoy
united-states_hi_hawaii,NAM,2026-08-25,3,2023-07-05,2023-08-15,26876,26041,0.03206482085941409
united-states_hi_hawaii,NAM,2026-08-25,4,2022-07-06,2022-08-16,26041,20621,0.2628388535958488
united-states_il_chicago,NAM,2026-08-27,0,2026-07-01,2026-08-13,24257,17693,0.3709941784886679
united-states_il_chicago,NAM,2026-08-27,1,2025-07-02,2025-08-14,17693,13610,0.30000000000000004
united-states_il_chicago,NAM,2026-08-27,2,2024-07-03,2024-08-15,13610,10399,0.3087796903548419
united-states_il_chicago,NAM,2026-08-27,3,2023-07-05,2023-08-17,10399,8484,0.22571900047147575
united-states_il_chicago,NAM,2026-08-27,4,2022-07-06,2022-08-18,8484,6067,0.39838470413713534
united-states_la_new-orleans,NAM,2026-08-15,0,2026-07-01,2026-08-01,7296,5807,0.25641467194764944
united-states_la_new-orleans,NAM,2026-08-15,1,2025-07-02,2025-08-02,5807,5188,0.11931380107941414
united-states_la_new-orleans,NAM,2026-08-15,2,2024-07-03,2024-08-03,5188,3918,0.32414497192445135
united-states_la_new-orleans,NAM,2026-08-15,3,2023-07-05,2023-08-05,3918,4264,-0.08114446529080677
united-states_la_new-orleans,NAM,2026-08-15,4,2022-07-06,2022-08-06,4264,4415,-0.034201585503963794
united-states_ma_boston,NAM,2026-08-27,0,2026-07-01,2026-08-13,9421,6467,0.45678057832070507
united-states_ma_boston,NAM,2026-08-27,1,2025-07-02,2025-08-14,6467,6100,0.06016393442622947
united-states_ma_boston,NAM,2026-08-27,2,2024-07-03,2024-08-15,6100,4836,0.261373035566584
united-states_ma_boston,NAM,2026-08-27,3,2023-07-05,2023-08-17,4836,3859,0.25317439751230886
united-states_ma_boston,NAM,2026-08-27,4,2022-07-06,2022-08-18,3859,2490,0.5497991967871485
united-states_ma_cambridge,NAM,2026-08-31,0,2026-07-01,2026-08-17,2760,2192,0.25912408759124084
united-states_ma_cambridge,NAM,2026-08-31,1,2025-07-02,2025-08-18,2192,1958,0.11950970377936665
united-states_ma_cambridge,NAM,2026-08-31,2,2024-07-03,2024-08-19,1958,1436,0.36350974930362123
united-states_ma_cambridge,NAM,2026-08-31,3,2023-07-05,2023-08-21,1436,1289,0.11404189294026379
united-states_ma_cambridge,NAM,2026-08-31,4,2022-07-06,2022-08-22,1289,899,0.4338153503893214
united-states_mn_twin-cities-msa,NAM,2026-08-28,0,2026-07-01,2026-08-14,13372,10815,0.23643088303282478
united-states_mn_twin-cities-msa,NAM,2026-08-28,1,2025-07-02,2025-08-15,10815,9291,0.16402970616725865
united-states_mn_twin-cities-msa,NAM,2026-08-28,2,2024-07-03,2024-08-16,9291,7109,0.30693487128991426
united-states_mn_twin-cities-msa,NAM,2026-08-28,3,2023-07-05,2023-08-18,7109,5670,0.2537918871252205
united-states_mn_twin-cities-msa,NAM,2026-08-28,4,2022-07-06,2022-08-19,5670,4089,0.38664710198092433
united-states_mt_bozeman,NAM,2026-08-18,0,2026-07-01,2026-08-04,1394,1353,0.030303030303030276
united-states_mt_bozeman,NAM,2026-08-18,1,2025-07-02,2025-08-05,1353,1284,0.053738317757009435
united-states_mt_bozeman,NAM,2026-08-18,2,2024-07-03,2024-08-06,1284,1222,0.0507364975450082
united-states_mt_bozeman,NAM,2026-08-18,3,2023-07-05,2023-08-08,1222,1006,0.21471172962226648
united-states_mt_bozeman,NAM,2026-08-18,4,2022-07-06,2022-08-09,1006,527,0.9089184060721063
united-states_nc_asheville,NAM,2026-08-27,0,2026-07-01,2026-08-13,6915,5930,0.16610455311973027
united-states_nc_asheville,NAM,2026-08-27,1,2025-07-02,2025-08-14,5930,6853,-0.1346855391799212
united-states_nc_asheville,NAM,2026-08-27,2,2024-07-03,2024-08-15,6853,6465,0.06001546790409895
united-states_nc_asheville,NAM,2026-08-27,3,2023-07-05,2023-08-17,6465,6118,0.056717881660673486
united-states_nc_asheville,NAM,2026-08-27,4,2022-07-06,2022-08-18,6118,5775,0.05939393939393933
united-states_nj_jersey-city,NAM,2026-08-29,0,2026-07-01,2026-08-15,4293,2686,0.5982874162323157
united-states_nj_jersey-city,NAM,2026-08-29,1,2025-07-02,2025-08-16,2686,2349,0.14346530438484462
united-states_nj_jersey-city,NAM,2026-08-29,2,2024-07-03,2024-08-17,2349,1333,0.7621905476369093
united-states_nj_jersey-city,NAM,2026-08-29,3,2023-07-05,2023-08-19,1333,761,0.7516425755584757
united-states_nj_jersey-city,NAM,2026-08-29,4,2022-07-06,2022-08-20,761,498,0.5281124497991967
united-states_nj_newark,NAM,2026-08-31,0,2026-07-01,2026-08-17,3784,3172,0.19293820933165184
united-states_nj_newark,NAM,2026-08-31,1,2025-07-02,2025-08-18,3172,2010,0.5781094527363184
united-states_nj_newark,NAM,2026-08-31,2,2024-07-03,2024-08-19,2010,1171,0.7164816396242528
united-states_nj_newark,NAM,2026-08-31,3,2023-07-05,2023-08-21,1171,660,0.7742424242424242
united-states_nj_newark,NAM,2026-08-31,4,2022-07-06,2022-08-22,660,388,0.7010309278350515
united-states_nv_clark-county-nv,NAM,2026-08-28,0,2026-07-01,2026-08-14,22170,18957,0.1694888431713879
united-states_nv_clark-county-nv,NAM,2026-08-28,1,2025-07-02,2025-08-15,18957,16058,0.18053306762984178
united-states_nv_clark-county-nv,NAM,2026-08-28,2,2024-07-03,2024-08-16,16058,11878,0.3519110961441321
united-states_nv_clark-county-nv,NAM,2026-08-28,3,2023-07-05,2023-08-18,11878,9184,0.29333623693379796
united-states_nv_clark-county-nv,NAM,2026-08-28,4,2022-07-06,2022-08-19,9184,7033,0.30584387885681785
united-states_ny_albany,NAM,2026-08-13,0,2026-07-01,2026-07-30,709,650,0.09076923076923071
united-states_ny_albany,NAM,2026-08-13,1,2025-07-02,2025-07-31,650,519,0.25240847784200393
united-states_ny_albany,NAM,2026-08-13,2,2024-07-03,2024-08-01,519,419,0.23866348448687358
united-states_ny_albany,NAM,2026-08-13,3,2023-07-05,2023-08-03,419,343,0.22157434402332354
united-states_ny_albany,NAM,2026-08-13,4,2022-07-06,2022-08-04,343,226,0.5176991150442478
united-states_ny_new-york-city,NAM,2026-08-10,0,2026-07-01,2026-07-27,13741,9627,0.42733977355354735
united-states_ny_new-york-city,NAM,2026-08-10,1,2025-07-02,2025-07-28,9627,8575,0.12268221574344018
united-states_ny_new-york-city,NAM,2026-08-10,2,2024-07-03,2024-07-29,8575,13023,-0.34154956615219223
united-states_ny_new-york-city,NAM,2026-08-10,3,2023-07-05,2023-07-31,13023,9604,0.35599750104123284
united-states_ny_new-york-city,NAM,2026-08-10,4,2022-07-06,2022-08-01,9604,6252,0.5361484325015995
united-states_ny_rochester,NAM,2026-08-29,0,2026-07-01,2026-08-15,1972,1731,0.1392258809936453
united-states_ny_rochester,NAM,2026-08-29,1,2025-07-02,2025-08-16,1731,1510,0.14635761589403984
united-states_ny_rochester,NAM,2026-08-29,2,2024-07-03,2024-08-17,1510,1150,0.31304347826086953
united-states_ny_rochester,NAM,2026-08-29,3,2023-07-05,2023-08-19,1150,751,0.5312916111850865
united-states_ny_rochester,NAM,2026-08-29,4,2022-07-06,2022-08-20,751,553,0.35804701627486435
united-states_oh_columbus,NAM,2026-08-30,0,2026-07-01,2026-08-16,7709,6399,0.20471948741990942
united-states_oh_columbus,NAM,2026-08-30,1,2025-07-02,2025-08-17,6399,5376,0.1902901785714286
united-states_oh_columbus,NAM,2026-08-30,2,2024-07-03,2024-08-18,5376,4449,0.20836142953472692
united-states_oh_columbus,NAM,2026-08-30,3,2023-07-05,2023-08-20,4449,3148,0.4132782719186785
united-states_oh_columbus,NAM,2026-08-30,4,2022-07-06,2022-08-21,3148,2172,0.4493554327808471
united-states_or_portland,NAM,2026-08-10,0,2026-07-01,2026-07-27,6902,6591,0.04718555606129571
united-states_or_portland,NAM,2026-08-10,1,2025-07-02,2025-07-28,6591,5972,0.10365036838580033
united-states_or_portland,NAM,2026-08-10,2,2024-07-03,2024-07-29,5972,5660,0.055123674911660814
united-states_or_portland,NAM,2026-08-10,3,2023-07-05,2023-07-31,5660,5423,0.04370274755670289
united-states_or_portland,NAM,2026-08-10,4,2022-07-06,2022-08-01,5423,4715,0.15015906680805946
united-states_or_salem-or,NAM,2026-08-29,0,2026-07-01,2026-08-15,814,733,0.11050477489768085
united-states_or_salem-or,NAM,2026-08-29,1,2025-07-02,2025-08-16,733,645,0.1364341085271319
united-states_or_salem-or,NAM,2026-08-29,2,2024-07-03,2024-08-17,645,549,0.17486338797814205
united-states_or_salem-or,NAM,2026-08-29,3,2023-07-05,2023-08-19,549,392,0.4005102040816326
united-states_or_salem-or,NAM,2026-08-29,4,2022-07-06,2022-08-20,392,264,0.48484848484848486
united-states_ri_rhode-island,NAM,2026-08-31,0,2026-07-01,2026-08-17,16469,14437,0.14074946318487225
united-states_ri_rhode-island,NAM,2026-08-31,1,2025-07-02,2025-08-18,14437,12431,0.1613707666318076
united-states_ri_rhode-island,NAM,2026-08-31,2,2024-07-03,2024-08-19,12431,10686,0.1632977727868239
united-states_ri_rhode-island,NAM,2026-08-31,3,2023-07-05,2023-08-21,10686,8570,0.24690781796966155
united-states_ri_rhode-island,NAM,2026-08-31,4,2022-07-06,2022-08-22,8570,6732,0.27302436125965546
united-states_tn_nashville,NAM,2026-08-27,0,2026-07-01,2026-08-13,25006,20477,0.22117497680324272
united-states_tn_nashville,NAM,2026-08-27,1,2025-07-02,2025-08-14,20477,16911,0.21086866536573834
united-states_tn_nashville,NAM,2026-08-27,2,2024-07-03,2024-08-15,16911,14673,0.15252504600286243
united-states_tn_nashville,NAM,2026-08-27,3,2023-07-05,2023-08-17,14673,12950,0.13305019305019306
united-states_tn_nashville,NAM,2026-08-27,4,2022-07-06,2022-08-18,12950,10164,0.2741046831955922
united-states_tx_austin,NAM,2026-08-25,0,2026-07-01,2026-08-11,17269,13014,0.326955586291686
united-states_tx_austin,NAM,2026-08-25,1,2025-07-02,2025-08-12,13014,11526,0.1290994273815722
united-states_tx_austin,NAM,2026-08-25,2,2024-07-03,2024-08-13,11526,9256,0.24524632670700086
united-states_tx_austin,NAM,2026-08-25,3,2023-07-05,2023-08-15,9256,7292,0.26933625891387813
united-states_tx_austin,NAM,2026-08-25,4,2022-07-06,2022-08-16,7292,6041,0.20708491971527887
united-states_tx_dallas,NAM,2026-08-27,0,2026-07-01,2026-08-13,13191,7756,0.7007478081485301
united-states_tx_dallas,NAM,2026-08-27,1,2025-07-02,2025-08-14,7756,5338,0.452978643686774
united-states_tx_dallas,NAM,2026-08-27,2,2024-07-03,2024-08-15,5338,3794,0.40695835529783864
united-states_tx_dallas,NAM,2026-08-27,3,2023-07-05,2023-08-17,3794,2737,0.38618925831202056
united-states_tx_dallas,NAM,2026-08-27,4,2022-07-06,2022-08-18,2737,2317,0.18126888217522663
united-states_tx_fort-worth,NAM,2026-08-25,0,2026-07-01,2026-08-11,3768,2605,0.4464491362763916
united-states_tx_fort-worth,NAM,2026-08-25,1,2025-07-02,2025-08-12,2605,2084,0.25
united-states_tx_fort-worth,NAM,2026-08-25,2,2024-07-03,2024-08-13,2084,1362,0.5301027900146842
united-states_tx_fort-worth,NAM,2026-08-25,3,2023-07-05,2023-08-15,1362,1046,0.30210325047801145
united-states_tx_fort-worth,NAM,2026-08-25,4,2022-07-06,2022-08-16,1046,723,0.44674965421853385
united-states_wa_seattle,NAM,2026-08-29,0,2026-07-01,2026-08-15,24838,20012,0.24115530681591046
united-states_wa_seattle,NAM,2026-08-29,1,2025-07-02,2025-08-16,20012,17857,0.12068096544772366
united-states_wa_seattle,NAM,2026-08-29,2,2024-07-03,2024-08-17,17857,15198,0.17495723121463347
united-states_wa_seattle,NAM,2026-08-29,3,2023-07-05,2023-08-19,15198,11156,0.36231624238078175
united-states_wa_seattle,NAM,2026-08-29,4,2022-07-06,2022-08-20,11156,6859,0.6264761627059339
