block,key,metric,before,after,delta
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag1,wf_ratio_vs_naive,0.8898512955447087,0.8892478401696586,-0.0006034553750500216
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag1,wf_ratio_vs_prior,0.5236870619668488,0.5233319219856291,-0.0003551399812197209
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag1,wf_ratio_vs_ar1,0.9121797600341228,0.911561162542654,-0.0006185974914688641
backtest_nights_2023Q1plus_level,GLOBAL|yoy_vmatch|w_equal|lag1,sign_acc,0.4,0.4,0.0
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag0,r,0.8223803209811194,0.8206453865847758,-0.0017349343963435349
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag0,r_2024q1plus,0.0782429052625734,0.0758573158391347,-0.0023855894234386943
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag0,perm_p,0.0029970029970029,0.0029970029970029,0.0
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag0,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag0,wf_rmse,1.7464868657247088,1.7350112357919918,-0.011475629932717002
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag0,wf_ratio_vs_naive,0.8088795513662121,0.8035646517389716,-0.005314899627240521
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag0,wf_ratio_vs_prior,0.4760343192855997,0.4729064436682084,-0.003127875617391307
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag0,wf_ratio_vs_ar1,0.8291762441162497,0.8237279811414635,-0.005448262974786178
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag0,sign_acc,0.7,0.7,0.0
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag1,r,0.7380137049639889,0.7365793694205537,-0.0014343355434351945
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag1,r_2024q1plus,0.0869491049873794,0.0830574247847463,-0.0038916802026330993
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag1,perm_p,0.0049950049950049,0.0049950049950049,0.0
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag1,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag1,wf_rmse,1.865040992912922,1.8600027471944012,-0.00503824571852074
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag1,wf_ratio_vs_naive,0.8637874989119972,0.8614540522560564,-0.0023334466559408185
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag1,wf_ratio_vs_prior,0.5083482372096955,0.5069749787454731,-0.0013732584642223156
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag1,wf_ratio_vs_ar1,0.8854619613670417,0.8830699630395397,-0.002391998327502032
backtest_nights_2023Q1plus_level,GLOBAL_NW|yoy_vmatch|w_equal|lag1,sign_acc,0.4,0.4,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag0,r,0.8612528142004804,0.8610077726616367,-0.0002450415388436378
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag0,r_2024q1plus,0.4978300749509618,0.4964934180202289,-0.0013366569307329268
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag0,perm_p,0.0019980019980019,0.0019980019980019,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag0,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag0,wf_rmse,1.2961425955853154,1.2970990746600792,0.0009564790747638163
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag0,wf_ratio_vs_naive,0.6003041086648206,0.6007470987496989,0.00044299008487824754
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag0,wf_ratio_vs_prior,0.3532854270452797,0.3535461314766739,0.00026070443139419863
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag0,wf_ratio_vs_ar1,0.6153671523894095,0.6158212581387015,0.00045410574929194425
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag0,sign_acc,0.8,0.8,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag1,r,0.7366001751799044,0.7366049908423139,4.815662409507482e-06
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag1,r_2024q1plus,0.1686787027540657,0.1685163506653688,-0.00016235208869691542
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag1,perm_p,0.0029970029970029,0.0029970029970029,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag1,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag1,wf_rmse,1.7406107901861765,1.7403903188694936,-0.00022047131668290199
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag1,wf_ratio_vs_naive,0.8061580666309521,0.806055956077917,-0.0001021105530351063
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag1,wf_ratio_vs_prior,0.474432696236522,0.4743726030773814,-6.0093159140628405e-05
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag1,wf_ratio_vs_ar1,0.826386470920239,0.8262817981729712,-0.00010467274726777553
backtest_nights_2023Q1plus_level,GLOBAL|yoy_cohort|w_equal|lag1,sign_acc,0.6,0.6,0.0
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag0,r,0.8791073613862694,0.8855097881096593,0.006402426723389865
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag0,r_2024q1plus,0.3156315273598275,0.3616392331636571,0.04600770580382957
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag0,perm_p,0.0009990009990009,0.0009990009990009,0.0
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag0,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag0,wf_rmse,1.5260118085102845,1.4769910612033037,-0.049020747306980805
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag0,wf_ratio_vs_naive,0.7067672659165064,0.6840634707334527,-0.022703795183053654
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag0,wf_ratio_vs_prior,0.4159401406002241,0.4025787128488239,-0.013361427751400201
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag0,wf_ratio_vs_ar1,0.7245017209634443,0.7012282340947598,-0.02327348686868458
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag0,sign_acc,0.7,0.7,0.0
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag1,r,0.7582424794711944,0.7581053615388786,-0.00013711793231574454
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag1,r_2024q1plus,-0.0364746162769596,-0.039683555485853,-0.0032089392088933966
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag1,perm_p,0.0069930069930069,0.0069930069930069,0.0
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag1,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag1,wf_rmse,1.843867844185364,1.8445447461048248,0.0006769019194607928
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag1,wf_ratio_vs_naive,0.8539812258847731,0.8542947307451175,0.0003135048603444268
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag1,wf_ratio_vs_prior,0.5025771400205542,0.5027616410040873,0.00018450098353306466
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag1,wf_ratio_vs_ar1,0.8754096258570656,0.8757309972926193,0.00032137143555366343
backtest_nights_2023Q1plus_level,APAC|yoy_all|w_reviews|lag1,sign_acc,0.6,0.6,0.0
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag0,r,0.8629877356217669,0.8788919705259004,0.015904234904133507
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag0,r_2024q1plus,0.3045932480698968,0.3034188423229748,-0.0011744057469220137
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag0,perm_p,0.0039960039960039,0.0019980019980019,-0.0019980019980019997
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag0,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag0,wf_rmse,1.6852402390663486,1.532486270037789,-0.15275396902855953
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag0,wf_ratio_vs_naive,0.7805133810466025,0.7097658911214733,-0.07074748992512925
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag0,wf_ratio_vs_prior,0.4593405228408416,0.4177048637976743,-0.041635659043167295
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag0,wf_ratio_vs_ar1,0.8000982997846752,0.7275755887361766,-0.07252271104849861
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag0,sign_acc,0.6,0.7,0.09999999999999998
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag1,r,0.7371500585364144,0.7543462912947541,0.017196232758339702
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag1,r_2024q1plus,-0.0661448056739373,-0.0715556888937894,-0.0054108832198521
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag1,perm_p,0.0179820179820179,0.0129870129870129,-0.004995004995005001
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag1,wf_n,10.0,10.0,0.0
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag1,wf_rmse,1.954421891816512,1.8670780208844528,-0.08734387093205909
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag1,wf_ratio_vs_naive,0.9051839633370784,0.8647309416049076,-0.0404530217321708
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag1,wf_ratio_vs_prior,0.5327105019376639,0.5089034633856397,-0.02380703855202415
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag1,wf_ratio_vs_ar1,0.927897160567844,0.8864290772588023,-0.041468083309041726
backtest_nights_2023Q1plus_level,APAC|yoy_vmatch|w_reviews|lag1,sign_acc,0.6,0.6,0.0
backtest_eurostat,EU27|2023M1+,r,0.6745315621099629,0.6745315621099629,0.0
backtest_eurostat,EU27|2023M1+,wf_ratio_vs_naive,0.591241687799536,0.591241687799536,0.0
backtest_eurostat,EU27|2023M1+,wf_ratio_vs_prior,0.4500808374826461,0.4500808374826461,0.0
backtest_eurostat,EU27|2023M1+,wf_ratio_vs_ar1,0.7407752191380461,0.7407752191380461,0.0
backtest_eurostat,EU27|2022M1+,r,0.9736738659952154,0.9736738659952154,0.0
backtest_eurostat,EU27|2022M1+,wf_ratio_vs_naive,0.5832513364108032,0.5832513364108032,0.0
backtest_eurostat,EU27|2022M1+,wf_ratio_vs_prior,0.5455047443346476,0.5455047443346476,0.0
backtest_eurostat,EU27|2022M1+,wf_ratio_vs_ar1,0.5927151002920231,0.5927151002920231,0.0
q3_2026_nowcast,yoy_all|w_reviews|GLOBAL,slope,0.322137915213933,0.3226734300855301,0.0005355148715971425
q3_2026_nowcast,yoy_all|w_reviews|GLOBAL,partial_index_3q26_pct,26.346240250216724,26.449236027694223,0.10299577747749922
q3_2026_nowcast,yoy_all|w_reviews|GLOBAL,gap_mean_pp,0.0872435389247453,0.0189940002510565,-0.0682495386736888
q3_2026_nowcast,yoy_all|w_reviews|GLOBAL,full_index_3q26_pct,26.43348378914147,26.46823002794528,0.03474623880380889
q3_2026_nowcast,yoy_all|w_reviews|GLOBAL,index_2q26_pct,25.023077793095688,25.2705465832826,0.24746879018691104
q3_2026_nowcast,yoy_all|w_reviews|GLOBAL,implied_nights_yoy,10.041046384065512,10.048698081190471,0.007651697124959611
q3_2026_nowcast,yoy_all|w_reviews|GLOBAL,implied_nights_yoy_anchored_2q26,10.79634524717142,10.72846062524596,-0.06788462192545985
q3_2026_nowcast,yoy_all|w_reviews|GLOBAL,band_pp,1.4768981639135286,1.4720710468857023,-0.004827117027826233
q3_2026_nowcast,yoy_all|w_reviews|GLOBAL,lo,8.564148220151985,8.576627034304769,0.012478814152784068
q3_2026_nowcast,yoy_all|w_reviews|GLOBAL,hi,11.517944547979042,11.520769128076171,0.002824580097129825
q3_2026_nowcast,yoy_all|w_reviews|GLOBAL,wf_rmse_pp,1.4751465417292828,1.4707545240357436,-0.004392017693539252
q3_2026_nowcast,yoy_all|w_reviews|GLOBAL,wf_ratio_vs_naive,0.6832091877073888,0.6811750394001421,-0.002034148307246686
q3_2026_nowcast,yoy_all|w_equal|GLOBAL,slope,0.2586413055254177,0.2586952269563966,5.392143097887603e-05
q3_2026_nowcast,yoy_all|w_equal|GLOBAL,partial_index_3q26_pct,24.876360875620676,24.925769376770265,0.04940850114958906
q3_2026_nowcast,yoy_all|w_equal|GLOBAL,gap_mean_pp,-0.6097901538742753,-0.593721560765384,0.016068593108891305
q3_2026_nowcast,yoy_all|w_equal|GLOBAL,full_index_3q26_pct,24.2665707217464,24.33204781600488,0.0654770942584797
q3_2026_nowcast,yoy_all|w_equal|GLOBAL,index_2q26_pct,24.63963065762592,24.725583310467,0.08595265284108322
q3_2026_nowcast,yoy_all|w_equal|GLOBAL,implied_nights_yoy,9.183352938368882,9.198136163127028,0.014783224758145863
q3_2026_nowcast,yoy_all|w_equal|GLOBAL,implied_nights_yoy_anchored_2q26,10.245511291144892,10.240194245944725,-0.005317045200166959
q3_2026_nowcast,yoy_all|w_equal|GLOBAL,band_pp,1.481270036972459,1.4786941574778203,-0.0025758794946386665
q3_2026_nowcast,yoy_all|w_equal|GLOBAL,lo,7.702082901396423,7.719442005649208,0.017359104252784974
q3_2026_nowcast,yoy_all|w_equal|GLOBAL,hi,10.664622975341342,10.676830320604848,0.012207345263506753
q3_2026_nowcast,yoy_all|w_equal|GLOBAL,wf_rmse_pp,1.4801155663934529,1.477748504627447,-0.0023670617660058735
q3_2026_nowcast,yoy_all|w_equal|GLOBAL,wf_ratio_vs_naive,0.6855105748634918,0.6844142781223489,-0.001096296741142866
q3_2026_nowcast,yoy_all|w_median|GLOBAL,slope,0.4027148528797258,0.4029635622157966,0.00024870933607079593
q3_2026_nowcast,yoy_all|w_median|GLOBAL,partial_index_3q26_pct,21.866775593758504,21.915197713196765,0.04842211943826058
q3_2026_nowcast,yoy_all|w_median|GLOBAL,gap_mean_pp,-0.6097901538742753,-0.593721560765384,0.016068593108891305
q3_2026_nowcast,yoy_all|w_median|GLOBAL,full_index_3q26_pct,21.25698543988423,21.32147615243138,0.06449071254715122
q3_2026_nowcast,yoy_all|w_median|GLOBAL,index_2q26_pct,22.54547519870647,22.63607675120356,0.09060155249709112
q3_2026_nowcast,yoy_all|w_median|GLOBAL,implied_nights_yoy,9.203325118804509,9.225875784667032,0.02255066586252319
q3_2026_nowcast,yoy_all|w_median|GLOBAL,implied_nights_yoy_anchored_2q26,9.823106036338867,9.812263859827745,-0.010842176511122403
q3_2026_nowcast,yoy_all|w_median|GLOBAL,band_pp,1.5188717828532403,1.516791023575772,-0.0020807592774683137
q3_2026_nowcast,yoy_all|w_median|GLOBAL,lo,7.684453335951268,7.70908476109126,0.024631425139991947
q3_2026_nowcast,yoy_all|w_median|GLOBAL,hi,10.72219690165775,10.742666808242804,0.02046990658505443
q3_2026_nowcast,yoy_all|w_median|GLOBAL,wf_rmse_pp,1.5161408132894962,1.5145532267178232,-0.0015875865716730164
q3_2026_nowcast,yoy_all|w_median|GLOBAL,wf_ratio_vs_naive,0.7021955474899747,0.7014602620784138,-0.0007352854115608709
q3_2026_nowcast,yoy_all|w_equal|GLOBAL_NW,slope,0.2556308702897695,0.2557789061560781,0.00014803586630862675
q3_2026_nowcast,yoy_all|w_equal|GLOBAL_NW,partial_index_3q26_pct,28.052250385505715,28.11494356739454,0.06269318188882522
q3_2026_nowcast,yoy_all|w_equal|GLOBAL_NW,gap_mean_pp,-0.6097901538742753,-0.593721560765384,0.016068593108891305
q3_2026_nowcast,yoy_all|w_equal|GLOBAL_NW,full_index_3q26_pct,27.44246023163144,27.52122200662916,0.07876177499771941
q3_2026_nowcast,yoy_all|w_equal|GLOBAL_NW,index_2q26_pct,26.58261088451917,26.69217203008727,0.10956114556810093
q3_2026_nowcast,yoy_all|w_equal|GLOBAL_NW,implied_nights_yoy,9.33486259210311,9.35205650969134,0.01719391758823008
q3_2026_nowcast,yoy_all|w_equal|GLOBAL_NW,implied_nights_yoy_anchored_2q26,10.5618040369204,10.554053496148606,-0.007750540771793268
q3_2026_nowcast,yoy_all|w_equal|GLOBAL_NW,band_pp,1.566336503193532,1.5632102555112883,-0.003126247682243566
q3_2026_nowcast,yoy_all|w_equal|GLOBAL_NW,lo,7.768526088909579,7.788846254180052,0.020320165270472756
q3_2026_nowcast,yoy_all|w_equal|GLOBAL_NW,hi,10.901199095296644,10.91526676520263,0.014067669905985625
q3_2026_nowcast,yoy_all|w_equal|GLOBAL_NW,wf_rmse_pp,1.565270050816162,1.5623358197489357,-0.002934231067226456
q3_2026_nowcast,yoy_all|w_equal|GLOBAL_NW,wf_ratio_vs_naive,0.7249495895554691,0.7235906102491586,-0.0013589793063104594
q3_2026_nowcast,yoy_vmatch|w_reviews|GLOBAL,slope,0.322181664875955,0.312306411565449,-0.009875253310505983
q3_2026_nowcast,yoy_vmatch|w_reviews|GLOBAL,partial_index_3q26_pct,5.21086868243148,5.533863355598534,0.3229946731670541
q3_2026_nowcast,yoy_vmatch|w_reviews|GLOBAL,gap_mean_pp,0.0872435389247453,0.0189940002510565,-0.0682495386736888
q3_2026_nowcast,yoy_vmatch|w_reviews|GLOBAL,full_index_3q26_pct,5.2981122213562255,5.55285735584959,0.25474513449336467
q3_2026_nowcast,yoy_vmatch|w_reviews|GLOBAL,index_2q26_pct,4.26991974978319,4.69131195530514,0.42139220552194967
q3_2026_nowcast,yoy_vmatch|w_reviews|GLOBAL,implied_nights_yoy,9.184636798698309,9.055813856970827,-0.12882294172748132
q3_2026_nowcast,yoy_vmatch|w_reviews|GLOBAL,implied_nights_yoy_anchored_2q26,10.673264762304324,10.611066152444756,-0.06219860985956771
q3_2026_nowcast,yoy_vmatch|w_reviews|GLOBAL,band_pp,1.4747761770094503,1.4558420424428309,-0.01893413456661941
q3_2026_nowcast,yoy_vmatch|w_reviews|GLOBAL,lo,7.709860621688856,7.599971814527999,-0.10988880716085703
q3_2026_nowcast,yoy_vmatch|w_reviews|GLOBAL,hi,10.659412975707758,10.51165589941366,-0.1477570762940985
q3_2026_nowcast,yoy_vmatch|w_reviews|GLOBAL,wf_rmse_pp,1.473021554719912,1.45459503197994,-0.01842652273997203
q3_2026_nowcast,yoy_vmatch|w_reviews|GLOBAL,wf_ratio_vs_naive,0.6822250070802499,0.6736908246940783,-0.008534182386171651
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL,slope,0.2560694201448418,0.2424090210271731,-0.013660399117668698
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL,partial_index_3q26_pct,3.498239066606525,3.626518736051964,0.12827966944543912
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL,gap_mean_pp,-0.6097901538742753,-0.593721560765384,0.016068593108891305
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL,full_index_3q26_pct,2.88844891273225,3.03279717528658,0.14434826255432975
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL,index_2q26_pct,3.76587155078001,3.9191290315305,0.15325748075049006
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL,implied_nights_yoy,8.576515121920806,8.572327315450412,-0.004187806470394406
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL,implied_nights_yoy_anchored_2q26,10.117318893853152,10.127145162422714,0.009826268569561591
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL,band_pp,1.6166557967613675,1.601316345826482,-0.015339450934885424
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL,lo,6.959859325159439,6.97101096962393,0.011151644464491461
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL,hi,10.193170918682174,10.173643661276897,-0.01952725740527761
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL,wf_rmse_pp,1.6156190105286126,1.6005496576475484,-0.015069352881064146
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL,wf_ratio_vs_naive,0.7482685418723896,0.7412892214795298,-0.006979320392859756
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL_NW,slope,0.2465881485472769,0.238762633627334,-0.007825514919942905
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL_NW,partial_index_3q26_pct,6.01007183010721,6.121772223408707,0.11170039330149706
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL_NW,gap_mean_pp,-0.6097901538742753,-0.593721560765384,0.016068593108891305
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL_NW,full_index_3q26_pct,5.400281676232934,5.528050662643323,0.12776898641038859
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL_NW,index_2q26_pct,5.624465893098741,5.77594750659407,0.15148161349532963
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL_NW,implied_nights_yoy,8.691982480707743,8.678792784546713,-0.013189696161029829
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL_NW,implied_nights_yoy_anchored_2q26,10.28671882902954,10.282811496670416,-0.003907332359124993
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL_NW,band_pp,1.747376313736397,1.7356974171697492,-0.011678896566647667
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL_NW,lo,6.944606166971346,6.943095367376964,-0.0015107995943823838
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL_NW,hi,10.43935879444414,10.414490201716465,-0.02486859272767461
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL_NW,wf_rmse_pp,1.7464868657247088,1.7350112357919918,-0.011475629932717002
q3_2026_nowcast,yoy_vmatch|w_equal|GLOBAL_NW,wf_ratio_vs_naive,0.8088795513662121,0.8035646517389716,-0.005314899627240521
q3_2026_nowcast,summary,mean_implied_7rows,9.173674490666981,9.16167149937769,-0.012002991289291387
q3_2026_nowcast,summary,mean_anchored_7rows,10.357724156680371,10.336570719814988,-0.021153436865382957
q3_2026_nowcast,summary,min_lo,6.944606166971346,6.943095367376964,-0.0015107995943823838
q3_2026_nowcast,summary,max_hi,11.517944547979042,11.520769128076171,0.002824580097129825
q3_2026_nowcast,summary,mean_band_pp,1.5545978249199963,1.5462317555556635,-0.008366069364332818
posting_completeness,k=7,completeness,0.6767082642464438,0.677088330021243,0.0003800657747992098
posting_completeness,k=10,completeness,0.7370975286505028,0.7369382049185005,-0.00015932373200233663
posting_completeness,k=14,completeness,1.0074863595990358,1.0077787073461617,0.0002923477471259428
posting_completeness,k=21,completeness,1.0333350659251177,1.0330790533308416,-0.00025601259427610046
partial_to_full_gap,GLOBAL|2023,gap_cw_pp,0.0829932947875367,-0.104628530787143,-0.1876218255746797
partial_to_full_gap,GLOBAL|2023,gap_eq_pp,-0.3534274294246298,-0.3592878890867568,-0.005860459662127004
partial_to_full_gap,GLOBAL|2024,gap_cw_pp,0.3125617739018871,0.2412692445477482,-0.0712925293541389
partial_to_full_gap,GLOBAL|2024,gap_eq_pp,-0.6953591683801413,-0.6873502491136801,0.00800891926646119
partial_to_full_gap,GLOBAL|2025,gap_cw_pp,-0.1338244519151876,-0.0796587130074355,0.0541657389077521
partial_to_full_gap,GLOBAL|2025,gap_eq_pp,-0.7805838638180546,-0.7345265440957149,0.04605731972233962
