variant,window,strategy,subset,side,horizon,n,mean_pct,bootstrap90_lo,bootstrap90_hi
full_sample,W1,guide_gap_only,all,negative,5,6,-2.7539298187886616,-4.607370539555902,-0.7627600206487785
full_sample,W1,guide_gap_only,all,negative,20,6,-3.973528061732638,-5.689723647352834,-2.2515201898666293
full_sample,W1,guide_gap_only,all,negative,60,6,-2.4193655669736667,-7.728145823760627,4.212633647295898
full_sample,W1,guide_gap_only,all,direction_adjusted,1,13,-0.192364140668819,-1.5538397492049152,1.2322621957964388
full_sample,W1,guide_gap_only,all,direction_adjusted,5,13,0.9352969836748695,-0.6276735430623005,2.5290279618599785
full_sample,W1,guide_gap_only,all,direction_adjusted,20,13,1.0430926873889705,-1.9978934669296646,3.9932375414087744
full_sample,W1,guide_gap_only,all,direction_adjusted,60,13,-2.2627862219122683,-7.309751832454202,2.668067952609894
full_sample,W1,guide_gap_only,abs_signal_gt1,positive,1,6,-0.27585553913103317,-2.4492506393262907,1.8975395610642245
full_sample,W1,guide_gap_only,abs_signal_gt1,positive,5,6,-1.05202277090554,-2.4607727955236913,0.3567272537126113
full_sample,W1,guide_gap_only,abs_signal_gt1,positive,20,6,-2.3005730753133924,-6.38412578171247,1.8321409169236123
full_sample,W1,guide_gap_only,abs_signal_gt1,positive,60,6,-6.561820010023847,-11.593077514080079,-2.6531063448651633
full_sample,W1,guide_gap_only,abs_signal_gt1,negative,1,4,1.8716008612079726,0.8980398065555728,2.8451619158603725
full_sample,W1,guide_gap_only,abs_signal_gt1,negative,5,4,-2.5444360495812695,-4.603277766765734,-0.48559433239680505
full_sample,W1,guide_gap_only,abs_signal_gt1,negative,20,4,-4.617562718508977,-8.389087771973747,-0.8460376650442081
full_sample,W1,guide_gap_only,abs_signal_gt1,negative,60,4,-3.518807524455341,-11.649377157051653,4.611762108140971
full_sample,W1,guide_gap_only,abs_signal_gt1,direction_adjusted,1,10,-0.9141536679618092,-2.3598407324822452,0.4878437537599653
full_sample,W1,guide_gap_only,abs_signal_gt1,direction_adjusted,5,10,0.3865607572891837,-1.7362687324289172,2.501639288162092
full_sample,W1,guide_gap_only,abs_signal_gt1,direction_adjusted,20,10,0.4666812422155555,-3.2195204446405237,4.332583323519749
full_sample,W1,guide_gap_only,abs_signal_gt1,direction_adjusted,60,10,-2.5295689962321717,-8.768644980878275,3.8158275023029704
full_sample,W1,zero,all,positive,1,0,,,
full_sample,W1,zero,all,positive,5,0,,,
full_sample,W1,zero,all,positive,20,0,,,
full_sample,W1,zero,all,positive,60,0,,,
full_sample,W1,zero,all,negative,1,0,,,
full_sample,W1,zero,all,negative,5,0,,,
full_sample,W1,zero,all,negative,20,0,,,
full_sample,W1,zero,all,negative,60,0,,,
full_sample,W1,zero,all,direction_adjusted,1,14,0.0,0.0,0.0
full_sample,W1,zero,all,direction_adjusted,5,14,0.0,0.0,0.0
full_sample,W1,zero,all,direction_adjusted,20,14,0.0,0.0,0.0
full_sample,W1,zero,all,direction_adjusted,60,14,0.0,0.0,0.0
full_sample,W1,zero,abs_signal_gt1,positive,1,0,,,
full_sample,W1,zero,abs_signal_gt1,positive,5,0,,,
full_sample,W1,zero,abs_signal_gt1,positive,20,0,,,
full_sample,W1,zero,abs_signal_gt1,positive,60,0,,,
full_sample,W1,zero,abs_signal_gt1,negative,1,0,,,
full_sample,W1,zero,abs_signal_gt1,negative,5,0,,,
full_sample,W1,zero,abs_signal_gt1,negative,20,0,,,
full_sample,W1,zero,abs_signal_gt1,negative,60,0,,,
full_sample,W1,zero,abs_signal_gt1,direction_adjusted,1,10,0.0,0.0,0.0
full_sample,W1,zero,abs_signal_gt1,direction_adjusted,5,10,0.0,0.0,0.0
full_sample,W1,zero,abs_signal_gt1,direction_adjusted,20,10,0.0,0.0,0.0
full_sample,W1,zero,abs_signal_gt1,direction_adjusted,60,10,0.0,0.0,0.0
full_sample,W1,previous_surprise_sign,all,positive,1,6,-1.7927351827095148,-3.3220395799652063,0.5549939313212459
full_sample,W1,previous_surprise_sign,all,positive,5,6,-4.211756429458659,-5.608047581977131,-2.8154652769401878
full_sample,W1,previous_surprise_sign,all,positive,20,6,-2.9547699858949286,-4.117760491415764,-1.8531386887367864
full_sample,W1,previous_surprise_sign,all,positive,60,6,-0.303972598360226,-5.573553830276263,5.094640061674153
full_sample,W1,previous_surprise_sign,all,negative,1,7,1.9437643038699914,1.3801082269287384,2.447173827920108
full_sample,W1,previous_surprise_sign,all,negative,5,7,0.5684194866078739,-0.9768906543530832,2.139707582456134
full_sample,W1,previous_surprise_sign,all,negative,20,7,-2.3062134320799097,-6.1933325348746155,2.2781399584408235
full_sample,W1,previous_surprise_sign,all,negative,60,7,-5.944763292101626,-11.620159129725822,-0.2418848073999997
full_sample,W1,previous_surprise_sign,all,direction_adjusted,1,13,-1.8740585556420792,-2.726799069518851,-0.9610757932276167
full_sample,W1,previous_surprise_sign,all,direction_adjusted,5,13,-2.249959614077467,-3.4439728084646415,-0.8298909436119067
full_sample,W1,previous_surprise_sign,all,direction_adjusted,20,13,-0.12193276083155394,-3.110668358591654,2.574679591052973
full_sample,W1,previous_surprise_sign,all,direction_adjusted,60,13,3.0607313426576943,-1.9653701011328635,8.080777540123314
full_sample,W1,previous_surprise_sign,abs_signal_gt1,positive,1,5,-0.9017799190611496,-3.1940924735240572,1.4484963078961055
full_sample,W1,previous_surprise_sign,abs_signal_gt1,positive,5,5,-3.631700616250955,-5.097690087708275,-2.1746774747867437
full_sample,W1,previous_surprise_sign,abs_signal_gt1,positive,20,5,-2.6613262075702893,-3.8506591711193154,-1.4719932440212633
full_sample,W1,previous_surprise_sign,abs_signal_gt1,positive,60,5,-1.2340102014978855,-6.963613123769255,5.089487276801359
full_sample,W1,previous_surprise_sign,abs_signal_gt1,negative,1,5,2.068033961070288,1.0486696431975773,3.1208903622595363
full_sample,W1,previous_surprise_sign,abs_signal_gt1,negative,5,5,0.33372445149929086,-1.5109901547206483,2.1784390577192303
full_sample,W1,previous_surprise_sign,abs_signal_gt1,negative,20,5,-3.793411657612964,-8.056198600273857,0.698541864679121
full_sample,W1,previous_surprise_sign,abs_signal_gt1,negative,60,5,-9.455219830095002,-13.569070144463542,-5.341369515726465
full_sample,W1,previous_surprise_sign,abs_signal_gt1,direction_adjusted,1,10,-1.4849069400657193,-2.578230968308738,-0.48180222225150837
full_sample,W1,previous_surprise_sign,abs_signal_gt1,direction_adjusted,5,10,-1.982712533875123,-3.1740329325939585,-0.6368216133686301
full_sample,W1,previous_surprise_sign,abs_signal_gt1,direction_adjusted,20,10,0.5660427250213376,-2.2734583397360892,3.2389980220093064
full_sample,W1,previous_surprise_sign,abs_signal_gt1,direction_adjusted,60,10,4.110604814298559,-1.3514837670762698,9.938994545244228
full_sample,W2,kernel,all,positive,1,6,-0.7746062791877487,-2.5250263243617326,0.7806099131031696
full_sample,W2,kernel,all,positive,5,6,-2.594579412087779,-4.131841583937729,-1.0498452985769051
full_sample,W2,kernel,all,positive,20,6,-2.1604363663909663,-6.054691078029692,1.7338183452477587
full_sample,W2,kernel,all,positive,60,6,-5.090591362811886,-8.899892126765458,-0.6297666073444633
full_sample,W2,kernel,all,negative,1,3,0.9466240635501499,-0.1278698042250189,2.021117931325319
full_sample,W2,kernel,all,negative,5,3,2.240742703557038,1.1599400208850492,3.321545386229026
full_sample,W2,kernel,all,negative,20,3,0.800959604374459,-0.6895082744198552,2.291427483168773
full_sample,W2,kernel,all,negative,60,3,-4.313923758491555,-4.711950556418605,-3.9158969605645044
full_sample,W2,kernel,all,direction_adjusted,1,9,-0.8319455406418824,-2.0607965048821497,0.2913944260277616
full_sample,W2,kernel,all,direction_adjusted,5,9,-2.4766338425775323,-3.5882204893089185,-1.3750022109102749
full_sample,W2,kernel,all,direction_adjusted,20,9,-1.7072774457187974,-4.03694415283503,0.7926557324756193
full_sample,W2,kernel,all,direction_adjusted,60,9,-1.955752989044072,-4.922408554141157,1.0513773596603486
full_sample,W2,kernel,abs_signal_gt1,positive,1,6,-0.7746062791877487,-2.5250263243617326,0.7806099131031696
full_sample,W2,kernel,abs_signal_gt1,positive,5,6,-2.594579412087779,-4.131841583937729,-1.0498452985769051
full_sample,W2,kernel,abs_signal_gt1,positive,20,6,-2.1604363663909663,-6.054691078029692,1.7338183452477587
full_sample,W2,kernel,abs_signal_gt1,positive,60,6,-5.090591362811886,-8.899892126765458,-0.6297666073444633
full_sample,W2,kernel,abs_signal_gt1,negative,1,1,2.96451468244312,2.96451468244312,2.96451468244312
full_sample,W2,kernel,abs_signal_gt1,negative,5,1,4.008608829106253,4.008608829106253,4.008608829106253
full_sample,W2,kernel,abs_signal_gt1,negative,20,1,-0.1706675855759787,-0.1706675855759787,-0.1706675855759787
full_sample,W2,kernel,abs_signal_gt1,negative,60,1,-3.5930983275675548,-3.5930983275675548,-3.5930983275675548
full_sample,W2,kernel,abs_signal_gt1,direction_adjusted,1,7,-1.087450336795659,-2.766500621122218,0.5598992819929245
full_sample,W2,kernel,abs_signal_gt1,direction_adjusted,5,7,-2.79658361451899,-4.268255076162144,-1.2456608392446809
full_sample,W2,kernel,abs_signal_gt1,direction_adjusted,20,7,-1.8274215161099743,-5.211216908457305,1.5850018412128908
full_sample,W2,kernel,abs_signal_gt1,direction_adjusted,60,7,-3.850064264186251,-7.79446927516735,-0.025375421665358482
full_sample,W2,guide_gap_only,all,positive,1,5,-1.2618785718295844,-3.1940924735240572,0.7314849961463921
full_sample,W2,guide_gap_only,all,positive,5,5,-0.8827004877041265,-2.7790278898315117,1.2270771563387028
full_sample,W2,guide_gap_only,all,positive,20,5,1.4676064726285691,-1.9194848775816564,4.913691365844306
full_sample,W2,guide_gap_only,all,positive,60,5,-2.3612576178652818,-5.196694077899371,0.6560771030018046
full_sample,W2,guide_gap_only,all,negative,1,4,1.1254068436679698,-0.054356261428445435,2.305169948764385
full_sample,W2,guide_gap_only,all,negative,5,4,-1.107936480833732,-2.519985588522722,0.3041126268552574
full_sample,W2,guide_gap_only,all,negative,20,4,-4.474442937091316,-6.383754938537701,-2.5651309356449326
full_sample,W2,guide_gap_only,all,negative,60,4,-7.919757840754892,-9.091634088628265,-6.7478815928815195
full_sample,W2,guide_gap_only,all,direction_adjusted,1,9,-1.2012244704244222,-2.3272415511885836,-0.11746935485353045
full_sample,W2,guide_gap_only,all,direction_adjusted,5,9,0.002027053868254944,-1.6597486356369753,1.725072522845202
full_sample,W2,guide_gap_only,all,direction_adjusted,20,9,2.8039782346120123,0.2821828450304925,5.411941113082906
full_sample,W2,guide_gap_only,all,direction_adjusted,60,9,2.2080825859659066,-1.5688184054462235,6.012611593018756
full_sample,W2,guide_gap_only,abs_signal_gt1,positive,1,4,-1.6109293220594096,-4.10263378202938,0.8807751379105611
full_sample,W2,guide_gap_only,abs_signal_gt1,positive,5,4,-1.5902302347488018,-3.166553393298943,-0.013907076198660384
full_sample,W2,guide_gap_only,abs_signal_gt1,positive,20,4,0.953889336400424,-1.53338154765536,3.441160220456208
full_sample,W2,guide_gap_only,abs_signal_gt1,positive,60,4,-1.8111984656920013,-5.355494040734614,1.7330971093506122
full_sample,W2,guide_gap_only,abs_signal_gt1,negative,1,3,1.5868647651847552,0.6487780037122137,2.5249515266572966
full_sample,W2,guide_gap_only,abs_signal_gt1,negative,5,3,-1.7326489014750717,-5.0042424972224,1.5389446942722558
full_sample,W2,guide_gap_only,abs_signal_gt1,negative,20,3,-5.649614376507824,-9.532252267393702,-1.7669764856219479
full_sample,W2,guide_gap_only,abs_signal_gt1,negative,60,3,-8.963950880556952,-12.231614590003709,-5.696287171110199
full_sample,W2,guide_gap_only,abs_signal_gt1,direction_adjusted,1,7,-1.6006159405417009,-3.0244470605245413,-0.020856213073613565
full_sample,W2,guide_gap_only,abs_signal_gt1,direction_adjusted,5,7,-0.16613917636714173,-2.6986578617351746,2.585629795453208
full_sample,W2,guide_gap_only,abs_signal_gt1,direction_adjusted,20,7,2.966342925017881,-0.5887774747866071,6.662450594145221
full_sample,W2,guide_gap_only,abs_signal_gt1,direction_adjusted,60,7,2.8067226827004084,-1.8561207507190798,7.456855347726652
full_sample,W2,zero,all,positive,1,0,,,
full_sample,W2,zero,all,positive,5,0,,,
full_sample,W2,zero,all,positive,20,0,,,
full_sample,W2,zero,all,positive,60,0,,,
full_sample,W2,zero,all,negative,1,0,,,
full_sample,W2,zero,all,negative,5,0,,,
full_sample,W2,zero,all,negative,20,0,,,
full_sample,W2,zero,all,negative,60,0,,,
full_sample,W2,zero,all,direction_adjusted,1,10,0.0,0.0,0.0
full_sample,W2,zero,all,direction_adjusted,5,10,0.0,0.0,0.0
full_sample,W2,zero,all,direction_adjusted,20,10,0.0,0.0,0.0
full_sample,W2,zero,all,direction_adjusted,60,10,0.0,0.0,0.0
full_sample,W2,zero,abs_signal_gt1,positive,1,0,,,
full_sample,W2,zero,abs_signal_gt1,positive,5,0,,,
full_sample,W2,zero,abs_signal_gt1,positive,20,0,,,
full_sample,W2,zero,abs_signal_gt1,positive,60,0,,,
full_sample,W2,zero,abs_signal_gt1,negative,1,0,,,
full_sample,W2,zero,abs_signal_gt1,negative,5,0,,,
full_sample,W2,zero,abs_signal_gt1,negative,20,0,,,
full_sample,W2,zero,abs_signal_gt1,negative,60,0,,,
full_sample,W2,zero,abs_signal_gt1,direction_adjusted,1,7,0.0,0.0,0.0
full_sample,W2,zero,abs_signal_gt1,direction_adjusted,5,7,0.0,0.0,0.0
full_sample,W2,zero,abs_signal_gt1,direction_adjusted,20,7,0.0,0.0,0.0
full_sample,W2,zero,abs_signal_gt1,direction_adjusted,60,7,0.0,0.0,0.0
full_sample,W2,previous_surprise_sign,all,positive,1,4,-1.8086771861458433,-4.10263378202938,0.48527940973769335
full_sample,W2,previous_surprise_sign,all,positive,5,4,-3.2946763968387276,-4.732309756534347,-1.857043037143108
full_sample,W2,previous_surprise_sign,all,positive,20,4,-2.946305823334752,-4.506713956527925,-1.3858976901415798
full_sample,W2,previous_surprise_sign,all,positive,60,4,-4.746668387834732,-6.8402304308043,-2.6531063448651633
full_sample,W2,previous_surprise_sign,all,negative,1,5,1.7635532147276998,1.0231310498730029,2.470507137541264
full_sample,W2,previous_surprise_sign,all,negative,5,5,0.7860304185386302,-1.4938303093478633,2.9476495951966664
full_sample,W2,previous_surprise_sign,all,negative,20,5,0.2951003545845364,-5.0411303220229176,5.6313310311919915
full_sample,W2,previous_surprise_sign,all,negative,60,5,-1.8974433694672619,-5.922826407570765,2.5157173806823736
full_sample,W2,previous_surprise_sign,all,direction_adjusted,1,9,-1.7836083131357638,-2.6574189980799123,-0.9467734548443667
full_sample,W2,previous_surprise_sign,all,direction_adjusted,5,9,-1.9009841866720067,-3.445306356921712,-0.07912281018347277
full_sample,W2,previous_surprise_sign,all,direction_adjusted,20,9,-1.473413896251299,-4.762769577732521,2.1203368485818044
full_sample,W2,previous_surprise_sign,all,direction_adjusted,60,9,-1.0554951893336242,-5.375184054074752,3.1538851552881364
full_sample,W2,previous_surprise_sign,abs_signal_gt1,positive,1,4,-1.8086771861458433,-4.10263378202938,0.48527940973769335
full_sample,W2,previous_surprise_sign,abs_signal_gt1,positive,5,4,-3.2946763968387276,-4.732309756534347,-1.857043037143108
full_sample,W2,previous_surprise_sign,abs_signal_gt1,positive,20,4,-2.946305823334752,-4.506713956527925,-1.3858976901415798
full_sample,W2,previous_surprise_sign,abs_signal_gt1,positive,60,4,-4.746668387834732,-6.8402304308043,-2.6531063448651633
full_sample,W2,previous_surprise_sign,abs_signal_gt1,negative,1,3,1.850528583966667,1.1761056412760373,2.5249515266572966
full_sample,W2,previous_surprise_sign,abs_signal_gt1,negative,5,3,0.539945981311496,-2.731647614435832,3.8115395770588236
full_sample,W2,previous_surprise_sign,abs_signal_gt1,negative,20,3,-0.4493541635275899,-7.935943367347733,7.037235040292553
full_sample,W2,previous_surprise_sign,abs_signal_gt1,negative,60,3,-5.049990984366647,-7.799476014652842,-2.3005059540804518
full_sample,W2,previous_surprise_sign,abs_signal_gt1,direction_adjusted,1,7,-1.826613499497625,-3.048352187238479,-0.6048748117567709
full_sample,W2,previous_surprise_sign,abs_signal_gt1,direction_adjusted,5,7,-2.1140776473270573,-3.8815209694897335,-0.009045899553429873
full_sample,W2,previous_surprise_sign,abs_signal_gt1,direction_adjusted,20,7,-1.4910229718223198,-5.419690367655696,2.5670388037784737
full_sample,W2,previous_surprise_sign,abs_signal_gt1,direction_adjusted,60,7,-0.5481000854627122,-4.22439393199169,3.3866164795805926
full_sample,extension,kernel,all,positive,1,2,-0.24562159823877172,-0.24562159823877172,-0.24562159823877172
full_sample,extension,kernel,all,positive,5,2,1.8911155689607884,1.8911155689607884,1.8911155689607884
full_sample,extension,kernel,all,positive,20,2,0.811897979492282,0.811897979492282,0.811897979492282
full_sample,extension,kernel,all,positive,60,2,9.872387933560232,9.872387933560232,9.872387933560232
full_sample,extension,kernel,all,negative,1,0,,,
full_sample,extension,kernel,all,negative,5,0,,,
full_sample,extension,kernel,all,negative,20,0,,,
full_sample,extension,kernel,all,negative,60,0,,,
full_sample,extension,kernel,all,direction_adjusted,1,2,-0.24562159823877172,-0.24562159823877172,-0.24562159823877172
full_sample,extension,kernel,all,direction_adjusted,5,2,1.8911155689607884,1.8911155689607884,1.8911155689607884
full_sample,extension,kernel,all,direction_adjusted,20,2,0.811897979492282,0.811897979492282,0.811897979492282
full_sample,extension,kernel,all,direction_adjusted,60,2,9.872387933560232,9.872387933560232,9.872387933560232
full_sample,extension,kernel,abs_signal_gt1,positive,1,2,-0.24562159823877172,-0.24562159823877172,-0.24562159823877172
full_sample,extension,kernel,abs_signal_gt1,positive,5,2,1.8911155689607884,1.8911155689607884,1.8911155689607884
full_sample,extension,kernel,abs_signal_gt1,positive,20,2,0.811897979492282,0.811897979492282,0.811897979492282
full_sample,extension,kernel,abs_signal_gt1,positive,60,2,9.872387933560232,9.872387933560232,9.872387933560232
full_sample,extension,kernel,abs_signal_gt1,negative,1,0,,,
full_sample,extension,kernel,abs_signal_gt1,negative,5,0,,,
full_sample,extension,kernel,abs_signal_gt1,negative,20,0,,,
full_sample,extension,kernel,abs_signal_gt1,negative,60,0,,,
full_sample,extension,kernel,abs_signal_gt1,direction_adjusted,1,2,-0.24562159823877172,-0.24562159823877172,-0.24562159823877172
full_sample,extension,kernel,abs_signal_gt1,direction_adjusted,5,2,1.8911155689607884,1.8911155689607884,1.8911155689607884
full_sample,extension,kernel,abs_signal_gt1,direction_adjusted,20,2,0.811897979492282,0.811897979492282,0.811897979492282
full_sample,extension,kernel,abs_signal_gt1,direction_adjusted,60,2,9.872387933560232,9.872387933560232,9.872387933560232
full_sample,extension,guide_gap_only,all,positive,1,1,4.11436157138223,4.11436157138223,4.11436157138223
full_sample,extension,guide_gap_only,all,positive,5,1,5.416772062076669,5.416772062076669,5.416772062076669
full_sample,extension,guide_gap_only,all,positive,20,1,8.76111966277574,8.76111966277574,8.76111966277574
full_sample,extension,guide_gap_only,all,positive,60,1,18.607927406417232,18.607927406417232,18.607927406417232
full_sample,extension,guide_gap_only,all,negative,1,1,-4.605604767859774,-4.605604767859774,-4.605604767859774
full_sample,extension,guide_gap_only,all,negative,5,1,-1.6345409241550923,-1.6345409241550923,-1.6345409241550923
full_sample,extension,guide_gap_only,all,negative,20,1,-7.137323703791177,-7.137323703791177,-7.137323703791177
full_sample,extension,guide_gap_only,all,negative,60,1,1.1368484607032323,1.1368484607032323,1.1368484607032323
full_sample,extension,guide_gap_only,all,direction_adjusted,1,2,4.359983169621001,4.359983169621001,4.359983169621001
full_sample,extension,guide_gap_only,all,direction_adjusted,5,2,3.5256564931158807,3.5256564931158807,3.5256564931158807
full_sample,extension,guide_gap_only,all,direction_adjusted,20,2,7.949221683283459,7.949221683283459,7.949221683283459
full_sample,extension,guide_gap_only,all,direction_adjusted,60,2,8.735539472857,8.735539472857,8.735539472857
full_sample,extension,guide_gap_only,abs_signal_gt1,positive,1,1,4.11436157138223,4.11436157138223,4.11436157138223
full_sample,extension,guide_gap_only,abs_signal_gt1,positive,5,1,5.416772062076669,5.416772062076669,5.416772062076669
full_sample,extension,guide_gap_only,abs_signal_gt1,positive,20,1,8.76111966277574,8.76111966277574,8.76111966277574
full_sample,extension,guide_gap_only,abs_signal_gt1,positive,60,1,18.607927406417232,18.607927406417232,18.607927406417232
full_sample,extension,guide_gap_only,abs_signal_gt1,negative,1,1,-4.605604767859774,-4.605604767859774,-4.605604767859774
full_sample,extension,guide_gap_only,abs_signal_gt1,negative,5,1,-1.6345409241550923,-1.6345409241550923,-1.6345409241550923
full_sample,extension,guide_gap_only,abs_signal_gt1,negative,20,1,-7.137323703791177,-7.137323703791177,-7.137323703791177
full_sample,extension,guide_gap_only,abs_signal_gt1,negative,60,1,1.1368484607032323,1.1368484607032323,1.1368484607032323
full_sample,extension,guide_gap_only,abs_signal_gt1,direction_adjusted,1,2,4.359983169621001,4.359983169621001,4.359983169621001
full_sample,extension,guide_gap_only,abs_signal_gt1,direction_adjusted,5,2,3.5256564931158807,3.5256564931158807,3.5256564931158807
full_sample,extension,guide_gap_only,abs_signal_gt1,direction_adjusted,20,2,7.949221683283459,7.949221683283459,7.949221683283459
full_sample,extension,guide_gap_only,abs_signal_gt1,direction_adjusted,60,2,8.735539472857,8.735539472857,8.735539472857
full_sample,extension,zero,all,positive,1,0,,,
full_sample,extension,zero,all,positive,5,0,,,
full_sample,extension,zero,all,positive,20,0,,,
full_sample,extension,zero,all,positive,60,0,,,
full_sample,extension,zero,all,negative,1,0,,,
full_sample,extension,zero,all,negative,5,0,,,
full_sample,extension,zero,all,negative,20,0,,,
full_sample,extension,zero,all,negative,60,0,,,
full_sample,extension,zero,all,direction_adjusted,1,5,0.0,0.0,0.0
full_sample,extension,zero,all,direction_adjusted,5,5,0.0,0.0,0.0
full_sample,extension,zero,all,direction_adjusted,20,5,0.0,0.0,0.0
full_sample,extension,zero,all,direction_adjusted,60,5,0.0,0.0,0.0
full_sample,extension,zero,abs_signal_gt1,positive,1,0,,,
full_sample,extension,zero,abs_signal_gt1,positive,5,0,,,
full_sample,extension,zero,abs_signal_gt1,positive,20,0,,,
full_sample,extension,zero,abs_signal_gt1,positive,60,0,,,
full_sample,extension,zero,abs_signal_gt1,negative,1,0,,,
full_sample,extension,zero,abs_signal_gt1,negative,5,0,,,
full_sample,extension,zero,abs_signal_gt1,negative,20,0,,,
full_sample,extension,zero,abs_signal_gt1,negative,60,0,,,
full_sample,extension,zero,abs_signal_gt1,direction_adjusted,1,2,0.0,0.0,0.0
full_sample,extension,zero,abs_signal_gt1,direction_adjusted,5,2,0.0,0.0,0.0
full_sample,extension,zero,abs_signal_gt1,direction_adjusted,20,2,0.0,0.0,0.0
full_sample,extension,zero,abs_signal_gt1,direction_adjusted,60,2,0.0,0.0,0.0
full_sample,extension,previous_surprise_sign,all,positive,1,1,-4.605604767859774,-4.605604767859774,-4.605604767859774
full_sample,extension,previous_surprise_sign,all,positive,5,1,-1.6345409241550923,-1.6345409241550923,-1.6345409241550923
full_sample,extension,previous_surprise_sign,all,positive,20,1,-7.137323703791177,-7.137323703791177,-7.137323703791177
full_sample,extension,previous_surprise_sign,all,positive,60,1,1.1368484607032323,1.1368484607032323,1.1368484607032323
full_sample,extension,previous_surprise_sign,all,negative,1,0,,,
full_sample,extension,previous_surprise_sign,all,negative,5,0,,,
full_sample,extension,previous_surprise_sign,all,negative,20,0,,,
full_sample,extension,previous_surprise_sign,all,negative,60,0,,,
full_sample,extension,previous_surprise_sign,all,direction_adjusted,1,1,-4.605604767859774,-4.605604767859774,-4.605604767859774
full_sample,extension,previous_surprise_sign,all,direction_adjusted,5,1,-1.6345409241550923,-1.6345409241550923,-1.6345409241550923
full_sample,extension,previous_surprise_sign,all,direction_adjusted,20,1,-7.137323703791177,-7.137323703791177,-7.137323703791177
full_sample,extension,previous_surprise_sign,all,direction_adjusted,60,1,1.1368484607032323,1.1368484607032323,1.1368484607032323
full_sample,extension,previous_surprise_sign,abs_signal_gt1,positive,1,1,-4.605604767859774,-4.605604767859774,-4.605604767859774
full_sample,extension,previous_surprise_sign,abs_signal_gt1,positive,5,1,-1.6345409241550923,-1.6345409241550923,-1.6345409241550923
full_sample,extension,previous_surprise_sign,abs_signal_gt1,positive,20,1,-7.137323703791177,-7.137323703791177,-7.137323703791177
full_sample,extension,previous_surprise_sign,abs_signal_gt1,positive,60,1,1.1368484607032323,1.1368484607032323,1.1368484607032323
full_sample,extension,previous_surprise_sign,abs_signal_gt1,negative,1,0,,,
full_sample,extension,previous_surprise_sign,abs_signal_gt1,negative,5,0,,,
full_sample,extension,previous_surprise_sign,abs_signal_gt1,negative,20,0,,,
full_sample,extension,previous_surprise_sign,abs_signal_gt1,negative,60,0,,,
full_sample,extension,previous_surprise_sign,abs_signal_gt1,direction_adjusted,1,1,-4.605604767859774,-4.605604767859774,-4.605604767859774
full_sample,extension,previous_surprise_sign,abs_signal_gt1,direction_adjusted,5,1,-1.6345409241550923,-1.6345409241550923,-1.6345409241550923
full_sample,extension,previous_surprise_sign,abs_signal_gt1,direction_adjusted,20,1,-7.137323703791177,-7.137323703791177,-7.137323703791177
full_sample,extension,previous_surprise_sign,abs_signal_gt1,direction_adjusted,60,1,1.1368484607032323,1.1368484607032323,1.1368484607032323
