id,metric,scenario,period,value,units,as_of,status,evidence_status,source,definition,url,register_id
R:review_with_k:2026Q3:revenue_musd,revenue_musd,review_with_k,2026Q3,4808.36292949392,USD millions,2026-08-06,calculated,conditional benchmark review; conversion and FX/RNPL pending,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\forecast.csv,Kernel/guide calculation; pending L3 adjustment is not zero,,
M:review_with_k_fx_up_sensitivity:value_per_share,value_per_share,review_with_k_fx_up_sensitivity,FY2027,188.43168815512678,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
M:review_with_k_fx_up_sensitivity:six_lens_mean,six_lens_mean,review_with_k_fx_up_sensitivity,FY2027,163.86640215013395,USD/share,2026-09-13,estimated,inherited model assumptions; fixed2/3 benchmark provisional,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\scenario_summary.csv,FY27-end cash/shares; no adopted target,,
O:review_with_k:2026Q3:nights_m,nights_m,review_with_k,2026Q3,146.8,million nights,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Team Q3 nights; ADRv3 Q4 case B; published dollar ADR with imposed K mechanics,,
O:review_with_k:2026Q3:adr_usd,adr_usd,review_with_k,2026Q3,177.17,USD/night,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Team Q3 nights; ADRv3 Q4 case B; published dollar ADR with imposed K mechanics,,
O:review_with_k:2026Q3:gbv_musd,gbv_musd,review_with_k,2026Q3,26008.556,USD millions,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Team Q3 nights; ADRv3 Q4 case B; published dollar ADR with imposed K mechanics,,
O:review_with_k:2026Q3:embedded_adr_fx_pp,embedded_adr_fx_pp,review_with_k,2026Q3,-0.43,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Team Q3 nights; ADRv3 Q4 case B; published dollar ADR with imposed K mechanics,,
O:review_with_k:2026Q3:k_line_pp,k_line_pp,review_with_k,2026Q3,0.17,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Team Q3 nights; ADRv3 Q4 case B; published dollar ADR with imposed K mechanics,,
O:review_with_k:2026Q4:nights_m,nights_m,review_with_k,2026Q4,131.8,million nights,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Team Q3 nights; ADRv3 Q4 case B; published dollar ADR with imposed K mechanics,,
O:review_with_k:2026Q4:adr_usd,adr_usd,review_with_k,2026Q4,174.57,USD/night,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Team Q3 nights; ADRv3 Q4 case B; published dollar ADR with imposed K mechanics,,
O:review_with_k:2026Q4:gbv_musd,gbv_musd,review_with_k,2026Q4,23008.326,USD millions,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Team Q3 nights; ADRv3 Q4 case B; published dollar ADR with imposed K mechanics,,
O:review_with_k:2026Q4:embedded_adr_fx_pp,embedded_adr_fx_pp,review_with_k,2026Q4,0.15,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Team Q3 nights; ADRv3 Q4 case B; published dollar ADR with imposed K mechanics,,
O:review_with_k:2026Q4:k_line_pp,k_line_pp,review_with_k,2026Q4,0.37,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Team Q3 nights; ADRv3 Q4 case B; published dollar ADR with imposed K mechanics,,
O:review_without_k:2026Q3:nights_m,nights_m,review_without_k,2026Q3,146.8,million nights,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Same nights; ADRv3 without-K replaces with-K ADR once,,
O:review_without_k:2026Q3:adr_usd,adr_usd,review_without_k,2026Q3,176.88,USD/night,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Same nights; ADRv3 without-K replaces with-K ADR once,,
O:review_without_k:2026Q3:gbv_musd,gbv_musd,review_without_k,2026Q3,25965.984,USD millions,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Same nights; ADRv3 without-K replaces with-K ADR once,,
O:review_without_k:2026Q3:embedded_adr_fx_pp,embedded_adr_fx_pp,review_without_k,2026Q3,-0.43,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Same nights; ADRv3 without-K replaces with-K ADR once,,
O:review_without_k:2026Q3:k_line_pp,k_line_pp,review_without_k,2026Q3,0.0,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Same nights; ADRv3 without-K replaces with-K ADR once,,
O:review_without_k:2026Q4:nights_m,nights_m,review_without_k,2026Q4,131.8,million nights,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Same nights; ADRv3 without-K replaces with-K ADR once,,
O:review_without_k:2026Q4:adr_usd,adr_usd,review_without_k,2026Q4,173.94,USD/night,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Same nights; ADRv3 without-K replaces with-K ADR once,,
O:review_without_k:2026Q4:gbv_musd,gbv_musd,review_without_k,2026Q4,22925.292,USD millions,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Same nights; ADRv3 without-K replaces with-K ADR once,,
O:review_without_k:2026Q4:embedded_adr_fx_pp,embedded_adr_fx_pp,review_without_k,2026Q4,0.15,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Same nights; ADRv3 without-K replaces with-K ADR once,,
O:review_without_k:2026Q4:k_line_pp,k_line_pp,review_without_k,2026Q4,0.0,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Same nights; ADRv3 without-K replaces with-K ADR once,,
O:nights_case_a:2026Q3:nights_m,nights_m,nights_case_a,2026Q3,146.8,million nights,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Q4 case A team 132.7m replaces case B 131.8m; Q3 unchanged,,
O:nights_case_a:2026Q3:adr_usd,adr_usd,nights_case_a,2026Q3,177.17,USD/night,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Q4 case A team 132.7m replaces case B 131.8m; Q3 unchanged,,
O:nights_case_a:2026Q3:gbv_musd,gbv_musd,nights_case_a,2026Q3,26008.556,USD millions,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Q4 case A team 132.7m replaces case B 131.8m; Q3 unchanged,,
O:nights_case_a:2026Q3:embedded_adr_fx_pp,embedded_adr_fx_pp,nights_case_a,2026Q3,-0.43,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Q4 case A team 132.7m replaces case B 131.8m; Q3 unchanged,,
O:nights_case_a:2026Q3:k_line_pp,k_line_pp,nights_case_a,2026Q3,0.17,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Q4 case A team 132.7m replaces case B 131.8m; Q3 unchanged,,
O:nights_case_a:2026Q4:nights_m,nights_m,nights_case_a,2026Q4,132.7,million nights,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Q4 case A team 132.7m replaces case B 131.8m; Q3 unchanged,,
O:nights_case_a:2026Q4:adr_usd,adr_usd,nights_case_a,2026Q4,174.57,USD/night,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Q4 case A team 132.7m replaces case B 131.8m; Q3 unchanged,,
O:nights_case_a:2026Q4:gbv_musd,gbv_musd,nights_case_a,2026Q4,23165.439,USD millions,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Q4 case A team 132.7m replaces case B 131.8m; Q3 unchanged,,
O:nights_case_a:2026Q4:embedded_adr_fx_pp,embedded_adr_fx_pp,nights_case_a,2026Q4,0.15,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Q4 case A team 132.7m replaces case B 131.8m; Q3 unchanged,,
O:nights_case_a:2026Q4:k_line_pp,k_line_pp,nights_case_a,2026Q4,0.37,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Q4 case A team 132.7m replaces case B 131.8m; Q3 unchanged,,
O:adr_mean_reversion:2026Q3:nights_m,nights_m,adr_mean_reversion,2026Q3,146.8,million nights,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Residual 2.398pp replaces last_q 4.849326pp; K and other components retained,,
O:adr_mean_reversion:2026Q3:adr_usd,adr_usd,adr_mean_reversion,2026Q3,172.971123049716,USD/night,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Residual 2.398pp replaces last_q 4.849326pp; K and other components retained,,
O:adr_mean_reversion:2026Q3:gbv_musd,gbv_musd,adr_mean_reversion,2026Q3,25392.1608636984,USD millions,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Residual 2.398pp replaces last_q 4.849326pp; K and other components retained,,
O:adr_mean_reversion:2026Q3:embedded_adr_fx_pp,embedded_adr_fx_pp,adr_mean_reversion,2026Q3,-0.43,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Residual 2.398pp replaces last_q 4.849326pp; K and other components retained,,
O:adr_mean_reversion:2026Q3:k_line_pp,k_line_pp,adr_mean_reversion,2026Q3,0.17,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Residual 2.398pp replaces last_q 4.849326pp; K and other components retained,,
O:adr_mean_reversion:2026Q4:nights_m,nights_m,adr_mean_reversion,2026Q4,131.8,million nights,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Residual 2.398pp replaces last_q 4.849326pp; K and other components retained,,
O:adr_mean_reversion:2026Q4:adr_usd,adr_usd,adr_mean_reversion,2026Q4,170.463783186747,USD/night,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Residual 2.398pp replaces last_q 4.849326pp; K and other components retained,,
O:adr_mean_reversion:2026Q4:gbv_musd,gbv_musd,adr_mean_reversion,2026Q4,22467.1266240133,USD millions,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Residual 2.398pp replaces last_q 4.849326pp; K and other components retained,,
O:adr_mean_reversion:2026Q4:embedded_adr_fx_pp,embedded_adr_fx_pp,adr_mean_reversion,2026Q4,0.15,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Residual 2.398pp replaces last_q 4.849326pp; K and other components retained,,
O:adr_mean_reversion:2026Q4:k_line_pp,k_line_pp,adr_mean_reversion,2026Q4,0.37,ADR YoY percentage points,2026-09-11,estimated,conditional_review_not_adopted,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Residual 2.398pp replaces last_q 4.849326pp; K and other components retained,,
O:k0_conditional:2026Q3:gbv_musd,gbv_musd,k0_conditional,2026Q3,26449.9723221329,USD millions,2026-09-12,estimated,conditional_comparison_not_headline,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Existing K0 ledger GBV with undisclosed RNPL ramp; second missing quarter persists GBV growth; not a measured RNPL input,,
O:k0_conditional:2026Q4:gbv_musd,gbv_musd,k0_conditional,2026Q4,23562.4207585812,USD millions,2026-09-12,estimated,conditional_comparison_not_headline,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\operating_inputs.csv,Existing K0 ledger GBV with undisclosed RNPL ramp; second missing quarter persists GBV growth; not a measured RNPL input,,
W:review_with_k:2026Q3:2026Q2,USD baseline cohort contribution weight,review_with_k,2026Q3,0.650717703349282,decimal share,2026-08-06,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q2; weighted USD GBV / total weighted USD GBV,,
W:review_with_k:2026Q3:2026Q1,USD baseline cohort contribution weight,review_with_k,2026Q3,0.349282296650718,decimal share,2026-05-07,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q1; weighted USD GBV / total weighted USD GBV,,
W:review_with_k:2026Q4:2026Q3,USD baseline cohort contribution weight,review_with_k,2026Q4,0.656639843169239,decimal share,2026-09-11,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q3; weighted USD GBV / total weighted USD GBV,,
W:review_with_k:2026Q4:2026Q2,USD baseline cohort contribution weight,review_with_k,2026Q4,0.343360156830762,decimal share,2026-08-06,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q2; weighted USD GBV / total weighted USD GBV,,
W:review_with_k:2027Q1:2026Q4,USD baseline cohort contribution weight,review_with_k,2027Q1,0.6388964819095,decimal share,2026-09-11,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q4; weighted USD GBV / total weighted USD GBV,,
W:review_with_k:2027Q1:2026Q3,USD baseline cohort contribution weight,review_with_k,2027Q1,0.3611035180905,decimal share,2026-09-11,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q3; weighted USD GBV / total weighted USD GBV,,
W:review_without_k:2026Q3:2026Q2,USD baseline cohort contribution weight,review_without_k,2026Q3,0.650717703349282,decimal share,2026-08-06,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q2; weighted USD GBV / total weighted USD GBV,,
W:review_without_k:2026Q3:2026Q1,USD baseline cohort contribution weight,review_without_k,2026Q3,0.349282296650718,decimal share,2026-05-07,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q1; weighted USD GBV / total weighted USD GBV,,
W:review_without_k:2026Q4:2026Q3,USD baseline cohort contribution weight,review_without_k,2026Q4,0.656270396308101,decimal share,2026-09-11,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q3; weighted USD GBV / total weighted USD GBV,,
W:review_without_k:2026Q4:2026Q2,USD baseline cohort contribution weight,review_without_k,2026Q4,0.343729603691899,decimal share,2026-08-06,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q2; weighted USD GBV / total weighted USD GBV,,
W:review_without_k:2027Q1:2026Q4,USD baseline cohort contribution weight,review_without_k,2027Q1,0.638440199481546,decimal share,2026-09-11,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q4; weighted USD GBV / total weighted USD GBV,,
W:review_without_k:2027Q1:2026Q3,USD baseline cohort contribution weight,review_without_k,2027Q1,0.361559800518454,decimal share,2026-09-11,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q3; weighted USD GBV / total weighted USD GBV,,
W:nights_case_a:2026Q3:2026Q2,USD baseline cohort contribution weight,nights_case_a,2026Q3,0.650717703349282,decimal share,2026-08-06,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q2; weighted USD GBV / total weighted USD GBV,,
W:nights_case_a:2026Q3:2026Q1,USD baseline cohort contribution weight,nights_case_a,2026Q3,0.349282296650718,decimal share,2026-05-07,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q1; weighted USD GBV / total weighted USD GBV,,
W:nights_case_a:2026Q4:2026Q3,USD baseline cohort contribution weight,nights_case_a,2026Q4,0.656639843169239,decimal share,2026-09-11,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q3; weighted USD GBV / total weighted USD GBV,,
W:nights_case_a:2026Q4:2026Q2,USD baseline cohort contribution weight,nights_case_a,2026Q4,0.343360156830762,decimal share,2026-08-06,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q2; weighted USD GBV / total weighted USD GBV,,
W:nights_case_a:2027Q1:2026Q4,USD baseline cohort contribution weight,nights_case_a,2027Q1,0.640465033221023,decimal share,2026-09-11,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q4; weighted USD GBV / total weighted USD GBV,,
W:nights_case_a:2027Q1:2026Q3,USD baseline cohort contribution weight,nights_case_a,2027Q1,0.359534966778977,decimal share,2026-09-11,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q3; weighted USD GBV / total weighted USD GBV,,
W:adr_mean_reversion:2026Q3:2026Q2,USD baseline cohort contribution weight,adr_mean_reversion,2026Q3,0.650717703349282,decimal share,2026-08-06,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q2; weighted USD GBV / total weighted USD GBV,,
W:adr_mean_reversion:2026Q3:2026Q1,USD baseline cohort contribution weight,adr_mean_reversion,2026Q3,0.349282296650718,decimal share,2026-05-07,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q1; weighted USD GBV / total weighted USD GBV,,
W:adr_mean_reversion:2026Q4:2026Q3,USD baseline cohort contribution weight,adr_mean_reversion,2026Q4,0.651211943663743,decimal share,2026-09-11,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q3; weighted USD GBV / total weighted USD GBV,,
W:adr_mean_reversion:2026Q4:2026Q2,USD baseline cohort contribution weight,adr_mean_reversion,2026Q4,0.348788056336257,decimal share,2026-08-06,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q2; weighted USD GBV / total weighted USD GBV,,
W:adr_mean_reversion:2027Q1:2026Q4,USD baseline cohort contribution weight,adr_mean_reversion,2027Q1,0.638938495806728,decimal share,2026-09-11,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q4; weighted USD GBV / total weighted USD GBV,,
W:adr_mean_reversion:2027Q1:2026Q3,USD baseline cohort contribution weight,adr_mean_reversion,2027Q1,0.361061504193272,decimal share,2026-09-11,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q3; weighted USD GBV / total weighted USD GBV,,
W:k0_conditional:2026Q3:2026Q2,USD baseline cohort contribution weight,k0_conditional,2026Q3,0.650717703349282,decimal share,2026-08-06,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q2; weighted USD GBV / total weighted USD GBV,,
