quarter,fee_share,adr_basis,backlog_scale_B,adr_ratio_r,b_path,dK_m_nights,dK_lag4_m_nights,b_pp,b_unpaid_pp,b_paid_pp,dK_over_N_lag4_pp,k_over_n_quarters,stays_implied_m
1Q24,0.151,kernelw,1.1,1.33,ramp,36.53,37.302,-0.637,0.0,-0.637,30.165,0.7258,96.07
1Q24,0.151,kernelw,1.1,1.33,step,36.53,37.302,-0.637,0.0,-0.637,30.165,0.7258,96.07
1Q24,0.155,current,1.0,1.0,ramp,32.092,33.293,-0.992,0.0,-0.992,26.5,0.685,100.51
1Q24,0.155,current,1.0,1.0,step,32.092,33.293,-0.992,0.0,-0.992,26.5,0.685,100.51
1Q24,0.155,current,1.0,1.33,ramp,32.092,33.293,-0.992,0.0,-0.992,26.5,0.685,100.51
1Q24,0.155,current,1.0,1.33,step,32.092,33.293,-0.992,0.0,-0.992,26.5,0.685,100.51
1Q24,0.155,current,1.05,1.0,ramp,32.092,33.293,-0.992,0.0,-0.992,26.5,0.685,100.51
1Q24,0.155,current,1.05,1.0,step,32.092,33.293,-0.992,0.0,-0.992,26.5,0.685,100.51
1Q24,0.155,current,1.05,1.33,ramp,32.092,33.293,-0.992,0.0,-0.992,26.5,0.685,100.51
1Q24,0.155,current,1.05,1.33,step,32.092,33.293,-0.992,0.0,-0.992,26.5,0.685,100.51
1Q24,0.155,current,1.1,1.0,ramp,32.092,33.293,-0.992,0.0,-0.992,26.5,0.685,100.51
1Q24,0.155,current,1.1,1.0,step,32.092,33.293,-0.992,0.0,-0.992,26.5,0.685,100.51
1Q24,0.155,current,1.1,1.33,ramp,32.092,33.293,-0.992,0.0,-0.992,26.5,0.685,100.51
1Q24,0.155,current,1.1,1.33,step,32.092,33.293,-0.992,0.0,-0.992,26.5,0.685,100.51
1Q24,0.155,forward,1.0,1.0,ramp,39.375,39.134,0.199,0.0,0.199,32.514,0.6986,93.22
1Q24,0.155,forward,1.0,1.0,step,39.375,39.134,0.199,0.0,0.199,32.514,0.6986,93.22
1Q24,0.155,forward,1.0,1.33,ramp,39.375,39.134,0.199,0.0,0.199,32.514,0.6986,93.22
1Q24,0.155,forward,1.0,1.33,step,39.375,39.134,0.199,0.0,0.199,32.514,0.6986,93.22
1Q24,0.155,forward,1.05,1.0,ramp,39.375,39.134,0.199,0.0,0.199,32.514,0.6986,93.22
1Q24,0.155,forward,1.05,1.0,step,39.375,39.134,0.199,0.0,0.199,32.514,0.6986,93.22
1Q24,0.155,forward,1.05,1.33,ramp,39.375,39.134,0.199,0.0,0.199,32.514,0.6986,93.22
1Q24,0.155,forward,1.05,1.33,step,39.375,39.134,0.199,0.0,0.199,32.514,0.6986,93.22
1Q24,0.155,forward,1.1,1.0,ramp,39.375,39.134,0.199,0.0,0.199,32.514,0.6986,93.22
1Q24,0.155,forward,1.1,1.0,step,39.375,39.134,0.199,0.0,0.199,32.514,0.6986,93.22
1Q24,0.155,forward,1.1,1.33,ramp,39.375,39.134,0.199,0.0,0.199,32.514,0.6986,93.22
1Q24,0.155,forward,1.1,1.33,step,39.375,39.134,0.199,0.0,0.199,32.514,0.6986,93.22
1Q24,0.155,kernelw,1.0,1.0,ramp,35.586,36.339,-0.622,0.0,-0.622,29.386,0.707,97.01
1Q24,0.155,kernelw,1.0,1.0,step,35.586,36.339,-0.622,0.0,-0.622,29.386,0.707,97.01
1Q24,0.155,kernelw,1.0,1.33,ramp,35.586,36.339,-0.622,0.0,-0.622,29.386,0.707,97.01
1Q24,0.155,kernelw,1.0,1.33,step,35.586,36.339,-0.622,0.0,-0.622,29.386,0.707,97.01
1Q24,0.155,kernelw,1.05,1.0,ramp,35.586,36.339,-0.622,0.0,-0.622,29.386,0.707,97.01
1Q24,0.155,kernelw,1.05,1.0,step,35.586,36.339,-0.622,0.0,-0.622,29.386,0.707,97.01
1Q24,0.155,kernelw,1.05,1.33,ramp,35.586,36.339,-0.622,0.0,-0.622,29.386,0.707,97.01
1Q24,0.155,kernelw,1.05,1.33,step,35.586,36.339,-0.622,0.0,-0.622,29.386,0.707,97.01
1Q24,0.155,kernelw,1.1,1.0,ramp,35.586,36.339,-0.622,0.0,-0.622,29.386,0.707,97.01
1Q24,0.155,kernelw,1.1,1.0,step,35.586,36.339,-0.622,0.0,-0.622,29.386,0.707,97.01
1Q24,0.155,kernelw,1.1,1.33,ramp,35.586,36.339,-0.622,0.0,-0.622,29.386,0.707,97.01
1Q24,0.155,kernelw,1.1,1.33,step,35.586,36.339,-0.622,0.0,-0.622,29.386,0.707,97.01
2Q24,0.124,current,1.0,1.0,ramp,11.14,10.018,0.975,0.0,0.975,9.679,0.9967,113.96
2Q24,0.124,current,1.0,1.0,step,11.14,10.018,0.975,0.0,0.975,9.679,0.9967,113.96
2Q24,0.124,current,1.0,1.33,ramp,11.14,10.018,0.975,0.0,0.975,9.679,0.9967,113.96
2Q24,0.124,current,1.0,1.33,step,11.14,10.018,0.975,0.0,0.975,9.679,0.9967,113.96
2Q24,0.124,current,1.05,1.0,ramp,11.14,10.018,0.975,0.0,0.975,9.679,0.9967,113.96
2Q24,0.124,current,1.05,1.0,step,11.14,10.018,0.975,0.0,0.975,9.679,0.9967,113.96
2Q24,0.124,current,1.05,1.33,ramp,11.14,10.018,0.975,0.0,0.975,9.679,0.9967,113.96
2Q24,0.124,current,1.05,1.33,step,11.14,10.018,0.975,0.0,0.975,9.679,0.9967,113.96
2Q24,0.124,current,1.1,1.0,ramp,11.14,10.018,0.975,0.0,0.975,9.679,0.9967,113.96
2Q24,0.124,current,1.1,1.0,step,11.14,10.018,0.975,0.0,0.975,9.679,0.9967,113.96
2Q24,0.124,current,1.1,1.33,ramp,11.14,10.018,0.975,0.0,0.975,9.679,0.9967,113.96
2Q24,0.124,current,1.1,1.33,step,11.14,10.018,0.975,0.0,0.975,9.679,0.9967,113.96
2Q24,0.124,forward,1.0,1.0,ramp,13.383,11.773,1.399,0.0,1.399,11.627,1.0325,111.72
2Q24,0.124,forward,1.0,1.0,step,13.383,11.773,1.399,0.0,1.399,11.627,1.0325,111.72
2Q24,0.124,forward,1.0,1.33,ramp,13.383,11.773,1.399,0.0,1.399,11.627,1.0325,111.72
2Q24,0.124,forward,1.0,1.33,step,13.383,11.773,1.399,0.0,1.399,11.627,1.0325,111.72
2Q24,0.124,forward,1.05,1.0,ramp,13.383,11.773,1.399,0.0,1.399,11.627,1.0325,111.72
2Q24,0.124,forward,1.05,1.0,step,13.383,11.773,1.399,0.0,1.399,11.627,1.0325,111.72
2Q24,0.124,forward,1.05,1.33,ramp,13.383,11.773,1.399,0.0,1.399,11.627,1.0325,111.72
2Q24,0.124,forward,1.05,1.33,step,13.383,11.773,1.399,0.0,1.399,11.627,1.0325,111.72
2Q24,0.124,forward,1.1,1.0,ramp,13.383,11.773,1.399,0.0,1.399,11.627,1.0325,111.72
2Q24,0.124,forward,1.1,1.0,step,13.383,11.773,1.399,0.0,1.399,11.627,1.0325,111.72
2Q24,0.124,forward,1.1,1.33,ramp,13.383,11.773,1.399,0.0,1.399,11.627,1.0325,111.72
2Q24,0.124,forward,1.1,1.33,step,13.383,11.773,1.399,0.0,1.399,11.627,1.0325,111.72
2Q24,0.124,kernelw,1.0,1.0,ramp,6.674,6.148,0.457,0.0,0.457,5.798,0.9901,118.43
2Q24,0.124,kernelw,1.0,1.0,step,6.674,6.148,0.457,0.0,0.457,5.798,0.9901,118.43
2Q24,0.124,kernelw,1.0,1.33,ramp,6.674,6.148,0.457,0.0,0.457,5.798,0.9901,118.43
2Q24,0.124,kernelw,1.0,1.33,step,6.674,6.148,0.457,0.0,0.457,5.798,0.9901,118.43
2Q24,0.124,kernelw,1.05,1.0,ramp,6.674,6.148,0.457,0.0,0.457,5.798,0.9901,118.43
2Q24,0.124,kernelw,1.05,1.0,step,6.674,6.148,0.457,0.0,0.457,5.798,0.9901,118.43
2Q24,0.124,kernelw,1.05,1.33,ramp,6.674,6.148,0.457,0.0,0.457,5.798,0.9901,118.43
2Q24,0.124,kernelw,1.05,1.33,step,6.674,6.148,0.457,0.0,0.457,5.798,0.9901,118.43
2Q24,0.124,kernelw,1.1,1.0,ramp,6.674,6.148,0.457,0.0,0.457,5.798,0.9901,118.43
2Q24,0.124,kernelw,1.1,1.0,step,6.674,6.148,0.457,0.0,0.457,5.798,0.9901,118.43
2Q24,0.124,kernelw,1.1,1.33,ramp,6.674,6.148,0.457,0.0,0.457,5.798,0.9901,118.43
2Q24,0.124,kernelw,1.1,1.33,step,6.674,6.148,0.457,0.0,0.457,5.798,0.9901,118.43
2Q24,0.133,current,1.0,1.0,ramp,10.386,9.34,0.909,0.0,0.909,9.023,0.9292,114.71
2Q24,0.133,current,1.0,1.0,step,10.386,9.34,0.909,0.0,0.909,9.023,0.9292,114.71
2Q24,0.133,current,1.0,1.33,ramp,10.386,9.34,0.909,0.0,0.909,9.023,0.9292,114.71
2Q24,0.133,current,1.0,1.33,step,10.386,9.34,0.909,0.0,0.909,9.023,0.9292,114.71
2Q24,0.133,current,1.05,1.0,ramp,10.386,9.34,0.909,0.0,0.909,9.023,0.9292,114.71
2Q24,0.133,current,1.05,1.0,step,10.386,9.34,0.909,0.0,0.909,9.023,0.9292,114.71
2Q24,0.133,current,1.05,1.33,ramp,10.386,9.34,0.909,0.0,0.909,9.023,0.9292,114.71
2Q24,0.133,current,1.05,1.33,step,10.386,9.34,0.909,0.0,0.909,9.023,0.9292,114.71
2Q24,0.133,current,1.1,1.0,ramp,10.386,9.34,0.909,0.0,0.909,9.023,0.9292,114.71
2Q24,0.133,current,1.1,1.0,step,10.386,9.34,0.909,0.0,0.909,9.023,0.9292,114.71
2Q24,0.133,current,1.1,1.33,ramp,10.386,9.34,0.909,0.0,0.909,9.023,0.9292,114.71
2Q24,0.133,current,1.1,1.33,step,10.386,9.34,0.909,0.0,0.909,9.023,0.9292,114.71
2Q24,0.133,forward,1.0,1.0,ramp,12.478,10.975,1.306,0.0,1.306,10.841,0.9627,112.62
2Q24,0.133,forward,1.0,1.0,step,12.478,10.975,1.306,0.0,1.306,10.841,0.9627,112.62
2Q24,0.133,forward,1.0,1.33,ramp,12.478,10.975,1.306,0.0,1.306,10.841,0.9627,112.62
2Q24,0.133,forward,1.0,1.33,step,12.478,10.975,1.306,0.0,1.306,10.841,0.9627,112.62
2Q24,0.133,forward,1.05,1.0,ramp,12.478,10.975,1.306,0.0,1.306,10.841,0.9627,112.62
2Q24,0.133,forward,1.05,1.0,step,12.478,10.975,1.306,0.0,1.306,10.841,0.9627,112.62
2Q24,0.133,forward,1.05,1.33,ramp,12.478,10.975,1.306,0.0,1.306,10.841,0.9627,112.62
2Q24,0.133,forward,1.05,1.33,step,12.478,10.975,1.306,0.0,1.306,10.841,0.9627,112.62
2Q24,0.133,forward,1.1,1.0,ramp,12.478,10.975,1.306,0.0,1.306,10.841,0.9627,112.62
2Q24,0.133,forward,1.1,1.0,step,12.478,10.975,1.306,0.0,1.306,10.841,0.9627,112.62
2Q24,0.133,forward,1.1,1.33,ramp,12.478,10.975,1.306,0.0,1.306,10.841,0.9627,112.62
2Q24,0.133,forward,1.1,1.33,step,12.478,10.975,1.306,0.0,1.306,10.841,0.9627,112.62
2Q24,0.133,kernelw,1.0,1.0,ramp,6.223,5.732,0.427,0.0,0.427,5.407,0.9231,118.88
2Q24,0.133,kernelw,1.0,1.0,step,6.223,5.732,0.427,0.0,0.427,5.407,0.9231,118.88
2Q24,0.133,kernelw,1.0,1.33,ramp,6.223,5.732,0.427,0.0,0.427,5.407,0.9231,118.88
2Q24,0.133,kernelw,1.0,1.33,step,6.223,5.732,0.427,0.0,0.427,5.407,0.9231,118.88
2Q24,0.133,kernelw,1.05,1.0,ramp,6.223,5.732,0.427,0.0,0.427,5.407,0.9231,118.88
2Q24,0.133,kernelw,1.05,1.0,step,6.223,5.732,0.427,0.0,0.427,5.407,0.9231,118.88
2Q24,0.133,kernelw,1.05,1.33,ramp,6.223,5.732,0.427,0.0,0.427,5.407,0.9231,118.88
2Q24,0.133,kernelw,1.05,1.33,step,6.223,5.732,0.427,0.0,0.427,5.407,0.9231,118.88
2Q24,0.133,kernelw,1.1,1.0,ramp,6.223,5.732,0.427,0.0,0.427,5.407,0.9231,118.88
2Q24,0.133,kernelw,1.1,1.0,step,6.223,5.732,0.427,0.0,0.427,5.407,0.9231,118.88
2Q24,0.133,kernelw,1.1,1.33,ramp,6.223,5.732,0.427,0.0,0.427,5.407,0.9231,118.88
2Q24,0.133,kernelw,1.1,1.33,step,6.223,5.732,0.427,0.0,0.427,5.407,0.9231,118.88
2Q24,0.151,current,1.0,1.0,ramp,9.148,8.226,0.801,0.0,0.801,7.948,0.8184,115.95
2Q24,0.151,current,1.0,1.0,step,9.148,8.226,0.801,0.0,0.801,7.948,0.8184,115.95
2Q24,0.151,current,1.0,1.33,ramp,9.148,8.226,0.801,0.0,0.801,7.948,0.8184,115.95
2Q24,0.151,current,1.0,1.33,step,9.148,8.226,0.801,0.0,0.801,7.948,0.8184,115.95
2Q24,0.151,current,1.05,1.0,ramp,9.148,8.226,0.801,0.0,0.801,7.948,0.8184,115.95
2Q24,0.151,current,1.05,1.0,step,9.148,8.226,0.801,0.0,0.801,7.948,0.8184,115.95
2Q24,0.151,current,1.05,1.33,ramp,9.148,8.226,0.801,0.0,0.801,7.948,0.8184,115.95
2Q24,0.151,current,1.05,1.33,step,9.148,8.226,0.801,0.0,0.801,7.948,0.8184,115.95
2Q24,0.151,current,1.1,1.0,ramp,9.148,8.226,0.801,0.0,0.801,7.948,0.8184,115.95
2Q24,0.151,current,1.1,1.0,step,9.148,8.226,0.801,0.0,0.801,7.948,0.8184,115.95
2Q24,0.151,current,1.1,1.33,ramp,9.148,8.226,0.801,0.0,0.801,7.948,0.8184,115.95
2Q24,0.151,current,1.1,1.33,step,9.148,8.226,0.801,0.0,0.801,7.948,0.8184,115.95
2Q24,0.151,forward,1.0,1.0,ramp,10.99,9.667,1.149,0.0,1.149,9.548,0.8479,114.11
2Q24,0.151,forward,1.0,1.0,step,10.99,9.667,1.149,0.0,1.149,9.548,0.8479,114.11
2Q24,0.151,forward,1.0,1.33,ramp,10.99,9.667,1.149,0.0,1.149,9.548,0.8479,114.11
2Q24,0.151,forward,1.0,1.33,step,10.99,9.667,1.149,0.0,1.149,9.548,0.8479,114.11
2Q24,0.151,forward,1.05,1.0,ramp,10.99,9.667,1.149,0.0,1.149,9.548,0.8479,114.11
2Q24,0.151,forward,1.05,1.0,step,10.99,9.667,1.149,0.0,1.149,9.548,0.8479,114.11
2Q24,0.151,forward,1.05,1.33,ramp,10.99,9.667,1.149,0.0,1.149,9.548,0.8479,114.11
2Q24,0.151,forward,1.05,1.33,step,10.99,9.667,1.149,0.0,1.149,9.548,0.8479,114.11
2Q24,0.151,forward,1.1,1.0,ramp,10.99,9.667,1.149,0.0,1.149,9.548,0.8479,114.11
2Q24,0.151,forward,1.1,1.0,step,10.99,9.667,1.149,0.0,1.149,9.548,0.8479,114.11
2Q24,0.151,forward,1.1,1.33,ramp,10.99,9.667,1.149,0.0,1.149,9.548,0.8479,114.11
2Q24,0.151,forward,1.1,1.33,step,10.99,9.667,1.149,0.0,1.149,9.548,0.8479,114.11
2Q24,0.151,kernelw,1.0,1.0,ramp,5.481,5.049,0.375,0.0,0.375,4.762,0.8131,119.62
2Q24,0.151,kernelw,1.0,1.0,step,5.481,5.049,0.375,0.0,0.375,4.762,0.8131,119.62
2Q24,0.151,kernelw,1.0,1.33,ramp,5.481,5.049,0.375,0.0,0.375,4.762,0.8131,119.62
2Q24,0.151,kernelw,1.0,1.33,step,5.481,5.049,0.375,0.0,0.375,4.762,0.8131,119.62
2Q24,0.151,kernelw,1.05,1.0,ramp,5.481,5.049,0.375,0.0,0.375,4.762,0.8131,119.62
2Q24,0.151,kernelw,1.05,1.0,step,5.481,5.049,0.375,0.0,0.375,4.762,0.8131,119.62
2Q24,0.151,kernelw,1.05,1.33,ramp,5.481,5.049,0.375,0.0,0.375,4.762,0.8131,119.62
2Q24,0.151,kernelw,1.05,1.33,step,5.481,5.049,0.375,0.0,0.375,4.762,0.8131,119.62
2Q24,0.151,kernelw,1.1,1.0,ramp,5.481,5.049,0.375,0.0,0.375,4.762,0.8131,119.62
2Q24,0.151,kernelw,1.1,1.0,step,5.481,5.049,0.375,0.0,0.375,4.762,0.8131,119.62
2Q24,0.151,kernelw,1.1,1.33,ramp,5.481,5.049,0.375,0.0,0.375,4.762,0.8131,119.62
2Q24,0.151,kernelw,1.1,1.33,step,5.481,5.049,0.375,0.0,0.375,4.762,0.8131,119.62
2Q24,0.155,current,1.0,1.0,ramp,8.911,8.014,0.779,0.0,0.779,7.742,0.7973,116.19
2Q24,0.155,current,1.0,1.0,step,8.911,8.014,0.779,0.0,0.779,7.742,0.7973,116.19
2Q24,0.155,current,1.0,1.33,ramp,8.911,8.014,0.779,0.0,0.779,7.742,0.7973,116.19
2Q24,0.155,current,1.0,1.33,step,8.911,8.014,0.779,0.0,0.779,7.742,0.7973,116.19
2Q24,0.155,current,1.05,1.0,ramp,8.911,8.014,0.779,0.0,0.779,7.742,0.7973,116.19
2Q24,0.155,current,1.05,1.0,step,8.911,8.014,0.779,0.0,0.779,7.742,0.7973,116.19
2Q24,0.155,current,1.05,1.33,ramp,8.911,8.014,0.779,0.0,0.779,7.742,0.7973,116.19
2Q24,0.155,current,1.05,1.33,step,8.911,8.014,0.779,0.0,0.779,7.742,0.7973,116.19
2Q24,0.155,current,1.1,1.0,ramp,8.911,8.014,0.779,0.0,0.779,7.742,0.7973,116.19
2Q24,0.155,current,1.1,1.0,step,8.911,8.014,0.779,0.0,0.779,7.742,0.7973,116.19
2Q24,0.155,current,1.1,1.33,ramp,8.911,8.014,0.779,0.0,0.779,7.742,0.7973,116.19
2Q24,0.155,current,1.1,1.33,step,8.911,8.014,0.779,0.0,0.779,7.742,0.7973,116.19
2Q24,0.155,forward,1.0,1.0,ramp,10.707,9.418,1.12,0.0,1.12,9.302,0.826,114.39
2Q24,0.155,forward,1.0,1.0,step,10.707,9.418,1.12,0.0,1.12,9.302,0.826,114.39
2Q24,0.155,forward,1.0,1.33,ramp,10.707,9.418,1.12,0.0,1.12,9.302,0.826,114.39
2Q24,0.155,forward,1.0,1.33,step,10.707,9.418,1.12,0.0,1.12,9.302,0.826,114.39
2Q24,0.155,forward,1.05,1.0,ramp,10.707,9.418,1.12,0.0,1.12,9.302,0.826,114.39
2Q24,0.155,forward,1.05,1.0,step,10.707,9.418,1.12,0.0,1.12,9.302,0.826,114.39
2Q24,0.155,forward,1.05,1.33,ramp,10.707,9.418,1.12,0.0,1.12,9.302,0.826,114.39
2Q24,0.155,forward,1.05,1.33,step,10.707,9.418,1.12,0.0,1.12,9.302,0.826,114.39
2Q24,0.155,forward,1.1,1.0,ramp,10.707,9.418,1.12,0.0,1.12,9.302,0.826,114.39
2Q24,0.155,forward,1.1,1.0,step,10.707,9.418,1.12,0.0,1.12,9.302,0.826,114.39
2Q24,0.155,forward,1.1,1.33,ramp,10.707,9.418,1.12,0.0,1.12,9.302,0.826,114.39
2Q24,0.155,forward,1.1,1.33,step,10.707,9.418,1.12,0.0,1.12,9.302,0.826,114.39
2Q24,0.155,kernelw,1.0,1.0,ramp,5.34,4.919,0.366,0.0,0.366,4.639,0.7921,119.76
2Q24,0.155,kernelw,1.0,1.0,step,5.34,4.919,0.366,0.0,0.366,4.639,0.7921,119.76
2Q24,0.155,kernelw,1.0,1.33,ramp,5.34,4.919,0.366,0.0,0.366,4.639,0.7921,119.76
2Q24,0.155,kernelw,1.0,1.33,step,5.34,4.919,0.366,0.0,0.366,4.639,0.7921,119.76
2Q24,0.155,kernelw,1.05,1.0,ramp,5.34,4.919,0.366,0.0,0.366,4.639,0.7921,119.76
2Q24,0.155,kernelw,1.05,1.0,step,5.34,4.919,0.366,0.0,0.366,4.639,0.7921,119.76
2Q24,0.155,kernelw,1.05,1.33,ramp,5.34,4.919,0.366,0.0,0.366,4.639,0.7921,119.76
2Q24,0.155,kernelw,1.05,1.33,step,5.34,4.919,0.366,0.0,0.366,4.639,0.7921,119.76
2Q24,0.155,kernelw,1.1,1.0,ramp,5.34,4.919,0.366,0.0,0.366,4.639,0.7921,119.76
2Q24,0.155,kernelw,1.1,1.0,step,5.34,4.919,0.366,0.0,0.366,4.639,0.7921,119.76
2Q24,0.155,kernelw,1.1,1.33,ramp,5.34,4.919,0.366,0.0,0.366,4.639,0.7921,119.76
2Q24,0.155,kernelw,1.1,1.33,step,5.34,4.919,0.366,0.0,0.366,4.639,0.7921,119.76
3Q24,0.124,current,1.0,1.0,ramp,-43.021,-40.705,-2.046,0.0,-2.046,-38.004,0.665,165.82
3Q24,0.124,current,1.0,1.0,step,-43.021,-40.705,-2.046,0.0,-2.046,-38.004,0.665,165.82
3Q24,0.124,current,1.0,1.33,ramp,-43.021,-40.705,-2.046,0.0,-2.046,-38.004,0.665,165.82
3Q24,0.124,current,1.0,1.33,step,-43.021,-40.705,-2.046,0.0,-2.046,-38.004,0.665,165.82
3Q24,0.124,current,1.05,1.0,ramp,-43.021,-40.705,-2.046,0.0,-2.046,-38.004,0.665,165.82
3Q24,0.124,current,1.05,1.0,step,-43.021,-40.705,-2.046,0.0,-2.046,-38.004,0.665,165.82
3Q24,0.124,current,1.05,1.33,ramp,-43.021,-40.705,-2.046,0.0,-2.046,-38.004,0.665,165.82
3Q24,0.124,current,1.05,1.33,step,-43.021,-40.705,-2.046,0.0,-2.046,-38.004,0.665,165.82
3Q24,0.124,current,1.1,1.0,ramp,-43.021,-40.705,-2.046,0.0,-2.046,-38.004,0.665,165.82
3Q24,0.124,current,1.1,1.0,step,-43.021,-40.705,-2.046,0.0,-2.046,-38.004,0.665,165.82
3Q24,0.124,current,1.1,1.33,ramp,-43.021,-40.705,-2.046,0.0,-2.046,-38.004,0.665,165.82
3Q24,0.124,current,1.1,1.33,step,-43.021,-40.705,-2.046,0.0,-2.046,-38.004,0.665,165.82
3Q24,0.124,forward,1.0,1.0,ramp,-44.662,-41.801,-2.527,0.0,-2.527,-39.454,0.6882,167.46
3Q24,0.124,forward,1.0,1.0,step,-44.662,-41.801,-2.527,0.0,-2.527,-39.454,0.6882,167.46
3Q24,0.124,forward,1.0,1.33,ramp,-44.662,-41.801,-2.527,0.0,-2.527,-39.454,0.6882,167.46
3Q24,0.124,forward,1.0,1.33,step,-44.662,-41.801,-2.527,0.0,-2.527,-39.454,0.6882,167.46
3Q24,0.124,forward,1.05,1.0,ramp,-44.662,-41.801,-2.527,0.0,-2.527,-39.454,0.6882,167.46
3Q24,0.124,forward,1.05,1.0,step,-44.662,-41.801,-2.527,0.0,-2.527,-39.454,0.6882,167.46
3Q24,0.124,forward,1.05,1.33,ramp,-44.662,-41.801,-2.527,0.0,-2.527,-39.454,0.6882,167.46
3Q24,0.124,forward,1.05,1.33,step,-44.662,-41.801,-2.527,0.0,-2.527,-39.454,0.6882,167.46
3Q24,0.124,forward,1.1,1.0,ramp,-44.662,-41.801,-2.527,0.0,-2.527,-39.454,0.6882,167.46
3Q24,0.124,forward,1.1,1.0,step,-44.662,-41.801,-2.527,0.0,-2.527,-39.454,0.6882,167.46
3Q24,0.124,forward,1.1,1.33,ramp,-44.662,-41.801,-2.527,0.0,-2.527,-39.454,0.6882,167.46
3Q24,0.124,forward,1.1,1.33,step,-44.662,-41.801,-2.527,0.0,-2.527,-39.454,0.6882,167.46
3Q24,0.124,kernelw,1.0,1.0,ramp,-43.173,-40.847,-2.055,0.0,-2.055,-38.139,0.6571,165.97
3Q24,0.124,kernelw,1.0,1.0,step,-43.173,-40.847,-2.055,0.0,-2.055,-38.139,0.6571,165.97
3Q24,0.124,kernelw,1.0,1.33,ramp,-43.173,-40.847,-2.055,0.0,-2.055,-38.139,0.6571,165.97
3Q24,0.124,kernelw,1.0,1.33,step,-43.173,-40.847,-2.055,0.0,-2.055,-38.139,0.6571,165.97
3Q24,0.124,kernelw,1.05,1.0,ramp,-43.173,-40.847,-2.055,0.0,-2.055,-38.139,0.6571,165.97
3Q24,0.124,kernelw,1.05,1.0,step,-43.173,-40.847,-2.055,0.0,-2.055,-38.139,0.6571,165.97
3Q24,0.124,kernelw,1.05,1.33,ramp,-43.173,-40.847,-2.055,0.0,-2.055,-38.139,0.6571,165.97
3Q24,0.124,kernelw,1.05,1.33,step,-43.173,-40.847,-2.055,0.0,-2.055,-38.139,0.6571,165.97
3Q24,0.124,kernelw,1.1,1.0,ramp,-43.173,-40.847,-2.055,0.0,-2.055,-38.139,0.6571,165.97
3Q24,0.124,kernelw,1.1,1.0,step,-43.173,-40.847,-2.055,0.0,-2.055,-38.139,0.6571,165.97
3Q24,0.124,kernelw,1.1,1.33,ramp,-43.173,-40.847,-2.055,0.0,-2.055,-38.139,0.6571,165.97
3Q24,0.124,kernelw,1.1,1.33,step,-43.173,-40.847,-2.055,0.0,-2.055,-38.139,0.6571,165.97
3Q24,0.133,current,1.0,1.0,ramp,-40.11,-37.951,-1.907,0.0,-1.907,-35.433,0.62,162.91
3Q24,0.133,current,1.0,1.0,step,-40.11,-37.951,-1.907,0.0,-1.907,-35.433,0.62,162.91
3Q24,0.133,current,1.0,1.33,ramp,-40.11,-37.951,-1.907,0.0,-1.907,-35.433,0.62,162.91
3Q24,0.133,current,1.0,1.33,step,-40.11,-37.951,-1.907,0.0,-1.907,-35.433,0.62,162.91
3Q24,0.133,current,1.05,1.0,ramp,-40.11,-37.951,-1.907,0.0,-1.907,-35.433,0.62,162.91
3Q24,0.133,current,1.05,1.0,step,-40.11,-37.951,-1.907,0.0,-1.907,-35.433,0.62,162.91
3Q24,0.133,current,1.05,1.33,ramp,-40.11,-37.951,-1.907,0.0,-1.907,-35.433,0.62,162.91
3Q24,0.133,current,1.05,1.33,step,-40.11,-37.951,-1.907,0.0,-1.907,-35.433,0.62,162.91
3Q24,0.133,current,1.1,1.0,ramp,-40.11,-37.951,-1.907,0.0,-1.907,-35.433,0.62,162.91
3Q24,0.133,current,1.1,1.0,step,-40.11,-37.951,-1.907,0.0,-1.907,-35.433,0.62,162.91
3Q24,0.133,current,1.1,1.33,ramp,-40.11,-37.951,-1.907,0.0,-1.907,-35.433,0.62,162.91
3Q24,0.133,current,1.1,1.33,step,-40.11,-37.951,-1.907,0.0,-1.907,-35.433,0.62,162.91
3Q24,0.133,forward,1.0,1.0,ramp,-41.641,-38.972,-2.358,0.0,-2.358,-36.785,0.6416,164.44
3Q24,0.133,forward,1.0,1.0,step,-41.641,-38.972,-2.358,0.0,-2.358,-36.785,0.6416,164.44
3Q24,0.133,forward,1.0,1.33,ramp,-41.641,-38.972,-2.358,0.0,-2.358,-36.785,0.6416,164.44
3Q24,0.133,forward,1.0,1.33,step,-41.641,-38.972,-2.358,0.0,-2.358,-36.785,0.6416,164.44
3Q24,0.133,forward,1.05,1.0,ramp,-41.641,-38.972,-2.358,0.0,-2.358,-36.785,0.6416,164.44
3Q24,0.133,forward,1.05,1.0,step,-41.641,-38.972,-2.358,0.0,-2.358,-36.785,0.6416,164.44
3Q24,0.133,forward,1.05,1.33,ramp,-41.641,-38.972,-2.358,0.0,-2.358,-36.785,0.6416,164.44
3Q24,0.133,forward,1.05,1.33,step,-41.641,-38.972,-2.358,0.0,-2.358,-36.785,0.6416,164.44
3Q24,0.133,forward,1.1,1.0,ramp,-41.641,-38.972,-2.358,0.0,-2.358,-36.785,0.6416,164.44
3Q24,0.133,forward,1.1,1.0,step,-41.641,-38.972,-2.358,0.0,-2.358,-36.785,0.6416,164.44
3Q24,0.133,forward,1.1,1.33,ramp,-41.641,-38.972,-2.358,0.0,-2.358,-36.785,0.6416,164.44
